,dates,usa_CA_0292-0000,usa_CA_0292-0001,usa_CA_0292-0002,usa_CA_0292-0003,usa_CA_0292-0004,usa_CA_0292-0005,usa_CA_0292-0006,usa_CA_0292-0007,usa_CA_0292-0008,usa_CA_0292-0009,usa_CA_0292-0010,usa_CA_0292-0011,usa_CA_0292-0012,usa_CA_0292-0013,usa_CA_0292-0014,usa_CA_0292-0015,usa_CA_0292-0016,usa_CA_0292-0017,usa_CA_0292-0018,usa_CA_0292-0019,usa_CA_0292-0020,usa_CA_0292-0021,usa_CA_0292-0022,usa_CA_0292-0023,usa_CA_0292-0024,usa_CA_0292-0025,usa_CA_0292-0026,usa_CA_0292-0027,usa_CA_0292-0028,usa_CA_0292-0029,usa_CA_0292-0030,usa_CA_0292-0031,usa_CA_0292-0032,usa_CA_0292-0033,usa_CA_0292-0034,usa_CA_0292-0035,usa_CA_0292-0036,usa_CA_0292-0037,usa_CA_0292-0038,usa_CA_0292-0039,usa_CA_0292-0040,usa_CA_0292-0041,usa_CA_0292-0042,usa_CA_0292-0043,usa_CA_0292-0044,usa_CA_0292-0045,usa_CA_0292-0046,usa_CA_0292-0047,usa_CA_0292-0048,usa_CA_0292-0049,usa_CA_0292-0050,usa_CA_0292-0051,usa_CA_0292-0052,usa_CA_0292-0053,usa_CA_0292-0054,usa_CA_0292-0055,usa_CA_0292-0056,usa_CA_0292-0057,usa_CA_0292-0058,usa_CA_0292-0059,usa_CA_0292-0060,usa_CA_0292-0061,usa_CA_0292-0062,usa_CA_0292-0063,usa_CA_0292-0064,usa_CA_0292-0065,usa_CA_0292-0066,usa_CA_0292-0067,usa_CA_0292-0068,usa_CA_0292-0069,usa_CA_0292-0070,usa_CA_0292-0071,usa_CA_0292-0072,usa_CA_0292-0073,usa_CA_0292-0074,usa_CA_0292-0075,usa_CA_0292-0076,usa_CA_0292-0077,usa_CA_0292-0078,usa_CA_0292-0079,usa_CA_0292-0080,usa_CA_0292-0081,usa_CA_0292-0082,usa_CA_0292-0083,usa_CA_0292-0084,usa_CA_0292-0085,usa_CA_0292-0086,usa_CA_0292-0087,usa_CA_0292-0088
0,1984-04-14 18:24:25+00:00,203.80233484332274,202.25834999625866,197.1417331119409,,,172.58250539316498,167.83071803830234,170.90950097231234,188.58699356291453,173.694259763854,177.06087180744345,193.73746559544577,196.92890886312782,211.30786369798795,216.92765885892538,214.71612349469578,207.61548734657055,196.42884176500928,194.4193679208209,164.30528959699996,178.75079959174641,198.76951906275272,207.19213320218114,218.53078982878765,240.10813712843415,231.9061465292804,224.71384585475798,218.0502212425027,222.67463513609806,216.3857319028259,207.04436623177162,210.8712080759501,217.39537151199687,214.60548414660224,216.574807765288,220.1895736668815,224.86568545210181,208.09882560563605,215.80742360210468,204.46003527931535,187.04791282373517,196.26670724108467,195.50725869115735,196.6841897232128,200.3820730646521,197.43653081960764,200.72108507753484,203.2647078357628,201.65254989857465,196.54640893590965,191.25812348958598,196.01474977363165,207.45888594565994,215.94014228938244,229.94159303616965,229.9998308755328,231.17537877608223,242.59739397787342,243.24935567558595,237.87893824970237,248.32320172127794,254.96489403156818,252.8561260857402,253.11687696858317,255.05961626843532,260.01883909224773,259.7460668898784,265.1857720528109,262.9703030152693,263.41363505691885,263.484294477003,255.0705245308317,252.22699223713525,259.0247978069248,258.917406274821,271.805732271648,257.8658659858809,256.23971258265334,243.27207479984054,245.26478921018813,245.97387922121783,246.63317646613834,238.39501804789535,252.25937897190514,261.9178680994973,266.73863163287797,264.6997306925867,272.37593311465474,265.8237583005239
1,1984-05-16 18:24:53+00:00,219.02293714425662,213.63805406706973,212.56729657134957,231.51880213207687,206.5517402743779,197.88261343480553,193.34481894551251,189.29219168791587,195.19961478964328,184.08402616164216,186.81317303557333,201.8856341130784,208.61208140948202,227.37640207940404,238.91582348034737,239.08303320934877,221.01572179783327,209.48892826537525,198.50792474549667,192.48412081570325,190.2231943540254,210.60565127266986,237.91320165223738,244.687173134972,245.99847987468377,255.506441125582,243.17655890860846,233.99552388514888,231.96127640961714,233.29044919555656,226.14936831453713,217.56366999060467,222.97242189623196,224.14958252740027,226.22952796162548,232.580827884996,238.8276165740698,227.47166691874634,228.44754479043064,214.06415863534485,210.57494223413366,209.80890311354793,207.70132437076992,202.0823404857531,201.1410740495743,204.0242353315737,205.22112342894374,210.8331955698765,210.36290408498948,202.2041652700434,207.6468083706278,206.0520936947384,220.3612950081487,233.88915328820684,234.26493756644552,236.66927784902472,243.9100545222103,244.84430759286107,248.69821395694126,256.68210819088466,264.72869003203823,261.8315240918148,265.0199405398512,273.25773181746365,276.7427267109491,280.10167933513134,278.1916883540451,285.88888066760865,278.22555917619775,285.6555766370351,286.50640965728525,283.04308205423644,286.7454581533713,281.50835067138604,276.1266447040746,271.6116133482205,271.79157982393417,258.5255043074192,255.3903144181441,254.12331726837814,263.5583883695291,264.32631400219924,273.99662872124935,278.00103578095803,276.75039326570106,283.17898043817655,290.1231284587711,288.00968918291153,282.7054029561004
2,1984-06-01 18:25:17+00:00,214.2349102717358,207.41452151799513,199.74359116262457,197.03631027302924,192.10631910678904,190.52622200831985,177.01704798744748,172.15282962909595,181.33150425205602,181.00921024768598,188.59659935906927,212.5569634968022,203.2868855871534,211.25189199230635,224.26434434481973,227.866872845947,221.04264044814403,188.73606274167753,172.3261253054789,175.50220176184845,184.170943284488,202.8653084220756,232.1355081439039,245.68114616747573,243.43571683447436,244.7230186810192,233.07707147748187,222.3379552950174,225.27597693907802,232.46154468161006,219.78726180158,212.51555796975828,207.62049255462338,204.92435430701576,197.99698593985718,210.47189508262497,231.5738401640903,230.72079005685612,229.7181524559497,201.14556702269917,201.8411833992936,204.41431956615327,194.26713358778093,186.3400663243154,192.07817046569778,189.01473955326378,191.9577519026784,197.56304286016126,201.6744440863839,205.52780286956047,201.79196143334283,211.35864655331238,218.40544976975468,222.41635374330082,223.04554002785034,225.11386586139915,231.3110658045698,230.61748169866306,232.60029972933359,243.97027551562846,248.28881687015985,250.76447424152926,248.96976091486889,252.14746039173713,261.7740574948306,259.3841483466648,262.3379974810371,267.2349867618559,275.53757958322444,286.4253330877623,282.89632079152057,280.44372614850494,274.98302593270733,268.79064879983184,272.9024156494351,265.0266175559316,261.8607465911516,257.5007268396066,237.29464270584526,230.71177341250473,248.32995148851614,261.3958773722373,258.9309124744319,268.72625278635905,274.70461925919767,274.1177613607639,276.00501393610716,281.9588421062646,274.0103376699092
3,1984-06-17 18:25:35+00:00,230.96613731875362,220.67058036029186,219.82864819492914,221.35507465311065,212.1067727595597,213.33274001276666,200.78682634082543,,,,,,,,,238.84841153623307,230.2438801770579,193.3177771595456,178.26747232645783,173.1466409549688,193.91873701447975,202.49376279920227,247.64174213350913,252.7004836201438,247.25949135255252,235.30018629073348,237.23163199956838,222.03485092483612,223.15490825942084,235.55233053592195,217.6090895618272,201.84183643139292,193.62163937364394,191.88657991326232,197.8946853898838,226.32942254954932,253.35955741045723,255.216558224126,234.98425782180612,220.62984051164315,220.76615451457985,218.99858185592183,211.23733359646118,207.07944365258768,201.02515201567007,205.3896683912928,201.4752122860689,212.57684239677204,205.23601074315005,210.561997533286,202.94345433143528,210.44507016504252,221.09350217744276,226.13101261586883,227.7022596391368,237.11789691846835,233.73579324022222,222.60241283549848,231.97306592293842,236.8475619185855,239.8053700377745,246.08754109012298,255.17685984566367,255.1896443492642,267.6763283914713,277.91170759017626,283.6946121353903,285.1165436239861,283.9112354948056,287.1893622658859,280.4969218262681,276.050815446605,279.2818943386874,275.6484134881948,277.56147652199024,280.3995387858296,284.06706703258766,258.6918600539771,228.3556321461021,244.84022472126355,262.58158882501783,273.0118449500966,281.31321970881373,284.0607048543924,287.564551439747,292.2465260139096,289.6791885943139,284.59799026707486,271.63044980817614
4,1984-07-03 18:25:46+00:00,243.90022623404002,231.66878350798288,226.15470139334957,228.33333585243042,222.11752281628372,212.70978071920672,196.84058677737826,195.69886213940146,203.3438675421092,214.38142842635256,205.4030141941181,215.51984171340362,221.33634205784742,221.75775467828097,216.3575430551673,227.95837671827877,221.6992899379654,202.5240707452866,175.1708250677998,186.77405505008352,189.0446998582237,202.98404406323186,240.68888275243287,256.2771779557555,247.6848911070266,231.50744877886768,235.65549227429273,221.54113413199042,216.85133561543844,219.11072509151603,206.6467224234065,205.83014809673023,189.88851833998535,187.28637547304368,201.24945706452073,226.97744332671962,242.51578982850668,246.15516598003416,245.67661060228792,244.39581245977996,245.16624999606546,231.90370662610476,219.57667267523,207.64589612364313,202.40298791711018,203.40694869663278,205.9334325700201,203.44905464294962,204.55925818882062,204.73707203198828,204.57893925988077,210.6914442072423,219.05030944946495,227.6881645164134,220.96542676811447,220.62255096105196,223.9117166247455,225.24386664530695,231.5547211580113,237.6511599471101,243.0092175838597,235.21358398124764,239.86588728156937,255.23362889877058,268.11126497526266,273.9703312124942,275.7408615304952,276.2663057876394,278.5932978074095,285.96696965852135,282.4499756757507,283.2181310270173,281.9419739623436,279.8948497209785,280.5428434687637,273.82832950511636,266.5975590693366,236.8696341434042,241.52030548242797,258.4221536476337,266.21186247943257,274.8056654383524,285.78640219833164,269.41966340411904,273.61084794898574,280.81819294692303,275.7089283335009,269.1339511564032,262.89327091744616
5,1984-09-21 18:27:21+00:00,208.84505803953982,228.06428604110934,229.22421553253162,225.02738838929977,226.8052132064439,229.88536785193958,218.42602458156307,216.03856273212418,227.24655696877375,241.56096494779229,230.06668733785662,233.7941011022417,243.23283684822508,239.97719408822644,239.2880959738285,238.30255524301538,224.07336609274134,192.2730739610499,164.0928674039882,163.8488274283123,178.25029755770078,201.8230855006183,219.03467290843503,228.26403293345894,224.9423332485133,226.0068233967748,219.3693264797491,207.91692133157926,209.59637569854536,206.77539966658134,198.64864834269346,199.08648474359237,200.37679195104107,203.58022169792858,213.62729787358404,228.55977876625687,246.69379359675747,249.4103129618838,252.30259169316628,253.4109138979697,245.91897166726952,237.45640224443358,234.1530851801137,218.9715056175889,208.03096038498296,212.876970912575,205.4985563520306,202.69826187780163,196.62327461068202,208.77490783102883,205.17092705785353,204.13283633590171,214.6718497266327,214.7031935149986,215.38873275299636,214.2032983847433,217.35119554652613,213.2928809407276,232.2861073168962,231.84329023132207,236.94766593802956,234.7463040279121,235.84714574943249,243.85622602585954,250.46212323619372,260.9259406164007,260.6679031788031,258.5534519270053,263.7458133909228,266.64710996105913,274.0727842942275,265.14037111075515,266.03196772297406,264.6391024562217,261.2916949551759,255.5513850607812,255.06661395753318,249.5401102663688,256.3410539537915,263.53148765178474,269.64672113419925,267.70656683785336,261.75846197936994,256.94014096994886,259.8966920827241,247.90283122302182,246.741171788117,245.78313210152464,235.5939817846566
6,1984-10-23 18:27:16+00:00,,221.9667710242008,227.23149792222398,,,,,209.40785467154916,225.94556830088072,233.5315756000848,227.64142021865555,228.47509157785157,232.94001746456425,236.07938808777212,245.68257719687392,234.75571862796517,221.28909762802414,196.9180407807191,171.52477349259206,147.81251367494625,182.57638342884485,201.4822202206239,219.24765707721744,227.68050592903074,229.9995942851413,236.701949879374,217.21650571514922,196.86452746330923,199.68786163281553,210.45185916467148,207.0700955227163,211.07462129822514,209.74817053474257,214.54802562180663,221.66719011381596,226.84213573767775,224.4379799821829,219.3722288619059,220.50753165448418,225.65880942135288,219.30465407259268,214.56151160697,213.64869972379412,218.38653117750118,211.68291484623,207.83894757370408,208.54599637310469,207.8962777955353,205.24504174044398,203.47333250211773,205.93690461567923,207.51819744979383,214.1031575883714,207.46733718549277,213.57505962214526,216.20455418977247,222.11049331734563,225.60603460470594,231.9922671427267,239.86629636003042,249.16536833314467,245.06109478870843,248.92544662419854,253.01680215091594,257.5202128436807,257.828195649177,255.89765628494175,255.57921547164946,260.5805279687955,264.48021836128186,267.21260258813805,260.6475087559161,268.9926358859891,266.57891637849536,261.50901626087983,252.42026651769217,250.24927581674027,245.88071187800583,243.84805673900087,248.17309149732492,248.0790199976501,252.03743308891316,251.22116599206433,246.04624302696587,251.06803138271462,248.0830881787703,251.44915892207914,262.49988353319253,254.66673411470936
7,1985-02-28 18:27:41+00:00,,207.9522181725601,226.29149410145737,,,,,,,,,219.35940021784054,244.12817962411418,247.50118264344127,234.98011523646585,227.0796251124643,207.03630085761773,188.7082752856587,186.1104672279248,195.2070085892737,189.70080194225807,179.9269195528692,201.9922227271196,220.16559115414333,241.9964729433238,242.4800724871677,237.20756215493822,218.7446741415586,206.156245325565,208.40316120465724,216.37821129254138,212.35400348218315,202.6352985280799,200.27977549773854,208.4740429053843,228.7867205131319,232.92033822842183,222.91520315678727,218.8235973812799,199.14027747990966,208.0937254984254,221.04485271134467,218.40779927772502,215.22787625736586,204.2921962539029,203.72040148607852,209.21869714536845,212.75548938893598,208.0796307753525,201.0066257021229,203.78721395679648,203.3287278723173,208.4308618161031,210.12651768253065,212.81979263176612,212.2088240750853,220.80683065364775,219.57237366982548,225.52511637732545,239.01998643085335,242.92676641064938,245.29608624367995,256.69402568917474,263.445876070586,268.03902228145796,271.5220859108878,272.978102469631,264.62871619234255,267.5055864570636,266.0922450792739,263.82323772819205,272.0484787496158,266.1968931316062,263.8606642560496,262.66362053713027,257.02928591846626,252.16865532844204,240.77677619302727,239.43320585099127,245.42791334102373,251.08706919643544,254.24079064502453,254.13816175632525,250.08618554800788,253.21527089951272,253.97981392699188,261.0616898968397,271.38789285767916,276.14129731393245
8,1985-05-03 18:27:24+00:00,217.9386061264679,221.08299136505036,215.30409797250417,217.23120202104147,211.43235909102586,199.11547340780118,219.9374680008077,225.1584381272043,239.25411978418083,233.21176909992624,225.19010263498853,226.94430435506388,221.61303794976703,233.2713181227009,242.32275555387625,242.93988405485854,226.08382521570638,189.88449201031654,175.5401195645485,174.8352289412586,181.81069968005198,210.55428811319396,222.41676439280508,223.57800685518822,217.05081539013912,213.76181019716844,203.09651594915135,200.20107733023468,205.04052183299916,205.16672089242005,213.05342461432645,208.86145947812014,211.37740786387724,,,,,,217.96246146008286,221.5718279392244,214.01737352828692,203.74539223415118,201.13346296299255,195.97188097171485,181.2172961947104,192.26139010363022,,,168.41759377012593,,,164.01606871792146,177.94778225272555,180.53786944650577,205.45532543238224,207.16829392459584,216.63431286746743,205.40113854129677,194.16717512694245,211.2903507679602,216.24250671918415,209.63380161151755,207.38885988594754,214.83429549978726,222.14315088334956,233.07740207033598,,225.4527246030291,226.46180172588575,,,,,,,,,,,,,,,,,,,,
9,1985-08-07 18:26:58+00:00,,,,,,,256.7213669709013,261.15934501340945,278.5665505866307,284.36059510277084,268.70891628986135,260.3200124035796,260.2492237757883,265.9624506624023,285.7482833032897,278.8543502882669,251.0011815890468,219.2964044649282,192.1799502770276,196.50810823603555,217.70764851411383,234.34433001944512,247.81096438461168,222.21128450708702,234.9073060786797,233.86895401096285,232.9632647260682,231.74616311552654,253.97997289795344,261.76180882632855,271.45414767242653,276.6570226250833,270.86507124732424,263.8746258746415,261.676283997626,264.4591508835139,253.715264839479,256.94372371155606,253.83329428460794,242.6116243278293,239.58240692855105,222.2783054251443,219.59399330009654,214.49551287394166,208.63055874145843,214.8895766206158,213.1216486955993,214.09387194171234,201.3389257561513,201.63294853084398,204.07988617615783,199.42983615023778,206.98050452295354,208.2981697941815,215.09984769540716,222.44852576771635,216.41994199674008,220.58275735144147,232.8270522846858,236.05468384967824,229.8248722607621,233.27296871741277,238.81886182646684,247.9774288796579,257.47740238012204,262.94739971871576,263.0575591902196,258.2434681757145,257.9276525566723,262.9353920164735,270.13679113541986,266.9934401832998,260.6230107209744,262.16828841809365,254.7360007771752,249.32257970815752,243.36923405592546,232.55287934884564,235.5358827181975,242.3665580753338,245.43788692451582,252.12743837638268,251.55798182465136,251.02667821466537,259.11216872641586,258.6123189931455,262.2656841391625,267.3712803874512,272.03349589497657
