,dates,chi0356-0000,chi0356-0001,chi0356-0002,chi0356-0003,chi0356-0004,chi0356-0005,chi0356-0006,chi0356-0007,chi0356-0008,chi0356-0009,chi0356-0010,chi0356-0011,chi0356-0012,chi0356-0013,chi0356-0014,chi0356-0015,chi0356-0016,chi0356-0017,chi0356-0018,chi0356-0019,chi0356-0020,chi0356-0021,chi0356-0022,chi0356-0023,chi0356-0024,chi0356-0025,chi0356-0026,chi0356-0027,chi0356-0028,chi0356-0029,chi0356-0030,chi0356-0031,chi0356-0032,chi0356-0033,chi0356-0034,chi0356-0035,chi0356-0036,chi0356-0037,chi0356-0038,chi0356-0039
0,1985-01-25 14:04:27+00:00,213.27805745467728,195.8915430202428,193.71820422195538,197.6035529520069,214.26469971758667,226.05194534097194,213.77245049154232,216.2778394494096,214.6717285687607,203.97030951339465,193.06049520719316,176.77229705001952,200.42483205014332,211.24886918875146,218.18872855073923,226.39718103747143,229.2506993979205,218.42544336684782,219.2240717991768,202.88300653638578,199.80634008028437,207.6925089767114,208.13365938043577,200.69419106684953,217.3997854351949,216.51440300126873,205.10116251095357,214.21584361857046,221.25088809147334,203.52314969824414,205.22313209533704,216.28032211829694,211.82095018023,228.13848313865995,216.6182838869435,192.85997662748713,185.35360083544242,194.8143840897002,,175.60903581236818
1,1986-01-28 14:01:10+00:00,193.2583269104122,179.02766118475873,185.77427497709863,189.09941401898703,202.10833316743765,214.2953323224136,212.64131251431607,196.97516870113358,177.3196500492973,172.65997189143818,178.9065351020488,174.77650003672113,184.31286614874577,190.31966751259068,202.5268199825651,210.39338708033836,212.82439116065342,195.8524949317847,190.43476308768655,170.2456963720957,180.28902185489784,190.47992967988768,190.68360191924063,193.59758281746247,193.1870774039088,209.2248054938618,208.49337014906664,191.6814162305284,194.5419648187008,200.92719424780555,194.85679519390976,206.9628067659506,208.65903717252957,211.43337532038623,200.11470758159558,180.85779625766824,167.9134718764182,160.81371530885625,151.53672215522082,152.68636247882426
2,1986-03-17 14:00:06+00:00,204.64090067869003,190.96731422007431,201.26624578774306,208.9411588147663,224.20925317117454,236.08351381443202,244.65404597012088,216.1607316321856,206.4617313570272,198.43280826378813,200.2570355019757,188.7608775179419,208.0826310275741,214.6211629352494,221.32943234768896,233.95916979911962,220.9050130181877,221.35841554293515,232.35819534880068,189.5763595083083,186.48227338328556,185.05778847804592,220.01398908223388,230.45660832091195,211.5175476441964,201.44852008286176,199.28351380715583,198.87279021305406,196.8902494889377,189.02027192294136,215.74503913304014,216.48314906770545,212.81123102716876,215.82762725150198,217.2844688234843,178.63842045407964,176.3256402866791,164.5060765854298,160.29599231480415,156.82913639819307
3,1986-05-04 13:59:02+00:00,211.28125641921264,202.54228009080552,210.59643247424347,198.29130608686518,194.31303494388607,208.09744309855745,209.1181518153941,201.90301788128076,187.29574444275252,178.82537721065654,169.9531265766213,153.88596884570575,161.847239364552,177.56083581068626,194.95106740722042,193.07434096866405,213.64525417229197,206.47104563438637,207.3106039594318,196.78938053556993,178.11392524763437,190.49026815930688,184.4206456384379,187.99373806888664,183.20672061266853,183.6659380613529,191.60482166790243,187.4527705267488,188.41059312720137,188.23540805648983,171.540880104519,187.82814250568234,184.05534279885495,192.75949949943032,173.6988773536992,170.61694676459697,157.45576182530192,156.57854932243117,143.72029643210715,158.23686781999783
4,1986-08-15 14:01:53+00:00,178.48354953041155,173.8715211982466,185.544654339783,185.92701636452347,199.9653130918099,213.81895018793335,214.76664032413356,195.97092355023443,196.7731946951939,196.3495003341165,194.20948002235025,184.78142176853402,194.02593022354122,186.17663319086785,177.21247837579944,218.14132227179337,221.1754570282293,204.14840196562778,182.42595620747974,186.8474631029882,190.52472386782034,193.91895179725276,198.59825397786994,191.09813281573213,188.63327279533857,186.98817651240574,189.50194671485608,177.47330348673475,184.14413326872275,169.00592911810475,183.27015237762222,211.949570522135,204.93121305680853,201.04749320393017,190.53620241566986,176.08119608014613,158.3610773533034,149.62976854524607,146.28680618984316,154.333129147377
5,1986-08-31 14:01:16+00:00,161.0459691468522,152.5362608625151,,,,,,,,,,,162.68947353802056,184.120470549961,180.45373061179856,159.73528628580638,,,,,,,,,154.6239681475163,,140.45097882107262,,,,,,,,143.71240960971883,152.40144863420596,133.06362358568822,133.4009215005341,129.26625653762233,135.1171885852976
6,1986-09-16 14:00:46+00:00,165.21233818710107,162.22305633008605,176.37856133450745,175.10115795330043,183.405420819162,186.8082753877055,188.82821859882253,182.05817586573016,176.24030141582563,163.00547376566846,174.33367511185435,171.2682090391973,174.90957190436265,177.76765153074845,186.43955418300646,181.87786325926402,196.6002141743251,196.5469467312016,179.75404156204817,181.6963998085226,176.7960920682056,178.07432430821896,178.71944549894963,180.77820738548183,180.68160897174744,169.77745062596455,171.39317225590798,171.18336916877928,170.99952331931743,164.17863819382947,172.69918521184306,,189.42480403776707,193.111163916787,185.87363008529,163.07911144717033,144.35542709114247,143.25720407704614,136.39220477115305,145.85534840311468
7,1986-09-25 13:54:18+00:00,163.06852274617108,152.80266536798393,164.29117736060883,161.86499031561252,179.74923393864563,187.86050896641942,178.83392394131678,171.86617812550523,148.16174493834973,142.39145975350152,168.82075595614688,175.84564636705304,157.91027578848386,,180.40616180114145,184.90392517924658,188.35867925916523,158.27872945559545,166.57157176329883,163.55725881633424,162.5420658342084,160.66716622973232,,149.0472515657028,160.10524870601432,162.47813296479066,155.4027590893269,146.1762266901462,147.9412103089024,123.79036412312516,124.70777501141743,,,,,,,,92.50886798212782,151.83719745367543
8,1986-10-11 13:53:47+00:00,174.03825399042708,159.86610531538116,172.9904707450367,178.95443561956648,194.96611035306296,214.1838699764049,210.08780041880334,199.72569916508186,,180.12312059837774,193.81653944240819,205.31717351275833,,193.9446521859637,215.20654041757294,215.1314820445253,210.80766267413642,,200.48090179463867,190.85523103848644,192.93968353329632,194.63097764290936,193.63880985316283,,196.20019574798172,182.17009006514158,,,179.44006422447015,162.89077526626946,192.50561763816975,211.38186707278996,,202.76593520707178,194.89051252692468,180.57914391276853,165.72645053553663,158.7752906801385,,152.3477232764563
9,1986-10-18 13:59:44+00:00,157.54794612761285,142.58319924280175,,,,,,,,,,,128.80945829898258,,,,,,,,,,,,,,,,,,,,,,,,,,79.08836412305457,
10,1986-11-03 13:59:10+00:00,179.8658835509902,173.39650401582662,184.23257170558378,172.2584492015866,191.13949201419544,213.04475885192443,203.32068953658109,199.23691470228556,189.7202240049823,188.7025036567979,204.66270612218537,215.25376155646492,211.4448535643324,216.91973876680285,218.0079921457544,221.73175736265114,214.49818661805148,208.46627021706936,206.3170507179311,204.22292698611892,206.8243490436478,205.0637317410309,203.9066524034182,194.87077675844208,194.41556135486812,198.35200469272712,188.82840853173317,190.28275264037475,190.36702388468416,178.23956722439397,189.93446916369845,226.85078633266636,,207.9423789052607,199.7423969529452,173.1433294117682,162.68431498033524,157.6155194720353,156.88169360546573,161.91888945681515
11,1986-11-12 13:52:38+00:00,177.4630629227289,165.74941381882496,182.91792883465575,199.29779748195656,179.58373861865982,199.491269511083,194.3441972293067,188.0214663291105,173.1449588469452,182.94757457525407,195.07736972959088,202.8192164182065,208.97402348932297,212.56529118189943,197.13565855546273,204.1720624536845,209.84640419245616,211.33534359486276,203.39902123492894,206.3522369347594,198.60697334396468,197.81330753928484,195.3903981767505,204.45491542494977,193.43079982796777,185.5175205243388,180.48191723524994,192.09458339675945,188.0720706449676,184.4499931025645,200.95354924366924,218.85347073645644,192.25019202990202,211.46125941293334,200.37572252181283,175.9748554459289,157.6887414804516,157.85668638740506,158.92689773105832,159.0279905743408
12,1986-12-21 13:59:13+00:00,175.85845289408363,168.30019839664138,179.03341583208717,177.5900821140737,198.39326238168667,207.00851541424143,199.02800669282698,211.34497992533474,189.6422147221526,181.44997866201376,197.58343220180507,186.49032461950188,196.06769882172802,217.68048016048655,210.96181026382337,211.98229238023924,226.28468263166408,221.14696824355258,223.06127779067376,221.72753171586518,208.85720378099555,210.11742514091154,212.6160083373843,216.54384469668298,217.90733767528235,214.7061245401779,225.28550360720075,208.0154482102367,198.5171899182149,192.64933848604497,199.07400099448884,226.83353791158137,218.53925546124577,225.04303067855713,216.8042210270509,186.3465177058122,170.05988634919507,167.3433916322804,185.29237727171835,170.63151379236638
13,1986-12-30 13:53:19+00:00,186.0449780241285,173.73966495380017,183.2148892217437,183.96802122223593,209.76642915985434,209.21168722656824,207.8691069610377,209.9446263882923,192.85853425859824,188.93264969125048,198.25546749870415,191.17872871865757,198.87948752865157,219.6298936866273,225.51265967416109,214.71378286680888,220.28233253401214,223.37076906402342,216.14201262996602,219.76545767754848,216.51440627586834,205.91374979232404,214.61485124059107,221.18228496925607,216.0329126405441,212.05037157435828,216.9338928658881,211.98340206372384,204.6625515085392,196.7554576865674,203.5151616609531,221.6972231059974,204.53532878236572,213.4964917872123,205.23742988585963,174.62375102243777,170.7746723113247,181.94148922169882,182.28670272784439,175.77448133681546
14,1987-01-31 13:54:17+00:00,188.51461249482796,172.1521119331633,179.49765376684138,180.76460529367486,202.10204602572347,203.498776669762,201.22683309330486,203.99952277776404,193.37592709465684,199.816245937975,184.72628560337728,198.25761508619956,192.77369208374543,202.78864017537532,213.20480629236687,224.2032253841097,225.04465109941057,216.8132190421536,220.92383180429638,218.64509793206238,208.2862857429633,206.83231253843752,206.1740008813541,198.60569833584188,195.84507911324835,212.87596182879426,214.45762159650164,197.15142213661176,196.65666889176845,192.64628385074727,190.16159536419136,216.70910780584825,197.4229156918936,207.63271786643213,196.38863473234048,179.59686050565566,176.65179840151927,178.79410867735754,173.57298403829554,174.33319100543343
15,1987-02-07 14:00:45+00:00,202.70710915983219,185.57259641699827,180.0705912040647,183.2029307896336,197.14375745324836,208.94518713889528,211.5798893390169,209.45289648892944,204.74368569366504,206.03142994611622,201.7347882643922,208.29223846761485,207.7410829824737,201.61259781076038,220.2831293867673,234.47484867949515,229.02275663918132,217.1736548070828,215.94573845157225,217.0221302645187,211.1977818342639,206.88604716133892,211.53634253319285,217.41625096061716,224.03196404858969,218.92758371209064,217.08384602039615,214.42531326705222,217.1797866989956,206.55088639683314,207.8094453421544,225.84268752989394,220.27872304374407,226.46676450436516,211.65115042595934,186.63697566431793,188.9507270645938,184.5109319127925,198.1007015082854,188.9493315639351
16,1987-11-15 14:02:09+00:00,180.37089550123153,170.47689805424196,185.66720711587405,190.81216281942145,200.95430141458408,208.99518538293685,215.37678149040406,233.82370113451677,233.7198046440526,214.53060519428493,210.88725715125483,216.87066333184512,214.93166340992926,214.85908411810001,229.30437313482113,232.43455787130338,213.27082081130078,202.1550473192999,194.74764965970127,193.79087389461012,199.41628492391683,199.70292645141637,191.20959578661626,199.20160735235532,190.35879433587215,185.69392192498248,189.56235382158624,192.05300650631088,200.78978786127934,182.7612958493781,193.80728933618119,232.30857233194237,212.86472567494508,216.58488127738178,206.86598354371398,185.1819846228293,168.51306608598367,178.89496845554868,176.61418528060184,165.43581930565088
17,1987-12-08 14:08:41+00:00,184.15625812199792,166.42131829295207,181.3971604804904,186.12332073469435,199.64964607947178,215.69806879697336,214.22626064663572,218.66020511472303,229.867644829469,230.41412816530882,221.2255671890106,213.64440147645053,217.9779814719295,224.28558931042568,221.355174564534,234.9534886195495,212.82106882012513,191.7739282946527,186.15855642765294,182.46861329746383,189.94747168652722,194.45698899533858,194.34706298741116,188.3450126028578,191.4154875011907,187.55014296169568,193.76571978480877,191.04942570505563,198.7358962768027,184.04473101866648,178.84560640084763,216.23429116222826,,206.1152951892818,204.09006700416293,176.11768014440193,165.37904589584045,158.04814840855127,167.41293694091684,174.26299932006876
