,dates,aus0023-0000,aus0023-0001,aus0023-0002,aus0023-0003,aus0023-0004,aus0023-0005,aus0023-0006,aus0023-0007,aus0023-0008,aus0023-0009,aus0023-0010,aus0023-0011,aus0023-0012,aus0023-0013,aus0023-0014,aus0023-0015,aus0023-0016,aus0023-0017,aus0023-0018,aus0023-0019,aus0023-0020,aus0023-0021,aus0023-0022,aus0023-0023,aus0023-0024,aus0023-0025,aus0023-0026,aus0023-0027,aus0023-0028,aus0023-0029,aus0023-0030,aus0023-0031,aus0023-0032,aus0023-0033,aus0023-0034,aus0023-0035,aus0023-0036,aus0023-0037,aus0023-0038,aus0023-0039,aus0023-0040,aus0023-0041,aus0023-0042,aus0023-0043,aus0023-0044,aus0023-0045,aus0023-0046,aus0023-0047,aus0023-0048,aus0023-0049,aus0023-0050,aus0023-0051,aus0023-0052,aus0023-0053,aus0023-0054,aus0023-0055,aus0023-0056,aus0023-0057,aus0023-0058,aus0023-0059,aus0023-0060,aus0023-0061,aus0023-0062,aus0023-0063,aus0023-0064,aus0023-0065,aus0023-0066,aus0023-0067,aus0023-0068,aus0023-0069,aus0023-0070,aus0023-0071,aus0023-0072,aus0023-0073,aus0023-0074,aus0023-0075,aus0023-0076,aus0023-0077,aus0023-0078,aus0023-0079,aus0023-0080,aus0023-0081,aus0023-0082,aus0023-0083,aus0023-0084,aus0023-0085,aus0023-0086,aus0023-0087,aus0023-0088,aus0023-0089,aus0023-0090
0,1987-05-22 23:06:08+00:00,217.71975616428037,224.02786480036386,212.05370224613233,206.62786856552515,220.619922479894,222.41068222717345,234.68048970008329,230.96877957512626,219.54694297950897,211.67342690499177,209.2479615682702,221.5192206135779,214.98429507805233,219.74123002609957,221.87897375992793,227.97372467216994,218.278208885361,211.4645619973499,220.0736317628953,217.77271847073737,213.2720949356408,207.57193371583548,209.92853117589274,210.2365997308201,209.6554589294921,217.940868699029,213.26884415433,199.3237851054211,207.95542259421615,205.4474049067351,200.80044200021658,206.00986182110947,198.8612177551874,207.91129414816572,204.52057166823562,199.42613413737664,211.6205142952793,213.11970447176859,207.36269376928382,198.61285264788856,205.28444187372853,207.61213621757167,207.56448155029827,206.05461941577826,208.18454477831992,202.36997204101445,217.9836439272053,221.25000447817635,216.16101427437917,203.9929539603325,209.7527665732088,204.34802819543944,219.42385432592826,219.93115782770505,204.7064538199039,210.5743581741556,219.95980040279838,215.59430801735638,210.6378637524509,219.7320483546819,214.5127361642013,223.32175616968,219.4829262855536,233.27527581883442,226.71026146303046,224.93754736295836,231.89893576979608,218.89423209422785,219.64430613482136,218.5794421921865,226.42867093232928,224.26851737312458,228.12101163224935,238.06048368483593,235.61781062527402,239.2903432644028,230.93583803968968,224.2518640972479,225.87647852495795,226.47236924035212,215.3829260702687,218.42802584552774,226.77082496579558,217.2499257143069,232.2054498229115,223.37364672201457,228.96900317018213,219.07212331831744,227.04484406743575,216.86319370077783,220.10892191077008
1,1987-09-11 23:08:53+00:00,216.30240510312515,236.0695444705385,230.06862972459075,220.99579837214165,225.83199451851812,226.95965351959077,224.6284964500976,218.23851552606496,220.7139991344211,225.5694627088532,215.99331982156946,227.18209782477635,226.3565632200732,232.772411058121,226.4973491511275,230.2736729085934,211.17635215616232,216.73093508131646,227.39827042188406,223.84593256350698,224.0043186372584,216.6352113153064,218.55295571492135,225.39213062250778,217.0283177485878,217.0134936567063,216.1736664241662,210.68475573938636,204.38596000616593,210.73894754918447,213.31993277699308,212.40773892559295,212.38433768713668,224.94069904831284,218.32605691623442,211.6390242261375,221.64554693557062,219.39105425379202,216.784801825418,218.81194975710372,219.15766830083774,216.43032700944184,217.58587436190717,227.46745634655696,216.85628214006823,213.8712172831255,225.14147699807515,231.66720811642227,217.90789346936134,212.89904409771577,235.24631006267336,228.39078200192415,217.64576915432576,216.90338739638085,230.5894829065274,219.7239326473849,212.25947131422964,232.76696281215686,223.17314070202573,219.7250091930195,222.6270637220129,221.53056077672375,236.54820010609998,227.74595094499338,227.90265191319492,225.3604348153049,221.09691971487928,239.074091753264,234.15415877283135,224.80245445218853,237.63598943640545,226.92048637645377,226.22122914880464,235.84130978859923,236.37512861390834,246.4630653436008,241.0009187760482,233.76655934727918,226.3600863135348,229.87653437710892,226.57585067665406,246.09135856102003,233.8339226864078,221.656725468074,231.51967456210255,230.8922521642222,225.01432658135738,236.09837484994927,227.85162454381765,226.55533535932628,236.90288316869862
2,1987-12-16 23:10:41+00:00,215.00698228219005,231.162347681611,228.54544949336182,222.06921914988706,230.25700903848158,225.56388517661398,236.31728246622757,228.13548506992836,232.94909197837526,226.26763564766114,224.18496213364102,236.5667364183157,238.07650219888777,236.66280834972707,224.4269471515681,230.44861474126438,223.54313359336993,228.95072747485113,232.11269909699385,232.57960663286065,237.34905926698707,226.7198944974025,233.5735370030537,230.53517255201174,225.29553933616825,226.69475142259745,221.77972099040872,214.43076561462266,224.1022518329775,228.80263920084337,227.36638810607903,226.54191900756777,227.70261456764453,218.66529439663657,214.18315164007439,216.90659926425246,227.7297120880538,234.0716311810412,235.97271691727667,229.30703470005207,230.88889988591777,230.06929541491795,229.66019295364003,219.58202616789802,221.9227547469703,222.51253458271051,233.2101401012512,229.1640072138437,240.92159144673013,237.96516669557593,238.4981844308028,238.11072643266883,237.65035155350262,229.92849709636536,233.3062152400007,230.1410752480921,236.63481482337923,238.25290489569477,232.28825605548914,232.07092467206263,234.8484429419483,234.53629631965183,236.6903088993451,233.21484302151367,232.28533870115635,231.6601975880684,237.34186211580197,237.11937271893638,237.61340153871276,238.09861865727774,241.4278633450971,242.88850401926723,246.77679013897117,250.8586791700439,248.1138662715736,251.47870717591323,251.53658741809187,240.5386591995307,243.65908787821098,246.03538481485825,238.95020249983762,247.56916272156673,239.21743349944566,227.55705806964676,233.48700896050235,234.2047441155138,232.394670732539,238.60545663906143,244.9770660513527,245.87073109406043,246.24693233732486
3,1988-01-01 23:10:57+00:00,205.82012466261327,215.43512560022737,214.94170778919099,213.21935912901336,218.7382686205048,218.9603261769428,230.82897138822048,217.9675640957094,216.06533596666847,212.8182096324379,208.82126260170512,219.4075597888323,224.1304747767179,224.27919720790123,213.667313891499,224.55194559290547,211.93823013507063,217.2604591734065,215.9648091786715,211.4155774974411,218.40826638072136,208.9212013774388,216.1689869986718,216.43326257209452,205.27452858020277,212.42623388314357,207.05659034200832,202.4172983481977,202.23183091835057,206.61419575033364,205.03408997516928,203.73591550785335,211.69124192062424,207.8368349205735,199.23899292712156,202.62437002042293,209.1796545544761,212.44605072852062,212.79827805333952,206.19018910132542,206.32574356113165,211.91107544594684,209.59547584475024,210.56734700457753,211.21834123507267,208.5228816045762,219.63789897609058,217.17942418843066,212.99448234450634,214.07034338334563,211.64141935285514,211.66228840844255,215.13693899853175,221.1453443326855,216.90820764160046,217.84549701890867,217.3149925547062,214.65733481076637,215.88002067884548,208.34080946942305,214.68396712093852,208.57222660385784,223.00886003091435,224.87578371211762,217.80539051543755,213.33639919358262,226.39350056655806,224.58078566486603,220.77046771374566,216.48098579333077,223.28360272534,217.9415465895081,227.2347142202145,234.1195416665326,235.69952917661792,233.9960926104953,235.87021903241785,221.89422515252164,219.91787650424556,226.1787435114835,215.1874762085576,230.7693925021534,226.17606184511945,213.9165373226834,227.13710566475984,227.77924569356142,223.9825580297738,225.03614289207465,224.82257022487974,227.29305974384448,223.21775392347993
4,1988-01-17 23:11:14+00:00,206.71974893073653,224.84273636028945,220.61109488660827,216.9460871873947,217.92626161831168,223.37439144154453,234.21979671834708,227.56991646385686,208.97947822995397,206.88943882226295,211.49359424599027,224.9403529475638,221.34834529273348,224.66158236978453,210.68685755877087,213.48860033097074,219.04826893502985,220.57961216304332,221.99227378458863,216.7976248909984,217.18440120842027,207.69800636494014,204.9925206757141,207.15151392809585,201.22310885065914,207.67197265589283,207.26215111177723,197.73492402855572,204.02060853291164,204.28651036416224,202.4765442923964,205.85188155265178,201.1218856247814,194.81637695860886,193.04152408303756,194.42967163749017,205.89147885919957,209.60615156734988,210.25134174065593,210.12501407682205,206.80499371616818,202.25745469544725,204.3881315140923,201.3919286876279,199.53675528817809,202.5192091772093,215.32945375455904,212.19474809705673,216.79161571999006,212.87622697436464,204.57259973059547,208.2285882379021,213.1355096559562,208.25172210880538,206.07560517268027,210.90915948656288,217.33162557772465,211.20563366287297,214.8795923052878,214.88527896231773,208.54505099305348,205.81639166266942,208.58679323603238,212.34720839893637,205.55928488670403,206.46582030960522,210.1540018115946,213.43353062565652,210.1419771576271,212.17721358984028,217.71200711196465,220.5355829671701,225.09730206903131,228.04835686795965,224.2402659727508,226.7062063559792,218.7658507568297,210.98958075524337,214.85985489755237,212.96051566842337,205.31311990427636,216.4065448336869,220.0298554961241,215.20101724453693,222.06324617516967,221.42960936394803,223.09708497953667,227.90086970511302,223.41056809198793,230.89431529552445,232.13734859460232
5,1988-02-18 23:11:47+00:00,212.45642236637002,218.06021534719673,203.46100776631818,196.09614183882198,202.27706064112718,206.81020464143302,222.2353106337561,217.876551151136,203.1444712428179,202.18344303163784,207.4005062175388,218.61903087178914,218.1943047562566,209.43657210366956,198.35998083981247,206.56177251789387,204.11685691076653,203.8676471391234,204.91793820525734,201.11384752438764,208.36562100971892,189.50235816311144,196.99813996310667,194.4087230629236,188.13120193243614,193.42468827342822,195.84961062115397,187.82705993387762,197.65737905808717,192.5549848200732,189.11214444499112,187.43016380820555,190.98154220117874,187.53964253104337,185.93535051984023,187.39870343411624,198.127568569875,196.82756063315327,197.43552718888907,192.73300836981207,201.2023828859091,199.7672363905915,195.6930893439808,190.0896103549217,189.35445088476752,183.4704874699482,193.27082984223173,201.67227457471535,205.879711083853,203.41742903361396,184.82837688083794,191.0771148843109,197.91611541363608,195.19255910376677,193.2403698962878,196.40852088080646,203.27753607938433,203.98351974927894,202.29684281579034,202.99251590427582,,,,,,,,,,215.97922169112084,219.82386481144488,207.38389794637152,209.16499852644876,226.78209432459101,219.48711222705657,220.0846432581554,213.97466097669442,208.9046789738833,213.0271038406554,214.12423262667318,209.02038713723556,211.79078566612395,207.64908909806874,210.05692961015023,218.5434937517601,214.6706650506917,213.01864436943268,215.9016029724953,215.28544052201863,217.4080441486847,222.6764908527557
6,1988-03-05 23:11:57+00:00,198.8210184445779,215.83424681481569,199.35716868585584,192.52475652249908,211.1303459831773,204.66088226398523,216.17887593259638,211.5405992312431,203.9872363626274,195.46636481132722,205.59001898739544,214.19701457670504,212.8072713971814,206.11630569439984,195.3203784388675,205.94907992425797,199.1384192231904,211.62698401650047,217.40236705109783,203.2338053013621,210.26253497519107,198.35484377282302,197.65186138218633,199.67292518679642,192.40184671947847,197.42679093960015,196.17137462130597,192.76125961540424,199.3957306498113,190.47653274026683,191.40958376955058,191.7301342117185,193.06251374636187,198.58649710455526,185.1992304187609,188.6247591046901,196.6366592822301,200.03952680176508,199.03230125468323,192.25855144618842,200.9535921792198,194.79228168753275,190.17193846769183,189.97794690436217,190.7361044528365,176.87813630662362,190.3379069334595,201.37206713404274,212.50039882173567,202.36401844097833,183.81433368169755,192.6796364763876,204.02202024581297,201.34439721202813,198.1757813019129,196.59794050668037,201.53263073652954,204.43045476428532,199.55744413534254,202.84143802657528,208.05018897240691,203.48879264244746,206.52301614893327,212.06440635200818,199.39765535769178,200.84189673439315,210.12423278176607,198.04978659729252,201.76140854665434,211.22390124402605,216.96243423766649,208.68901546144653,215.39380987725994,225.41266253858984,216.17844417623323,215.45898788938212,212.53316788633157,214.34000042662166,208.36674812445602,212.34412263939348,204.47287624492833,217.25369974282594,207.83082489804357,207.65344790494166,210.2945332203835,212.74763064297068,207.82565219972932,217.08875668555348,209.96931259916914,218.42293268097174,214.02848048460484
7,1988-04-22 23:12:17+00:00,213.32525920373712,211.85596658366316,208.38578726014268,194.72985793401125,212.49657927454749,210.20842615811483,215.08681062851528,203.34593358734077,204.2614829996089,216.10801327581873,213.36276386455597,216.51558202223984,218.60214220402895,216.06652258973713,209.96490500378505,214.33725136928598,208.85877457320137,203.38488781699286,201.59387238559984,210.78098833337341,207.54619563875926,195.73947468350582,212.58121150351778,209.94045316997267,205.24348356206576,204.9077311977007,194.53622799550755,192.55640121850573,192.85761305346512,201.44660641366204,199.27238900872604,199.5140779146786,202.67887205876474,197.54711409937167,193.67596358497693,185.83357626234726,200.1417562015989,198.5517360985855,198.7842788360894,204.04218938268184,205.04311098083178,203.27229235073202,202.31920404559227,195.0149980251203,192.04455837267,191.97593766527103,202.96890635081166,214.18942551006998,211.83031719001633,207.7445507915331,197.34787438800683,197.10499810714123,210.05959673215386,214.80616450266476,200.5245869640994,192.58347455080403,205.61171386654942,211.0225499019082,209.38786039126856,205.80078417840454,198.60039973035526,198.25798889940285,205.84324509960135,215.00686537686252,201.71180846362475,208.9018419106369,212.46157738819878,206.6386390839642,206.04659442930262,217.73581758067735,222.51619323543693,225.8645107842345,226.68015436937543,217.07887925683238,216.88575839746528,230.80510273645748,224.54601327920014,213.9366643367059,218.3409096163124,227.86091109799273,219.80766783107742,225.3698593386816,214.41073251785284,219.87585038249986,217.40088286268423,226.02758736879207,217.96686232557423,228.86180620560154,222.4879157906884,219.94774653946223,212.01544444385272
8,1988-05-08 23:12:26+00:00,225.0036886205622,226.47641295046324,217.6241158749806,208.7574186530291,221.66379535739608,220.66119101108146,215.06351412677148,204.77073803659124,208.04796295959704,212.6467217548032,198.445906282905,216.18663324083045,208.86915290907442,209.74632377798534,214.66034034023195,215.157784067138,206.99719029838147,207.0301151487295,205.0562576510705,206.9761813079087,197.35656261862331,199.92516685870774,205.8448267383158,205.17707327125305,208.78890792645709,205.12081620970358,207.0539562699351,194.93994730140392,200.87437243389184,202.26486549150772,199.59230122861388,199.711256703562,210.46152633775594,192.9487835067581,189.5343109291757,194.33893813467225,200.7814942901254,200.92941674396118,200.00282145917308,193.20716005254593,198.44207222065444,195.83302181860506,194.3392576086248,188.41176020436478,190.28666912008396,189.2102379857481,204.95048212523616,205.40362441066998,203.9852567174734,195.53573118363988,197.4017756907996,202.17690810081993,207.2354748177452,200.95362437242514,198.20161364359646,207.0832743444498,209.3136150314466,210.9422761141895,206.18058545292658,203.35094923284265,197.53284737635505,208.49149678583626,200.03194315362308,207.87526758424994,209.76855629457054,218.8880491115048,213.41234258748403,215.6826804911684,216.98982130584847,205.21570664498606,212.45244611269925,229.79806732511125,214.1459010736075,214.6511641179628,224.28195225888902,220.0858565697141,229.35465389355883,211.8543940922315,217.38194139047042,227.21763082618355,218.72373543925733,219.0655845950621,211.98235325904778,210.9627785295317,221.76040543646192,217.60451565501694,219.65987990959056,221.76674211779516,217.89189814793752,209.80276571644063,202.34814594658127
9,1988-05-24 23:12:34+00:00,224.2971747112401,215.54557204293542,210.46111176393435,207.03593135070642,223.5504616772734,212.46341298317424,214.64100788089203,204.87934729491488,213.93065018556146,220.36852611524,216.3837312409156,218.51295854148788,219.08334097622173,222.93655689792294,218.37440121975138,218.46494678434118,211.8754493651477,212.97552740748043,209.23691813112126,213.94401741518433,206.43681841027822,210.00365911117913,223.83869774142397,213.38236900497367,214.22799349366488,208.94089867407675,208.42147151742998,206.04764816844195,205.16694692624594,211.83164787934592,198.70729052378704,208.23580794911382,215.22392367812975,198.68344595593575,193.3992529084341,195.08675867423796,216.32313511690276,201.51079186819896,205.3614701547253,205.5165162325173,208.7526046619245,214.38197217124392,213.6453229793629,210.61376469763866,199.82329973181925,211.76308689708281,213.87101437233957,218.8235629749342,214.70392059599087,209.2498142776349,207.45991903774302,215.24613901896242,222.01866571692284,209.74789111533823,206.67576217358234,225.60187465796562,218.79915257114712,215.8458779045543,206.41535767802017,214.96681605987578,202.776580662879,224.49139233787906,215.5043227329493,216.06591565109207,224.08540947089102,224.88234261944285,220.71798481828625,227.80436688001305,233.51072894998796,222.74704452574136,234.93279489944717,229.9230044477873,215.9071347294066,233.78649129573282,237.10315987487124,229.14410518698156,233.06147242701192,213.63156177932328,225.54883016275915,239.42222037081947,224.90719418259215,229.16283406532153,215.2183906244665,212.72230140959738,217.89714540873203,215.83054598602115,222.16593056243315,237.217470133857,222.96582262897948,221.02593110820388,201.862886161111
