,dates,jap0238-0000,jap0238-0001,jap0238-0002,jap0238-0003,jap0238-0004,jap0238-0005,jap0238-0006,jap0238-0007,jap0238-0008,jap0238-0009,jap0238-0010,jap0238-0011,jap0238-0012,jap0238-0013,jap0238-0014,jap0238-0015,jap0238-0016,jap0238-0017,jap0238-0018,jap0238-0019,jap0238-0020,jap0238-0021,jap0238-0022,jap0238-0023,jap0238-0024,jap0238-0025,jap0238-0026,jap0238-0027,jap0238-0028,jap0238-0029,jap0238-0030,jap0238-0031,jap0238-0032,jap0238-0033,jap0238-0034,jap0238-0035,jap0238-0036,jap0238-0037,jap0238-0038,jap0238-0039,jap0238-0040,jap0238-0041,jap0238-0042,jap0238-0043,jap0238-0044,jap0238-0045,jap0238-0046,jap0238-0047,jap0238-0048,jap0238-0049,jap0238-0050,jap0238-0051,jap0238-0052,jap0238-0053,jap0238-0054,jap0238-0055,jap0238-0056,jap0238-0057,jap0238-0058,jap0238-0059,jap0238-0060,jap0238-0061,jap0238-0062,jap0238-0063,jap0238-0064,jap0238-0065,jap0238-0066,jap0238-0067,jap0238-0068,jap0238-0069,jap0238-0070,jap0238-0071,jap0238-0072,jap0238-0073,jap0238-0074,jap0238-0075,jap0238-0076,jap0238-0077,jap0238-0078,jap0238-0079,jap0238-0080,jap0238-0081,jap0238-0082,jap0238-0083,jap0238-0084,jap0238-0085,jap0238-0086,jap0238-0087,jap0238-0088,jap0238-0089,jap0238-0090,jap0238-0091,jap0238-0092,jap0238-0093,jap0238-0094,jap0238-0095,jap0238-0096,jap0238-0097
0,1984-08-07 00:51:54+00:00,150.74561286578145,171.0904017842998,,,,168.1748376469291,167.60574134209364,169.86837704893213,177.9368235592977,179.52731829298006,180.0377945269102,167.73173663358688,167.935512188656,166.7831921645446,168.72889336833407,161.9491024248761,150.68950047306475,152.22752006071204,152.7659002899516,162.40095129747368,165.8451626965226,164.21591414135045,155.10155557335122,154.888415465045,155.1610329813817,150.24203885044037,148.0814548642258,154.91531640222365,165.20104001571227,160.5012299378528,157.03840052362617,145.12264417771695,146.80713861280236,145.4266241734544,,,142.78375241938596,132.66838495607254,131.5646118371153,135.5271950734678,140.5097897681572,143.6804318998934,151.09232152628874,148.04010149920626,149.78448975009948,157.55482558955217,165.31770376481808,167.53672021367416,172.28293439450414,,,,,,,142.72354385227044,128.84641322899225,144.9559823331363,146.8914177671055,147.13957729390629,152.54756293505676,148.21140032393987,155.50146891778812,151.79829400602458,151.17498819623938,139.33962694996512,134.6532671124936,136.33884443887695,147.95744166340234,150.52220803857435,157.68834142885342,171.73205740449396,181.33185026041429,183.02971742570193,172.93767971129157,176.08006313840423,178.63921813631868,187.34656017409304,184.28214321625725,171.25325784923763,180.4394806919316,182.85252847847912,183.80213773291314,173.86499745413388,177.06711650393405,174.30444345281677,157.60863497405674,148.67618105396173,145.30445159920504,141.3992217724869,141.9847179020341,142.6640364829011,140.89406901383074,140.1114804769602,146.0725449823075,152.563637213411,161.74972396183915,173.72519022835405
1,1984-12-13 00:52:28+00:00,162.17692275290656,152.7267958943085,141.38660433152816,138.15286965199465,140.58037929018755,157.14780653258083,169.11426928667987,177.09346760696633,175.08122031710693,160.2291506909135,156.5588748672116,165.87842367947667,162.64761230798936,163.92509925303358,164.89737272750935,163.8041263321336,163.44298523253792,164.13769708874278,166.74067512403604,157.76567649103657,155.2883356166333,156.2367542506261,160.4069669799494,154.39585592716293,147.78504911735027,143.68032955438855,141.7501292960803,143.8283034442293,153.98318310074288,168.6679802102812,156.8109034013529,140.47434617486596,131.3769671988125,125.87266832610146,124.1660897369775,129.28853374104904,140.1274539134382,145.77147118137103,138.73924613981688,140.1861820453396,144.77923108874649,155.35446757886413,146.24111090943808,,,157.0318403705009,146.9550580800303,154.66256742985826,151.115845659265,142.83036264783001,152.95893790491445,169.5191703351982,173.96387795118324,166.2680324870229,158.36453678933816,159.4959925987746,157.14773125958902,150.48513810903222,147.85651347364313,148.96363488691918,143.7390907293665,128.2978956853609,132.37054457616495,135.2568753728411,140.47612496168813,132.3422935742123,129.03416724578346,142.2787519441787,146.78632441706202,162.3081031392411,166.3175438560687,161.00569111512158,159.09070758942522,165.21717061999286,166.11148289619103,162.9723278979609,173.87466375493776,181.10124615742015,183.48284154288925,182.5789904416684,177.11960110237487,174.95526305022935,169.69940388426443,171.91892237326286,182.4926631289025,178.83950579186217,157.6632122557634,157.26826255919536,151.46727106384895,151.98645162470768,151.23154530804223,153.00101729075928,163.95970054581963,179.15182805117985,183.25724982928426,179.82112082980325,172.406155041612,175.8870008931902
2,1985-01-14 00:52:44+00:00,156.4467562350571,182.11409398951304,159.4484513837888,143.4758174127558,150.87714886145793,171.09497915715585,185.1086220233466,188.51093244748708,178.4270938106403,162.27975471520773,165.6752875658549,165.53358313078138,167.90630095673558,172.76444039020828,176.840723522879,169.32719559144664,168.0046701519289,163.16690102603408,164.80240755966366,158.3963880974217,159.00309933732436,159.61906683995412,167.88524121317823,169.32298758455295,156.08750456529287,154.6039424036991,156.00842769775468,166.77120594383834,167.37751841825195,165.79870531468742,159.05666213609783,147.85381744708033,140.90476189907676,133.7458966230119,132.40266634034126,139.05282515721927,149.8075596710123,150.8136130496555,150.04941114737406,148.84272243129595,156.94105371239752,157.34924056302359,140.6053828003995,141.13140509885682,144.23194412693505,153.73634268744092,156.50780552504736,,,,,,,,,154.07257237981295,167.15568541821233,162.24635573582862,162.3284969987047,160.18830585305568,154.85645241414568,149.62807366502983,151.2823828368041,157.4338670998307,149.35643310196238,141.62655842066636,131.86291312724669,145.8618219335838,152.41883717640778,185.91170194414016,185.2755919682973,179.54124082027775,180.20137167726426,171.22901420535683,173.32960621436484,169.20996431560948,177.50886002087125,178.73552064292593,181.55921238662236,186.12038683663775,183.32843393401754,178.68486856921473,168.08556740601043,170.99771840160136,180.20662966977335,190.2326445714442,182.66490951031295,169.5055431525603,154.27264012028755,146.03773257430424,146.92457204968534,147.60895958779207,159.68826060353948,168.5866479210342,181.21021042263175,173.81724882257294,169.0105509962461,164.02420441959453
3,1985-02-15 00:52:50+00:00,156.91129975961243,164.36855063194798,155.12135948677764,153.99779279570322,151.24418232234217,165.53133540054168,181.79461622761295,181.66050026455156,171.5893303885711,166.26512432599475,165.80628675282924,162.21813857633103,166.47281856095802,165.81309582314552,159.60054489162863,161.63904763697965,164.9807116713851,160.79240872635705,144.81895245177245,139.6821142541764,142.74088630684153,150.06587233742874,160.28934987695447,155.79065163974994,153.0588847286654,142.71127366455605,151.3709671955784,160.34251364588283,171.83511943269994,164.75765829024434,159.2380224182976,141.662169785541,135.1559350554774,134.82444426062136,133.45390218382005,139.17135744952074,144.69521879041739,145.44927117146045,133.88025155954625,147.3662905132673,159.88037079553345,160.28420954095557,147.95673175918245,142.96607156580117,152.0606329038571,149.81219253240008,151.9813357361911,160.28078884791103,154.20962995735925,159.27535115480276,157.42659424898363,164.89802645735162,172.34755602551417,174.96265893231435,161.830305779288,166.9130533889296,161.30099510971607,160.641753786692,164.68572512435614,165.90465783042407,145.8016110884886,135.70051401515892,141.32642811820656,152.803785698655,148.88721686255332,131.24118338108738,125.83681874668449,138.13741834480197,155.23566849124694,172.3768557279665,177.7623103935074,174.53040904416085,172.33921889907845,164.15162055201088,155.05834224286545,158.1978444931764,162.3670882898548,168.57505770006046,174.3328238943798,173.05730057483424,165.36870845752398,161.35611268363309,164.89909566807873,159.06436276207577,184.47348768388895,191.15432581929846,180.75676638902948,163.05160735083194,155.65244528530712,141.7870969160793,137.34259995734223,139.02204917428384,144.59668909105397,162.85634838416266,181.27247840885136,184.7660751730814,163.6468003717266,162.1067258274322
4,1985-08-26 00:51:56+00:00,137.74183724741235,103.69792557456238,138.1319469457468,152.11754980404638,139.0726728315438,136.9164549357848,142.3406010327122,152.078136012758,170.36136802484768,166.54848135393578,169.37667766054895,165.4225754216477,169.907701026621,175.96336884497043,165.85866306350127,161.5026505738445,141.73405367226815,150.3479355277043,150.12270874595555,161.45606703808403,147.67223385846148,145.62475593859202,137.91716511556933,145.81818187482898,144.44851803728784,142.6512858674462,135.11014860218603,134.17360684088254,147.59165443607188,140.3529128191243,126.836015765902,121.27170403769284,125.81770382168494,123.85572723063507,127.7429317374096,138.7702002091268,132.05683669128217,140.28038601534658,150.54333582412042,143.25802343222264,132.12350159758003,136.7809945223644,131.49055590536997,135.72744040876864,139.7778726265196,132.59490986841456,143.5640198309555,147.74522798990247,143.1272614147027,141.15403962788733,163.1072804686368,166.39941648983688,167.4310266379943,155.82727778485057,147.15125669351468,144.54917629426748,139.47460765280917,142.53717779089237,140.33973313928772,152.81074544921083,159.64951389864441,146.77457910623184,154.53581551166852,146.13864223522424,129.59002351193683,125.63353648479733,130.3752734126699,145.676837542495,155.63780560298383,148.16533721907095,156.79489969481855,165.64710985202908,167.90711088722563,177.73300116625705,166.4833812103393,165.18032665151722,177.37180334347443,172.0578874166309,147.14021751886253,145.9745948178235,151.66757416046414,157.10465190475222,162.17179588650959,161.28797677161415,145.85550249646644,145.55816146449578,160.97760863656802,143.05365950534454,152.47198902524602,156.58485324776152,167.25726028402732,156.8988188172758,139.74409700512655,148.60663240587462,150.51384515365328,168.69706923661556,181.66825675958157,171.4227583988182
5,1986-01-17 00:49:45+00:00,159.29057742298977,,173.83966966463495,178.03171229881377,173.49487392893926,166.5614213700646,188.58523765012401,185.45689164847167,183.20890976411036,181.1124767013578,183.27140768849742,180.71730848259145,179.74384979244638,182.70980237362298,186.52394360623538,191.25730009722324,187.68316497317855,185.65747005847481,180.5613962861577,177.28605742986647,164.9596471511788,163.48783900214465,156.9922586120724,161.02930473209702,171.28794210863265,172.064465373917,174.12403374198811,178.71237103712687,171.9119780999672,163.75255663079574,153.99796789675977,140.42845162119843,143.26129787107286,142.71386798016636,151.122175667617,157.51052397193456,158.7377168576753,151.69866311747424,147.2154218186014,152.40483331469633,155.72391828142003,141.37862252265805,137.0309762830469,151.02044402717786,152.19635289882947,156.2794936335216,165.8672157862558,172.2304228907585,173.1659281756063,178.6435531763469,183.3804372716884,184.60947979568533,180.36487257617458,164.12550938028429,157.49526892882136,170.84078066253142,182.95252547107188,176.45979202993314,164.3259907137468,162.47755913107002,160.79016070393837,157.4313838720167,147.76019871850286,133.80488349047977,128.43456938152212,140.5517720774434,141.61353498312903,161.2721646198328,180.36174839573977,192.32067587522542,195.08194673988814,198.2068289535963,203.7634382055696,196.6740041256894,186.06593980369456,179.92025499005348,175.93354846915312,173.38908070667875,165.43831883350094,156.4109690173693,163.40352013813276,163.81899534304011,154.54805566529518,160.37694680327976,172.43462276885762,185.67343880876686,180.35575377485625,182.30842215259955,180.31495264339227,172.75775868234987,166.12208707205266,169.76088175925946,168.9150947296246,177.2874332873887,183.3306191455775,183.19260725753352,176.07643341955162,173.66509953040708
6,1986-04-23 00:47:39+00:00,,,166.42262825028982,161.72576483723356,173.220868379443,166.7053008133544,168.11005355874406,178.3402947293157,178.86448807865085,187.76329151826127,182.39785818200048,178.7982707382343,176.10127226201016,178.20397678537608,182.04311955803283,175.23295681695961,167.53757558662323,167.32833078235242,156.9716499233211,163.8327568082481,158.04728487346378,151.86027288224454,153.69748993011672,147.44441279683542,153.50597295820148,154.20224976286667,154.9111567036936,160.3775216090517,156.66182837870727,153.78874329792703,149.6673481157998,147.34643768576132,135.69276353521303,134.01431476863587,133.27490868827732,137.6338231469705,136.29521765455007,136.23026173032116,136.55349377591747,134.3633742614361,138.2378369875717,136.45150943763642,137.86991527595882,135.97203985050146,141.85514118038924,145.1202415549413,149.8000477582121,152.17398343811357,144.47967300073714,148.2759863341015,149.395066499209,155.59067899810546,157.24482728985168,153.6359778052065,142.67782181300953,156.69195951566257,158.9607790769188,158.06689180758815,165.42065448190337,161.94110988149612,155.89170590176693,149.63752262015907,154.32489403092828,149.88362822264202,147.71304643774678,,,,,,,,,,,,,,,,,,,,,,,,149.53915493359517,152.84018878419405,153.2255739795415,156.33396113330483,154.86976420427175,160.70817436441092,160.45798034777926,173.21135196903623,185.3579385586127,184.43549909358788
7,1986-06-10 00:46:19+00:00,,,148.32347454491256,177.22403847987079,178.39124464989334,178.51027238159168,184.07225173271195,191.24251942849526,194.8102926593977,194.8136963413183,193.05980114246566,191.87237751257794,186.64055449825796,190.29534766481297,182.48836829108876,181.53734843052553,178.54731850390883,176.52036105311538,170.86714261825583,175.13695382481717,170.7826049497685,171.68531697483098,167.3441549252477,164.2306219925694,162.1311587409453,163.05309710068494,165.4225885591091,162.5135060057996,163.06567776600423,158.5666079316638,157.1060128386994,145.78914587643402,143.8556860040532,148.1596341016546,148.67938882477705,148.5271606283411,151.76693744974887,147.21677671478454,143.4669519940295,147.2439077705469,145.02958941360788,149.39897939429682,149.72602926526127,148.8214952977668,149.63461448949172,150.39030875253127,156.31112051807565,159.95244905646865,162.20144681972727,163.98371041074097,170.17539412198514,170.14947147876694,170.5880474177577,170.0407294839929,166.93217788816338,179.40172689270744,182.3469987226846,173.08487390208197,167.32224865225112,168.62884745857266,167.71019967925022,168.72534798971546,161.3008255254635,157.75699171542388,152.57649248408092,147.8726684765423,145.90349402651867,155.51347631449852,163.08204547679176,160.49376161807584,162.54369868421125,166.49793383500398,178.40458262054042,181.06267028969987,181.56825051014118,180.92946018268148,179.57502876877783,178.05205958020088,170.47457784512713,168.803240271079,170.22810495753143,178.57917350116423,179.42611750455643,176.98420864148807,170.29859306585638,166.71358081728397,168.51186842945248,164.07387395688937,165.85202955143924,157.8616618944391,168.56648968891986,169.12325965732992,178.45917468093893,177.84355325762638,181.9595205354823,183.22242640870715,191.6035343594097,190.9391345961367
8,1986-06-26 00:45:48+00:00,,,147.00109208404098,170.41963251536475,176.26855326941396,174.94693174369132,181.34796094136271,183.74065900151666,192.56601287544643,188.4094440443049,193.37958309251152,186.73298270637994,190.38865669003332,190.21553208368667,188.58317542195635,175.9094480013842,171.50408348007412,173.29461739497046,170.91139893649003,167.9638673477519,162.96648819406607,161.63398787852236,160.02922140705004,163.74265286403298,159.0986729040713,160.53820983961168,156.72658333577573,157.7828484331451,153.82482006811745,152.0953949003505,153.70944376796143,146.0869543025207,122.67671940171783,141.8243250830427,144.57900085129293,143.5283896949472,142.89347155927823,139.61503938132563,140.1293250747228,137.89834319745017,140.02314971630742,144.0990235158337,146.34665298365812,148.6322941101764,132.74814386265925,143.2916577887287,145.83253564909123,148.02322075985865,148.2556852550647,153.79002643099633,157.74694365309583,164.58009136515227,170.36603541339113,156.6499245009086,140.0241660254276,173.674055695158,175.22655485201167,162.1690984506146,159.41384547235768,147.0759925514838,152.78060490288905,151.30627172468448,151.37775490526593,153.40186831833438,151.43346511792353,148.08597290119673,147.57863407153698,155.28919415323864,140.2422872713971,155.55713058560718,159.66514255359021,163.22817339916287,173.39977264497182,177.36749730354705,177.6729314913408,176.3368492422727,175.72776891424684,174.87452133178812,161.1529749276457,159.39956639012635,162.11790035742808,173.86345051121276,175.79265411421136,163.57715761120437,154.19860850056983,156.0210383223418,155.596718511556,158.93867961042213,152.47800696814298,152.99471672431707,156.4216425825966,167.51681206307381,174.8413642871504,176.9541465273087,179.41265745642406,171.90340529547154,180.59875147305698,181.5829210035013
9,1986-07-28 00:44:43+00:00,,,143.40546794104492,175.1041487037353,181.71489742769458,182.71074756232858,182.85904047549366,197.0010540419741,210.79020016564377,206.89889232851377,199.36557983769094,205.6581202738708,201.91815130973765,194.1030659944097,187.49762749943415,185.95361036115446,172.2030325519257,175.83154696267502,177.32330205864173,,,,,168.53096610724742,166.46631851269728,165.11230236834243,165.05075788503018,164.64673399160503,166.28079157565418,160.56897754888206,160.46056499611242,162.79399463852252,141.96981695642276,153.3927675899878,152.2013875559522,155.23155164835572,152.3717985617074,150.00290213417713,147.7526620647265,152.77467819929194,148.15760836307834,149.09056911786027,155.7034177527094,144.62725261845276,136.12566009132846,158.37089989680817,158.49444705083334,159.91593518766248,162.95047793989275,164.61918522012465,165.4480411956787,174.53185189223535,171.33200148886692,176.4196458703863,170.86901221631874,183.57539823843484,187.41079381977409,187.01587612190667,182.1042137677064,180.3221906207423,178.98685285249982,177.0951151650887,173.29400832192417,163.55052330503625,162.34225480670278,153.99200121730178,157.6861456784547,156.94224739778818,146.7242479134784,,178.7560264467922,180.6782788674994,,,,,178.6091707159447,181.61350754696252,170.5404602324543,174.886261217882,190.99922336366586,,,,,,,,166.9994504626255,165.15888058897252,165.7461130886811,,,,,,,
