,dates,jap0371-0000,jap0371-0001,jap0371-0002,jap0371-0003,jap0371-0004,jap0371-0005,jap0371-0006,jap0371-0007
0,1984-07-18 01:16:43+00:00,,,,,,,,
1,1984-09-04 01:17:59+00:00,166.15661378335474,168.99258863274355,147.32706045525555,153.04746519336493,157.46278207908063,156.3942720281872,160.9767566703729,157.77365582239696
2,1984-10-22 01:17:58+00:00,152.492485704208,165.94278714866095,168.15753364168054,172.42026790618505,174.71108262592395,171.32818186220558,172.03949637086134,185.4213486914699
3,1985-01-10 01:18:13+00:00,155.4944719267901,157.70300278475148,167.95053754217804,173.27490122537117,171.03194185676955,169.14632044481522,168.72355817192204,174.0454643310358
4,1985-05-02 01:18:05+00:00,160.14048426326661,174.50832821320634,175.5909469800913,179.95627570584764,177.36129522961997,173.81730976738692,173.6975588541066,186.618495109911
5,1985-10-09 01:16:57+00:00,168.20061686280474,158.47731627375245,167.53318543416543,173.0357989562029,174.63643776066746,171.46627962644996,177.9391574344736,184.88862245893512
6,1986-02-14 01:14:38+00:00,154.25584460472737,,,,171.10640182942623,165.05216594256464,163.8813387846212,164.8311732850285
7,1986-08-09 01:09:48+00:00,,,,,,,,
8,1986-09-26 01:08:08+00:00,141.17203879972863,140.66501337648106,151.18179802902034,156.97604367077992,165.47261363498546,163.01348011083036,167.7986303357073,187.11734073818363
9,1987-01-16 01:07:39+00:00,180.14959000702007,178.24156708002806,183.52495174935822,185.37567945778073,193.17035629366165,186.31174713679872,189.81826367308025,191.93895548412596
10,1987-03-05 01:09:24+00:00,180.05914122306382,181.57438752600206,187.5469909122515,188.02069274148926,181.44876195902708,179.0741714748929,191.234109933388,188.65270365017713
11,1987-05-08 01:11:32+00:00,,,,,,,,
12,1987-07-11 01:13:00+00:00,173.2670599875234,173.47564372616878,168.36813497825506,180.07001406281267,175.62097013436954,180.74324994530468,185.59614222455878,189.8932615289355
13,1987-08-12 01:13:52+00:00,173.90194394253257,160.08619302428124,161.5438452006967,164.9852501515988,178.9002038037957,173.42323424764842,180.51455659404328,186.13187508498993
14,1987-08-28 01:14:19+00:00,,,,,,,191.94923920525383,194.7706709256988
15,1988-07-13 01:18:37+00:00,157.76887227125732,153.40070864480822,158.93358745747875,158.27718378403733,166.88171824702084,163.5587028147928,158.8726146963417,164.28465822126546
16,1988-12-20 01:18:15+00:00,161.89482823231432,168.2021559672841,170.07683640041884,180.8678038490394,179.93354970340596,176.39754755543717,172.05179067293997,178.15802726015892
17,1989-01-05 01:18:13+00:00,161.62064405666496,173.98377758261142,170.86381533411532,178.05872476645476,180.77449201711477,173.6298809841677,178.87939835682613,186.35917951119174
18,1989-01-21 01:17:54+00:00,150.6161853313402,148.9671888627335,156.71045567827917,164.0400102643705,169.89545394952455,166.3428161364719,168.12386465500924,179.77159943602464
19,1989-02-22 01:17:50+00:00,170.45861868027828,171.0602207540243,168.29744217456218,180.51720396333286,177.36387522555407,177.611051844827,183.0959995528072,185.7149825810624
20,1989-03-10 01:17:25+00:00,150.85881505935234,160.291010534307,165.15741138268945,162.8752204165103,169.838772520188,171.12525440051698,170.59839715042196,185.12031653179451
21,1989-10-04 01:13:34+00:00,139.12326483009483,145.83644998165926,138.8688244040249,145.322475194023,143.11090289346896,138.17630531621722,136.8276671618581,
22,1989-10-20 01:12:49+00:00,157.9691745316286,165.04807287259862,165.8233960320375,171.04561957302812,171.62118128250057,176.55517145726168,176.50029212247765,173.57304633951173
23,1990-01-08 01:10:34+00:00,168.75001911039175,170.57191214470575,175.6804014533946,179.04882482920559,179.86588423497028,179.54030874989894,178.7472509499702,188.19258516867154
24,1990-02-09 01:09:37+00:00,172.4220440414723,168.50688107253015,172.70267512375017,171.7002877291607,168.26229062154835,171.92804863080684,174.16247888991415,177.81369617468653
25,1990-03-13 01:08:33+00:00,173.41070711113764,177.88998812005323,178.07056388218643,186.29512063017285,186.39467498578264,181.11961834188057,184.72054110811018,192.02786107183226
26,1990-04-14 01:08:08+00:00,153.42480659157488,152.65414928081276,156.2894558502649,158.6256167124864,159.767581165358,146.5509601197267,160.55083373018107,162.53404072403993
27,1990-06-17 01:08:04+00:00,171.61870945567497,178.18074570241998,178.13242815149158,176.76283196790928,171.55781881652763,176.4964592689324,173.62921438864925,187.45339674865983
28,1990-08-04 01:07:55+00:00,172.95897946847288,174.7513753497525,172.58944187318156,168.51238394939182,169.24304489801222,176.6729061433187,174.8473542914206,189.3336720325702
29,1990-09-05 01:07:44+00:00,155.92683399535176,164.3909938452566,169.20760057411354,170.34613713382748,171.11689394737886,175.60103983087834,188.84401215695232,199.19696555088314
30,1990-09-21 01:07:42+00:00,156.2604948398378,153.0922914670186,151.45111081361807,162.37932444056452,161.1311749698023,163.98782303174687,168.8509706400809,185.63143180919522
31,1990-10-23 01:07:27+00:00,146.99149883945722,149.21212762208629,153.95473420450887,154.78055521950245,152.2424833781894,155.7264847960314,155.67265256949236,155.09390999236416
32,1990-11-08 01:07:24+00:00,156.59692755332526,163.43309460327538,167.6127423857761,167.571715298599,165.89865042550068,166.3909174881567,166.3531436783287,172.90861396984596
33,1990-11-24 01:07:17+00:00,155.84955413769327,169.58438618197343,168.76285056903873,173.0470035839544,170.51915019046444,167.17314523899228,171.7522569559696,177.3267898523672
34,1990-12-10 01:07:14+00:00,172.51502951843065,168.46663535025414,173.66263656478355,180.1822181250659,187.1393857616807,178.2912848870816,178.18892267250664,195.5634056512191
35,1990-12-26 01:07:34+00:00,174.85062319487318,176.52349158171117,186.73326424006422,185.17359893553882,180.3113041806422,182.22480906215327,180.87374711480442,194.3446730027051
36,1991-01-27 01:08:28+00:00,182.0593479297463,179.98180433261683,182.73961821020092,188.66763747153,189.25793196660732,182.0969490554776,187.11472874432573,192.4715012196714
37,1991-05-03 01:10:09+00:00,169.88889788361962,176.1534256078071,180.27337206519155,181.52612993551173,186.98043493323902,191.3120772905651,187.90578474181243,184.93927564035985
38,1991-07-22 01:11:20+00:00,168.22372664786084,170.06480039555896,169.79481406269377,181.55027873408264,190.11858227283994,183.73659946094182,191.47095294579913,209.75867512140178
39,1991-09-08 01:11:45+00:00,130.0389214830097,131.85880237091442,138.88485695905075,151.3568004584935,152.5687152800127,157.06380042879888,167.29321489738382,170.48581362669358
40,1991-12-13 01:12:23+00:00,136.12977251246548,151.61302111174476,154.9846620009822,167.34517834534356,169.40258194125306,168.82112810737462,177.83488307526807,183.3336173648051
41,1992-01-14 01:12:10+00:00,,,,,,,,
42,1992-04-03 01:11:59+00:00,,,,,,,,
43,1992-05-05 01:11:42+00:00,,,,,,,,
44,1992-05-21 01:11:32+00:00,156.16468732289968,162.82505284339243,165.17364046697818,179.1307560590227,177.87887130286737,173.10691638529195,177.57048693742863,172.00941006319164
45,1992-07-24 01:10:48+00:00,163.09746495524126,171.71441027799386,175.84227662329295,178.9990784383207,184.15029977844185,181.56299247818419,181.41470421733032,189.61408093540422
46,1992-08-09 01:10:36+00:00,152.62414072183864,159.0067589682035,160.473591750444,172.45327561995512,168.60216397361086,169.8233757298164,172.08901417153197,199.7215171676385
47,1992-10-12 01:09:26+00:00,,,,,197.25827967419548,137.54377853963317,,
48,1992-11-29 01:09:02+00:00,132.71194470777436,143.43203682973012,148.76906846930245,,156.49830676016632,158.1887714155073,161.66623440216955,182.45395268969358
49,1992-12-15 01:09:13+00:00,159.9760828028208,164.96729847307196,166.5824561918885,170.29714585857602,173.0267515370677,171.15350646243658,175.86843415914723,190.43838297258492
50,1993-02-01 01:09:44+00:00,181.5843218107595,187.43859632381458,186.24328864414,194.41547625573514,193.5969631235332,193.4339572564617,190.5066356457918,195.99500912165257
51,1993-02-17 01:09:52+00:00,153.996489326065,154.5672164074128,163.75410196582357,177.08978054886967,182.0464902705146,176.54429660223067,183.55251353207652,186.172439141136
52,1993-03-05 01:10:01+00:00,178.06581326110523,180.02731613653646,180.28363739272856,185.47501318564787,188.54026416289577,189.33572685208281,190.20099634034256,195.87493361756532
53,1993-07-11 01:10:19+00:00,174.41761108171022,177.6519908284346,179.09796922067576,187.16391668534013,188.02466450394962,181.97041371823315,186.63728396627852,192.88746596769602
54,1993-08-12 01:10:19+00:00,156.9084146822811,166.44016844033814,170.73817434236634,185.30668010780994,178.13015621409633,180.61576957712563,195.35772403480473,198.08434100292652
55,1993-09-29 01:10:12+00:00,156.14297543400252,173.457838369024,176.64216542338903,184.46658902371533,187.761404089634,179.24502160644803,192.19471960038447,196.72870232900542
56,1993-10-15 01:10:07+00:00,141.29124872870185,149.07164628852865,154.74975578576846,,160.35013154803391,158.75854828908248,152.87626456608572,151.0505635966305
57,1993-11-16 01:09:51+00:00,136.620732978869,143.3294015025578,144.4467280533646,156.9221748805228,158.68944599694385,155.21542882900295,163.57641663483253,164.69360227873221
58,1993-12-18 01:09:41+00:00,154.29628627096184,170.95622507601632,172.40220756618368,184.86724407901673,185.28032855627498,181.97052995615468,181.60322350491344,189.93347308472542
59,1994-07-14 01:06:06+00:00,161.43819021919154,166.443235223289,167.06306763646498,174.71558150889598,172.2146198760152,169.96886262926333,174.13563232107094,170.35484575883413
