,dates,usa_HI_0031-0000,usa_HI_0031-0001,usa_HI_0031-0002,usa_HI_0031-0003,usa_HI_0031-0004,usa_HI_0031-0005,usa_HI_0031-0006
0,1991-12-03 20:24:42+00:00,158.54254425792428,171.4004679129764,182.95674610017454,182.42469112507288,,,
1,1999-07-10 20:53:01+00:00,148.1064941930274,148.8884181118495,158.1773374484216,163.03458515209195,165.77841685314831,159.72421195008846,184.2060466126964
2,1999-08-02 20:59:19+00:00,,,,,,,
3,1999-08-11 20:53:07+00:00,159.90620589024664,169.0549049615872,170.9120186662625,186.36317198073306,168.79173036562258,175.72487897484953,172.47993306766432
4,1999-08-18 20:59:15+00:00,152.5298113577917,155.79107459478192,162.82556099077775,167.5482619669989,169.2053960304055,168.10812871736783,167.00824530919576
5,1999-09-28 20:53:15+00:00,164.7634532179994,169.8270636062236,174.26561112493457,176.72452835443835,181.60140902939665,176.8726841236001,179.85905201884427
6,1999-10-30 20:53:07+00:00,155.4002389330374,159.90284607390169,182.21024725774106,187.55389579831336,180.9808585541848,173.87046969967616,176.5192861362987
7,1999-11-15 20:53:07+00:00,158.81959539099967,158.03266029930828,182.90815558746647,184.96138049869134,180.45860981185385,171.21818991359177,171.13694622899777
8,1999-12-08 20:59:20+00:00,160.39706546497018,168.65355781025988,169.7089188854057,176.22840807328967,180.19708603538575,181.45923285207152,181.67362870641517
9,1999-12-17 20:53:11+00:00,161.9436785515963,166.87923247307256,166.86088761464833,168.9569979353781,165.97853836905787,187.94065306374918,172.2678623397423
10,2000-01-02 20:53:03+00:00,171.54253398130516,172.38813184650368,181.01785033928132,181.02211133845674,181.97402714158386,184.35482550051876,179.91954999578556
11,2000-01-09 20:59:15+00:00,150.3949554111846,159.06735478577096,160.3742187762972,171.60801615518295,168.31274597572295,169.59389034581517,168.37278353086668
12,2000-01-25 20:59:13+00:00,168.73312327739293,175.7508524795122,174.63333791166787,180.49325427578555,174.05892616470226,183.28932499447416,189.79471402345382
13,2000-02-26 20:59:03+00:00,158.10410846179025,167.91462915948773,172.35898260794568,184.19690036790027,172.7149837962838,171.14280234686356,181.5680912996525
14,2000-03-22 20:52:50+00:00,,,,,,,173.42489191004142
15,2000-05-25 20:52:12+00:00,159.45295907656634,163.34826920888867,169.29162487805277,179.53267028912063,168.1971655189251,165.56739601253898,178.92298492098382
16,2000-06-10 20:52:06+00:00,155.58995697155834,163.9011925983753,172.07170003614777,176.2744891494235,166.6551215767563,164.268883649466,169.76223182958407
17,2000-06-26 20:51:56+00:00,165.36340957911983,167.8084963064514,172.5482114970238,178.70245111177377,173.85145610760412,170.92667084632907,178.23739833710096
18,2000-07-28 20:51:26+00:00,159.61311021134168,163.78467063430315,169.97493337824196,178.80530009247377,174.0595160356824,172.56682982150227,172.3656975749304
19,2000-10-23 20:56:40+00:00,154.00604320206463,160.42471854956102,163.0257152218784,179.54849499462034,171.7022630913438,167.4312122644602,179.96667523473678
20,2000-11-08 20:56:43+00:00,,,,172.1973774433274,,,
21,2000-11-17 20:50:34+00:00,154.86379399270413,160.18610989131585,162.42339577899884,169.9777676283528,173.12467526326895,162.7812709018423,172.92943337505065
22,2000-11-24 20:56:45+00:00,156.66218191087012,169.42317591119797,166.57920342258453,170.87938037046635,176.85107162612903,163.57988543757477,178.39581253115034
23,2000-12-03 20:50:34+00:00,165.03651790335442,169.79501428897112,168.59559337984416,174.67644727732062,176.22659027316905,168.7085586952469,187.8228887006547
24,2000-12-19 20:50:39+00:00,155.9978606373445,172.89680782029683,169.9703463564943,172.8230420761571,165.0160270146505,172.00386118151187,177.11116252260877
25,2001-01-04 20:50:39+00:00,174.15780886110477,183.08906724122897,187.62170767973063,192.94638524437661,183.18171793299362,189.72278767111294,198.04638256273842
26,2001-01-11 20:56:53+00:00,161.89967251007917,170.94474340359812,178.21099021797653,183.72530429140005,177.25095553677681,178.59222007578362,183.90835141562127
27,2001-01-20 20:50:45+00:00,167.8524646890433,171.0959282569445,181.30685615788934,186.3245205293354,183.24035742355017,179.0453546383517,191.32612161163092
28,2001-02-21 20:50:38+00:00,157.656228178547,170.9966970547356,171.22325934711955,178.77576993459172,180.23768943992158,173.85648652357236,182.25632270886115
29,2001-02-28 20:56:44+00:00,153.5168113504948,164.04895713845352,167.02839560486422,173.9499147694711,172.87609786721873,166.74513316473826,171.24248017474213
30,2001-03-09 20:50:34+00:00,164.78932178038986,173.63060123426789,189.33476049711825,190.87400943487745,190.49306186957534,175.05533302894878,186.87643826996825
