dates,satname,nzd0456-0000,nzd0456-0001,nzd0456-0002,nzd0456-0003,nzd0456-0004,nzd0456-0005,nzd0456-0006,nzd0456-0007,nzd0456-0008,nzd0456-0009,nzd0456-0010,nzd0456-0011,nzd0456-0012,nzd0456-0013,nzd0456-0014,nzd0456-0015,nzd0456-0016,nzd0456-0017,nzd0456-0018,nzd0456-0019,nzd0456-0020,nzd0456-0021,nzd0456-0022,nzd0456-0023,nzd0456-0024,nzd0456-0025
1999-08-08 22:19:28+00:00,L7,373.55,355.75,347.85,340.93,327.28,321.06,315.16,325.96,328.25,348.38,328.84,317.78,301.86,298.20,295.71,311.35,309.92,315.82,316.02,311.36,305.48,302.43,300.28,311.19,306.99,301.83
1999-09-25 22:19:33+00:00,L7,371.71,352.23,341.22,330.09,319.12,316.77,320.56,327.71,333.55,337.74,333.12,321.19,312.18,304.95,300.17,303.96,301.24,299.26,296.92,296.00,294.86,289.17,285.66,291.05,304.28,293.17
1999-11-12 22:19:27+00:00,L7,381.05,354.97,338.63,334.38,326.07,322.13,323.33,329.74,338.47,346.56,331.37,318.74,306.51,294.71,284.96,288.63,290.34,284.92,283.87,292.04,,,283.83,291.35,284.18,290.68
1999-11-28 22:19:20+00:00,L7,394.91,375.39,361.34,356.30,342.19,335.79,331.03,339.77,344.04,356.11,335.68,322.82,311.97,302.50,297.58,293.87,296.42,300.08,298.69,292.82,295.94,290.52,293.58,309.16,311.02,305.28
2000-01-31 22:19:21+00:00,L7,381.26,360.16,344.75,339.18,329.56,321.52,321.91,327.32,331.75,332.21,322.98,308.57,297.17,291.84,290.40,294.42,294.34,292.59,284.90,286.19,288.31,281.80,289.46,300.74,311.52,304.04
2000-04-20 22:18:51+00:00,L7,359.68,345.30,332.43,325.93,313.93,308.50,304.16,316.13,326.47,337.93,323.26,305.90,296.28,284.94,288.08,290.33,299.39,299.71,294.23,296.38,300.55,301.89,300.56,308.55,314.77,309.93
2000-05-22 22:18:33+00:00,L7,,326.06,316.58,310.60,307.74,302.57,295.92,298.47,315.38,321.49,,,569.19,,,,,,331.97,337.01,,,446.99,,334.83,333.18
2000-09-27 22:17:00+00:00,L7,365.98,352.58,340.76,338.24,322.88,315.68,322.30,335.13,329.20,339.56,328.64,323.42,315.84,308.46,312.10,312.62,314.15,315.62,309.10,306.57,303.52,306.09,308.60,305.41,307.73,303.03
2000-11-14 22:16:54+00:00,L7,365.90,346.03,335.34,327.91,315.59,313.85,315.16,320.29,335.97,342.83,323.24,319.87,305.79,298.92,294.07,293.80,302.24,297.57,289.14,282.81,287.49,281.37,296.82,302.88,304.59,297.79
2000-12-16 22:16:59+00:00,L7,371.01,357.37,344.71,340.65,325.13,325.60,329.36,329.02,344.43,348.22,337.61,327.55,319.03,310.67,311.29,319.36,317.80,314.49,312.34,313.60,316.62,310.57,311.36,323.16,325.12,322.85
