dates,nzd0456-0000,nzd0456-0001,nzd0456-0002,nzd0456-0003,nzd0456-0004,nzd0456-0005,nzd0456-0006,nzd0456-0007,nzd0456-0008,nzd0456-0009,nzd0456-0010,nzd0456-0011,nzd0456-0012,nzd0456-0013,nzd0456-0014,nzd0456-0015,nzd0456-0016,nzd0456-0017,nzd0456-0018,nzd0456-0019,nzd0456-0020,nzd0456-0021,nzd0456-0022,nzd0456-0023,nzd0456-0024,nzd0456-0025,satname
1999-08-08 22:19:28+00:00,382.84,361.83,352.95,347.25,333.13,327.38,319.81,331.41,333.70,356.70,336.36,323.86,306.80,302.15,302.89,315.30,314.19,319.77,321.12,315.31,309.43,308.07,307.46,319.51,315.31,309.01,L7
1999-09-25 22:19:33+00:00,382.98,360.76,350.22,342.55,329.72,325.95,323.04,332.90,336.97,352.32,339.36,326.25,312.52,305.98,305.94,312.06,310.34,311.94,312.15,308.08,304.57,302.09,300.97,310.38,314.90,305.50,L7
1999-11-12 22:19:27+00:00,381.28,358.14,345.77,339.11,327.84,323.96,322.61,331.23,336.85,349.46,335.84,323.06,309.95,301.77,298.13,303.80,303.18,302.48,302.14,302.28,304.57,302.09,294.44,303.09,303.71,299.74,L7
1999-11-28 22:19:20+00:00,382.33,360.91,348.38,341.81,329.94,325.32,323.53,331.99,337.27,349.01,333.89,321.46,309.21,300.95,296.18,300.31,300.41,300.88,299.99,298.92,300.36,296.33,292.41,302.50,303.44,299.31,L7
2000-01-31 22:19:21+00:00,382.85,361.24,348.05,341.78,330.33,325.05,323.57,331.48,336.59,346.31,332.30,319.36,307.19,299.44,295.58,299.45,299.53,299.53,297.37,296.68,297.74,293.25,292.38,302.80,305.70,300.82,L7
2000-04-20 22:18:51+00:00,377.78,358.01,343.50,337.97,327.03,321.00,319.38,327.39,334.34,341.91,327.15,313.06,302.22,292.88,289.14,291.20,294.46,293.71,289.63,291.25,294.57,290.88,290.75,301.16,304.08,301.37,L7
2000-05-22 22:18:33+00:00,377.76,350.63,337.86,331.86,322.30,315.95,312.42,319.44,328.43,335.44,326.61,311.87,301.35,292.73,291.35,292.51,296.32,297.09,301.53,302.39,294.57,290.88,293.87,305.38,316.53,311.81,L7
2000-09-27 22:17:00+00:00,370.54,343.78,331.99,327.48,317.22,311.48,309.34,318.78,325.89,336.36,332.19,319.70,310.15,299.98,306.04,304.75,310.31,310.94,313.83,314.92,305.31,308.67,310.53,313.88,322.48,318.29,L7
2000-11-14 22:16:54+00:00,372.06,343.33,332.38,327.42,317.11,312.54,312.48,319.55,328.44,337.05,330.89,325.64,314.06,306.29,307.81,305.81,311.00,309.19,311.55,309.95,298.11,297.44,307.44,309.62,318.14,313.42,L7
2000-12-16 22:16:59+00:00,368.42,352.51,340.70,336.13,321.69,318.91,322.67,328.61,336.99,344.24,330.46,324.13,313.97,306.35,306.42,308.93,311.76,309.56,303.96,301.33,302.88,299.82,306.20,311.19,313.18,308.49,L7
2001-01-01 22:16:57+00:00,364.64,348.22,337.81,333.74,320.87,318.07,322.35,328.58,337.75,342.21,328.24,319.92,310.35,305.75,306.22,309.56,312.36,310.69,306.07,303.39,304.29,301.53,307.31,312.19,313.77,309.49,L7
2001-01-17 22:17:03+00:00,360.84,344.75,335.07,330.81,318.00,315.67,320.38,326.29,337.09,340.79,327.23,319.70,309.09,303.25,305.26,310.89,313.87,312.11,307.18,303.67,304.64,302.34,307.87,313.89,315.03,311.07,L7
2001-02-18 22:16:58+00:00,360.84,344.75,335.07,330.81,318.00,314.71,318.42,325.55,336.11,340.75,327.87,318.92,309.82,303.31,305.92,311.09,315.26,313.73,308.53,306.09,306.77,304.35,309.49,315.89,316.75,313.95,L7
2001-04-07 22:16:37+00:00,355.92,339.20,329.51,324.75,312.77,311.00,314.50,320.78,334.00,338.09,323.55,314.31,305.63,299.65,302.57,309.17,313.42,312.42,308.78,306.07,306.68,305.36,310.83,318.05,319.58,317.80,L7
2001-07-28 22:15:45+00:00,334.13,313.73,297.31,293.30,304.45,305.84,306.75,317.77,327.48,337.57,308.98,295.70,293.23,288.54,291.75,295.93,306.33,308.42,307.16,304.92,303.72,307.52,308.05,314.34,320.02,320.68,L7
2001-08-13 22:15:25+00:00,338.90,318.24,303.06,298.32,303.28,302.86,306.75,317.77,327.48,337.57,308.98,295.70,293.23,288.54,291.75,295.93,306.33,308.42,307.16,304.92,303.72,307.52,309.08,316.63,319.57,320.07,L7
2001-08-29 22:15:16+00:00,342.22,321.52,306.59,301.23,306.04,302.53,308.64,317.27,328.37,341.60,310.16,299.66,293.52,291.41,295.26,297.06,305.16,307.76,308.24,302.87,299.69,305.59,308.94,314.86,317.73,316.56,L7
2001-11-01 22:14:53+00:00,340.85,318.33,301.85,298.50,306.83,302.92,312.39,320.83,327.30,340.26,310.94,299.53,291.30,292.59,290.18,293.75,299.92,301.91,302.67,299.76,297.01,298.83,302.77,309.47,312.70,310.50,L7
2002-01-20 22:15:25+00:00,346.39,325.26,311.13,306.66,315.37,310.24,320.02,327.95,332.94,344.46,317.87,305.94,299.08,298.78,294.57,299.37,301.34,301.59,301.96,298.25,296.51,298.78,302.15,310.85,313.93,310.40,L7
2002-02-05 22:15:25+00:00,356.89,336.53,324.54,320.45,319.07,313.61,320.90,329.98,335.99,345.45,330.98,319.62,309.98,309.06,305.58,308.77,306.92,306.29,305.31,302.06,300.17,299.33,306.09,314.43,316.50,312.01,L7
2002-03-09 22:15:29+00:00,366.50,344.24,333.61,331.65,331.28,324.35,325.05,333.21,338.01,346.19,331.47,318.90,310.87,308.21,303.14,308.12,306.50,306.73,304.78,301.15,301.35,298.37,302.07,312.54,317.38,310.48,L7
2002-10-03 22:14:17+00:00,375.66,351.08,333.03,331.63,326.16,316.97,323.09,331.35,347.21,358.01,345.45,337.02,324.73,321.13,323.46,325.73,326.86,323.72,326.22,317.95,323.59,324.10,326.79,321.76,329.05,321.48,L7
2002-12-06 22:14:49+00:00,351.07,329.98,314.29,311.50,306.10,301.58,306.55,317.33,332.11,342.17,327.56,319.45,308.62,308.69,312.09,318.06,316.33,318.82,317.87,313.24,314.16,311.77,313.53,315.51,318.23,316.12,L7
2003-01-07 22:14:52+00:00,350.02,329.54,318.05,315.40,308.93,305.86,311.32,322.79,336.45,346.86,331.25,323.86,314.79,313.51,314.60,322.65,321.76,326.41,324.37,320.29,319.64,317.18,320.33,324.58,326.10,322.91,L7
2003-02-24 22:15:13+00:00,348.25,328.76,317.69,315.19,309.70,306.10,311.83,322.58,338.32,348.26,333.01,325.03,317.48,317.28,317.50,325.68,325.52,331.46,329.95,326.14,324.06,322.62,325.01,329.28,330.10,327.71,L7
2003-03-12 22:15:18+00:00,348.72,326.87,316.49,314.92,309.01,305.66,311.50,322.08,339.22,349.43,334.69,326.58,319.51,319.20,318.81,326.58,327.38,332.90,331.86,328.05,325.99,323.63,325.77,329.89,330.94,329.08,L7
2003-04-13 22:15:19+00:00,345.40,323.43,314.60,312.51,305.67,303.95,309.03,319.17,336.93,348.89,334.64,326.19,320.20,319.40,319.16,325.82,327.04,335.33,333.53,330.44,327.51,325.03,328.31,333.95,333.99,333.25,L7
2003-08-03 22:14:58+00:00,352.13,329.56,322.25,319.59,313.77,310.43,315.34,323.34,342.06,354.46,341.95,333.77,327.13,325.87,323.53,328.96,332.27,336.35,333.04,327.90,329.40,326.60,327.39,332.55,333.34,329.98,L7
2003-08-11 22:03:27+00:00,357.12,335.12,322.25,319.59,313.77,310.43,315.34,323.34,342.06,354.46,341.95,333.77,327.13,325.87,323.53,328.96,332.27,336.35,333.04,327.90,329.40,326.60,327.39,330.00,330.43,324.14,L5
2003-09-20 22:14:46+00:00,359.32,338.91,325.69,319.24,311.35,315.51,318.93,325.65,336.75,350.82,339.64,331.43,321.86,315.71,318.06,310.84,311.40,318.41,310.49,306.17,323.27,319.91,305.67,319.72,320.79,311.94,L7
2003-11-23 22:15:14+00:00,354.52,336.45,323.02,312.10,306.38,305.02,312.67,334.51,337.26,343.11,331.15,321.80,305.71,297.38,310.02,296.63,294.92,304.81,296.05,291.40,302.51,308.71,288.76,310.58,309.67,301.53,L7
