,dates,aus0180-0000,aus0180-0001,aus0180-0002,aus0180-0003,aus0180-0004,aus0180-0005,aus0180-0006,aus0180-0007,aus0180-0008,aus0180-0009,aus0180-0010,aus0180-0011,aus0180-0012,aus0180-0013,aus0180-0014,aus0180-0015,aus0180-0016,aus0180-0017,aus0180-0018,aus0180-0019,aus0180-0020,aus0180-0021,aus0180-0022,aus0180-0023,aus0180-0024,aus0180-0025,aus0180-0026,aus0180-0027,aus0180-0028,aus0180-0029
0,1987-05-22 23:07:44+00:00,196.45626109454116,211.14526539852355,194.6115493536889,211.8435691619369,219.72549252874546,223.86597539802125,227.87019436567203,222.12079041670722,226.03112465897598,218.63009023913725,225.3989744676187,228.38755709593303,223.34675505921814,205.0067062672115,202.99642023802127,199.1733213906738,199.49567831090187,201.53106436187463,209.97467517490566,207.83209873120228,200.50545895007687,191.06117523354723,187.98574172477993,188.43503884826794,207.29614564417668,202.22715005052098,198.3169336717169,197.22158857314193,194.0502611436421,203.96381150545298
1,1987-09-11 23:10:29+00:00,194.63900489589588,210.7587573710051,187.77150356776892,221.1021347146897,214.82297778083338,219.82127249566574,220.00822314683649,225.27998557233843,224.5265237173835,210.55903536272982,215.79015079554964,226.72136576547007,216.1178226096465,200.50475782723547,212.70250228445022,211.9715603535257,214.50548880553103,209.71679335593493,210.7323635329685,209.32105549010015,202.3456490020416,196.85756096982655,196.49281649212423,212.931738263286,207.7145471043181,216.12847098801004,209.70599944594696,209.55768139426382,199.46113655873702,208.21417206033888
2,1987-11-14 23:11:47+00:00,213.57178160011145,214.2151969048248,198.14481628609983,223.0275219499971,223.82714650778146,236.67442053406907,237.34260081688922,235.10901218901182,232.62390549554263,212.836157260547,222.4868704025528,227.70347437803198,231.69697938465396,207.086326375595,218.82796230609225,225.7966143886193,219.36542788740252,211.75783632584907,220.0537848946846,211.75101945545916,207.18446436522248,194.32075953898595,186.5564287224188,194.9419203407139,210.18919980297844,211.0575285437233,212.63292446741437,204.01466648515674,193.26929202347785,
3,1988-02-18 23:13:23+00:00,221.31399523808494,218.1554461940373,194.700326856712,232.3574504795963,236.01092943228107,220.4430699533979,230.2262110229323,226.11011590456724,229.66495064764504,217.80606565363317,237.79032322594753,229.76563980729424,224.65238281016084,209.5289406320463,211.10079866032336,212.00710496157123,205.4622456229864,221.1736760309669,227.75574586060475,210.82609009980467,195.14472955421297,192.09785374646918,200.62921396120848,198.50109322701812,213.30798508758747,214.21096171676425,209.30268013047768,199.21694816514466,201.8094356854374,207.19156960821059
4,1988-03-21 23:13:41+00:00,200.8936063065454,219.46926605937318,209.0641873746105,221.24920916271788,216.89081049720778,227.80357168920162,234.99019729465482,232.0828104227029,223.93774732870588,213.1684610420403,220.49538923978042,232.270357565713,230.62871776557134,211.13269528373198,214.08529030647978,205.8113483033876,214.45135961087274,210.2935885100018,211.5856556903888,206.27708644290726,201.6091171826111,190.13018072665278,190.41414906776797,201.4432657710619,211.31522373481988,215.80423410139085,215.22421366301168,212.74657739111257,207.9921277903377,
5,1988-04-22 23:13:52+00:00,197.21922756704964,199.42739511490205,189.93534579816463,213.9789243536381,210.4020138449836,215.66366833538513,223.9598357660156,224.82218100273664,228.4030862457073,211.96777137335164,223.6153242533151,230.32614939110758,220.60719868396612,198.4584453887367,204.60281275596805,209.22418317257566,208.55801357776087,201.9216171486339,200.56041329159976,218.40936811969735,193.1772071579439,193.67092515152254,188.00475698471948,204.10575106667417,208.39934646177542,208.0970951932029,205.49086802194498,194.78951529686262,195.2211257558957,203.66180487658946
6,1988-06-09 23:14:15+00:00,194.09203200129144,203.60888707412366,189.1429883541251,210.06176409287133,212.11816817898395,220.21452541090582,227.54598365243984,206.24182015300931,215.74507313527485,212.16637560626103,213.88477522153667,221.3740934587826,210.5706342362474,184.36379757874866,195.88113751081852,187.08527740844139,207.28139038690094,208.45758456065064,196.745252475025,193.71465985552388,209.45690021133802,197.68504808800745,194.0108364480905,202.55730530268687,204.58193298768592,202.4870418902152,200.43216129173828,202.0684471507757,191.79826557233744,206.5953374051157
7,1988-06-25 23:14:20+00:00,183.33779213244262,196.1258774333296,180.71375179556972,211.08131158553988,215.44478490186526,224.69721707895002,225.76732859923658,216.209523325571,228.68552966596116,216.2308605534079,225.513905346958,215.1551164958469,214.12612874454658,204.39032580143308,204.80400935043238,210.31942391979555,215.44874849144333,211.0375987259566,194.7316346014885,194.61541752192375,203.2506820244119,197.64974474306166,194.8238318569016,212.08363990139242,209.95817108241644,208.55923929047336,203.85923792511048,200.2296598848876,201.03524053411076,205.92216900838983
8,1988-07-27 23:14:26+00:00,197.95372042114383,190.50038180255615,170.60898668123215,208.91279867128534,214.0956328923269,217.4970510633524,214.6194129218299,211.15693311202813,217.022691431965,204.81871498150576,220.4438165694471,214.89375495892983,210.6633990420363,189.83717090596616,205.76600278371166,206.23010228271994,202.72305150271433,206.40395569664994,213.48219422842274,200.67744803412322,192.08296277567604,197.6785464226032,194.2739184154802,197.08057116198398,193.8428486900792,202.72764025483949,198.60331853238273,197.2943279233959,192.860023311141,
9,1988-08-28 23:14:30+00:00,204.23850856166018,216.80413887820978,,228.7434635589119,225.1096021368013,227.9886728209917,233.50281121492418,228.66054255262748,229.01192357669888,215.63252692847715,217.23100596893656,226.39807318097883,214.84331745120872,203.50623086737764,202.44542767440075,212.67869743784215,204.1775218483848,219.3852573508072,213.53554693847713,197.24218221651589,198.98254990902802,199.17676029007046,196.61503582223636,208.6107728528031,209.13361635505711,204.5268344591825,210.9951088671892,208.50390421116964,204.59448170607524,
