dates,satname,sar2029-0000,sar2029-0001,sar2029-0002,sar2029-0003,sar2029-0004,sar2029-0005,sar2029-0006,sar2029-0007
1984-05-06 09:33:27+00:00,L5,224.66,220.99,215.60,196.82,205.36,,,
1984-09-11 09:36:14+00:00,L5,223.45,218.94,215.52,203.22,199.75,194.36,219.58,220.37
1984-10-13 09:36:13+00:00,L5,222.59,218.98,209.38,198.13,195.69,191.93,212.48,222.32
1985-04-23 09:36:23+00:00,L5,,,,195.66,197.60,198.56,211.00,228.98
1985-07-12 09:36:05+00:00,L5,222.62,224.18,217.70,205.19,210.27,208.15,224.67,230.65
1985-07-28 09:35:58+00:00,L5,,,,,,,447.27,502.48
1985-08-13 09:35:48+00:00,L5,226.27,224.37,219.94,205.53,206.28,205.83,222.70,237.14
1985-08-29 09:35:38+00:00,L5,,,,,,,,
1985-12-03 09:34:19+00:00,L5,215.73,212.89,202.79,192.53,200.15,194.15,217.84,227.56
1986-04-10 09:31:40+00:00,L5,219.84,219.62,202.79,190.77,195.48,186.38,210.87,220.53
1986-05-12 09:30:53+00:00,L5,229.84,223.90,214.30,208.63,218.08,211.03,219.51,237.79
1986-05-28 09:30:26+00:00,L5,219.86,217.25,211.26,194.55,208.16,200.45,216.56,225.93
1986-07-31 09:28:19+00:00,L5,217.95,219.33,215.49,195.39,203.92,202.09,220.32,231.47
1986-09-17 09:26:37+00:00,L5,223.40,219.88,210.12,196.09,206.64,198.06,214.40,232.07
1987-01-23 09:26:04+00:00,L5,220.32,222.52,204.15,192.37,203.92,184.79,216.04,221.72
1987-02-08 09:26:31+00:00,L5,223.95,216.94,202.25,191.06,194.20,185.51,213.27,215.75
1987-04-29 09:29:30+00:00,L5,218.74,216.08,212.59,193.05,206.19,200.73,217.25,222.22
1987-05-15 09:29:57+00:00,L5,214.46,211.17,208.24,190.75,199.45,201.25,218.34,225.34
1987-06-16 09:30:43+00:00,L5,220.05,216.58,214.00,196.17,196.18,193.73,216.01,219.11
1987-07-02 09:31:03+00:00,L5,220.45,221.68,214.20,203.93,208.59,207.88,226.39,228.11
1987-07-18 09:31:20+00:00,L5,208.93,212.01,204.95,186.79,192.21,193.03,217.69,233.23
1987-08-03 09:31:49+00:00,L5,221.00,218.50,209.24,194.49,202.24,198.36,217.36,229.94
1987-08-19 09:32:18+00:00,L5,222.37,222.57,214.72,194.92,208.62,205.51,218.62,228.51
1987-09-20 09:33:05+00:00,L5,227.56,222.97,214.60,203.48,208.44,202.93,216.76,231.84
1987-11-07 09:34:02+00:00,L5,214.75,205.03,202.48,195.11,191.03,186.68,211.57,217.43
1988-01-10 09:35:05+00:00,L5,228.79,218.42,212.91,207.57,213.43,198.84,225.71,229.99
1988-02-11 09:35:41+00:00,L5,222.04,219.99,209.81,207.29,207.07,198.80,218.46,218.94
1988-03-14 09:36:03+00:00,L5,213.20,206.37,203.28,194.04,199.15,192.46,216.39,236.02
1988-04-15 09:36:14+00:00,L5,213.07,213.78,207.87,193.42,200.20,200.08,218.02,230.47
1988-05-01 09:36:21+00:00,L5,226.05,220.23,212.45,196.73,210.64,203.34,215.86,233.11
1988-05-17 09:36:32+00:00,L5,221.70,216.26,216.40,194.75,209.29,210.83,222.56,234.84
1988-06-02 09:36:38+00:00,L5,217.62,216.62,209.70,194.00,196.17,187.34,209.03,217.33
1988-06-18 09:36:43+00:00,L5,208.80,209.10,204.35,192.68,197.84,197.56,213.84,226.44
1988-07-04 09:36:48+00:00,L5,226.94,221.09,212.82,202.38,208.62,203.20,216.82,229.95
1988-07-20 09:36:51+00:00,L5,219.98,220.36,210.28,195.17,202.18,197.87,216.38,227.11
1988-08-05 09:36:52+00:00,L5,213.11,214.69,205.13,187.04,194.69,190.67,210.51,228.11
1988-08-21 09:36:53+00:00,L5,217.36,220.11,213.77,194.77,203.86,,,
1988-09-06 09:36:55+00:00,L5,219.47,221.35,212.89,195.01,215.52,208.77,227.73,239.30
1988-09-22 09:36:50+00:00,L5,220.12,216.69,213.75,195.99,199.68,199.47,215.77,222.35
1988-11-09 09:36:45+00:00,L5,209.48,201.65,195.50,182.52,179.56,181.92,197.99,205.75
1988-12-11 09:36:33+00:00,L5,227.87,220.19,206.52,195.45,204.36,193.43,220.35,213.92
1988-12-27 09:36:27+00:00,L5,206.65,201.73,196.22,192.19,194.36,183.71,213.18,216.15
1989-01-12 09:36:20+00:00,L5,217.27,212.55,198.08,192.53,194.43,188.17,211.72,217.85
1989-01-28 09:36:07+00:00,L5,220.26,219.85,214.21,198.00,205.02,188.21,216.12,225.53
1989-04-18 09:35:07+00:00,L5,219.49,216.28,215.40,196.45,207.12,201.64,220.66,229.46
1989-05-20 09:34:32+00:00,L5,231.91,229.09,227.30,210.14,219.11,216.02,228.17,242.08
1989-06-21 09:33:55+00:00,L5,220.80,222.74,213.93,208.09,212.79,210.64,222.79,233.75
1989-07-23 09:33:21+00:00,L5,215.71,208.14,208.06,191.78,192.59,194.16,213.66,222.22
1989-08-24 09:32:39+00:00,L5,230.23,226.65,219.33,203.17,209.65,203.87,223.34,234.87
1989-09-09 09:32:15+00:00,L5,214.99,209.80,206.39,191.31,194.03,189.18,212.64,226.04
1989-09-25 09:31:52+00:00,L5,223.03,225.22,222.17,206.33,208.68,207.06,221.50,231.93
1989-10-27 09:30:51+00:00,L5,213.98,211.11,204.07,186.67,189.01,182.75,203.81,214.30
1989-11-12 09:30:07+00:00,L5,228.04,225.41,215.78,206.02,212.49,193.37,213.02,225.78
1989-11-28 09:30:04+00:00,L5,206.56,201.40,196.39,189.72,182.54,178.27,206.67,210.41
1989-12-14 09:29:38+00:00,L5,219.41,212.14,205.56,199.21,193.72,194.00,216.75,213.70
1989-12-30 09:29:08+00:00,L5,209.47,201.71,185.24,182.04,179.28,180.79,211.34,210.14
1990-01-31 09:28:06+00:00,L5,221.03,203.61,198.36,192.40,192.23,185.05,209.49,212.37
1990-02-16 09:27:35+00:00,L5,199.10,193.13,229.54,158.99,179.99,188.55,193.84,188.80
1990-03-04 09:27:02+00:00,L5,220.48,220.65,216.45,203.30,214.16,200.01,220.97,240.62
1990-04-21 09:26:22+00:00,L5,210.49,211.59,204.18,190.76,191.90,189.38,198.11,217.91
1990-05-07 09:26:19+00:00,L5,221.27,217.58,214.41,199.40,214.30,215.72,225.26,234.00
