,dates,aus0120-0000,aus0120-0001,aus0120-0002,aus0120-0003,aus0120-0004,aus0120-0005,aus0120-0006,aus0120-0007,aus0120-0008,aus0120-0009,aus0120-0010,aus0120-0011,aus0120-0012,aus0120-0013,aus0120-0014,aus0120-0015,aus0120-0016,aus0120-0017,aus0120-0018,aus0120-0019,aus0120-0020,aus0120-0021,aus0120-0022,aus0120-0023,aus0120-0024,aus0120-0025,aus0120-0026,aus0120-0027,aus0120-0028,aus0120-0029,aus0120-0030,aus0120-0031,aus0120-0032,aus0120-0033,aus0120-0034,aus0120-0035,aus0120-0036,aus0120-0037,aus0120-0038,aus0120-0039,aus0120-0040,aus0120-0041,aus0120-0042,aus0120-0043,aus0120-0044,aus0120-0045,aus0120-0046,aus0120-0047,aus0120-0048,aus0120-0049,aus0120-0050
0,1987-05-22 23:06:56+00:00,176.63713029107498,178.4250435297081,173.5028895003623,190.92059439748476,202.30103267113276,201.66624126602983,198.80555164087195,199.44081719214086,198.75712826815027,194.34069706415258,195.940737170951,178.66816753230972,186.2156189501091,191.2835441620654,191.51580459753166,198.6401125654495,179.34008374489736,193.51520908270874,204.31168521051688,183.55093902004663,206.84829467691458,197.4005893060392,204.55683471975055,186.356431149912,188.6160744100169,192.16121362296462,209.28609290931126,212.51254648131365,214.6332762690364,202.67212144904352,196.4429900111856,189.1345668095035,188.79694818975423,193.51975204790796,197.29990278588343,195.5923064226394,195.9733715020704,192.10563718294395,198.69217230415316,186.03911931406944,188.69999568139278,183.26594348636613,177.40760744404142,177.78193978378155,156.6299118878416,162.35912904950257,185.59474299779657,197.41779537687498,202.96763921206625,210.4872929000884,235.97497010603584
1,1987-09-11 23:09:41+00:00,179.00341097248514,168.06627485218687,165.64436422658216,181.00780981574042,205.40578245891098,200.42503863333332,191.20594783225664,199.0333361964316,192.64536802249484,183.20254464094495,176.48075078320636,172.8506277120998,175.74808714831644,180.82601064862064,186.8930267304179,185.83043696371035,181.33735113460747,183.8703904257344,182.6342142614107,,191.79897307593285,194.1396777181309,183.20704673338537,178.8980094963491,178.70631565297103,189.8948803172305,209.53771660716484,210.79596796906583,207.74256099840392,194.76566799042234,193.51993660162805,184.44034178926978,175.82159706416007,185.04226279574098,186.5060666082722,186.22098069969735,185.32530680489876,182.5012098040192,181.75510446711297,190.08444469025446,186.0281624682126,169.8124371587746,170.00696000565426,162.63141022231508,146.2799604999472,151.31029733933389,170.67198354183347,182.4115857724214,195.66601479353733,205.1822345964726,222.61521443354255
2,1987-09-27 23:10:03+00:00,208.0969629687736,195.93058427182808,189.59300220707158,193.1191539507972,211.8941500594625,210.658904544623,207.00454974675128,213.03524296453278,201.52527855475384,186.07229112484816,180.73602378780674,184.0672726466178,183.28249768571342,189.4693104116376,201.8301600700834,201.04038248308268,197.68495733007728,195.57051632283742,192.38959816798433,193.0341227067865,204.91867928246967,197.19863925210552,189.17967346145804,177.60944034689624,178.1579233510509,195.55684736529918,220.28553948448584,231.86181760270503,225.1000197910834,197.67575005720454,194.9971049117709,189.80021361844896,189.7200005739805,194.308564925899,196.1086261292749,185.43997749686875,183.5082876322525,182.67315617961884,186.44680900455407,191.77201380491292,190.6845752450127,179.78339940673948,170.1687523014835,168.23880855823205,150.23001432589928,152.4753715452559,170.719601354485,185.27670112405653,202.23490499410988,209.85763923655315,227.11240409274097
3,1987-10-06 23:04:03+00:00,188.8457824921503,183.80529549642162,176.90630600019603,192.1115014157976,209.01502967154266,201.70163922901267,195.0558040552774,201.27636460720214,197.90944876088656,185.80047976572467,174.45360329677072,170.38911217235525,176.81055040721796,183.20234503019464,188.53917465436757,193.8747309193193,184.8450356627624,183.33332456606882,191.35354527239735,185.08665292522244,190.48769198438097,188.8189558861887,180.4655634313555,171.87873931517305,171.37481016414375,182.3094135689751,201.78138481592754,219.0952454169377,207.98919073749852,198.41130958590165,188.71418400194807,177.70196179855412,176.83589869903122,183.129839899415,186.9891484434528,188.55793058700056,180.91761022621913,178.03399659284156,184.22958502409884,184.57154726083638,179.90248307758296,167.7694046541386,162.82287675351097,158.8348596125437,145.33319215890282,145.20182581344469,156.2248886381537,176.62382996618283,189.60437120169658,200.24430769016737,208.38129976468502
4,1987-11-14 23:10:59+00:00,199.95674568017847,190.31157857388385,184.42704572339449,197.87556914146154,218.61243472923007,209.45827203394506,203.22820469312393,206.42417190909453,201.2332791073084,182.4364268391965,179.06261738131877,175.30964620608344,180.65029634617946,188.4612571583593,196.9402242914977,190.42832514816723,193.55757085443895,196.7412638674775,197.24391943629536,192.6402090964101,204.92193603081705,189.91710766665298,183.13060345039148,178.23849206432146,176.8853500678124,186.3334544412724,212.04612493638237,221.02923965154073,208.77511219998303,192.68224684449348,192.96188177302312,186.74222031348359,183.76046794298975,185.8764331521386,191.126924808531,185.28346684975105,188.50560815845648,174.03319114700366,183.9434295674743,183.61938612361456,186.71270360445357,168.83951994573258,171.4650306735711,164.0240366429255,152.05156433349129,150.33332720444236,170.63211337004364,186.02472453637472,199.4007823345007,206.74747523719466,221.6818590076023
5,1987-12-16 23:11:29+00:00,211.56501142973167,214.68891644928203,199.28274433314652,206.14573413465905,226.3512528583434,218.83752053398632,210.15001044970043,215.98999854617824,222.56814047015428,201.74848642455194,196.05653450443506,189.04448539937692,194.736681534325,206.45593031372442,202.60999288060486,203.57933181217544,199.3725961385802,204.70249278200163,219.69587673705172,216.89869323473224,223.0015516208715,210.82036462433513,202.44372400447625,192.30647081298082,187.7905526951744,201.84032525613725,215.886854380982,229.23189940696338,221.78313571836424,217.87574222718723,202.92334516836453,197.19950408021464,202.94356723024774,202.2909399243636,192.93952334985624,199.3202880507543,191.87463315294278,190.38412109873144,191.58742259266168,197.67219917167745,198.12412893943787,186.58770375360518,186.61372541565322,180.7872663922419,166.6921361516359,167.20059181460428,177.9498602548918,187.23033806198356,210.24099778301212,220.48400348271966,238.5239310970392
6,1988-01-17 23:12:02+00:00,150.74211626213543,157.02203028650314,157.85179905678967,163.15140319168677,179.78453333427245,184.4147069500359,179.98696636840828,185.6776666566444,170.93826049246374,156.60584116716262,157.05654575959107,153.82835512581198,161.25966906512946,168.74806084670095,171.76809721597607,170.19641685057607,166.51961194302322,165.9488548770641,159.3181879996384,,,176.12673716769922,161.9310903626799,161.83204602683927,162.1927787973433,168.86219661030793,184.0983390724847,191.06255669692163,181.9460866296524,173.07233068332036,162.41321297897775,153.1869735033108,150.6301990374706,171.77689709539445,169.6165480673005,163.66584888075013,160.084505127502,156.04269183162054,159.3435597530443,158.13808337134506,,,137.86970804994365,148.4616021560352,132.79740970318164,134.60085532001173,142.3863165116097,163.56699788413118,182.53878023915297,182.43818516074873,196.61236475990748
7,1988-02-18 23:12:35+00:00,154.2109926911525,141.6358574145234,134.91686971092642,153.35112894410537,180.6329876565278,181.60787996466587,166.96913622575818,171.10045653739195,170.9416210064506,166.99322497537207,155.53065439701072,149.66024901109566,150.84170783643643,164.7740542468144,165.9021000812089,161.18526406172623,152.43612654815416,147.13458083886894,154.00262310032608,,,172.8163950823341,161.5163197158712,156.65218414020694,152.56864119364224,163.13531381915146,180.29847696945635,185.98606294528315,173.7560501576254,166.60086516229748,159.3705849599071,154.81156969854118,147.46739158640122,148.25709970987032,154.40137650284194,162.3258113864818,168.7557364411599,163.3908028805916,164.2950514326322,153.58191544711804,,,139.89031691742537,129.63311270923936,131.06698854566565,132.94038560708995,146.52140051009684,168.23272273134702,184.31146483110854,187.84693288355555,194.83910382954025
8,1988-05-08 23:13:14+00:00,159.09720465294095,160.56009420419556,167.6683499645559,182.97960481475417,204.74607697486422,194.86909576624655,190.35241063489588,200.62264867088408,198.7934060986788,193.66312167849424,198.73170998676136,192.63952404776558,190.4831285872645,199.11096923346906,179.64622335893634,174.79871026687118,162.45849252662245,175.6619034277706,179.83801979705748,192.43801226735803,206.2691289855556,207.50136465054172,193.62709853265852,191.7057307008913,178.73584875454566,175.50378830259137,180.15549217962158,197.11564574654773,190.27144459213932,194.81005255305524,181.96310596354647,181.35151475839925,168.26101171234944,182.4764772225673,187.60625224734315,193.50373748210575,188.77137118308025,188.60173551472974,178.20440584140732,175.8576903492526,198.42636934014675,185.60843121006354,169.06240960388993,176.10010236507918,170.8739930967807,173.74563611049385,206.62807899956948,206.33035552714819,200.75231388894545,209.13888452646663,227.03208779807676
9,1988-06-09 23:13:27+00:00,165.69795570740587,162.251542655187,151.83332944072995,162.972906319936,191.42533727307443,196.3202781556532,187.35646991386886,195.13356068483745,191.2068904956618,180.97404020553387,184.65822691596586,180.7645613367734,183.539178719601,186.5968739418953,179.16983829701127,171.07675825020135,170.97776420351215,178.22671028029725,175.70743630815457,177.16307614461402,191.42106536811139,208.5507909058986,193.07579024635555,183.76214845383015,177.7670773745339,178.02434710681842,186.3866163680553,200.0151285647348,197.29533892373257,183.28171692062938,176.73264507634622,176.72641249894014,167.05058953677516,180.3953823417013,186.73549553194812,182.94603117171738,178.30162245072864,177.82810775676845,182.93155753824374,186.5933198308648,185.9104980318192,170.5709688618005,177.73229768257866,178.35038503821215,175.45423572009082,167.4507818405574,174.21512930006276,192.7761110105803,199.0652533517831,204.18314766536588,214.49813797778737
