,dates,aus0084-0000,aus0084-0001,aus0084-0002,aus0084-0003,aus0084-0004,aus0084-0005,aus0084-0006,aus0084-0007,aus0084-0008,aus0084-0009,aus0084-0010,aus0084-0011,aus0084-0012
0,1987-09-11 23:09:17+00:00,217.64196746178806,218.82603307345045,214.93894303195464,210.7692732547921,213.3353398486657,210.19084865104503,202.3574941982407,201.5843624648497,217.10565265713356,204.4633414183605,199.19190272010144,201.37299444612938,202.63367306973245
1,1987-10-06 23:04:03+00:00,212.213912009083,221.0124503239187,217.45836123298812,211.31885005726213,215.17409807641505,211.35403322688077,208.55925905037168,203.734446489573,216.01532622219418,210.21096061755458,202.91937034828402,206.3986291664816,209.5496082980976
2,1987-11-14 23:10:59+00:00,237.82031319817347,234.29817877517257,228.74890254695154,223.73550061533103,223.00654739741097,226.22797170762288,230.44684337426497,223.4128325266483,229.98110782451482,214.71081983512502,214.44692855033645,219.05987580428018,222.81139221191782
3,1987-12-16 23:11:05+00:00,248.44702459624529,244.06060209216332,241.76890800341755,229.05604645504317,227.38521870923853,227.09587990734087,234.9029696938267,234.79950474187933,242.0325353238936,225.4864604376316,216.50504284386415,222.41620592554295,217.70214764082098
4,1988-01-17 23:11:38+00:00,,195.15467749001922,,198.71185895358127,203.83028837063537,201.29515103600664,202.68290547954837,201.53706809957202,209.67056261909673,196.63838775203575,196.33356241932682,198.9221359267765,201.96471201212995
5,1988-02-18 23:12:11+00:00,,187.84992995812303,,194.3254638787193,202.99099908501742,202.1062676269741,200.60475199871598,200.09735177168477,211.46930049648526,199.85100113944017,195.95861172489293,199.40386593597293,201.35085872437097
6,1988-04-22 23:13:04+00:00,213.17069107176704,222.72443407944434,231.81798990723954,224.87009822482364,219.76887163459577,226.9343870985865,231.42539323596034,234.6138678591509,237.44241069253565,219.18814540004598,211.76582599760596,219.88032496806704,217.32502214793317
7,1988-05-08 23:12:50+00:00,234.9092299298644,226.07558639720403,241.3958818829694,237.63524518133823,238.35215680968417,236.8463612601705,241.75156687257407,249.4067023484685,254.20403751214243,222.33698842977512,222.31449907007186,242.4776758259324,234.61363756140827
8,1988-05-24 23:13:21+00:00,239.72863609512677,247.36206540454705,255.65499558751765,245.2208210534219,243.24457173345024,256.8432006815625,264.47954660494577,249.2350867322403,251.38893045439937,227.7729585771377,212.40659535095628,241.39588853168942,233.0139202214927
9,1988-06-09 23:13:03+00:00,237.81350121548513,244.08772624513688,241.55561364561373,230.7263862911645,231.7839466832421,232.90617429600644,245.2548324305572,244.73076752108165,240.30622821359836,218.93741102162554,213.3490927222894,224.9140407168253,225.96054036839647
10,1988-06-18 23:07:20+00:00,212.33909952128232,220.82019082577813,228.1203182504858,219.07139061152927,217.16845154016062,219.70414778566342,225.4394091169675,229.7564813179563,229.29112026813038,210.44347114715166,206.86540219555644,214.51722559395552,215.5014086430398
