,dates,chi0482-0000,chi0482-0001,chi0482-0002,chi0482-0003,chi0482-0004,chi0482-0005,chi0482-0006,chi0482-0007,chi0482-0008,chi0482-0009,chi0482-0010,chi0482-0011,chi0482-0012,chi0482-0013,chi0482-0014,chi0482-0015,chi0482-0016,chi0482-0017,chi0482-0018
0,1985-01-25 14:05:39+00:00,147.03638213169074,142.54574026978588,160.12457307836837,173.4533799043422,193.94083949505597,206.14190045809926,190.7388522347484,191.6500701161566,194.58835849843308,183.82649712548314,173.88420362100806,179.3190330784167,189.41663091136036,193.23576641965985,126.76507425908154,182.19273320225636,182.62491116306097,164.32436865982112,189.89231853963489
1,1986-01-12 14:03:06+00:00,,,,,,,,,,,,,,,,,,,
2,1986-02-04 14:08:23+00:00,139.66965618605985,160.55055596560356,178.53018182794608,173.5356344846976,166.86780693758612,179.7012007782294,187.8793295467905,182.84516132808253,175.00320764996673,163.2377086734361,169.39505466233783,184.96886279313736,186.92303637263797,177.72182400256276,164.72152837971203,164.66442623186805,173.11473209272665,157.72263144750224,175.95491672753468
3,1986-08-15 14:03:05+00:00,142.19093544261077,144.7018577141286,,146.96213398172785,169.8857291163526,176.53357366060638,,,146.9771283684084,152.22564653446665,151.2926084973275,162.71378584530098,,,151.25091413239105,158.44949580018655,145.81143459616288,138.15130662043683,
4,1986-08-24 13:56:58+00:00,111.96999052757084,133.67680389569304,,,,,,,,,,,,,,,,,
5,1986-09-16 14:01:57+00:00,106.80809059662576,117.88066633319315,,140.58897602144893,147.60168782737264,161.73205743217358,,,134.1651061339692,141.2569454368016,146.10920774645822,157.35576147089495,,,128.05222895710696,139.23921314849045,154.43899880123976,146.67037982813082,154.76678591870683
6,1986-09-25 13:55:30+00:00,157.19737828168348,164.40681915395803,179.0054770044631,199.8608432938686,207.61806910873298,213.33678476955623,197.680637877524,187.01624385780488,179.9274759290423,183.49577520862235,191.64361385480487,201.46107441007686,196.35353560686914,195.35067973544705,,184.62975255962814,196.28842852756097,,197.91649121445815
7,1986-11-12 13:53:50+00:00,146.33466152986784,162.49668689557626,148.13282955333045,181.49624907403938,190.90138098112587,189.27250787088283,165.0771041519332,160.48824936064753,160.36185654130787,159.68269123596988,167.1269297205705,172.81492287541712,173.57756355350475,168.6495355815427,156.28265974894666,165.59490449129865,170.72501865036043,152.08806330737139,193.53989098280425
8,1986-12-21 14:00:25+00:00,207.9609937907218,166.98720014204392,131.92693167058238,171.22769910000713,186.82218953586985,178.74705856984787,158.95555008959172,180.15370527680645,182.41406196658028,165.4079128306758,156.6983112992316,163.85528947590333,181.67049601901428,180.79059187066227,159.78426128574,159.6703158712073,171.99040948191563,181.66421221815725,184.72510037047562
9,1986-12-30 13:54:30+00:00,193.29902522515098,183.41989521921096,177.35208480668547,203.3580154574281,215.09590727735042,212.9372940687869,194.0663572630664,211.17269338119505,211.64338122622664,195.2246175816255,186.6723275152497,193.58173772653822,211.6688963085041,208.00983539390026,195.1273923045531,204.80179996934007,211.59186720463626,213.49522034134878,215.39156290866697
10,1987-01-06 14:00:54+00:00,167.46528899980365,154.65498065016132,149.90621161053514,168.0538530778839,182.19263727397623,177.67885970877748,163.361632092532,174.75181878511114,179.09558483965858,154.78277006399898,154.4110378218,152.71037445698946,172.8065757315233,185.11241288322304,149.29601012370316,171.47175645458404,178.38559804960852,172.56425895602428,182.21737728167994
11,1987-01-15 13:54:59+00:00,198.53816056603486,187.87563523040504,184.6067470275233,206.556150894799,213.98952623484655,206.4155502555127,192.75018458064284,203.93886085775992,206.38099306824398,188.93068250732182,179.47548382917705,184.13581157399202,195.64140180474368,207.57843394366682,188.90275213911963,197.7276434462235,203.8609585869389,201.65657973729978,201.0422202926325
12,1987-01-22 14:01:21+00:00,167.62601053228985,162.10584281426014,166.4992448421894,180.80413178899406,179.77296530202113,187.09183707141398,170.95821014801916,178.32022117690397,182.34775748656907,167.78974091726522,155.88896365094578,157.14862580651692,167.3021546547608,177.92208323289879,,180.08744431283182,177.53829985518368,175.68241992827555,178.13045896018846
13,1987-02-07 14:01:56+00:00,160.17028968119484,157.4333726226261,189.35876022578478,195.12836511449316,176.08643368497908,181.11036712303093,179.3817971674151,188.98544473003008,202.01694162203125,182.43273078151685,168.36564626927657,154.87018489486752,166.53602254269873,184.38280284551968,205.61251911307983,195.67888299907855,190.44469002747465,181.86404340485197,186.7845141188998
14,1998-02-14 14:11:23+00:00,195.98099630392693,206.5098050920797,191.0670226323545,189.2018238145388,191.12255683528483,204.47679450451648,190.15118568104236,208.4823483766042,230.6127870502106,,198.53860499790017,,188.5462105941153,198.44205481581318,205.9577760427538,218.22098918459508,,213.7973499529021,215.57551088706407
15,1998-03-09 14:17:57+00:00,174.7343287303109,176.45518000692135,168.74198730549085,164.5023363375337,125.07808238005855,177.00079122380242,196.31875165237875,216.0756678904709,223.1060655313862,192.11271347329398,171.39613246183444,164.68689381567356,186.92763576296613,202.03572219999035,197.78624539688616,209.81087800838822,198.3110782806688,188.9054590355172,184.7708131067183
