dates,satname,nzd0372-0000,nzd0372-0001,nzd0372-0002,nzd0372-0003,nzd0372-0004,nzd0372-0005,nzd0372-0006,nzd0372-0007,nzd0372-0008,nzd0372-0009,nzd0372-0010,nzd0372-0011,nzd0372-0012,nzd0372-0013,nzd0372-0014,nzd0372-0015,nzd0372-0016,nzd0372-0017,nzd0372-0018,nzd0372-0019,nzd0372-0020,nzd0372-0021,nzd0372-0022,nzd0372-0023,nzd0372-0024,nzd0372-0025,nzd0372-0026,nzd0372-0027,nzd0372-0028,nzd0372-0029,nzd0372-0030,nzd0372-0031,nzd0372-0032,nzd0372-0033,nzd0372-0034,nzd0372-0035,nzd0372-0036,nzd0372-0037,nzd0372-0038,nzd0372-0039,nzd0372-0040,nzd0372-0041,nzd0372-0042,nzd0372-0043,nzd0372-0044,nzd0372-0045,nzd0372-0046,nzd0372-0047,nzd0372-0048,nzd0372-0049,nzd0372-0050,nzd0372-0051,nzd0372-0052,nzd0372-0053,nzd0372-0054,nzd0372-0055,nzd0372-0056,nzd0372-0057,nzd0372-0058,nzd0372-0059,nzd0372-0060,nzd0372-0061,nzd0372-0062,nzd0372-0063,nzd0372-0064,nzd0372-0065,nzd0372-0066,nzd0372-0067
2000-12-18 22:03:49+00:00,L7,623.96,600.59,450.32,439.44,418.98,390.37,393.51,386.82,372.42,372.34,376.32,368.07,360.59,365.59,357.99,370.53,394.85,398.59,394.85,400.11,404.77,405.38,397.33,400.69,409.94,415.08,420.13,418.34,417.90,414.48,405.38,392.41,384.74,388.28,391.51,426.68,411.93,404.49,395.38,398.66,405.89,414.42,417.43,419.89,421.08,420.48,418.28,406.79,386.14,378.67,374.10,367.94,385.60,395.33,410.86,418.63,409.71,397.61,405.20,408.65,411.22,399.59,416.78,448.55,455.82,451.81,443.90,441.57
2001-01-03 22:03:48+00:00,L7,,,,447.37,435.88,405.20,398.85,394.32,375.29,377.09,382.04,373.68,372.52,383.97,386.87,384.17,390.45,400.47,390.31,401.80,410.49,410.27,410.04,410.82,419.46,424.77,423.25,418.55,416.45,417.02,411.22,411.64,402.04,405.10,404.91,403.16,408.55,406.41,410.76,418.13,414.33,413.00,423.94,425.89,424.06,412.51,408.78,403.64,395.84,391.41,381.89,382.36,383.77,391.46,420.95,439.83,439.56,443.58,419.83,406.61,408.95,414.85,421.76,442.69,462.59,462.89,475.24,522.96
2001-01-10 22:10:03+00:00,L7,405.97,415.07,400.96,371.83,350.81,342.19,337.64,330.20,328.33,319.95,317.18,318.63,320.07,320.16,318.61,321.28,325.88,322.48,327.68,331.50,336.91,340.38,345.26,345.48,349.49,352.79,352.33,346.88,346.43,343.66,341.15,339.67,336.85,338.81,338.37,340.32,341.19,340.85,338.79,345.39,350.89,350.48,346.10,351.15,349.99,340.44,339.56,340.95,336.70,335.93,329.44,327.35,328.94,331.99,337.72,342.17,346.75,345.69,346.06,344.91,343.18,348.02,357.08,366.86,374.63,367.42,359.36,349.68
2001-02-20 22:03:48+00:00,L7,417.78,426.67,414.80,389.77,366.39,357.16,349.58,338.79,333.01,329.44,327.48,330.38,333.37,,,,,,,,,,,,,,,,,,349.17,347.54,352.07,353.13,357.07,356.04,358.42,357.56,357.77,363.40,365.49,366.55,361.44,356.76,356.35,356.63,355.38,352.14,347.27,347.73,348.88,348.04,351.01,351.25,357.21,360.95,357.76,358.45,361.69,364.31,369.85,373.78,378.01,390.39,388.70,391.63,390.66,385.24
2001-03-08 22:03:44+00:00,L7,337.47,341.82,359.00,335.90,326.16,317.44,310.78,304.11,298.28,290.66,293.12,297.88,299.34,299.39,300.79,,,,,,306.69,312.26,313.96,320.24,319.19,316.89,318.58,321.08,320.84,316.95,317.16,321.11,319.74,318.01,321.07,317.59,320.24,322.19,323.10,322.82,321.64,321.45,322.15,316.15,320.15,317.38,313.70,315.98,313.85,311.68,309.82,313.36,312.67,317.31,323.71,327.81,319.81,321.23,322.18,322.21,323.24,328.54,332.77,345.09,345.79,342.50,337.56,313.48
2001-03-31 22:09:43+00:00,L7,611.58,610.13,584.26,458.43,457.05,417.03,407.56,407.49,388.07,382.46,387.84,387.76,387.08,399.93,407.24,401.25,400.05,402.49,399.31,402.05,412.39,413.80,415.03,410.47,420.10,421.71,424.90,425.15,424.73,424.15,422.89,418.76,417.47,417.30,417.19,410.75,416.17,416.30,425.44,425.60,432.35,432.80,431.32,427.30,425.16,422.08,412.28,404.95,412.26,405.59,410.28,407.11,405.60,404.36,407.40,421.97,420.74,420.70,417.22,428.37,438.23,449.84,466.23,475.94,485.55,502.11,517.99,547.67
2001-05-11 22:03:21+00:00,L7,569.24,627.35,535.38,,,,,,,,,,,,,,,,,,,,,,,,,,141.98,172.32,439.00,469.27,501.03,573.10,527.78,572.18,,,,197.20,181.13,172.22,243.77,345.99,494.64,568.19,567.46,,,,,,,524.03,333.84,341.81,342.50,396.79,512.99,560.04,587.96,359.86,407.37,573.49,468.26,524.77,561.72,501.48
2001-06-28 22:02:45+00:00,L7,589.03,473.66,458.12,436.25,417.08,389.71,396.29,378.17,368.20,360.74,373.58,384.77,370.71,395.50,387.48,389.14,400.45,403.65,393.89,398.05,397.91,406.36,401.40,411.54,403.86,409.34,406.89,394.71,394.61,394.73,384.82,388.74,378.94,380.91,380.28,362.39,364.13,373.31,379.58,387.61,392.71,394.04,394.39,394.63,391.01,384.51,383.47,381.62,377.63,377.15,378.92,381.99,370.99,382.06,382.77,384.25,382.33,385.24,393.29,400.40,403.47,410.02,418.50,423.08,415.69,418.24,419.61,427.49
2001-08-15 22:02:14+00:00,L7,302.56,312.61,279.68,,,,,,,292.77,,,,,,,,,,,,,314.27,,,,323.36,316.65,312.16,316.06,321.03,322.86,314.12,315.06,312.23,312.12,317.26,310.43,312.68,308.33,317.18,315.66,322.18,319.07,319.47,325.51,317.23,313.13,,,,,,323.85,319.91,,,,,,,,,,,,,
2001-08-31 22:02:05+00:00,L7,338.45,347.04,345.26,349.72,347.17,343.98,337.06,329.70,319.09,307.47,306.99,309.52,312.04,309.76,316.43,313.63,327.75,331.70,333.33,333.10,332.67,332.75,332.20,328.83,330.03,330.11,334.29,334.41,336.51,335.61,336.06,334.60,333.98,330.66,332.16,328.11,325.78,324.34,331.72,332.62,337.29,341.75,344.64,337.31,339.04,343.58,339.98,336.08,337.14,338.82,335.65,336.98,336.53,342.68,343.35,344.37,342.47,337.17,334.96,344.39,350.35,350.22,347.78,345.82,338.76,344.48,345.37,343.03
2001-09-07 22:08:10+00:00,L7,509.10,479.10,407.21,400.12,402.62,398.12,390.42,376.60,365.17,359.51,356.92,360.58,354.18,359.97,361.63,364.33,377.46,381.24,376.78,365.74,364.92,368.40,383.88,396.10,400.64,396.69,396.12,394.64,394.40,397.00,398.27,401.84,400.58,,,,,,,,,,,,,,,390.62,393.55,394.64,391.03,397.02,393.12,395.56,396.00,391.12,389.70,389.55,398.77,401.29,404.71,401.46,399.95,400.49,409.43,413.14,418.66,423.65
2001-09-23 22:08:02+00:00,L7,524.94,440.60,439.96,435.27,433.83,416.42,410.58,404.05,386.77,375.46,374.91,369.79,371.72,379.86,381.99,383.14,389.92,401.02,397.37,392.67,392.47,393.26,393.29,400.70,399.22,399.00,399.76,398.04,399.10,396.33,400.02,399.61,400.21,394.24,390.12,392.46,394.11,395.30,398.85,400.29,401.30,401.28,401.48,404.46,410.25,411.66,411.58,404.62,402.42,397.00,393.13,393.00,392.07,394.84,408.72,418.06,419.47,419.07,413.20,418.17,421.16,412.74,409.99,415.17,412.17,417.58,429.96,423.98
2001-10-02 22:01:40+00:00,L7,337.18,355.19,379.39,373.49,368.02,364.48,354.34,344.45,335.33,326.88,326.16,328.92,328.42,329.82,332.74,344.32,344.45,346.20,354.13,347.27,347.79,340.92,340.41,345.41,345.60,347.29,349.92,346.37,349.40,347.38,350.86,347.53,342.65,343.72,339.61,342.24,346.05,346.51,351.88,351.53,345.24,348.41,347.95,349.24,352.18,357.00,355.44,353.70,352.46,355.09,353.52,352.16,356.49,358.99,358.05,360.05,361.47,358.99,354.61,352.35,359.26,358.41,366.03,366.86,360.23,362.49,363.48,359.26
2001-11-03 22:01:46+00:00,L7,359.22,372.98,629.40,,,,,,,496.30,,,,,,,,,,,,,,,,,469.64,425.42,382.43,440.64,574.00,551.66,573.32,572.75,572.63,542.87,551.82,417.82,411.50,381.40,381.84,380.50,407.01,442.54,451.80,465.10,444.28,436.52,,,,,,492.91,476.86,482.56,566.87,559.47,538.94,577.49,544.46,530.88,558.66,578.30,599.36,576.36,388.59,565.39
2001-12-21 22:02:05+00:00,L7,487.09,622.16,500.71,,513.36,,430.25,410.12,387.80,382.49,392.12,386.39,400.85,417.10,422.26,425.91,424.57,420.32,425.06,421.91,426.69,430.80,428.09,427.25,425.53,427.35,425.80,425.55,425.95,425.75,426.92,431.10,438.16,437.91,443.13,436.73,441.65,440.85,440.08,438.30,439.27,430.38,422.56,440.04,436.85,435.02,439.43,436.69,437.50,431.63,436.36,445.17,445.77,436.24,430.31,435.83,434.01,431.76,442.85,445.88,458.74,456.60,462.12,465.50,463.93,450.82,549.42,574.14
2002-02-07 22:02:17+00:00,L7,362.62,359.97,360.77,357.60,360.19,369.64,369.28,363.45,355.70,344.69,341.16,344.01,351.40,355.62,358.26,357.63,353.99,356.34,356.47,357.06,355.53,363.14,361.26,365.59,365.71,365.35,365.22,363.68,363.43,362.12,365.13,369.92,372.25,377.35,371.40,372.82,369.03,369.02,369.11,370.03,366.59,366.96,364.93,363.81,365.88,368.79,373.46,375.62,375.76,376.48,378.60,381.84,377.55,371.90,365.18,371.45,365.68,343.03,358.17,369.91,378.01,389.27,409.67,389.37,385.09,389.20,393.85,394.28
2002-02-14 22:08:29+00:00,L7,371.22,379.74,381.72,378.15,378.59,382.43,385.51,370.88,360.02,352.06,353.26,356.26,359.51,361.80,364.70,363.92,363.87,366.72,365.58,366.54,366.34,368.68,372.61,374.44,374.39,373.29,370.40,370.80,368.87,370.89,371.99,375.97,381.02,386.45,384.30,381.97,382.82,385.35,386.05,380.52,379.15,371.44,371.07,372.35,378.06,377.13,382.65,383.79,384.46,384.19,382.97,385.09,378.54,376.28,376.35,375.82,381.38,374.14,378.50,380.76,384.77,390.57,392.31,390.76,390.72,396.15,410.37,408.91
2002-03-11 22:02:19+00:00,L7,343.78,352.63,355.81,344.71,345.78,352.84,353.67,347.90,342.43,343.66,342.80,344.63,343.05,334.94,338.81,340.73,349.13,342.45,346.46,341.82,346.71,349.65,356.88,353.26,358.33,353.81,358.27,358.13,354.57,353.91,356.72,357.99,359.32,361.33,356.34,355.80,355.43,355.98,353.01,344.41,348.54,342.66,346.98,347.94,351.15,352.44,354.70,350.12,350.48,348.58,347.50,350.40,345.15,346.45,351.51,352.68,352.17,351.36,355.64,358.20,364.07,363.63,359.92,356.16,363.81,363.71,378.29,375.07
2002-07-08 22:08:00+00:00,L7,315.98,315.37,319.52,320.81,321.83,327.17,331.63,317.47,318.84,311.63,305.81,302.03,,,,313.35,329.65,336.62,334.92,334.19,347.36,344.35,333.44,363.70,363.86,363.04,358.77,349.91,349.42,349.31,355.33,347.56,342.46,341.21,341.69,342.83,327.13,325.19,329.10,326.84,328.54,352.56,380.91,349.15,349.14,343.09,331.97,337.85,339.85,340.43,339.91,355.02,341.86,349.75,341.20,340.76,346.57,337.23,337.32,343.44,350.44,355.11,361.68,349.99,345.95,331.81,322.95,266.48
2002-08-09 22:07:45+00:00,L7,307.67,319.93,330.86,338.74,340.68,346.87,335.52,325.01,311.34,307.51,309.05,307.83,304.23,309.88,302.85,306.32,314.33,311.71,311.03,315.19,309.06,315.92,333.02,317.38,324.77,316.80,326.77,334.55,,,,,,,,332.83,,,,,,,,,,,,,,,,,330.80,325.68,326.60,330.00,330.89,330.70,332.90,334.83,339.74,360.49,338.89,339.75,340.63,326.48,322.97,283.47
2002-10-05 22:01:07+00:00,L7,290.14,309.56,312.27,321.24,314.93,315.74,311.88,302.75,301.12,295.69,293.45,,,,,,,,,,,,,,,,312.61,315.89,320.69,313.91,320.31,317.69,313.17,308.76,311.43,310.96,313.20,317.21,317.45,316.67,317.85,317.38,307.63,314.61,318.21,316.45,310.98,309.78,,311.72,,,,303.39,313.26,313.11,302.34,302.11,306.53,316.47,319.85,324.73,327.17,322.00,317.77,312.81,300.54,289.57
2002-11-13 22:07:30+00:00,L7,450.62,398.17,419.13,407.55,405.09,398.36,393.59,386.43,372.87,367.41,363.30,360.10,356.87,357.17,359.32,359.96,366.86,366.49,370.16,371.92,372.76,372.66,373.77,377.93,378.74,381.36,383.27,382.48,385.63,386.81,385.87,377.01,375.63,369.80,372.02,372.92,377.09,377.91,384.17,389.51,391.19,388.32,388.71,385.94,383.10,378.00,374.35,376.07,371.80,376.93,376.09,374.88,379.55,373.30,366.62,367.21,365.94,366.27,367.78,376.17,381.82,384.24,379.46,386.69,392.35,398.24,409.79,414.24
2002-11-29 22:07:49+00:00,L7,430.64,387.18,406.02,394.70,384.61,379.83,376.67,376.21,368.13,360.34,356.86,358.23,357.35,355.68,355.92,355.30,360.08,364.79,369.41,367.67,366.18,365.79,367.50,369.94,377.54,379.60,375.59,378.83,369.40,364.07,371.15,373.33,379.34,376.28,377.96,378.42,373.60,372.75,383.40,378.10,376.82,375.93,375.23,375.60,375.77,370.85,365.03,363.93,364.26,374.42,375.99,374.07,374.51,382.53,380.61,356.43,361.54,385.09,388.67,386.03,380.30,374.74,369.68,377.51,392.98,411.15,420.40,425.60
2002-12-31 22:07:56+00:00,L7,320.10,341.46,364.80,366.11,359.28,352.51,351.46,333.18,329.75,326.87,327.41,329.73,328.93,333.65,332.41,343.93,337.48,340.35,335.60,331.85,332.48,335.93,338.78,341.97,340.19,341.12,341.45,341.62,342.08,346.52,341.42,334.88,341.26,341.70,346.71,342.28,351.19,352.63,356.71,358.14,357.78,358.33,348.36,352.63,343.79,341.77,342.94,349.44,346.42,334.66,331.66,335.22,345.15,343.27,346.20,341.80,344.60,342.71,342.87,369.72,376.08,350.96,349.30,352.63,353.56,363.04,379.42,375.02
2003-02-01 22:08:09+00:00,L7,518.18,493.62,439.45,,,,,,,,,,,,,,,,,,,,,,,,352.43,365.59,362.05,369.10,365.26,364.68,367.55,366.00,363.97,365.04,365.32,365.68,369.49,364.38,364.63,363.90,360.02,347.58,362.80,360.73,366.26,374.28,,,,,,559.19,566.46,361.19,355.05,567.23,549.33,579.98,346.90,342.34,349.26,350.15,335.56,338.82,386.01,391.62
2003-02-26 22:02:04+00:00,L7,325.81,329.80,341.86,332.76,336.07,360.03,359.41,367.54,361.83,352.16,349.37,351.91,351.64,348.71,340.39,343.23,345.11,350.60,347.35,343.68,344.02,352.74,353.65,355.63,351.72,357.29,354.39,356.39,353.93,358.97,353.84,355.74,351.67,352.80,363.32,376.97,369.63,371.03,363.52,358.35,363.26,364.69,362.95,363.84,362.77,362.41,362.00,360.04,361.02,359.05,354.69,356.45,358.76,358.83,372.10,383.18,382.97,375.57,364.81,365.45,364.41,378.85,385.74,395.63,391.54,392.44,397.32,401.03
2003-03-05 22:08:19+00:00,L7,502.34,450.22,368.67,351.32,355.49,375.33,384.00,381.23,365.89,362.21,359.22,358.48,356.83,357.43,354.84,356.85,356.85,356.42,355.88,362.32,369.00,369.95,372.51,372.20,376.27,371.74,374.24,373.92,379.26,379.14,380.03,385.45,378.59,381.75,379.66,386.96,384.17,388.56,384.08,388.64,388.24,389.49,390.14,384.78,385.42,385.51,383.49,384.23,380.55,380.87,376.85,375.27,374.91,381.80,382.86,387.02,388.50,388.23,390.38,389.85,388.72,391.87,404.12,408.22,406.97,412.16,415.20,415.74
2003-03-21 22:08:15+00:00,L7,574.20,543.96,499.35,,388.78,385.15,399.51,403.39,401.29,388.01,388.19,387.23,386.53,390.21,391.58,393.79,392.30,390.01,391.81,391.67,394.82,391.96,393.39,389.47,390.58,392.97,391.07,397.44,397.69,397.58,397.68,401.37,395.66,385.11,398.21,395.10,402.72,403.78,406.37,407.94,415.64,413.76,409.85,408.56,411.01,408.22,409.73,401.40,400.24,395.15,390.07,391.57,390.81,391.01,392.43,398.17,406.85,414.17,416.85,422.38,423.27,425.66,432.05,421.76,432.25,423.31,450.48,451.07
2003-07-28 21:50:04+00:00,L5,261.71,272.78,266.55,277.15,281.93,304.92,316.13,323.46,321.80,310.80,302.59,299.35,298.44,294.46,297.18,298.27,301.75,308.80,313.69,313.13,312.21,319.77,321.53,316.31,324.20,323.25,321.49,327.47,322.08,322.07,326.91,326.08,324.28,328.36,332.35,330.07,322.39,325.00,327.82,326.32,324.29,322.05,317.73,311.55,318.32,317.86,313.59,309.60,311.37,306.79,316.43,322.03,323.72,332.98,337.27,334.61,329.87,333.74,330.38,336.62,342.89,349.01,344.48,342.19,340.98,343.88,345.76,348.19
2003-08-28 22:07:57+00:00,L7,,,231.63,,,,,,,,,,,,,,,,,,,,,,,,,,308.40,313.36,312.21,308.37,309.38,307.52,305.44,307.25,305.33,305.92,,,,,,,,,,,,,,,,,,318.19,319.99,316.52,311.66,325.25,324.02,319.33,318.56,315.19,305.56,,,
2003-08-29 21:50:38+00:00,L5,426.67,294.56,297.53,305.89,318.71,340.14,348.83,354.20,354.26,335.46,328.55,326.00,319.90,328.63,331.73,331.79,330.02,327.41,329.99,335.91,337.11,342.16,348.14,352.28,357.71,351.34,349.73,343.27,343.28,348.49,353.47,352.93,345.72,345.96,343.32,348.65,348.42,353.70,354.65,351.91,355.02,354.62,353.25,351.98,350.89,347.73,336.23,330.17,335.40,330.85,332.05,335.39,,,,,,,,,,,,,,,,
2003-09-14 21:50:54+00:00,L5,522.95,484.57,452.44,,390.31,379.42,376.27,369.40,370.39,360.12,359.59,353.24,347.66,353.31,363.60,363.03,361.61,364.29,362.27,365.52,373.11,379.29,383.41,386.14,374.41,380.33,387.31,378.20,381.09,374.60,372.85,372.89,370.62,377.94,367.94,370.42,374.70,382.70,383.81,382.26,367.14,371.91,375.76,369.19,368.78,367.50,364.93,362.84,360.52,364.25,362.73,367.53,378.40,386.82,393.50,400.89,393.64,395.78,393.13,395.01,391.06,380.33,385.92,384.94,371.75,601.12,632.38,596.18
2003-10-16 21:51:19+00:00,L5,604.34,568.62,519.78,503.05,479.75,472.90,,401.23,414.99,423.45,428.83,402.31,385.47,392.13,394.18,398.66,406.71,413.81,414.23,413.32,419.51,420.57,420.62,421.89,419.87,417.37,408.33,405.23,400.52,401.78,405.12,416.50,414.58,406.83,414.74,421.30,422.06,415.28,408.78,410.91,411.17,408.29,406.76,408.34,410.13,410.22,405.61,405.12,408.59,408.55,412.71,416.32,421.40,424.17,427.73,419.21,408.21,402.35,411.78,410.89,410.71,410.00,418.94,427.86,433.06,450.29,492.05,516.27
2003-11-17 21:51:45+00:00,L5,576.95,498.08,427.01,,339.80,367.80,374.48,395.66,399.68,396.34,395.36,390.22,383.68,388.20,387.00,382.81,381.03,385.74,391.38,396.36,396.47,400.45,411.92,408.72,405.36,402.33,400.47,401.50,404.40,395.72,392.42,393.06,400.47,396.10,400.00,409.60,408.01,402.70,398.88,400.81,405.04,402.72,394.00,389.21,386.31,385.45,385.38,384.42,391.12,395.64,398.55,408.26,406.35,414.09,410.91,398.38,387.26,370.74,368.13,370.86,382.84,405.00,421.02,428.32,433.93,433.62,447.14,458.45
2003-11-25 22:02:05+00:00,L7,435.36,289.80,291.22,290.94,294.54,,,,,,337.75,328.78,322.65,322.28,324.00,325.17,326.94,328.16,331.79,,,,,,337.36,336.46,336.03,338.00,342.89,346.40,343.26,343.49,,,,,132.76,337.43,338.18,336.74,337.13,338.80,336.38,334.57,332.54,331.46,,,,,,344.92,348.08,348.69,350.40,343.26,339.01,330.39,327.82,330.00,,,,,364.22,366.22,372.86,371.89
2003-12-02 22:08:15+00:00,L7,503.26,451.99,314.03,313.97,329.20,348.62,369.41,371.59,371.64,368.32,,,,,362.17,362.43,363.18,367.10,370.49,374.33,375.39,382.35,382.64,,,,,379.68,385.04,390.13,390.98,385.55,378.41,380.20,376.40,383.51,,,,,,375.31,382.71,374.07,375.23,377.45,374.91,370.78,373.99,374.68,,,,,392.91,392.69,381.22,371.98,363.06,369.25,376.42,385.25,392.53,,,,,405.64
2003-12-03 21:51:55+00:00,L5,461.16,299.34,302.64,305.18,316.52,345.99,363.27,374.40,374.19,365.62,358.87,348.45,332.67,328.67,332.68,330.64,331.86,334.80,339.11,354.26,359.25,359.71,359.66,359.41,362.33,361.58,361.48,359.98,359.26,363.30,360.36,369.35,375.92,374.27,372.85,367.90,364.44,365.04,366.77,366.54,361.52,366.16,367.84,362.08,360.29,360.41,360.75,364.30,364.25,367.74,370.25,369.58,367.34,371.53,374.41,365.51,356.58,344.93,347.07,359.59,371.22,378.65,384.97,390.06,393.99,389.07,400.23,403.67
2003-12-10 21:58:05+00:00,L5,483.24,305.65,297.03,301.66,314.64,344.25,366.16,379.75,375.92,365.14,364.80,355.57,352.32,350.78,353.23,352.03,344.48,341.24,356.39,369.56,375.49,385.52,379.55,376.22,379.68,368.08,365.47,361.15,359.41,358.69,362.41,379.26,385.34,385.19,381.79,369.02,368.25,367.47,362.92,369.45,366.83,363.57,354.84,351.97,356.30,369.22,370.83,366.07,367.06,375.04,378.19,373.77,366.60,369.72,369.27,372.10,356.16,344.83,355.24,367.27,374.69,384.38,393.40,400.34,402.37,396.25,402.58,406.73
