dates,nzd0372-0000,nzd0372-0001,nzd0372-0002,nzd0372-0003,nzd0372-0004,nzd0372-0005,nzd0372-0006,nzd0372-0007,nzd0372-0008,nzd0372-0009,nzd0372-0010,nzd0372-0011,nzd0372-0012,nzd0372-0013,nzd0372-0014,nzd0372-0015,nzd0372-0016,nzd0372-0017,nzd0372-0018,nzd0372-0019,nzd0372-0020,nzd0372-0021,nzd0372-0022,nzd0372-0023,nzd0372-0024,nzd0372-0025,nzd0372-0026,nzd0372-0027,nzd0372-0028,nzd0372-0029,nzd0372-0030,nzd0372-0031,nzd0372-0032,nzd0372-0033,nzd0372-0034,nzd0372-0035,nzd0372-0036,nzd0372-0037,nzd0372-0038,nzd0372-0039,nzd0372-0040,nzd0372-0041,nzd0372-0042,nzd0372-0043,nzd0372-0044,nzd0372-0045,nzd0372-0046,nzd0372-0047,nzd0372-0048,nzd0372-0049,nzd0372-0050,nzd0372-0051,nzd0372-0052,nzd0372-0053,nzd0372-0054,nzd0372-0055,nzd0372-0056,nzd0372-0057,nzd0372-0058,nzd0372-0059,nzd0372-0060,nzd0372-0061,nzd0372-0062,nzd0372-0063,nzd0372-0064,nzd0372-0065,nzd0372-0066,nzd0372-0067,satname
2001-01-03 22:03:48+00:00,,,,420.97,409.48,386.34,379.99,375.46,356.43,358.23,363.18,354.82,353.66,365.11,368.01,365.31,371.59,381.61,368.31,382.94,391.63,388.27,388.04,388.82,400.60,402.77,404.39,396.55,397.59,398.16,394.72,389.64,380.04,386.24,386.05,384.30,389.69,389.91,394.26,401.63,395.47,391.00,401.94,407.03,405.20,390.51,386.78,381.64,373.84,372.55,363.03,363.50,364.91,372.60,398.95,417.83,417.56,421.58,397.83,384.61,386.95,392.85,399.76,420.69,440.59,440.89,448.84,,L7
2001-01-10 22:10:03+00:00,482.64,,458.46,417.83,396.81,375.05,370.50,363.06,361.19,352.81,350.04,351.49,352.93,353.02,351.47,354.14,358.74,355.34,366.01,364.36,369.77,378.71,383.59,383.81,382.35,391.12,385.19,385.21,379.29,376.52,369.90,378.00,375.18,371.67,371.23,373.18,374.05,369.60,367.54,374.14,383.75,388.81,384.43,384.01,382.85,378.77,377.89,379.28,375.03,368.79,362.30,360.21,361.80,364.85,376.05,380.50,385.08,384.02,384.39,383.24,381.51,386.35,395.41,405.19,412.96,405.75,405.36,407.18,L7
2001-02-20 22:03:48+00:00,483.78,,464.30,429.37,405.99,385.45,377.87,367.08,361.30,357.73,355.77,358.67,361.66,,,,,,,,,,,,,,,,,,373.92,380.54,385.07,381.42,385.36,384.33,386.71,382.31,382.52,388.15,393.78,399.55,394.44,385.05,384.64,389.63,388.38,385.14,380.27,376.02,377.17,376.33,379.30,379.54,390.21,393.95,390.76,391.45,394.69,397.31,402.85,406.78,411.01,423.39,421.70,424.63,430.26,434.74,L7
2001-03-08 22:03:44+00:00,444.14,,439.00,399.90,390.16,363.15,356.49,349.82,343.99,336.37,338.83,343.59,345.05,345.10,346.50,,,,,,352.40,365.59,367.29,373.57,364.90,370.22,364.29,374.41,366.55,362.66,357.16,374.44,373.07,363.72,366.78,363.30,365.95,362.19,363.10,362.82,367.35,374.78,375.48,361.86,365.86,370.71,367.03,369.31,367.18,357.39,355.53,359.07,358.38,363.02,377.04,381.14,373.14,374.56,375.51,375.54,376.57,381.87,386.10,398.42,399.12,395.83,401.56,,L7
2001-03-31 22:09:43+00:00,,548.80,,421.63,420.25,390.74,381.27,381.20,361.78,356.17,361.55,361.47,360.79,373.64,380.95,374.96,373.76,376.20,368.64,375.76,386.10,383.13,384.36,379.80,393.81,391.04,398.61,394.48,398.44,397.86,,388.09,386.80,391.01,390.90,384.46,389.88,393.30,402.44,402.60,406.06,402.13,400.65,401.01,398.87,391.41,381.61,374.28,381.59,379.30,383.99,380.82,379.31,378.07,376.73,391.30,390.07,390.03,386.55,397.70,407.56,419.17,,,,,,,L7
2001-05-11 22:03:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.85,,,,,,,,,,,320.84,328.81,329.50,383.79,,,,346.86,394.37,,,,,,L7
2001-06-28 22:02:45+00:00,,,418.12,404.25,385.08,366.85,373.43,355.31,345.34,337.88,350.72,361.91,347.85,372.64,364.62,366.28,377.59,380.79,367.22,375.19,375.05,379.69,374.73,384.87,381.00,382.67,384.03,368.04,371.75,371.87,364.82,362.07,352.27,358.05,357.42,339.53,341.27,353.31,359.58,367.61,369.85,367.37,367.72,371.77,368.15,357.84,356.80,354.95,350.96,354.29,356.06,359.13,348.13,359.20,356.10,357.58,355.66,358.57,366.62,373.73,376.80,383.35,391.83,396.41,389.02,391.57,387.61,387.49,L7
2001-08-15 22:02:14+00:00,,,,,,,,,,308.20,,,,,,,,,,,,,332.27,,,,338.79,334.65,,331.49,334.53,340.86,332.12,330.49,327.66,327.55,332.69,323.93,326.18,321.83,332.61,333.66,340.18,334.50,334.90,343.51,335.23,331.13,,,,,,339.28,337.91,,,,,,,,,,,,,,L7
2001-08-31 22:02:05+00:00,411.78,420.37,400.26,393.72,391.17,375.41,368.49,361.13,350.52,338.90,338.42,340.95,343.47,341.19,347.86,345.06,359.18,363.13,370.00,364.53,364.10,369.42,368.87,365.50,361.46,366.78,365.72,371.08,367.94,367.04,363.56,371.27,370.65,362.09,363.59,359.54,357.21,351.84,359.22,360.12,368.72,378.42,381.31,368.74,370.47,380.25,376.65,372.75,373.81,370.25,367.08,368.41,367.96,374.11,380.02,381.04,379.14,373.84,371.63,381.06,387.02,386.89,384.45,382.49,375.43,381.15,389.37,398.03,L7
2001-09-07 22:08:10+00:00,,457.10,390.71,386.92,389.42,388.69,380.99,367.17,355.74,350.08,347.49,351.15,344.75,350.54,352.20,354.90,368.03,371.81,365.78,356.31,355.49,357.40,372.88,385.10,391.21,385.69,386.69,383.64,384.97,387.57,390.02,390.84,389.58,,,,,,,,,,,,,,,379.62,382.55,385.21,381.60,387.59,383.69,386.13,385.00,380.12,378.70,378.55,387.77,390.29,393.71,390.46,388.95,389.49,398.43,402.14,405.46,407.15,L7
2001-09-23 22:08:02+00:00,,,395.46,399.67,398.23,390.99,385.15,378.62,361.34,350.03,349.48,344.36,346.29,354.43,356.56,357.71,364.49,375.59,367.70,367.24,367.04,363.59,363.62,371.03,373.79,369.33,374.33,368.37,373.67,370.90,377.77,369.94,370.54,368.81,364.69,367.03,368.68,373.05,376.60,378.04,375.87,371.61,371.81,379.03,384.82,381.99,381.91,374.95,372.75,371.57,367.70,367.57,366.64,369.41,379.05,388.39,389.80,389.40,383.53,388.50,391.49,383.07,380.32,385.50,382.50,387.91,394.36,379.48,L7
2001-10-02 22:01:40+00:00,411.18,429.19,434.89,417.89,412.42,396.19,386.05,376.16,367.04,358.59,357.87,360.63,360.13,361.53,364.45,376.03,376.16,377.91,391.13,378.98,379.50,377.92,377.41,382.41,377.31,384.29,381.63,383.37,381.11,379.09,378.61,384.53,379.65,375.43,371.32,373.95,377.76,374.26,379.63,379.28,376.95,385.41,384.95,380.95,383.89,394.00,392.44,390.70,389.46,386.80,385.23,383.87,388.20,390.70,395.05,397.05,398.47,395.99,391.61,389.35,396.26,395.41,403.03,403.86,397.23,399.49,407.88,414.76,L7
2001-11-03 22:01:46+00:00,385.89,399.65,,,,,,,,,,,,,,,,,,,,,,,,,,,393.86,,,,,,,,,,,391.40,393.27,393.83,420.34,,,,,,,,,,,,,,,,,,,,,,,,404.59,,L7
2001-12-21 22:02:05+00:00,,,459.71,,,,406.82,386.69,364.37,359.06,368.69,362.96,377.42,393.67,398.83,402.48,401.14,396.89,397.73,398.48,403.26,403.47,400.76,399.92,402.10,400.02,402.37,398.22,402.52,402.32,406.42,403.77,410.83,414.48,419.70,413.30,418.22,,419.58,417.80,415.84,403.05,395.23,416.61,413.42,407.69,412.10,409.36,410.17,408.20,412.93,421.74,422.34,412.81,402.98,408.50,406.68,404.43,415.52,418.55,431.41,429.27,434.79,438.17,436.60,423.49,,,L7
2002-02-07 22:02:17+00:00,387.95,385.30,379.77,372.80,375.39,380.50,380.14,374.31,366.56,355.55,352.02,354.87,362.26,366.48,369.12,368.49,364.85,367.20,369.14,367.92,366.39,375.81,373.93,378.26,376.57,378.02,376.08,376.35,374.29,372.98,374.63,382.59,384.92,388.21,382.26,383.68,379.89,378.52,378.61,379.53,377.45,379.63,377.60,374.67,376.74,381.46,386.13,388.29,388.43,387.34,389.46,392.70,388.41,382.76,377.85,384.12,378.35,355.70,370.84,382.58,390.68,401.94,422.34,402.04,397.76,401.87,409.05,413.28,L7
2002-02-14 22:08:29+00:00,392.55,401.07,397.72,390.95,391.39,391.57,394.65,380.02,369.16,361.20,362.40,365.40,368.65,370.94,373.84,373.06,373.01,375.86,376.25,375.68,375.48,379.35,383.28,385.11,383.53,383.96,379.54,381.47,378.01,380.03,379.99,386.64,391.69,395.59,393.44,391.11,391.96,393.35,394.05,388.52,388.29,382.11,381.74,381.49,387.20,387.80,393.32,394.46,395.13,393.33,392.11,394.23,387.68,385.42,387.02,386.49,392.05,384.81,389.17,391.43,395.44,401.24,402.98,401.43,401.39,406.82,423.17,424.91,L7
2002-03-11 22:02:19+00:00,416.45,425.30,410.31,388.31,389.38,383.98,384.81,379.04,373.57,374.80,373.94,375.77,374.19,366.08,369.95,371.87,380.27,373.59,382.79,372.96,377.85,385.98,393.21,389.59,389.47,390.14,389.41,394.46,385.71,385.05,383.97,394.32,395.65,392.47,387.48,386.94,386.57,383.23,380.26,371.66,379.68,378.99,383.31,379.08,382.29,388.77,391.03,386.45,386.81,379.72,378.64,381.54,376.29,377.59,387.84,389.01,388.50,387.69,391.97,394.53,400.40,399.96,396.25,392.49,400.14,400.04,421.89,429.57,L7
2002-07-08 22:08:00+00:00,393.98,393.37,378.02,367.61,368.63,360.60,365.06,350.90,352.27,345.06,339.24,335.46,,,,346.78,363.08,370.05,373.92,367.62,380.79,383.35,372.44,402.70,397.29,402.04,392.20,388.91,382.85,382.74,384.58,386.56,381.46,374.64,375.12,376.26,360.56,354.44,358.35,356.09,361.97,391.56,419.91,382.58,382.57,382.09,370.97,376.85,378.85,373.86,373.34,388.45,375.29,383.18,380.20,379.76,385.57,376.23,376.32,382.44,389.44,394.11,400.68,388.99,384.95,370.81,369.75,324.98,L7
2002-08-09 22:07:45+00:00,387.00,399.26,390.36,386.34,388.28,380.87,369.52,359.01,345.34,341.51,343.05,341.83,338.23,343.88,336.85,340.32,348.33,345.71,350.70,349.19,343.06,355.59,372.69,357.05,358.77,356.47,360.77,374.22,,,,,,,,366.83,,,,,,,,,,,,,,,,,364.80,359.68,366.27,369.67,370.56,370.37,372.57,374.50,379.41,400.16,378.56,379.42,380.30,366.15,370.57,342.97,L7
2002-10-05 22:01:07+00:00,402.14,421.56,396.27,388.44,382.13,363.74,359.88,350.75,349.12,343.69,341.45,,,,,,,,,,,,,,,,360.61,371.89,368.69,361.91,362.31,373.69,369.17,356.76,359.43,358.96,361.20,359.21,359.45,358.67,365.85,373.38,363.63,362.61,366.21,372.45,366.98,365.78,,359.72,,,,351.39,369.26,369.11,358.34,358.11,362.53,372.47,375.85,380.73,383.17,378.00,373.77,368.81,367.74,373.57,L7
2002-11-13 22:07:30+00:00,434.62,382.17,407.13,397.95,395.49,391.50,386.73,379.57,366.01,360.55,356.44,353.24,350.01,350.31,352.46,353.10,360.00,359.63,362.16,365.06,365.90,364.66,365.77,369.93,371.88,373.36,376.41,374.48,378.77,379.95,379.87,369.01,367.63,362.94,365.16,366.06,370.23,371.91,378.17,383.51,384.33,380.32,380.71,379.08,376.24,370.00,366.35,368.07,363.80,370.07,369.23,368.02,372.69,366.44,358.62,359.21,357.94,358.27,359.78,368.17,373.82,376.24,371.46,378.69,384.35,390.24,400.19,402.24,L7
2002-11-29 22:07:49+00:00,415.31,371.85,394.52,385.50,375.41,373.26,370.10,369.64,361.56,353.77,350.29,351.66,350.78,349.11,349.35,348.73,353.51,358.22,361.74,361.10,359.61,358.12,359.83,362.27,370.97,371.93,369.02,371.16,362.83,357.50,365.40,365.66,371.67,369.71,371.39,371.85,367.03,367.00,377.65,372.35,370.25,368.26,367.56,369.03,369.20,363.18,357.36,356.26,356.59,367.85,369.42,367.50,367.94,375.96,372.94,348.76,353.87,377.42,381.00,378.36,372.63,367.07,362.01,369.84,385.31,403.48,411.20,414.10,L7
2002-12-31 22:07:56+00:00,394.10,,420.30,410.51,403.68,384.22,383.17,364.89,361.46,358.58,359.12,361.44,360.64,365.36,364.12,375.64,369.19,372.06,372.60,363.56,364.19,372.93,375.78,378.97,371.90,378.12,373.16,378.62,373.79,378.23,369.17,371.88,378.26,373.41,378.42,373.99,382.90,380.38,384.46,385.89,389.49,395.33,385.36,384.34,375.50,378.77,379.94,386.44,383.42,366.37,363.37,366.93,376.86,374.98,383.20,378.80,381.60,379.71,379.87,406.72,413.08,387.96,386.30,389.63,390.56,400.04,423.82,430.52,L7
2003-02-01 22:08:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,383.00,401.26,392.62,399.67,392.01,400.35,403.22,396.57,394.54,395.61,395.89,392.43,396.24,391.13,395.20,399.57,395.69,378.15,393.37,396.40,401.93,409.95,,,,,,,,396.86,390.72,,,,382.57,378.01,384.93,385.82,371.23,374.49,428.81,445.12,L7
2003-02-26 22:02:04+00:00,355.14,359.13,,,353.67,372.60,371.98,380.11,374.40,364.73,361.94,364.48,364.21,361.28,352.96,355.80,357.68,363.17,362.02,356.25,356.59,367.41,368.32,370.30,364.29,371.96,366.96,371.06,366.50,371.54,364.84,370.41,366.34,365.37,375.89,389.54,382.20,382.03,374.52,369.35,375.83,379.36,377.62,376.41,375.34,377.08,376.67,374.71,375.69,371.62,367.26,369.02,371.33,371.40,386.77,397.85,397.64,390.24,379.48,380.12,379.08,393.52,400.41,410.30,406.21,407.11,414.92,423.03,L7
2003-03-05 22:08:19+00:00,,,383.67,,367.49,383.90,392.57,389.80,374.46,370.78,367.79,367.05,365.40,366.00,363.41,365.42,365.42,364.99,365.88,370.89,377.57,379.95,382.51,382.20,384.84,381.74,382.81,383.92,387.83,387.71,387.53,395.45,388.59,390.32,388.23,395.53,392.74,396.06,391.58,396.14,396.81,399.49,400.14,393.35,393.99,395.51,393.49,394.23,390.55,389.44,385.42,383.84,383.48,390.37,392.86,397.02,398.50,398.23,400.38,399.85,398.72,401.87,414.12,418.22,416.97,422.16,427.20,430.74,L7
2003-03-21 22:08:15+00:00,,,,,379.18,378.29,392.65,396.53,394.43,381.15,381.33,380.37,379.67,383.35,384.72,386.93,385.44,383.15,383.81,384.81,387.96,383.96,385.39,381.47,383.72,384.97,384.21,389.44,390.83,390.72,391.68,393.37,387.66,378.25,391.35,388.24,395.86,397.78,400.37,401.94,408.78,405.76,401.85,401.70,404.15,400.22,401.73,393.40,392.24,388.29,383.21,384.71,383.95,384.15,384.43,390.17,398.85,406.17,408.85,414.38,415.27,417.66,424.05,413.76,424.25,415.31,440.88,439.07,L7
2003-07-28 21:50:04+00:00,337.71,348.78,,,,337.49,348.70,356.03,354.37,343.37,335.16,331.92,331.01,327.03,329.75,330.84,334.32,341.37,351.69,345.70,344.78,357.77,359.53,354.31,356.77,361.25,354.06,365.47,354.65,354.64,355.41,364.08,362.28,360.93,364.92,362.64,354.96,353.50,356.32,354.82,356.86,360.05,355.73,344.12,350.89,355.86,351.59,347.60,349.37,339.36,349.00,354.60,356.29,365.55,375.27,372.61,367.87,371.74,368.38,374.62,380.89,387.01,382.48,380.19,378.98,381.88,,405.19,L5
2003-08-28 22:07:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.26,346.22,340.96,346.70,347.71,340.38,338.30,340.11,338.19,334.67,,,,,,,,,,,,,,,,,,356.52,358.32,354.85,349.99,363.58,362.35,357.66,356.89,353.52,343.89,,,,L7
2003-08-29 21:50:38+00:00,,325.23,,,,353.28,361.97,367.34,367.40,348.60,341.69,339.14,333.04,341.77,344.87,344.93,343.16,340.55,345.32,349.05,350.25,357.49,363.47,367.61,370.85,366.67,362.87,358.60,356.42,361.63,364.97,368.26,361.05,359.10,356.46,361.79,361.56,365.20,366.15,363.41,368.16,369.95,368.58,365.12,364.03,363.06,351.56,345.50,350.73,343.99,345.19,348.53,,,,,,,,,,,,,,,,,L5
2003-09-14 21:50:54+00:00,,,,,378.31,370.85,367.70,360.83,361.82,351.55,351.02,344.67,339.09,344.74,355.03,354.46,353.04,355.72,352.27,356.95,364.54,369.29,373.41,376.14,365.84,370.33,378.74,368.20,372.52,366.03,365.35,362.89,360.62,369.37,359.37,361.85,366.13,375.20,376.31,374.76,358.57,361.91,365.76,360.62,360.21,357.50,354.93,352.84,350.52,355.68,354.16,358.96,369.83,378.25,383.50,390.89,383.64,385.78,383.13,385.01,381.06,370.33,375.92,374.94,361.75,,,,L5
2003-10-16 21:51:19+00:00,,,,,,,,382.94,396.70,405.16,410.54,384.02,367.18,373.84,375.89,380.37,388.42,395.52,392.90,395.03,401.22,399.24,399.29,400.56,401.58,396.04,390.04,383.90,382.23,383.49,389.12,395.17,393.25,388.54,396.45,403.01,403.77,399.28,392.78,394.91,392.88,386.96,385.43,390.05,391.84,388.89,384.28,383.79,387.26,390.26,394.42,398.03,403.11,405.88,406.40,397.88,386.88,381.02,390.45,389.56,389.38,388.67,397.61,406.53,411.73,428.96,466.45,,L5
2003-11-17 21:51:45+00:00,,,396.51,,315.40,350.37,357.05,378.23,382.25,378.91,377.93,372.79,366.25,370.77,369.57,365.38,363.60,368.31,371.05,378.93,379.04,380.12,391.59,388.39,387.93,382.00,383.04,381.17,386.97,378.29,377.17,372.73,380.14,378.67,382.57,392.17,390.58,387.45,383.63,385.56,387.61,382.39,373.67,371.78,368.88,365.12,365.05,364.09,370.79,378.21,381.12,390.83,388.92,396.66,390.58,378.05,366.93,350.41,347.80,350.53,362.51,384.67,400.69,407.99,413.60,413.29,422.74,427.95,L5
2003-11-25 22:02:05+00:00,478.69,333.13,323.72,316.94,320.54,,,,,,356.32,347.35,341.22,340.85,342.57,343.74,345.51,346.73,353.46,,,,,,355.93,358.13,354.60,359.67,361.46,364.97,359.51,365.16,,,,,,353.68,354.43,352.99,355.70,360.47,358.05,353.14,351.11,353.13,,,,,,363.49,366.65,367.26,372.07,364.93,360.68,352.06,349.49,351.67,,,,,385.89,387.89,398.86,404.39,L7
2003-12-02 22:08:15+00:00,487.26,,302.03,304.37,319.60,341.76,362.55,364.73,364.78,361.46,,,,,355.31,355.57,356.32,360.24,362.49,367.47,368.53,374.35,374.64,,,,,371.68,378.18,383.27,384.98,377.55,370.41,373.34,369.54,376.65,,,,,,367.31,374.71,367.21,368.37,369.45,366.91,362.78,365.99,367.82,,,,,384.91,384.69,373.22,363.98,355.06,361.25,368.42,377.25,384.53,,,,,393.64,L7
2003-12-03 21:51:55+00:00,481.16,319.34,317.64,317.18,328.52,354.56,371.84,382.97,382.76,374.19,367.44,357.02,341.24,337.24,341.25,339.21,340.43,343.37,349.11,362.83,367.82,369.71,369.66,369.41,370.90,371.58,370.05,369.98,367.83,371.87,367.86,379.35,385.92,382.84,381.42,376.47,373.01,372.54,374.27,374.04,370.09,376.16,377.84,370.65,368.86,370.41,370.75,374.30,374.25,376.31,378.82,378.15,375.91,380.10,384.41,375.51,366.58,354.93,357.07,369.59,381.22,388.65,394.97,400.06,403.99,399.07,412.23,418.67,L5
2003-12-10 21:58:05+00:00,513.24,335.65,319.53,319.66,332.64,357.11,379.02,392.61,388.78,378.00,377.66,368.43,365.18,363.64,366.09,364.89,357.34,354.10,371.39,382.42,388.35,400.52,394.55,391.22,392.54,383.08,378.33,376.15,372.27,371.55,373.66,394.26,400.34,398.05,394.65,381.88,381.11,378.72,374.17,380.70,379.69,378.57,369.84,364.83,369.16,384.22,385.83,381.07,382.06,387.90,391.05,386.63,379.46,382.58,384.27,387.10,371.16,359.83,370.24,382.27,389.69,399.38,408.40,415.34,417.37,411.25,420.58,429.23,L5
2004-01-03 22:08:30+00:00,343.00,350.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.01,,,,,,,,,,,,,,,,,,,,L7
2004-01-04 21:52:10+00:00,353.40,351.71,334.36,325.32,331.34,342.54,358.17,371.76,366.25,358.95,356.37,362.68,373.90,375.91,376.12,371.47,375.75,371.18,367.34,363.33,362.11,366.52,376.36,375.76,373.58,390.22,380.95,386.62,376.84,379.58,377.21,382.84,379.88,374.55,381.79,385.67,382.31,371.47,379.39,378.42,382.07,388.84,388.84,385.72,387.05,385.56,381.75,380.25,380.54,377.21,372.89,366.01,374.75,376.21,385.18,377.07,378.18,368.29,358.84,365.76,374.44,384.85,390.94,391.86,391.33,408.73,420.32,435.78,L5
