dates,nzd0372-0000,nzd0372-0001,nzd0372-0002,nzd0372-0003,nzd0372-0004,nzd0372-0005,nzd0372-0006,nzd0372-0007,nzd0372-0008,nzd0372-0009,nzd0372-0010,nzd0372-0011,nzd0372-0012,nzd0372-0013,nzd0372-0014,nzd0372-0015,nzd0372-0016,nzd0372-0017,nzd0372-0018,nzd0372-0019,nzd0372-0020,nzd0372-0021,nzd0372-0022,nzd0372-0023,nzd0372-0024,nzd0372-0025,nzd0372-0026,nzd0372-0027,nzd0372-0028,nzd0372-0029,nzd0372-0030,nzd0372-0031,nzd0372-0032,nzd0372-0033,nzd0372-0034,nzd0372-0035,nzd0372-0036,nzd0372-0037,nzd0372-0038,nzd0372-0039,nzd0372-0040,nzd0372-0041,nzd0372-0042,nzd0372-0043,nzd0372-0044,nzd0372-0045,nzd0372-0046,nzd0372-0047,nzd0372-0048,nzd0372-0049,nzd0372-0050,nzd0372-0051,nzd0372-0052,nzd0372-0053,nzd0372-0054,nzd0372-0055,nzd0372-0056,nzd0372-0057,nzd0372-0058,nzd0372-0059,nzd0372-0060,nzd0372-0061,nzd0372-0062,nzd0372-0063,nzd0372-0064,nzd0372-0065,nzd0372-0066,nzd0372-0067,satname
1999-10-13 22:06:24+00:00,,,432.61,401.14,378.58,371.56,366.66,362.67,355.69,349.28,348.57,346.23,339.10,347.52,343.53,,,352.59,355.82,361.21,360.01,360.20,360.76,366.60,364.97,362.93,366.32,363.81,364.53,363.41,363.34,361.37,361.06,359.98,361.93,362.69,361.68,365.53,371.64,367.72,377.19,376.16,376.12,370.07,362.96,366.68,363.39,360.25,360.46,368.24,372.86,378.37,375.12,375.59,370.48,370.65,366.45,358.10,360.39,367.76,376.14,383.11,386.69,385.44,390.50,388.06,399.18,392.29,L7
1999-11-21 22:12:24+00:00,512.98,507.69,450.41,410.98,393.88,379.64,375.47,370.35,363.77,357.90,357.75,355.90,352.12,355.96,356.40,,,352.59,355.82,369.99,368.81,372.67,373.56,366.60,364.97,362.93,373.49,373.42,370.43,370.50,368.31,374.46,373.44,367.97,370.14,369.90,371.86,370.46,376.15,374.47,383.24,385.62,386.16,379.33,374.52,380.22,377.57,376.20,375.88,376.16,379.84,384.06,381.57,381.93,382.94,380.31,378.01,373.23,372.51,379.36,387.77,392.62,396.72,399.93,402.36,402.15,412.56,411.59,L7
2000-02-25 22:12:13+00:00,507.71,516.52,450.41,416.05,398.86,379.78,378.67,375.98,368.98,363.12,365.18,362.58,361.29,368.21,368.49,393.90,391.08,371.08,369.06,377.57,376.89,379.17,380.66,379.51,377.86,373.73,378.21,377.59,379.05,378.30,377.03,379.22,378.37,377.26,379.01,380.56,382.56,380.70,384.81,383.57,387.79,387.80,390.32,387.75,386.24,387.23,383.33,384.16,385.50,382.39,384.87,386.88,385.61,385.19,384.69,385.44,385.01,384.85,384.57,391.01,401.65,405.19,412.91,420.92,428.21,427.76,435.44,411.59,L7
2000-03-12 22:12:09+00:00,507.71,516.52,450.41,416.05,398.86,378.73,377.14,373.62,366.52,361.06,364.36,360.94,360.06,366.61,368.04,379.69,383.12,373.59,369.82,377.31,376.71,377.18,378.17,376.00,376.43,372.44,378.82,377.52,379.31,379.91,381.63,381.21,379.66,379.90,380.84,383.99,386.02,382.63,385.77,384.25,388.45,387.02,388.63,388.45,387.10,386.27,382.93,382.38,383.18,382.58,383.67,386.17,386.19,384.70,384.14,386.88,386.14,386.40,386.73,393.82,404.44,410.16,417.47,427.66,433.63,433.52,438.00,426.17,L7
2000-05-31 22:11:30+00:00,502.43,525.35,,426.18,402.72,375.42,375.20,376.40,368.68,364.23,370.96,365.98,368.00,377.26,379.68,379.69,383.12,384.09,376.82,384.64,384.61,381.69,382.79,380.69,382.16,377.20,384.15,381.62,388.20,389.32,394.95,386.77,385.61,387.51,386.92,388.04,391.23,384.54,385.80,386.40,388.22,386.65,388.89,390.09,391.30,387.53,384.48,386.35,386.01,383.91,385.27,386.42,387.66,387.54,388.23,392.87,392.78,401.55,398.16,405.24,415.06,420.62,429.63,441.85,447.70,448.10,452.46,440.19,L7
2000-09-04 22:10:22+00:00,,,,,396.61,373.09,370.26,370.99,363.31,348.42,347.31,345.24,340.62,347.04,351.48,350.93,362.36,365.00,357.50,360.41,366.09,360.20,357.07,355.42,367.27,367.38,375.12,371.07,373.43,374.32,380.72,376.14,375.52,376.12,377.33,376.70,378.89,370.89,370.87,369.72,375.88,375.30,375.24,376.77,377.78,374.23,374.97,374.65,371.03,373.58,374.65,376.58,377.74,379.66,379.51,381.88,379.24,384.91,375.09,383.61,395.55,405.67,414.53,419.82,419.81,417.98,429.66,431.80,L7
2000-09-13 22:04:02+00:00,,,376.16,352.50,374.97,352.60,351.62,375.45,346.06,328.31,324.69,334.44,324.86,332.28,336.25,336.39,349.56,351.40,343.65,344.30,356.01,349.19,343.44,341.86,360.97,364.88,354.20,352.70,352.77,351.31,350.99,362.98,363.45,362.23,362.49,359.14,357.29,352.83,352.45,351.69,358.78,361.45,360.96,358.06,359.59,360.47,362.92,362.98,368.45,358.92,361.07,372.85,372.64,368.52,367.91,369.74,365.83,372.79,359.79,367.45,378.24,386.54,393.65,392.93,386.77,385.00,403.12,405.03,L7
2000-09-20 22:10:03+00:00,467.01,,388.05,369.36,374.26,355.93,356.30,369.91,345.41,331.71,328.76,335.73,328.53,336.65,340.88,339.86,348.27,353.05,347.00,351.21,357.06,352.69,348.99,349.58,363.87,365.58,360.40,357.41,359.25,358.22,357.57,362.43,362.97,362.07,362.19,359.32,358.40,355.79,354.42,354.29,359.13,360.22,360.11,359.47,361.24,360.62,362.91,362.94,366.79,360.88,361.99,368.66,366.70,364.00,362.48,364.95,363.06,369.00,359.85,366.19,375.03,380.37,387.73,388.46,385.78,385.00,400.99,398.50,L7
2000-10-15 22:03:32+00:00,467.01,,388.05,369.36,374.26,355.93,356.30,369.91,345.41,331.71,328.76,335.73,328.53,336.65,340.88,339.86,348.27,353.05,347.00,351.21,357.06,352.69,348.99,349.58,363.87,365.58,360.40,357.41,359.25,358.22,357.57,354.99,354.73,353.00,362.19,359.32,358.40,355.79,354.42,354.29,359.13,360.22,360.11,359.47,361.24,360.62,362.91,362.94,366.79,360.88,361.99,368.66,366.70,364.00,362.48,364.95,363.06,369.00,359.85,366.19,375.03,380.37,387.73,388.46,385.78,385.00,400.99,398.50,L7
2000-11-07 22:09:53+00:00,462.68,,404.93,379.33,375.17,357.95,356.00,369.91,345.41,331.71,328.76,335.73,328.53,336.65,340.88,339.86,348.27,353.05,347.00,351.21,357.06,352.69,348.99,349.58,363.87,363.66,363.61,362.23,363.25,361.27,359.17,355.71,354.80,352.15,358.71,357.57,357.03,355.03,353.88,354.84,358.77,360.51,361.96,360.40,362.00,361.65,362.53,361.08,363.25,359.31,359.59,362.62,361.01,359.62,360.46,363.77,361.30,366.36,358.42,364.37,372.44,377.94,384.30,385.89,384.62,382.45,396.91,394.14,L7
