dates,satname,nzd0254-0000,nzd0254-0001,nzd0254-0002,nzd0254-0003,nzd0254-0004,nzd0254-0005,nzd0254-0006,nzd0254-0007,nzd0254-0008,nzd0254-0009,nzd0254-0010,nzd0254-0011,nzd0254-0012,nzd0254-0013,nzd0254-0014,nzd0254-0015,nzd0254-0016,nzd0254-0017,nzd0254-0018,nzd0254-0019,nzd0254-0020,nzd0254-0021,nzd0254-0022,nzd0254-0023,nzd0254-0024,nzd0254-0025,nzd0254-0026,nzd0254-0027,nzd0254-0028,nzd0254-0029,nzd0254-0030,nzd0254-0031,nzd0254-0032,nzd0254-0033,nzd0254-0034,nzd0254-0035,nzd0254-0036
1999-08-05 21:46:59+00:00,L7,230.74,219.37,211.12,200.97,212.29,254.35,206.31,223.57,228.17,237.11,243.86,254.37,256.77,286.99,306.84,288.89,277.12,270.04,270.22,264.55,270.93,279.69,290.72,294.43,281.02,289.69,287.81,288.96,287.28,298.48,295.09,292.28,295.70,305.03,325.21,347.47,385.00
1999-08-21 21:46:56+00:00,L7,245.10,243.06,243.34,241.32,227.06,258.15,240.03,244.79,243.19,246.34,253.88,262.14,284.07,312.98,340.11,318.82,300.35,288.37,283.99,277.44,280.26,294.43,299.76,300.88,302.51,308.31,309.94,322.75,332.08,330.75,312.22,304.59,306.29,320.38,334.33,359.71,390.77
1999-09-06 21:46:59+00:00,L7,265.01,259.17,247.58,257.01,259.66,270.05,261.80,270.18,255.32,249.56,257.49,273.89,299.61,327.23,350.79,319.92,297.81,290.44,286.22,280.66,289.38,303.69,302.89,321.79,333.70,327.63,336.19,348.84,347.22,342.43,326.12,322.40,321.04,328.92,342.76,367.61,396.90
1999-09-22 21:47:00+00:00,L7,262.98,258.17,242.69,237.52,245.39,261.10,242.09,257.00,257.92,252.89,266.61,302.49,,,337.83,307.25,288.97,289.95,280.44,286.36,292.83,286.96,302.77,310.65,321.00,313.06,322.16,349.13,341.48,327.78,328.16,326.23,313.70,328.88,340.64,367.41,393.15
1999-10-24 21:46:56+00:00,L7,258.50,242.21,237.43,234.33,237.00,262.03,250.71,258.07,257.60,263.80,279.59,278.88,294.06,308.96,328.14,305.22,293.90,286.12,291.01,292.99,297.68,301.08,303.95,309.61,318.81,339.18,353.85,358.88,346.54,345.69,338.72,316.60,315.13,324.39,336.31,361.82,391.44
2000-02-13 21:46:48+00:00,L7,221.62,206.28,201.53,207.37,211.19,230.15,217.58,225.95,228.78,231.93,238.92,247.80,250.73,271.78,289.95,278.18,271.40,263.52,268.48,260.93,272.64,280.88,290.75,296.95,291.20,297.66,305.45,321.76,320.66,317.06,309.15,302.16,304.33,318.68,335.07,362.00,389.58
2000-04-01 21:46:34+00:00,L7,264.41,263.31,258.59,245.07,248.65,263.68,257.59,263.61,256.45,263.06,271.52,275.26,290.91,310.79,334.80,318.23,301.86,292.87,290.87,290.63,291.13,299.75,305.37,302.75,309.32,308.87,313.54,333.91,335.80,329.05,322.27,318.62,328.29,336.91,339.05,363.00,391.12
2000-05-19 21:46:07+00:00,L7,240.71,232.19,224.00,218.23,221.29,247.98,207.97,230.41,235.85,246.75,255.17,267.11,272.38,293.03,304.84,298.32,287.68,287.28,280.96,274.93,279.75,284.84,290.80,294.77,300.51,296.98,303.00,313.12,304.29,305.92,305.58,305.11,306.61,318.98,334.86,359.24,389.43
2000-08-07 21:45:08+00:00,L7,244.06,239.68,226.13,218.81,224.92,257.65,220.25,229.29,237.62,243.23,253.99,267.77,279.43,299.09,315.60,295.61,285.26,287.68,285.38,278.48,278.83,282.38,292.93,294.66,287.60,295.96,301.38,301.20,298.47,298.22,302.41,304.59,308.62,316.57,335.11,361.45,390.73
2001-04-04 21:44:06+00:00,L7,262.41,245.99,233.99,238.08,244.83,265.65,254.88,261.12,266.23,271.07,282.92,290.00,311.02,323.86,335.29,322.32,301.70,292.60,290.21,296.09,292.27,296.48,307.75,301.65,303.45,311.72,321.14,336.28,336.92,334.72,330.81,322.57,327.90,344.10,352.04,367.44,392.74
2001-04-20 21:44:10+00:00,L7,255.05,239.27,233.90,241.08,241.54,259.00,241.29,257.53,262.20,275.01,287.34,294.64,310.00,323.18,335.55,319.87,306.76,305.83,293.21,297.25,295.10,303.49,310.85,306.53,317.28,314.85,319.98,333.17,335.29,327.78,327.59,317.60,320.80,335.72,342.50,366.37,394.25
2001-05-22 21:43:54+00:00,L7,226.53,225.53,222.73,219.75,227.17,258.13,219.08,237.64,242.56,253.13,265.11,272.08,294.42,,321.83,309.71,297.15,294.74,285.11,276.22,281.56,293.97,301.30,307.67,303.78,,,323.86,320.14,317.60,311.03,307.74,306.84,318.25,333.01,358.26,389.54
2001-07-25 21:43:18+00:00,L7,213.70,205.79,185.02,191.62,199.18,245.83,199.02,212.60,226.89,236.49,245.46,252.59,250.99,,282.98,261.50,266.45,264.02,265.17,259.54,267.33,277.08,284.09,291.99,283.36,,,289.17,285.79,295.70,293.75,292.25,299.58,309.01,326.00,349.02,380.39
2001-08-10 21:43:00+00:00,L7,233.76,225.83,210.51,212.10,213.61,257.01,212.79,233.16,239.72,247.68,256.42,265.16,269.29,286.46,301.90,281.10,281.76,275.41,273.68,274.23,275.11,281.39,291.28,297.38,292.14,295.76,289.71,299.78,294.34,297.42,298.03,294.95,299.80,309.08,322.46,350.29,381.61
2001-08-26 21:42:49+00:00,L7,240.19,237.52,229.02,227.02,227.68,260.16,228.31,239.74,251.30,254.96,263.15,272.54,282.33,296.87,312.63,298.69,295.68,285.06,280.17,277.19,279.98,282.76,287.78,296.86,295.98,297.81,301.10,307.94,306.44,304.55,306.48,303.15,308.03,321.19,334.40,356.02,387.97
2001-10-13 21:42:15+00:00,L7,281.52,273.20,264.34,262.56,272.19,276.08,260.50,270.90,287.12,302.69,296.04,302.37,309.43,315.83,342.27,317.62,307.15,308.96,303.75,296.76,292.74,298.86,310.75,310.39,310.97,322.32,337.35,340.30,342.13,334.73,332.22,335.00,338.54,345.29,360.78,375.06,394.32
2001-10-29 21:42:21+00:00,L7,268.78,269.63,263.32,249.97,248.66,262.16,249.18,256.33,267.27,279.94,284.14,287.85,300.96,308.24,333.75,319.19,302.04,295.20,296.96,288.52,291.14,301.63,311.49,312.43,306.81,307.60,335.95,353.32,347.98,341.92,317.80,321.96,326.19,340.52,350.71,364.59,390.10
2002-01-17 21:42:52+00:00,L7,250.24,240.77,235.12,225.78,238.07,260.42,245.32,242.37,250.36,260.17,268.00,280.85,289.43,305.95,326.85,309.19,299.72,290.78,288.17,284.25,284.90,291.20,310.07,302.92,296.54,296.96,302.50,311.37,308.98,307.58,306.93,301.09,301.45,317.05,334.04,349.48,382.83
2002-02-02 21:42:54+00:00,L7,226.29,207.90,177.98,198.32,210.88,252.02,229.96,225.43,234.54,242.49,254.55,265.36,269.25,277.53,288.61,245.84,270.93,272.02,270.70,263.38,268.45,277.03,283.57,283.55,276.91,278.44,279.85,277.82,252.29,290.16,288.89,286.78,288.32,300.07,312.29,334.23,365.76
2002-02-18 21:42:54+00:00,L7,244.19,229.46,213.37,213.61,217.41,255.15,230.96,232.37,244.88,251.63,259.91,267.77,271.09,279.20,291.70,279.39,277.87,279.60,274.00,270.82,274.82,280.69,287.30,289.21,284.79,284.90,287.35,291.15,295.41,297.90,300.27,297.27,301.81,313.89,325.45,345.84,381.53
2002-04-07 21:42:52+00:00,L7,253.73,252.72,242.18,240.62,239.43,260.60,242.96,257.61,256.63,260.26,266.08,272.22,280.56,297.65,319.81,315.92,299.62,293.13,286.63,280.41,281.86,289.70,299.49,300.21,295.84,306.68,322.51,342.23,342.08,330.58,336.91,339.83,350.98,359.07,366.82,370.58,393.57
2002-09-14 21:41:55+00:00,L7,271.06,252.41,241.79,237.56,234.67,260.82,241.03,253.69,257.53,255.12,258.69,263.04,280.55,288.24,305.21,295.01,287.64,281.61,274.97,279.96,282.92,286.55,293.12,295.69,296.42,296.67,304.78,313.87,314.61,315.80,326.55,317.67,321.49,323.97,334.47,358.44,389.99
2002-09-30 21:41:23+00:00,L7,,,,,,,,252.04,258.89,259.79,261.04,264.72,275.72,287.46,305.27,302.80,292.00,278.81,281.63,279.27,282.37,291.15,309.97,305.47,309.28,312.89,310.85,,,,,,,,,,
2002-11-01 21:41:54+00:00,L7,293.77,280.26,262.29,261.92,263.37,277.22,273.19,270.63,262.87,268.94,276.33,274.19,293.17,318.17,330.75,316.00,297.49,291.55,280.87,281.33,285.37,301.67,312.23,311.62,313.83,307.32,311.57,325.82,331.80,337.57,335.13,339.08,334.33,332.55,340.68,362.52,390.69
2003-01-20 21:42:33+00:00,L7,262.68,242.19,231.78,235.11,234.72,264.64,238.48,239.72,250.32,250.70,263.20,272.26,283.67,299.42,314.64,297.33,290.40,288.10,281.11,273.30,274.21,285.10,290.36,298.64,288.32,287.85,284.14,292.68,293.70,300.47,308.07,307.59,299.96,306.44,327.12,350.76,389.11
2003-02-05 21:42:41+00:00,L7,263.45,245.98,234.58,238.44,239.03,264.55,237.50,242.14,250.55,255.33,261.80,274.64,285.30,302.42,319.11,303.00,294.92,287.89,285.19,275.79,279.94,288.07,299.82,301.45,292.07,287.79,286.14,296.07,295.55,303.24,308.36,305.02,297.18,303.32,320.80,344.46,382.67
2003-02-21 21:42:44+00:00,L7,251.57,235.87,214.91,225.25,226.06,257.46,229.08,231.77,237.03,248.23,256.00,267.04,277.35,293.98,306.96,299.15,291.03,277.72,279.80,273.74,272.59,280.33,285.63,289.03,280.04,276.94,280.14,281.51,279.19,288.10,288.84,290.47,294.37,303.52,316.47,347.40,381.69
2003-04-10 21:42:49+00:00,L7,259.49,251.25,245.90,237.40,236.67,261.38,228.84,236.47,236.87,247.76,257.04,271.13,293.80,317.97,333.80,322.28,309.47,305.18,297.24,289.99,298.97,289.85,308.37,303.73,293.90,293.89,288.12,294.61,298.44,303.90,301.99,305.29,305.05,318.21,331.15,355.03,389.01
2003-04-26 21:42:49+00:00,L7,249.99,255.08,250.58,233.51,237.09,260.06,237.56,240.16,243.88,248.53,260.50,273.22,287.30,313.53,340.16,328.16,309.00,293.49,291.37,290.06,293.08,293.24,301.09,301.27,304.08,295.82,292.78,314.38,316.55,322.18,310.92,316.56,326.33,324.14,341.79,368.71,396.98
2003-05-12 21:42:48+00:00,L7,265.20,254.34,244.85,252.44,243.99,259.98,239.78,257.30,256.22,256.78,273.01,282.75,297.20,327.28,348.80,336.09,321.98,306.02,299.04,290.37,304.75,313.80,312.95,313.85,311.35,305.07,306.09,335.91,344.78,342.68,340.31,327.83,316.06,327.04,347.47,375.22,401.59
2003-05-28 21:42:46+00:00,L7,244.40,239.62,230.32,240.37,229.90,255.34,220.57,248.21,256.30,256.24,263.86,263.52,282.65,,332.65,324.54,303.99,298.41,296.02,302.09,301.45,298.32,316.85,305.99,309.53,,,314.25,333.12,327.10,324.78,312.25,312.08,318.90,343.80,367.60,397.30
2003-07-15 21:42:38+00:00,L7,222.57,220.24,214.23,213.28,213.32,254.29,198.49,226.41,243.81,249.45,254.40,,,292.12,306.50,301.97,289.45,283.44,280.36,275.72,278.82,284.09,297.26,,,,,296.46,300.83,301.48,304.27,302.05,299.66,310.47,334.02,362.01,392.17
2003-07-23 21:30:14+00:00,L5,256.77,246.08,241.80,238.71,240.65,261.73,236.87,255.00,269.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-16 21:42:28+00:00,L7,223.30,207.57,181.89,195.09,209.99,255.63,210.97,211.81,218.21,234.54,248.39,258.70,,,263.33,259.97,259.70,260.82,253.78,246.98,246.28,256.32,268.80,271.51,259.84,,261.17,255.07,251.16,267.31,281.09,287.89,291.13,299.99,323.42,351.03,379.71
2003-09-25 21:31:42+00:00,L5,,,,,,,242.21,235.37,243.83,251.28,269.17,289.64,306.55,315.39,343.84,321.55,289.86,281.51,281.64,278.41,278.66,284.69,291.21,287.60,283.39,291.78,288.87,305.47,311.72,303.34,302.51,310.53,321.28,327.81,336.24,363.18,391.02
2003-10-19 21:42:20+00:00,L7,264.66,249.35,240.04,235.83,236.80,,,238.18,249.87,258.88,276.27,287.69,297.96,312.10,327.86,316.75,301.10,297.01,,,279.70,280.81,289.80,296.49,302.08,302.09,303.93,313.35,313.51,305.97,306.01,,,327.25,331.97,356.07,387.64
2003-11-04 21:42:27+00:00,L7,275.99,268.60,246.44,244.31,254.00,263.90,250.95,254.17,260.62,275.97,300.86,308.35,320.70,,,335.75,330.53,304.56,298.41,281.60,282.42,287.89,300.16,310.07,317.22,,,320.07,315.11,309.50,315.64,318.48,319.61,331.46,336.23,362.98,392.74
2003-11-20 21:42:43+00:00,L7,273.56,270.46,246.68,244.74,253.11,263.86,254.31,263.88,267.70,281.42,,,311.99,325.40,338.82,331.61,325.02,305.59,297.85,295.28,290.59,287.67,302.63,,,320.61,321.45,319.44,315.28,311.66,310.98,315.46,315.73,326.31,335.43,360.31,392.05
2003-11-28 21:32:34+00:00,L5,240.31,232.71,209.99,214.03,223.64,263.28,238.04,234.60,243.08,241.64,256.60,265.25,268.79,284.69,298.07,302.15,297.09,287.26,285.02,282.75,281.80,277.31,278.99,280.55,280.98,280.89,281.96,298.00,309.61,297.80,301.89,297.45,302.11,310.56,317.68,347.65,375.31
2004-02-24 21:43:09+00:00,L7,,,221.23,217.04,221.13,253.81,226.73,228.34,238.70,248.26,260.01,271.70,284.30,290.48,,,301.90,292.99,285.04,278.84,276.53,282.09,291.70,293.62,289.79,290.31,292.94,,311.23,297.07,294.10,285.27,292.32,302.52,311.09,343.03,373.94
2004-03-19 21:33:10+00:00,L5,256.70,246.48,246.90,238.59,247.38,263.21,250.77,259.99,260.08,264.67,275.84,295.45,309.35,318.99,340.98,333.30,323.36,312.59,310.98,305.28,304.45,306.91,306.32,315.51,314.91,312.86,314.84,318.97,321.39,324.57,318.25,303.01,309.95,325.07,335.99,358.75,386.66
2004-03-27 21:43:21+00:00,L7,252.57,239.46,238.90,,,258.40,238.57,246.40,255.64,258.92,277.97,290.92,304.32,316.76,343.57,334.71,326.46,,,308.30,306.00,306.64,311.81,314.05,314.02,310.64,310.37,318.89,315.54,,,298.94,304.12,316.58,328.11,354.20,390.17
2004-04-04 21:33:25+00:00,L5,269.36,258.83,251.06,243.92,251.34,270.47,260.29,273.13,272.63,269.00,280.91,296.58,310.04,331.17,348.26,342.79,331.65,315.52,313.50,311.26,314.04,316.51,317.27,323.51,324.93,324.27,328.15,335.19,339.61,331.23,326.57,315.49,320.36,331.39,341.52,368.08,402.78
2004-04-12 21:43:15+00:00,L7,249.87,239.67,236.60,231.83,232.08,262.47,230.77,242.25,251.80,,,275.96,291.01,305.23,327.14,317.62,307.14,299.11,296.69,290.44,295.28,304.25,,,313.77,307.14,311.83,321.29,320.05,318.95,312.49,305.06,307.33,317.07,329.10,,
2004-05-06 21:34:22+00:00,L5,229.75,218.18,212.62,210.55,222.48,257.83,217.53,228.39,239.59,249.11,255.28,263.08,273.79,287.82,299.48,291.92,285.64,286.62,278.23,274.22,269.10,279.08,288.33,279.73,272.72,277.03,274.65,265.94,274.04,291.74,293.95,295.09,300.14,309.49,328.47,354.70,382.99
2004-05-22 21:34:26+00:00,L5,,302.20,,,125.54,112.76,129.55,123.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-30 21:43:12+00:00,L7,249.78,268.07,260.12,258.88,251.31,268.84,,248.98,,,277.17,295.41,317.67,339.30,348.84,340.33,324.38,306.89,299.91,299.56,307.71,,,313.17,324.78,319.27,329.18,344.74,351.53,330.00,318.88,324.03,329.69,335.94,,,
2004-06-07 21:34:54+00:00,L5,221.44,213.81,186.96,194.16,214.26,254.71,216.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-15 21:43:05+00:00,L7,,,244.08,240.59,242.49,263.00,233.60,255.52,250.09,255.16,267.73,283.44,307.92,,,,316.73,313.68,293.96,296.70,304.32,302.59,307.98,,,,,,,333.83,338.59,333.59,327.27,330.28,348.28,372.91,401.02
2004-06-23 21:35:46+00:00,L5,222.91,225.35,219.91,205.04,212.62,249.71,,212.62,229.31,242.96,251.21,261.99,273.67,283.67,315.43,308.91,291.56,283.04,274.45,272.86,277.19,283.44,289.30,297.59,294.68,299.86,298.75,302.60,309.00,296.42,299.72,294.95,299.46,310.10,326.35,354.79,393.33
2004-07-25 21:36:37+00:00,L5,235.35,230.56,231.70,228.59,227.80,257.65,214.03,237.06,245.23,254.77,273.31,277.77,284.55,311.61,330.02,313.55,295.66,290.96,278.79,269.54,280.61,305.57,310.14,307.26,301.26,306.02,314.01,310.31,311.33,307.63,297.76,302.44,307.76,330.57,339.97,361.50,392.57
2004-08-02 21:42:52+00:00,L7,243.87,231.80,233.25,,,260.61,222.31,238.18,246.17,252.50,262.59,278.63,289.19,304.08,331.06,314.36,301.40,,282.48,279.36,281.14,295.94,304.63,299.76,293.02,300.81,308.02,314.72,313.40,,,304.94,308.47,317.71,335.85,362.31,392.85
2004-08-10 21:36:56+00:00,L5,256.50,250.24,234.12,227.87,226.12,254.58,222.49,243.99,246.88,250.47,270.23,279.64,290.81,316.26,329.61,325.58,308.48,288.20,278.31,267.13,280.22,290.92,299.25,303.37,306.30,305.23,307.24,328.89,331.87,315.93,301.10,307.46,317.79,323.20,335.42,358.93,391.99
2004-08-18 21:42:52+00:00,L7,,198.61,,,510.60,,,,,,,,625.47,629.10,641.93,,,,,,,,,,,,,,,,,,,,,,
2004-08-26 21:37:23+00:00,L5,255.59,246.24,230.79,216.92,222.12,253.22,226.24,237.12,247.61,249.82,267.32,273.31,284.64,303.56,325.22,315.49,293.79,275.36,263.51,262.07,271.67,279.16,288.04,297.38,294.11,297.55,303.99,327.46,335.07,309.83,300.92,303.08,313.32,326.72,336.56,362.36,397.86
2004-09-03 21:42:47+00:00,L7,,,184.49,195.09,202.81,246.94,212.48,213.81,229.65,238.65,247.75,257.57,260.23,277.94,,,279.81,268.59,254.06,253.34,263.02,277.06,283.48,278.65,279.00,274.25,,,299.76,291.81,287.37,287.02,296.82,306.17,323.39,346.00,378.56
2004-09-11 21:37:49+00:00,L5,,,,,242.10,264.95,238.71,256.99,266.29,280.61,284.65,295.07,303.65,335.62,346.91,327.60,308.70,296.23,275.42,274.95,292.84,304.47,312.82,308.10,315.08,312.18,320.73,337.95,345.53,329.78,329.16,323.87,331.10,339.98,348.81,372.06,397.57
2004-09-19 21:42:41+00:00,L7,232.29,218.35,190.23,197.54,,,,221.50,232.92,240.19,251.27,257.06,265.22,275.98,290.74,279.29,279.04,273.49,,,266.36,278.98,286.00,285.84,279.91,280.54,281.00,288.45,286.73,294.67,,,302.57,308.30,320.81,351.91,380.48
2004-10-13 21:38:32+00:00,L5,255.34,247.10,242.44,240.58,237.44,261.46,243.04,260.37,271.09,265.25,274.02,287.19,302.93,309.70,324.86,307.99,290.05,284.63,289.98,283.96,291.25,303.54,309.15,309.73,314.40,312.08,313.09,331.39,340.90,324.84,307.69,305.11,325.24,339.68,343.20,366.82,392.37
2004-10-29 21:38:28+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-06 21:42:59+00:00,L7,,244.31,242.03,245.64,242.80,261.53,239.15,252.53,260.37,259.77,267.09,283.23,297.03,312.64,,305.21,297.30,288.44,287.85,282.58,284.40,290.30,303.13,301.03,305.72,303.16,,,333.20,321.66,309.98,301.28,305.94,324.42,338.12,355.88,384.12
