dates,nzd0254-0000,nzd0254-0001,nzd0254-0002,nzd0254-0003,nzd0254-0004,nzd0254-0005,nzd0254-0006,nzd0254-0007,nzd0254-0008,nzd0254-0009,nzd0254-0010,nzd0254-0011,nzd0254-0012,nzd0254-0013,nzd0254-0014,nzd0254-0015,nzd0254-0016,nzd0254-0017,nzd0254-0018,nzd0254-0019,nzd0254-0020,nzd0254-0021,nzd0254-0022,nzd0254-0023,nzd0254-0024,nzd0254-0025,nzd0254-0026,nzd0254-0027,nzd0254-0028,nzd0254-0029,nzd0254-0030,nzd0254-0031,nzd0254-0032,nzd0254-0033,nzd0254-0034,nzd0254-0035,nzd0254-0036,satname
1999-08-05 21:46:59+00:00,231.60,220.23,212.12,201.97,213.15,254.70,207.06,224.43,228.84,237.71,244.46,255.04,257.52,287.74,307.70,289.89,277.79,270.59,270.68,265.10,271.53,280.19,291.27,294.98,281.77,290.44,288.67,289.96,288.48,299.23,295.69,292.88,296.25,305.70,325.61,347.82,385.23,L7
1999-08-21 21:46:56+00:00,233.78,227.07,222.39,216.31,215.53,254.54,219.55,230.04,232.46,238.82,245.97,255.03,266.79,296.36,319.34,299.02,285.51,276.57,274.88,268.36,272.69,284.64,292.61,295.02,288.14,295.38,294.74,301.02,303.88,310.99,300.75,295.53,298.36,309.49,327.84,351.88,386.77,L7
1999-09-06 21:46:59+00:00,237.81,231.39,223.35,222.43,223.86,257.09,228.05,237.04,235.12,237.94,245.34,256.36,272.15,301.07,323.44,298.54,284.65,277.13,275.22,268.40,273.79,287.27,291.97,299.88,297.74,300.54,302.17,309.52,309.39,315.89,304.74,300.02,301.86,311.00,329.83,354.50,388.43,L7
1999-09-22 21:47:00+00:00,240.18,234.16,223.60,221.62,225.32,256.47,228.12,238.10,237.76,238.93,247.91,264.83,272.15,301.07,323.11,296.14,282.68,277.84,274.41,270.39,275.80,284.90,292.17,300.07,300.12,300.24,303.24,314.84,311.92,315.42,307.85,303.82,302.32,312.41,330.70,356.11,388.55,L7
1999-10-24 21:46:56+00:00,241.61,233.54,223.77,221.56,225.43,256.67,230.69,239.87,240.00,242.34,252.69,265.91,275.19,300.60,321.89,295.35,283.19,278.08,276.53,273.49,278.62,286.84,293.11,300.56,301.91,306.07,311.14,321.05,315.72,319.53,312.46,304.82,303.46,313.08,330.78,356.33,388.53,L7
2000-02-13 21:46:48+00:00,240.30,231.44,222.45,223.44,225.72,252.04,233.39,240.86,240.52,241.66,252.06,265.00,274.24,297.36,319.02,293.81,282.44,277.10,276.46,273.09,279.32,287.37,293.44,301.39,304.39,308.12,315.18,328.21,323.12,323.69,315.63,307.16,305.52,316.21,333.00,359.45,389.58,L7
2000-04-01 21:46:34+00:00,240.65,229.74,223.74,220.15,224.76,248.85,235.38,241.69,241.76,247.66,258.08,261.46,271.98,290.59,310.11,291.77,283.20,276.05,279.40,276.73,281.88,289.51,295.24,298.32,299.86,308.65,316.76,329.41,323.80,324.02,318.11,307.19,311.13,320.81,333.30,359.17,388.69,L7
2000-05-19 21:46:07+00:00,239.77,231.45,225.15,220.67,224.57,246.25,225.55,237.51,238.43,245.51,253.47,261.46,269.17,289.70,307.39,295.36,285.05,279.65,278.77,273.92,279.44,287.04,294.07,296.58,298.18,299.00,304.85,320.04,316.78,315.18,310.60,306.90,311.50,322.93,335.17,360.39,389.38,L7
2000-08-07 21:45:08+00:00,241.27,233.94,225.90,220.70,225.08,249.28,224.60,235.88,238.56,245.24,253.90,263.37,272.11,292.42,309.87,295.92,285.44,281.93,280.65,275.34,279.59,286.13,294.06,296.38,295.91,298.62,304.41,315.83,312.81,311.31,308.85,306.62,311.06,321.67,335.36,360.83,389.83,L7
2001-04-04 21:44:06+00:00,242.98,226.56,211.32,215.41,225.40,257.65,237.88,241.69,251.12,257.47,269.32,274.89,294.02,306.86,315.86,299.65,286.59,280.24,279.75,283.73,278.67,285.15,295.39,289.29,286.45,294.72,301.71,313.61,309.72,317.72,317.21,308.97,315.54,328.99,342.97,359.44,387.51,L7
2001-04-20 21:44:10+00:00,241.87,225.77,214.27,219.91,226.32,255.38,233.33,242.47,251.11,261.24,273.33,279.21,295.76,308.77,318.56,301.42,291.12,288.49,282.63,285.95,281.88,290.15,298.57,293.37,295.62,298.54,303.70,315.06,312.50,316.50,317.40,308.29,313.62,326.80,339.40,359.97,388.95,L7
2001-05-22 21:43:54+00:00,233.90,222.83,213.76,216.52,223.75,255.12,226.08,238.00,246.03,256.54,268.59,274.61,292.81,308.77,316.79,300.85,290.91,288.76,281.92,280.89,279.78,289.76,297.67,296.32,295.84,298.54,303.70,314.66,311.05,314.37,313.28,306.10,309.55,321.73,335.94,358.22,388.38,L7
2001-07-25 21:43:18+00:00,233.92,223.65,212.49,216.22,222.68,254.89,223.75,236.72,245.19,255.07,266.36,273.05,286.80,308.77,313.41,296.93,288.74,285.80,280.46,278.78,280.22,289.55,297.50,298.46,297.15,298.54,303.70,314.20,311.84,314.14,311.94,306.19,310.28,322.49,335.82,358.01,387.75,L7
2001-08-10 21:43:00+00:00,236.18,226.37,214.76,218.06,223.15,256.25,223.56,238.30,245.88,255.20,265.97,273.25,285.29,304.67,313.40,296.43,289.12,285.18,280.34,279.32,280.79,289.25,297.71,299.70,298.15,300.94,302.85,313.98,311.54,312.79,310.76,305.54,309.64,321.59,334.21,357.41,387.14,L7
2001-08-26 21:42:49+00:00,236.84,228.23,217.14,219.55,223.91,256.91,224.35,238.54,246.78,255.16,265.50,273.13,284.80,302.72,313.27,296.81,290.21,285.16,280.31,278.97,280.66,288.17,296.06,299.23,297.79,300.16,302.41,312.98,310.69,311.42,310.05,305.14,309.37,321.52,334.25,357.18,387.28,L7
2001-10-13 21:42:15+00:00,240.12,232.86,222.31,223.74,228.56,258.68,225.37,240.26,250.33,260.49,267.75,275.27,284.62,300.83,314.53,296.14,291.19,287.94,282.62,279.14,280.80,288.62,296.62,300.74,299.13,302.94,306.61,313.76,311.69,311.50,310.35,307.28,311.20,321.79,335.75,358.48,387.56,L7
2001-10-29 21:42:21+00:00,242.70,238.20,227.54,225.56,230.03,259.33,226.94,240.35,251.40,261.52,267.42,274.36,283.36,297.47,314.51,296.36,290.63,286.35,283.39,277.86,280.34,288.48,296.90,301.91,297.63,301.50,311.03,317.45,314.20,314.11,308.92,308.21,312.29,322.81,337.25,358.31,386.95,L7
2002-01-17 21:42:52+00:00,251.37,245.46,235.11,232.06,236.56,261.65,235.44,245.85,256.37,265.99,271.20,279.49,286.65,302.62,320.06,301.77,294.72,288.69,286.44,282.20,284.20,290.77,301.37,304.12,300.55,304.04,313.26,320.87,318.94,316.57,311.54,310.40,314.39,326.28,339.62,358.78,387.10,L7
2002-02-02 21:42:54+00:00,254.18,246.52,234.77,234.01,239.23,262.98,241.22,248.70,258.20,267.49,273.22,282.17,290.32,302.02,321.72,299.99,296.03,290.48,287.75,283.30,284.89,291.17,301.73,303.17,300.10,303.36,311.79,319.81,314.36,316.27,311.22,309.99,312.96,325.35,337.67,356.61,384.86,L7
2002-02-18 21:42:54+00:00,256.25,247.46,235.64,234.66,240.20,262.80,244.54,248.90,259.32,268.38,274.03,282.86,290.92,301.10,320.35,300.10,295.64,291.39,287.99,282.94,285.07,291.25,301.28,302.02,299.17,301.84,311.73,318.76,315.00,316.64,311.83,310.61,313.51,326.41,338.32,356.01,384.93,L7
2002-04-07 21:42:52+00:00,256.27,247.75,235.22,234.31,239.91,261.95,245.02,249.64,258.46,267.70,272.95,281.07,288.66,299.27,319.31,300.36,294.55,291.31,287.86,282.06,283.82,291.10,301.81,301.15,297.19,301.36,313.06,321.87,317.81,319.02,315.34,315.15,319.25,330.98,342.68,357.51,385.26,L7
2002-09-14 21:41:55+00:00,256.11,246.28,234.65,231.75,230.76,258.12,236.50,249.37,252.19,253.29,257.99,262.75,275.06,287.44,306.23,298.13,288.75,283.37,277.41,276.19,277.99,284.46,292.31,293.95,290.63,296.18,307.36,320.72,319.54,317.69,327.33,324.35,332.24,336.63,347.71,361.92,390.09,L7
