,dates,mex0087-0000,mex0087-0001,mex0087-0002,mex0087-0003,mex0087-0004,mex0087-0005,mex0087-0006,mex0087-0007,mex0087-0008,mex0087-0009,mex0087-0010,mex0087-0011,mex0087-0012,mex0087-0013,mex0087-0014,mex0087-0015,mex0087-0016,mex0087-0017,mex0087-0018,mex0087-0019,mex0087-0020,mex0087-0021,mex0087-0022,mex0087-0023,mex0087-0024,mex0087-0025,mex0087-0026,mex0087-0027,mex0087-0028,mex0087-0029,mex0087-0030,mex0087-0031,mex0087-0032,mex0087-0033,mex0087-0034,mex0087-0035,mex0087-0036,mex0087-0037,mex0087-0038,mex0087-0039,mex0087-0040,mex0087-0041,mex0087-0042,mex0087-0043,mex0087-0044,mex0087-0045,mex0087-0046,mex0087-0047,mex0087-0048,mex0087-0049,mex0087-0050,mex0087-0051,mex0087-0052,mex0087-0053,mex0087-0054,mex0087-0055,mex0087-0056,mex0087-0057,mex0087-0058,mex0087-0059,mex0087-0060,mex0087-0061,mex0087-0062,mex0087-0063,mex0087-0064,mex0087-0065,mex0087-0066
0,1986-01-13 16:09:40+00:00,200.6981606406877,208.083660338144,213.03259222766565,206.9823169765155,208.0449391636359,200.2633901009085,204.09963890879376,196.01507980382223,194.83891269361447,187.16686970145224,190.46057158271074,189.4971545039529,196.22641750668726,195.55589988554757,196.16193579674416,200.25593331392366,200.276997881285,202.62801207123636,207.92169865688342,211.93121715348326,215.56597107671078,223.42980354174816,226.9563780914704,228.34827217967214,233.5784146776908,229.14616001136275,232.44999139564797,241.97649869393797,242.74695554482608,250.12917013531654,250.0001773717134,246.66586493781548,239.49607514970756,239.82946613901947,237.13055505663326,237.36322409353699,234.54931536481857,233.21272110456536,230.4499367620812,236.23115464062698,232.3274032750087,239.8076183397144,239.21726962628424,241.03811361191939,234.3440991849018,222.55418137430885,211.15603133811058,213.779691664163,212.1499453665116,216.54417719844636,223.46588315075047,238.48843506832685,239.65196552049923,227.08596889673936,217.4388428181124,212.75552105925357,209.15466589974238,209.24934250411604,217.7979244491549,227.4186600426923,222.78246082726525,216.4141083095079,204.84564002720276,203.94600289472635,224.56242493954636,220.68396382716207,240.23427219120907
1,1986-03-18 16:08:16+00:00,193.92198957080234,190.2218613757603,189.7711890219306,189.4850486308674,188.90588999916818,187.86980463736725,182.09941614777333,181.15246102775245,180.38806919773123,176.15835114853823,175.60737763414656,174.0235781970227,171.9232275401204,172.6466714119749,176.9220258532261,178.2062507661781,179.66056979322693,188.95687454584106,192.44270626377232,196.6899448173177,197.1192038340992,208.18809728817146,205.4736315466268,211.37855403472122,212.07283539679403,219.53193927022403,223.84620223896326,226.08928373125025,229.7638046529865,240.31328724664098,238.4392964993537,232.1853380889935,226.78178536228438,229.56517753002052,227.64037682082306,223.82590202405362,219.0121550825441,222.52173923959006,218.94744633744756,217.58192890261685,216.42070511077222,215.79194399860597,214.8734270824266,212.7356280774913,203.39303441263647,202.4202110706749,196.39920778353888,197.5924017400672,197.24476957083564,202.13037381560557,209.2569967286116,222.0048877036632,226.23927096033282,213.39940530745577,201.1592289174388,200.7047898271533,199.48226264747717,204.85979026687943,211.33461586546977,219.39747342632182,217.76172891136812,208.1272208087923,197.2963728691812,196.8144963857596,224.8005006028181,213.1687141324847,217.58276241241848
2,1986-04-03 16:07:57+00:00,198.50994286700072,198.6980546006626,196.97033577387919,195.03168858734387,189.7503038093005,187.47374557764334,186.52016441921458,186.29902454567227,182.86394809443874,181.37324157562585,178.39060710195668,176.22859082596176,178.07412770334014,179.61680138121915,180.54350436420592,182.9563087617055,186.0481285294345,184.6539525029329,195.219587980333,199.14494211524436,203.21017013273826,202.21871001703883,210.0489004975749,210.94848779826046,193.38368307404036,220.601054250613,223.3924559816871,230.76174164553433,239.43636040286668,245.16888019125489,240.23292744036934,233.28762872945356,235.48910283843384,233.24886961306342,229.25977060573777,226.47040707617117,226.6187751030013,222.54297455349123,222.24689875463113,223.2234423013073,223.06105371748654,223.94114489899698,225.33516562420925,223.55637052784232,222.6692151374528,214.65491455974683,206.14815679273926,210.77214336227593,207.72280472679455,204.61181881784103,210.7079003945482,221.31051999019343,227.37917654084436,217.75999757858537,208.41690629662108,199.38227311082403,197.3881047117601,202.79608121052445,215.07895701681457,225.8269557114893,219.13189742259644,217.92419182628163,207.6388298803413,214.8584763332471,237.70407825394446,218.14521641181193,212.36800806173943
3,1986-05-05 16:07:11+00:00,177.52395342059862,178.8928847019095,179.57884336948757,178.35667959542363,179.5050378447703,179.2887437387915,189.69267928711957,178.418434973426,176.1990230836589,169.5832250560108,165.86408973565713,166.9319989857082,170.6302027581168,170.69524013548266,173.0150436994614,174.87059506100724,176.4440673993495,176.9967751799116,181.96326934268154,189.47811167053482,190.30095515184368,192.39448315527906,199.22063817101392,203.1435399704697,205.88522215934245,214.2155737038085,214.70892867542113,223.309988504674,221.40367943288828,229.56112396220354,224.97054477353265,224.16134275465237,219.30742800383214,216.81890277327787,221.10271743545348,215.70018958342635,210.68523086580674,214.75286911404328,213.15074302900587,205.80326113754708,209.59090360168028,212.2441414643534,211.15822083645793,214.8493269189001,207.41454559426668,203.40808747001324,200.29456127249864,198.32245757907606,194.46124784973915,197.48074772751139,198.21056457220539,217.77972429443514,217.6800863350383,205.82167934806984,194.50297749585144,184.7808394569767,186.57482000570783,198.9432111945925,210.53133268329952,213.95705956115046,202.03753767350423,190.35298638837594,179.68863914065537,177.6724510906974,196.89623320696495,186.17508888609362,197.71434554221116
4,1986-09-10 16:02:57+00:00,184.65694350394438,184.6314007087772,178.70339776245044,176.367612153565,172.39894371532054,179.6012010871782,171.6550097998256,172.13443987709803,165.89016005713478,170.59880140465887,163.3819190631638,166.87081426563276,167.50944602243342,166.7124897594529,167.49401160699256,165.25614707988564,166.6020482712227,169.16252806240996,175.03351882527943,179.95736090969305,181.00706581455185,186.93848529425333,190.0315095298317,198.19206597754544,201.40412465300147,208.1005327879181,212.75512627581713,217.1208405919772,216.49273922100735,220.79181511526423,221.20055567152946,221.6517142777928,215.35715187253533,211.45522164744375,208.03078291988734,207.80363655326363,205.6312413420152,208.27228661507482,207.51897150353426,203.57369929664685,202.70976795291267,208.9307120485516,207.3538644623931,209.30884146942898,200.81928587174536,191.91481851742577,192.92410155527324,188.29672635302003,186.7341597243798,188.38136182642748,196.7518894062996,213.79960961511787,216.63550914084408,201.6220973051629,186.4857112774816,181.35062654326015,183.02938291383614,192.11580632237965,206.3427677257223,210.48469113295658,200.40186257114772,191.40510605639867,185.24963798414532,178.6118285684925,198.2050440156709,195.14410846943687,206.7595938909396
5,1986-09-26 16:02:27+00:00,177.5076672284544,173.61907295660765,172.14039927940703,174.35709594053054,173.46075827267072,181.35246942266343,175.52554764702433,168.47976981086717,167.9911133783392,163.5676661767744,157.35373675566652,160.95683446051464,159.97016332206107,168.5706797756407,167.31225193086186,172.5075893947271,172.72471693238185,180.9121381408731,179.26184038309196,185.40751425342083,183.29470625887475,190.38200837892322,192.60404557313643,197.73453626057557,203.5125078108218,206.80184257553339,210.91903840502306,211.41100006534373,215.44085003337926,223.83783730707023,218.30399451810823,223.36760987338866,214.219996099843,214.69016762441646,208.00291012943717,207.67150914734862,206.26508093533323,208.4003883521545,208.21998016775103,204.85199463799688,204.23995618042932,205.83365951133538,205.150677427708,204.41377874377275,201.8947699521399,193.9270842932588,193.42876037625928,182.5828474846583,185.0507794050431,190.7506618514891,194.91349459757367,206.74173269449386,208.63412622878403,199.1778618336329,189.93423268187922,186.5549581502661,188.93199293636752,193.16267371450147,205.04272422899015,205.9878142102844,196.80286966112317,192.5050029344461,181.4767936302938,185.91119479673364,199.57319744028803,185.07250848382873,201.52324261687693
6,1990-03-13 16:02:52+00:00,195.5478828186309,200.9461232677425,198.1562494320411,199.48524301881008,193.3742456097359,191.79697599028987,187.20075228117264,183.24087689815147,186.680738157393,183.0970808992687,186.22827633833913,185.6835751548137,188.58815448878482,190.36167331658504,186.6387403521328,196.07518864006997,191.00456498528106,193.60692286464771,197.007584589057,203.31325451952068,203.35009677040432,213.3906924342544,216.39771009958162,219.11725278212157,224.30749892690977,226.43650448913718,226.09600830883642,240.67220863702025,241.54969247828143,248.1559821445938,241.08036431346545,236.0762269886564,234.03322685167197,233.90266500334218,232.35141306682215,225.64749996330352,224.23164973525104,223.55124063819636,223.9765497637951,226.86082395416284,227.78444320413604,233.93182124741938,231.20759961518263,226.66834967692688,224.58235074184358,218.02793725762632,209.77667286565134,208.91839732602583,200.66237154733426,203.59501921099707,215.0528822975249,229.10806525926716,234.1949676799215,219.2927376271264,212.21075828164663,207.1148883967298,205.49176699444445,212.3874694652359,215.4862444022822,225.48371274529245,221.72626499290425,217.41180136636171,205.47691015454552,214.05313139557802,231.32734202948933,214.64028254122888,211.45784524027636
7,1990-03-29 16:02:21+00:00,185.5765750442,196.50527146435812,193.74859403666403,193.65306333615735,196.6602618297337,202.47115392535443,194.27192987319518,185.4392256514739,185.88759954214427,179.81450644645753,183.26508447697935,182.90371953547728,184.01660573211652,188.5340823868111,188.8117058722066,195.71802194576563,194.88343184837035,197.13790571461806,196.88415645336215,204.2328256387687,203.87565041297287,215.17632520236424,219.95208983719647,223.6261256891652,225.33413970652725,228.59807459749473,230.28569334340685,237.82587694751376,244.37018817755518,251.0424553143676,245.01605552210626,246.92828865050924,236.51646708290815,232.6804970453823,227.7568368823819,227.91354730858183,223.81016408660957,224.54240033361933,222.3811224462344,225.20010256830008,222.53245442571642,227.96738856346062,229.17786991071898,228.9700137332348,226.9020506030688,219.64360266841308,218.94450689448345,210.7211214611069,212.4083269149931,218.09412735818353,217.15918519741092,231.50250124619572,235.67833884928794,222.95775484343966,207.2610238683134,207.4107815298373,208.62996215298418,212.91707084735577,224.2262382960916,220.52742797855015,220.46577007964527,218.37769530995106,206.576856698918,213.93308143679457,234.94591491532668,223.2488906149358,223.60371528397224
8,1993-01-16 16:03:54+00:00,179.74758294912195,181.86612425837305,178.24065529634507,185.8023841205178,192.31686643259638,185.717856308001,175.2270515674741,175.69304190187012,173.60175449561802,176.3386648702924,175.98745236800926,176.75622968596906,176.21104725537404,179.8267644874794,178.9354176703601,183.17234643626998,182.98623901888467,187.98930059618948,195.07128263815142,199.61872750260858,197.5613170291156,200.10903774983927,200.80533543896283,207.68481273780935,215.3146895640128,217.4193492183494,221.96422060909887,226.12595780737811,238.88850758936982,243.3632509970285,236.87324819298925,225.68272728955387,219.51227533392233,219.48403687872485,218.7480601136163,213.99960538158336,211.25307663820354,215.0225037443926,217.8935018683723,214.47638211940736,217.0295288191865,220.31509460042673,226.08588729947368,220.7560740747988,216.71602843922471,210.47967380154603,207.84833201953683,209.4017134340144,214.3747298183966,204.83682307537566,211.67752097164794,229.5081533070652,232.83619946142852,217.40210499411825,205.55775994513493,204.24578685732035,201.69421705406296,203.6552900059417,211.22836232212558,209.44780394428216,205.3253684976118,198.50581491087448,187.7406144240258,189.49481687199102,210.9444105035837,200.31312256426304,198.16176352279177
9,1993-02-17 16:04:13+00:00,173.76279689507078,184.77974297897913,177.94706616427928,184.47539916488034,183.93804715562663,183.1644251746442,179.24583725575246,181.56808660643588,182.8870735864019,185.5319622738815,178.55118184621358,177.5027791896324,182.42737622487957,180.12237655604343,174.4225549037222,178.6632550323783,178.0874930513567,186.14475253766966,191.32995243862553,197.14455772986733,197.4867020928133,202.20212605445744,201.12044170698303,207.38481603811826,215.41346121711445,218.55897893623433,221.7775064429981,223.89293872650202,231.4911058679487,235.54638279595497,235.949182713068,234.02509126617676,229.55199060618642,233.70374797414064,227.16947102102452,220.81098768804424,221.60975919971096,212.2209948850999,213.91281794766567,220.74648178101833,223.32994780558053,216.50680421042273,222.02804627860144,217.36443878206057,207.32247882924858,202.232461794886,202.1794733488996,204.18893202325683,204.45435390735804,212.92170533448677,224.38882610151646,231.63256455232357,234.69458132103273,204.92761334985826,198.3281770983723,200.4487034209372,204.44854821721196,203.91262914674178,215.77854258316526,216.2607862416241,208.92123724442823,198.5158022424406,195.31257820065895,191.66369576279445,217.1777375803092,207.6247177721359,199.61823592482835
