,dates,usa_CA_0068-0000,usa_CA_0068-0001,usa_CA_0068-0002,usa_CA_0068-0003,usa_CA_0068-0004,usa_CA_0068-0005,usa_CA_0068-0006,usa_CA_0068-0007,usa_CA_0068-0008,usa_CA_0068-0009,usa_CA_0068-0010,usa_CA_0068-0011,usa_CA_0068-0012,usa_CA_0068-0013,usa_CA_0068-0014,usa_CA_0068-0015,usa_CA_0068-0016,usa_CA_0068-0017,usa_CA_0068-0018
0,1984-05-04 18:01:45+00:00,,,186.677908188009,184.5769602549493,190.71750722290219,192.26812613808508,195.27438052395036,198.64727088142797,200.30052666762276,190.491592793012,185.6581090390317,185.53826423109132,177.05362547929286,190.5906150924577,197.60964339551577,203.99027139534527,210.8316800518418,212.21770149223795,224.52645461107664
1,1984-06-14 17:56:37+00:00,198.47018016678396,191.04765415294133,180.97741941388068,185.95586606412223,200.54696264693308,198.8441475371451,204.94499574466101,204.19761118984195,200.13680723217848,200.7572942662623,196.25054595121787,185.55688180252542,187.1487693274358,188.18959495791736,199.3284555961937,213.6275802389323,224.97351363326766,214.9182095879054,216.7813728707398
2,1984-11-21 17:58:12+00:00,189.5222222049507,184.1102858964569,173.06340312252237,178.32530065603805,186.40445130337918,190.0822967645006,195.39137664873576,196.79673526011703,196.6738802740952,193.5841785271004,185.51731047565517,174.87879966386987,168.4406429067076,170.9388907400338,182.5635787665238,189.50121711138559,191.50891110405865,198.45342058751774,193.89616393213046
3,1985-02-25 17:58:46+00:00,219.750871809537,214.71129084821024,201.09302686852388,202.12789742195463,205.51937329573084,198.69108463514303,208.72126424180402,204.635459104483,203.52588363834096,197.86495564919653,190.3594299703458,186.57009231663676,184.03708258031887,188.91900848781006,199.48542296632684,204.70645073295967,217.00565892176195,210.06934057738073,226.03357924957373
4,1985-03-29 17:58:42+00:00,221.03586884321936,209.02875999860828,194.51157924314842,192.31371960843504,197.9140927438877,197.62495112238966,201.69301103406696,201.84385178981694,202.75433873710583,196.28153763858813,195.70693183743936,193.07360807072698,196.1802381860568,196.76258859596277,202.565312577324,217.24607274463807,230.34588033650732,232.0701914545511,247.96693808752678
5,1985-09-21 17:57:31+00:00,195.26096909109887,161.59058842765697,172.28537370261816,177.3097781857088,189.91451601113172,196.54655223613526,206.07452062223496,222.1238056192662,218.07089816017094,225.76843064677686,228.84576005386657,215.76261655504246,202.0205255206908,185.63188230991975,196.4385619862357,203.90906863453833,208.1787095460562,202.83699661950902,208.8826739686222
6,1985-12-10 17:56:22+00:00,196.54437087562198,177.01166639819854,169.9634251296331,182.4467948398337,190.63541617997532,202.25703888834053,213.72247164436476,222.41111616266016,215.9131425195665,214.82905349744038,213.86241912048183,199.1456292254718,188.12039704293386,190.77760885820925,193.89666188127228,200.02756085723922,202.44005314169152,203.87917334578174,203.86248983075407
7,1986-01-27 17:55:26+00:00,209.6580795820719,205.08589012813312,195.44088728173406,190.2821427828557,199.46762925898213,201.300328690659,214.02165034487456,220.63986687137503,210.27314977018952,211.16365880920492,196.47484989136993,184.98783401857713,192.73661211807575,191.56782163049118,197.85255015648556,202.45790052635783,195.17058180164872,201.13658855233,201.86734167398546
8,1986-04-17 17:54:06+00:00,217.72401104879606,206.7013553942311,200.11380587721416,197.85392959390495,198.4041378671609,198.1769452372273,193.63170811443294,,,,,,,203.6790036711817,208.44755476761992,222.44310413873657,229.04270986567516,227.07858726901208,245.01746482089766
9,1986-05-03 17:53:18+00:00,210.1095504681781,194.03259353574708,191.46514330839886,192.74888427785305,199.31995761550763,198.87779202150622,206.19806048354928,203.70927101022642,201.53805932073882,200.46455104976994,195.20053915440195,193.794982436554,197.19765514684084,194.0898094722203,207.03766696602028,225.88565723319746,230.6033447863026,225.22328093366463,239.5457051778243
10,1986-06-20 17:52:18+00:00,204.56983450121922,195.93570372920473,185.57552958942875,183.12911490936042,191.41593964849312,194.38970235328577,200.68283744387526,201.7723022288406,202.2366824184129,200.36125399286533,197.38296272843644,189.48004154581196,194.16276457030835,191.06946817612896,206.50729588895268,218.06887028063687,217.27794125070812,214.89591704431615,221.30320499245977
11,1986-07-22 17:51:13+00:00,177.07127142199812,157.13339285829966,169.71662777043105,174.03913733022011,184.63361035972343,186.6093419768343,186.92507152059616,188.47953587181183,187.09406871414103,195.8304979617327,193.24449214843622,174.21336137160313,161.53826882439952,167.45076546230683,174.60743001599522,186.95556328982258,191.21297647349735,193.03828358709026,188.72791204176013
12,1986-08-23 17:49:39+00:00,202.80844343003503,187.27840484906267,183.4238841407158,188.31664168068906,201.30091414996974,212.4751021852607,216.17518835839286,224.1182748424917,220.18000805744384,222.7183431633585,216.71655356605623,197.60311533083961,196.2838670470372,193.75434093721123,198.51444358661928,212.96954585053834,217.38486178076624,213.76010373507125,215.27616587671974
13,1986-11-11 17:46:55+00:00,208.36422137387348,203.56760538237523,193.40908751875878,193.92490469727238,199.62488860910696,203.67990815467076,227.10263568489066,230.31204949565108,232.01330172822088,232.8608927456551,226.31459557608963,215.09752906954128,197.23515490240695,195.7168484942133,206.50687220832245,213.75485466714485,213.51545501367738,208.0474526120609,223.1648339312182
14,1986-11-27 17:46:36+00:00,210.1442002284691,195.26683075802882,188.17525849684102,197.60054176754332,204.30366339751458,213.20394253563927,219.17713750206372,226.80719524194973,232.66325445828318,228.32292826350584,220.93177173895944,201.9173469630672,198.54042829709815,194.36890547107419,202.54256386482137,216.57980337611366,219.07053715187206,218.26600212836456,221.07527422162627
15,1987-01-14 17:48:01+00:00,200.6259159947172,199.9420107067293,188.73550564348358,191.293415298938,199.73589469965253,199.55483615473145,204.83137108037886,207.6439222332182,208.56689927997235,205.8281891592588,195.77474083158694,185.50313459223946,187.84371986427544,178.65491324705093,196.42716321503588,197.98287075430375,198.27632340816143,201.36230354283902,202.96566483919167
16,1987-01-21 17:54:24+00:00,,,,,,,,221.20273072567986,213.2028816579623,213.48938147646976,211.83487838080742,197.34924156041302,193.1052777070422,192.95993963589848,199.1206545872945,208.92145314948772,208.5377303915725,215.26716435508,227.1773669239367
17,1987-02-06 17:54:58+00:00,,,,207.64610946193937,208.281577955185,205.4043932359255,213.05791151495475,212.93505483237664,211.37375515244713,202.33639963898406,198.79961611063172,191.6234673801644,198.54765477099082,201.09156732027648,201.78483983883575,217.53069777833883,222.44650811690025,226.89714431693653,239.92756521844973
