dates,satname,nzd0468-0000,nzd0468-0001,nzd0468-0002,nzd0468-0003,nzd0468-0004,nzd0468-0005,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0013,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0077,nzd0468-0078,nzd0468-0079,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132
2001-07-14 22:03:33+00:00,L7,319.39,,,,,,,,,,,353.88,352.69,354.15,349.06,346.70,341.47,343.68,339.90,347.89,343.69,345.90,347.76,347.60,346.84,346.02,346.06,344.32,339.63,346.47,344.31,343.92,349.24,345.55,349.00,346.56,350.54,348.87,352.83,351.16,345.76,351.20,342.10,346.06,344.96,346.21,351.24,356.45,354.95,353.21,350.16,342.97,343.74,340.44,339.58,343.02,345.83,345.75,344.54,339.16,343.69,341.07,343.64,342.73,339.65,335.65,339.78,339.23,342.04,343.23,345.00,342.71,340.49,342.87,347.11,343.76,348.03,345.14,342.12,339.50,341.48,332.24,335.64,337.88,332.62,333.50,332.07,333.51,337.37,336.25,337.18,335.31,335.23,334.91,330.46,328.61,327.51,325.35,329.53,319.64,321.44,321.70,322.08,325.21,323.66,325.60,329.05,325.02,324.46,323.56,327.21,326.86,325.23,330.21,324.74,328.95,326.77,328.55,331.96,328.86,326.59,326.40,327.24,325.12,315.19,314.62,319.96,322.95,325.51,319.75,319.87,324.89,325.51
2001-08-15 22:03:02+00:00,L7,336.13,,,,,,,,,,,356.73,358.31,352.54,350.34,349.79,346.88,344.36,349.66,339.25,347.14,348.39,351.04,358.56,360.79,354.75,354.75,358.46,353.28,357.88,360.87,341.74,353.95,361.70,357.66,353.16,355.65,356.80,350.37,352.08,353.42,348.61,348.21,358.16,355.98,345.67,354.85,360.09,359.81,358.81,347.92,344.83,347.56,344.65,339.15,343.34,349.55,344.36,355.99,344.65,356.13,354.75,353.52,352.32,350.62,351.57,340.14,341.53,346.10,341.50,344.18,352.13,354.19,347.69,342.96,336.16,341.08,341.97,335.07,352.39,348.65,348.58,341.70,342.44,343.95,338.53,343.12,340.88,345.35,338.28,334.38,343.21,336.06,338.58,337.23,336.25,336.12,339.00,333.26,330.71,331.65,325.77,328.98,326.17,327.29,331.74,332.08,329.31,332.20,333.50,332.66,331.82,334.28,335.17,334.12,333.58,332.99,334.80,335.76,336.86,324.21,331.79,333.87,332.52,336.67,324.00,331.78,327.55,332.31,327.27,329.03,328.31,331.72
2001-10-02 22:02:28+00:00,L7,330.33,351.71,350.03,344.93,343.12,340.27,343.85,340.50,342.21,347.73,345.85,350.42,347.77,349.05,348.91,343.55,341.56,340.45,343.96,342.82,347.64,343.93,349.43,346.84,348.07,346.12,347.92,348.47,349.48,347.51,347.86,345.34,349.71,348.99,346.97,349.63,347.93,345.80,345.18,344.28,345.27,346.13,346.49,345.45,350.76,350.98,356.03,357.07,357.87,353.97,352.41,347.18,336.06,334.84,335.44,335.71,344.60,345.71,349.44,350.83,350.38,350.58,346.16,344.94,342.74,337.99,339.06,339.56,342.04,343.27,345.87,346.09,345.59,346.19,345.29,350.09,343.65,342.31,342.44,339.33,341.90,337.15,338.00,334.15,337.06,337.54,339.31,336.38,338.32,339.11,337.52,333.99,333.12,331.60,331.72,328.00,325.55,326.68,326.98,326.89,324.90,324.21,320.99,322.26,322.95,326.58,322.72,323.58,322.09,324.32,322.82,327.33,328.53,330.08,331.46,331.12,328.10,331.80,329.14,333.45,326.82,328.13,326.16,326.32,325.56,327.43,326.01,326.69,326.83,325.26,324.46,325.25,329.73
2002-03-11 22:03:07+00:00,L7,362.60,386.82,395.58,393.47,382.18,377.94,390.52,386.17,383.64,387.73,379.55,390.12,396.79,394.33,390.32,389.35,384.97,394.34,393.44,391.73,396.23,396.10,392.99,401.62,386.79,391.95,390.09,386.92,384.09,384.27,395.66,395.55,392.37,388.18,393.34,397.12,394.80,393.05,399.00,386.07,380.12,378.23,390.17,395.57,397.21,401.13,406.39,419.46,406.16,403.78,393.51,387.75,382.09,375.22,376.58,396.84,391.90,398.59,398.04,397.31,391.74,390.73,397.52,387.60,385.90,390.94,391.86,387.92,387.52,393.01,393.34,386.99,386.02,389.64,390.71,385.26,388.49,387.53,395.03,388.71,386.16,378.27,385.58,382.68,385.97,382.16,384.47,388.13,386.44,372.21,374.78,373.74,373.31,373.34,372.82,375.07,374.88,367.52,370.39,369.51,368.59,357.81,377.33,364.61,366.20,369.61,369.05,365.62,380.75,370.10,371.50,364.13,366.41,364.18,374.13,364.21,364.77,380.89,372.58,376.10,380.22,376.64,373.95,366.84,367.25,366.53,363.51,374.30,368.79,362.90,354.30,359.63,358.25
2002-04-12 22:03:01+00:00,L7,335.13,350.27,357.49,348.84,345.11,349.34,347.33,343.49,343.67,348.57,350.22,354.26,356.16,352.97,355.00,356.10,355.27,349.56,347.22,346.27,348.99,354.91,357.28,350.69,351.61,359.93,354.32,355.35,358.08,354.79,356.18,355.82,356.14,357.45,360.45,352.73,353.48,351.97,352.17,357.38,356.16,358.95,353.73,353.52,355.53,357.26,359.64,361.82,358.25,354.30,353.93,349.11,345.09,346.53,349.21,359.27,359.50,358.18,354.77,356.07,358.81,354.32,349.18,348.95,348.14,348.34,344.12,347.05,348.04,347.96,348.62,349.21,349.45,349.93,350.24,350.70,351.75,354.12,347.46,347.28,345.98,341.07,343.29,343.55,347.43,340.42,340.72,343.14,343.40,350.61,341.93,344.63,336.84,336.08,334.60,332.49,332.70,335.67,329.38,332.92,327.81,328.04,325.98,324.67,327.38,334.04,329.02,332.17,337.31,326.30,331.45,332.60,333.12,329.70,331.64,330.53,333.74,335.70,334.31,334.05,333.20,333.17,330.06,332.72,329.40,326.50,327.01,327.99,325.64,327.81,326.87,325.74,329.53
2002-05-14 22:02:55+00:00,L7,332.95,354.80,356.72,352.81,348.74,352.23,347.79,341.29,345.42,350.44,351.45,357.81,355.05,355.99,353.86,350.79,354.14,349.46,353.89,359.00,357.67,349.42,350.55,350.40,351.48,350.94,354.29,348.90,353.66,351.30,355.20,358.09,354.99,354.26,355.68,353.43,355.56,349.60,350.17,354.82,348.78,355.71,346.49,358.48,360.97,361.39,361.20,360.58,364.41,360.11,359.26,357.91,356.73,347.58,352.89,352.09,350.29,353.08,353.25,360.82,358.86,355.09,356.36,352.15,352.78,346.05,349.57,345.77,352.56,349.68,350.13,348.82,353.52,352.11,351.07,357.01,351.05,350.48,346.91,349.16,352.40,347.44,346.59,346.16,348.06,345.63,344.91,343.04,341.37,345.33,346.65,340.58,338.69,335.69,336.80,332.09,335.75,339.00,337.50,337.67,334.11,329.38,325.65,324.85,330.59,327.86,331.17,331.75,330.00,331.67,333.25,334.87,332.05,336.86,333.88,337.23,334.99,332.82,332.39,333.78,334.48,334.49,330.76,330.42,332.11,331.16,329.35,327.22,329.18,328.68,326.62,331.92,331.82
2002-05-30 22:02:49+00:00,L7,337.04,357.47,355.72,353.55,348.30,346.84,344.36,341.27,353.74,351.36,349.25,360.50,359.20,359.23,358.06,359.21,354.79,352.87,354.33,343.30,352.91,348.91,355.54,351.94,351.08,353.38,345.48,358.27,354.35,360.28,354.51,359.81,358.83,356.86,357.45,355.51,355.51,349.09,350.68,346.88,346.14,352.44,346.64,351.96,346.15,358.55,361.21,364.07,359.51,360.33,352.42,350.67,346.76,347.36,342.21,347.35,355.69,344.35,357.19,352.49,360.44,356.19,353.84,354.11,349.95,345.65,348.18,346.54,351.82,344.93,353.19,349.20,353.77,353.34,352.18,354.24,355.38,350.60,349.64,352.71,346.24,348.57,346.56,345.78,332.42,345.38,337.87,337.81,341.14,345.20,340.25,335.13,343.69,335.89,335.38,334.71,330.08,333.71,334.73,333.29,328.24,324.50,325.18,333.19,326.30,333.14,331.81,335.88,338.83,331.33,329.99,331.88,330.23,338.09,339.43,328.63,336.92,327.06,334.28,338.76,336.06,327.29,334.18,330.02,331.42,321.45,324.08,323.62,330.83,324.57,326.53,326.71,333.19
2002-06-15 22:02:43+00:00,L7,333.04,358.23,356.69,354.52,343.98,349.71,341.89,345.55,349.27,351.40,347.60,357.33,356.30,356.96,353.76,345.51,348.98,347.60,352.91,355.08,351.63,355.00,352.42,354.85,350.79,357.25,347.69,357.24,354.38,351.40,348.55,350.40,351.07,353.84,355.06,355.05,356.66,349.89,347.13,341.13,346.52,348.56,351.14,349.74,352.41,360.82,363.91,361.57,363.26,357.02,357.11,349.18,355.84,337.53,342.25,343.02,350.68,350.13,350.14,359.87,357.88,357.02,357.78,348.46,352.10,339.88,347.80,343.11,349.47,347.60,347.63,351.51,349.13,350.76,356.17,351.46,351.29,351.09,350.03,349.12,347.90,347.41,339.05,338.24,335.90,337.49,341.69,338.57,340.16,340.48,337.37,344.05,336.06,333.70,335.03,333.92,335.13,329.94,331.51,323.29,323.86,327.93,325.48,325.94,329.98,327.84,331.33,330.21,329.10,328.74,328.79,332.20,331.79,326.21,330.36,326.48,325.45,325.26,328.16,333.04,323.55,326.26,320.81,328.03,330.78,316.57,323.80,328.05,321.58,317.52,322.44,323.84,333.66
2002-07-01 22:02:38+00:00,L7,320.76,347.06,343.36,342.81,340.51,334.32,339.54,342.02,337.26,336.67,336.59,351.62,345.08,342.02,347.29,346.60,344.57,343.27,336.06,338.84,339.90,341.02,341.28,337.82,346.14,344.06,346.31,341.90,350.33,344.63,347.31,345.25,348.59,341.77,343.43,344.15,345.66,343.38,346.05,340.08,335.12,329.50,344.97,335.21,341.49,341.09,339.94,345.21,354.02,344.15,345.58,343.38,336.24,334.59,330.75,330.60,329.35,335.03,344.75,351.48,339.81,342.87,335.31,339.56,333.55,330.86,329.89,336.42,339.90,339.13,333.44,343.71,344.18,341.16,335.78,344.41,343.90,337.82,332.84,334.15,333.64,338.08,328.44,327.15,328.57,332.48,332.80,335.41,335.78,332.16,330.03,334.22,333.61,329.18,332.99,329.49,328.13,328.78,317.82,318.97,320.09,318.94,323.77,321.76,329.43,327.00,325.99,323.16,325.32,324.88,326.91,325.01,323.21,328.50,326.56,322.81,326.91,323.45,324.21,318.45,328.22,325.16,326.14,324.10,325.56,321.97,319.27,321.60,323.26,318.90,321.43,319.34,325.09
2002-09-03 22:02:12+00:00,L7,330.87,331.51,349.50,348.99,341.98,347.77,345.38,344.97,341.55,352.70,345.38,351.47,353.16,349.53,347.21,348.28,345.91,345.25,,,,,,,,,,,,,,,,,,,,,,348.67,347.45,343.70,340.13,343.28,345.58,336.97,330.46,354.37,362.74,357.94,353.02,349.15,344.42,337.45,333.73,341.98,344.07,344.35,349.86,353.51,357.68,355.42,349.81,347.33,344.52,346.24,345.13,346.75,346.63,327.43,339.08,330.19,328.18,348.82,352.13,352.28,351.64,350.86,350.36,346.71,,,,,,,,,334.00,337.48,339.28,334.47,335.00,334.02,335.55,331.13,331.82,334.42,331.26,329.08,321.27,322.34,324.44,325.05,325.25,326.34,325.47,326.05,323.88,325.47,326.50,325.75,328.85,334.56,325.40,323.32,321.33,329.34,332.38,330.24,324.98,332.58,327.63,330.41,329.58,320.43,319.37,324.72,325.47,321.39,319.75,323.96,331.49
2002-11-22 22:02:21+00:00,L7,327.22,347.41,355.44,349.60,344.67,342.81,339.16,341.10,338.21,339.55,348.34,348.07,352.17,346.53,346.06,343.60,342.01,343.02,339.66,337.55,342.49,341.15,347.06,343.65,351.52,349.49,347.60,342.66,348.80,345.37,349.95,345.82,343.50,347.90,345.89,346.66,350.74,348.04,344.51,343.30,343.60,349.66,343.17,347.96,345.96,351.17,349.96,351.86,354.92,351.07,352.65,347.55,336.98,332.57,337.51,344.51,343.58,349.52,341.16,346.35,344.92,339.49,340.88,337.88,339.87,335.02,339.02,341.20,346.57,341.59,342.69,342.94,342.82,342.10,344.13,345.03,341.22,344.41,344.95,341.33,339.18,335.96,333.77,332.41,331.20,330.75,335.02,333.54,339.41,337.89,335.66,329.32,331.89,330.79,328.84,324.63,325.51,325.15,319.68,321.08,320.66,322.56,319.86,314.28,323.94,320.65,323.78,322.93,322.51,322.26,323.88,325.13,327.58,327.01,327.69,326.55,327.08,326.19,325.73,321.16,323.81,323.63,327.05,323.06,326.29,323.17,319.28,321.00,327.70,325.15,321.68,319.46,323.93
