dates,nzd0468-0000,nzd0468-0001,nzd0468-0002,nzd0468-0003,nzd0468-0004,nzd0468-0005,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0013,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0077,nzd0468-0078,nzd0468-0079,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,satname
2001-07-14 22:03:33+00:00,318.82,377.93,341.04,331.95,356.25,330.53,334.31,327.77,327.55,354.24,332.69,358.95,361.21,363.27,361.03,358.49,342.31,353.20,336.35,356.53,341.99,357.87,343.66,362.61,345.07,358.37,357.25,354.42,340.52,357.39,343.33,341.14,360.50,357.66,360.29,362.54,363.17,360.74,360.11,358.39,343.14,362.30,363.80,366.59,349.27,349.94,373.49,377.84,377.36,373.57,368.91,363.98,360.98,357.63,354.91,356.96,360.84,348.62,358.39,342.45,346.64,362.75,363.06,352.16,339.62,336.31,337.36,352.31,354.69,355.50,357.17,339.67,339.51,341.68,358.47,354.95,342.31,356.52,349.69,351.10,356.80,334.65,346.95,348.19,328.41,329.94,342.70,330.81,333.94,333.81,345.34,344.45,345.89,346.80,341.65,340.04,339.29,333.94,334.13,316.14,317.06,331.98,319.12,332.48,334.51,321.82,335.56,335.12,334.11,333.04,338.45,337.85,337.57,340.29,321.10,335.24,322.99,336.69,338.65,338.81,337.28,337.35,336.14,335.70,323.45,315.64,329.67,322.28,335.06,317.12,318.44,334.64,336.32,L7
2001-08-15 22:03:02+00:00,325.11,377.93,341.04,331.95,356.25,330.53,334.31,327.77,327.55,354.24,332.69,358.90,360.95,361.04,358.89,356.81,344.35,351.40,341.39,352.64,344.44,356.10,346.75,361.99,351.00,357.98,357.01,355.90,345.29,358.15,349.70,342.11,359.38,359.29,360.02,360.59,361.67,360.14,358.16,357.20,347.08,359.40,360.32,364.47,353.81,348.84,368.01,372.64,372.05,369.28,362.43,358.11,357.02,353.82,350.17,352.98,357.87,347.28,358.39,344.46,352.20,360.66,360.40,352.59,343.86,341.92,338.80,350.00,353.03,352.50,354.33,344.34,344.98,344.26,355.01,350.64,342.46,353.27,346.42,351.83,355.34,339.81,346.10,347.14,334.24,333.34,343.29,334.86,338.26,335.89,343.03,344.53,343.84,345.19,341.06,339.48,338.93,335.59,334.37,321.53,322.44,330.81,322.93,331.29,333.09,325.65,335.07,334.20,334.28,333.54,337.41,336.73,337.19,339.50,326.13,335.33,326.85,336.61,338.32,338.79,334.41,336.38,336.03,335.31,327.21,319.04,330.74,324.78,334.92,321.21,322.48,333.45,335.56,L7
2001-10-02 22:02:28+00:00,328.90,359.44,341.79,336.69,375.20,332.03,339.73,335.83,338.71,360.43,341.61,362.34,362.32,361.14,359.16,356.18,343.59,351.45,344.84,354.45,346.56,356.84,349.75,360.71,352.28,358.82,357.78,358.43,347.75,360.19,351.30,344.09,361.15,361.34,360.94,359.87,360.40,359.30,357.68,357.40,348.43,358.64,356.51,358.55,351.00,348.00,363.76,367.54,367.59,364.39,359.05,354.50,350.91,348.20,345.62,347.72,353.21,345.56,354.81,345.21,350.37,357.17,355.96,355.12,344.65,342.02,339.94,350.40,353.90,353.31,354.99,347.26,347.07,345.90,355.69,352.97,344.56,353.52,346.63,351.82,354.09,339.61,346.92,348.94,338.23,336.81,346.52,337.30,340.63,338.20,344.51,345.25,344.39,345.58,341.83,340.47,338.82,338.46,338.46,326.04,326.28,333.00,324.30,333.00,334.57,328.26,336.50,334.89,334.41,334.23,337.76,337.63,338.35,341.18,330.48,337.53,329.58,338.63,341.38,342.69,335.93,338.58,337.51,337.79,330.44,322.35,332.54,326.13,336.75,324.48,324.74,334.96,338.44,L7
2002-03-11 22:03:07+00:00,343.41,359.88,341.79,336.69,375.68,351.92,339.73,335.83,338.71,342.35,359.00,366.33,343.53,344.93,365.40,362.51,360.22,336.77,339.84,338.93,342.64,338.55,367.51,343.34,363.36,364.97,365.96,364.00,363.74,360.81,344.27,340.15,366.97,363.70,367.11,346.13,344.43,342.30,340.81,362.12,359.64,358.11,365.03,340.78,345.38,346.31,351.03,352.24,354.19,349.73,348.91,364.41,356.02,351.98,352.96,362.98,363.56,342.12,344.06,346.71,367.85,367.26,342.66,363.22,360.93,334.49,335.56,336.06,337.67,338.75,342.19,363.49,362.41,342.30,341.51,364.62,362.77,361.87,338.94,335.65,336.71,354.66,333.88,330.65,357.71,333.95,334.94,331.71,334.82,352.18,352.76,350.81,350.00,348.99,348.20,324.50,321.66,344.05,322.86,345.07,321.40,337.96,317.49,318.76,341.52,345.04,319.22,340.39,316.26,320.82,319.14,342.68,343.99,343.31,326.79,343.73,343.31,328.30,347.81,329.21,323.23,324.35,322.04,343.37,342.81,323.31,340.55,321.69,321.83,339.87,336.33,339.39,340.94,L7
2002-04-12 22:03:01+00:00,345.72,358.86,348.78,340.13,355.77,356.23,342.98,338.56,339.97,342.88,361.07,368.13,351.68,348.62,368.31,368.66,366.97,345.67,342.87,342.16,343.70,349.22,371.32,346.99,365.00,371.74,369.06,367.32,367.94,364.28,352.39,350.34,370.05,367.77,373.75,349.03,349.78,348.27,347.55,368.58,364.99,364.39,368.55,348.59,349.84,352.33,354.35,356.72,354.36,349.82,350.23,365.28,360.44,357.73,359.75,374.65,370.86,354.39,349.08,351.72,371.96,369.02,345.48,365.12,363.52,344.64,340.42,343.35,343.42,343.19,344.73,364.95,364.24,345.82,346.24,364.83,366.72,367.68,343.76,343.39,340.50,356.52,338.94,339.85,362.76,336.63,336.10,338.21,339.70,357.81,354.86,356.03,351.76,351.11,349.51,328.79,328.59,348.45,325.03,347.99,324.11,339.77,322.28,320.97,343.64,348.67,325.32,344.55,331.14,322.60,327.56,345.21,346.16,343.00,326.71,343.31,346.02,332.00,350.30,329.57,329.41,329.17,325.71,346.47,344.62,322.15,340.92,322.70,320.35,341.01,337.44,339.53,340.74,L7
2002-05-14 22:02:55+00:00,340.51,354.58,349.39,343.12,351.05,352.66,343.71,338.02,341.27,344.47,356.71,363.46,351.64,350.63,362.19,361.48,361.74,346.06,346.71,349.00,348.65,347.13,363.25,347.27,359.23,363.54,363.18,360.03,362.23,358.37,352.33,352.11,363.77,361.75,366.77,349.80,351.25,347.51,347.08,363.04,358.64,360.23,360.17,351.63,353.21,354.96,355.74,356.69,357.88,353.24,353.32,361.87,358.25,353.39,356.51,366.10,362.54,352.27,348.98,354.60,366.59,363.32,349.50,359.85,358.88,343.92,343.57,343.13,346.21,344.60,345.93,358.62,359.61,347.38,347.12,361.27,360.47,360.99,343.91,344.77,344.34,352.54,341.09,341.58,356.68,339.67,338.73,338.73,339.11,352.56,351.06,349.93,346.40,344.88,344.01,329.01,330.58,344.35,329.59,343.57,327.69,335.36,322.54,321.49,338.34,340.79,326.82,338.97,328.19,325.71,328.90,340.82,340.37,339.77,328.39,340.06,341.37,330.99,343.38,329.95,330.49,330.29,326.56,340.12,339.33,324.98,335.75,322.92,322.73,335.59,332.88,336.05,336.82,L7
2002-05-30 22:02:49+00:00,339.62,355.23,351.42,346.51,350.30,351.14,343.89,339.06,345.39,346.72,354.82,362.69,354.12,353.46,361.12,360.88,359.98,348.30,349.21,347.06,350.02,347.67,361.29,348.79,357.16,360.97,358.73,359.56,360.23,358.81,353.03,354.62,362.50,360.49,364.42,351.67,352.63,348.00,348.24,358.98,355.49,358.25,356.76,351.70,350.81,356.11,357.52,359.10,358.39,355.56,352.99,359.05,355.36,351.86,352.91,361.39,360.79,349.60,351.66,353.85,365.03,361.51,350.91,358.39,356.62,344.46,345.07,344.24,348.04,344.66,348.31,356.24,358.12,349.33,348.77,359.49,359.17,358.37,345.79,347.38,344.92,351.52,342.87,342.95,350.58,341.54,338.40,338.38,339.75,350.69,348.33,346.21,345.70,342.61,341.82,330.88,330.38,341.66,331.26,340.98,327.84,332.62,323.39,325.35,335.31,338.85,328.45,338.16,331.68,327.55,329.23,338.56,337.81,339.31,332.03,337.17,340.24,329.64,341.08,332.85,332.31,329.25,329.06,337.56,337.32,323.76,332.80,323.11,325.38,332.80,331.27,333.69,335.88,L7
2002-06-15 22:02:43+00:00,338.40,356.13,353.03,348.81,349.29,351.09,343.54,340.85,346.49,348.08,353.50,361.75,354.82,354.48,359.79,357.94,357.88,348.25,350.28,349.20,350.60,349.70,359.64,350.43,356.02,360.36,356.62,359.22,359.16,357.49,352.03,353.75,360.35,359.32,362.65,352.64,353.76,348.60,348.12,355.51,353.79,356.45,355.74,351.38,351.40,357.46,359.29,359.89,359.74,356.08,354.14,357.17,355.55,349.09,350.88,357.82,358.92,349.86,351.48,355.50,363.70,360.73,352.75,356.50,355.83,343.44,345.88,344.08,348.55,345.56,348.27,355.40,356.43,349.83,350.75,357.98,357.70,357.01,346.97,347.95,345.85,350.80,342.06,341.89,347.77,340.65,339.38,338.59,339.98,348.77,346.25,345.88,343.88,340.94,340.59,331.76,331.71,339.42,331.47,337.54,326.97,331.78,324.03,325.62,334.34,336.75,329.29,336.71,331.25,327.97,329.25,337.39,336.72,336.82,331.78,335.16,337.38,328.67,338.59,333.05,330.25,328.64,327.14,335.76,336.13,322.11,331.14,324.52,324.61,329.88,329.60,331.82,335.54,L7
2002-07-01 22:02:38+00:00,335.86,355.85,352.23,348.74,348.82,349.24,343.30,341.73,345.12,346.54,351.16,360.58,353.45,352.55,358.26,356.56,356.06,347.76,348.00,347.67,349.15,348.70,357.06,348.39,354.90,358.18,355.31,356.82,358.09,356.01,351.58,352.76,358.92,357.03,359.84,351.42,352.62,348.04,348.30,353.34,351.08,352.49,354.38,348.78,350.16,354.82,356.11,357.62,359.10,354.28,352.91,355.28,352.73,347.08,347.92,353.72,354.61,347.39,350.87,355.26,360.14,358.19,349.74,354.08,352.56,341.41,343.16,343.03,347.42,344.89,345.81,353.85,354.84,348.63,348.28,356.12,355.83,354.21,344.63,345.70,344.12,349.08,339.90,339.43,345.07,339.51,338.66,338.60,339.62,346.45,343.99,344.33,342.59,339.44,339.86,331.79,331.53,338.05,329.31,334.86,326.07,330.04,324.46,325.33,333.92,335.52,329.11,335.00,330.86,327.83,329.29,335.72,334.93,335.93,331.38,333.62,336.05,328.11,336.60,330.71,330.33,328.46,327.51,334.24,334.84,322.65,329.71,324.62,325.03,328.60,328.64,330.14,334.20,L7
2002-09-03 22:02:12+00:00,335.33,352.95,352.29,349.29,348.31,349.47,343.90,342.56,344.74,347.90,350.56,359.52,353.67,352.30,356.93,355.62,354.80,347.57,348.00,347.67,349.15,348.70,357.06,348.39,354.90,358.18,355.31,356.82,358.09,356.01,351.58,352.76,358.92,357.03,359.84,351.42,352.62,348.04,348.30,352.85,350.75,351.48,352.54,348.15,349.73,352.14,352.14,357.37,359.94,355.15,353.14,354.59,351.73,345.89,346.08,352.24,353.39,347.10,351.03,355.23,359.99,358.00,349.97,353.30,351.62,342.43,343.71,343.87,347.56,342.26,344.92,350.65,351.23,348.90,349.15,355.76,355.43,353.92,345.80,346.09,344.12,349.08,339.90,339.43,345.07,339.51,338.66,338.60,338.90,345.39,343.53,343.11,341.70,338.88,339.49,331.90,331.81,337.71,329.89,334.22,325.49,329.13,324.68,325.50,332.87,334.40,328.72,333.98,330.06,327.66,329.05,334.48,334.27,335.97,330.67,332.39,334.13,328.53,336.18,330.89,329.66,329.38,327.78,333.89,334.31,322.53,328.49,324.95,325.41,327.83,327.56,329.44,334.00,L7
2002-11-22 22:02:21+00:00,330.18,349.53,353.06,350.81,344.86,345.21,342.52,343.50,344.40,346.94,345.91,354.30,353.66,351.31,351.01,349.15,347.64,346.81,345.93,343.88,346.97,346.77,349.27,347.23,350.10,351.26,346.93,350.22,352.13,350.69,350.25,350.56,350.72,350.35,350.62,350.50,352.31,347.76,347.29,344.40,344.16,345.29,345.63,346.15,346.92,350.24,349.65,355.95,359.30,354.58,352.55,348.38,344.44,338.29,337.68,341.91,345.27,345.07,349.22,353.20,352.56,350.63,347.91,345.86,344.43,339.92,342.39,343.19,347.36,340.64,343.62,343.90,344.05,347.67,348.50,349.87,349.11,347.35,345.95,345.22,341.98,342.67,337.14,336.06,332.23,336.69,337.05,336.55,338.49,339.09,336.95,335.83,336.46,333.16,334.08,331.17,330.57,330.79,327.46,325.54,323.21,323.64,324.14,324.43,327.37,327.38,328.07,328.18,328.58,326.93,327.63,328.38,328.78,331.36,330.41,326.06,327.94,326.65,329.34,328.80,327.72,327.41,327.62,327.54,329.18,321.18,321.70,324.36,326.33,322.04,322.76,323.05,329.86,L7
