dates,satname,sar2177-0000,sar2177-0001,sar2177-0002,sar2177-0003
1984-07-02 09:28:28+00:00,L5,,,,
1984-07-18 09:28:46+00:00,L5,244.15,190.71,265.11,246.07
1984-08-03 09:29:20+00:00,L5,241.83,191.00,282.03,243.73
1984-08-19 09:29:51+00:00,L5,,,,
1984-09-20 09:30:04+00:00,L5,237.53,80.19,290.37,239.29
1984-10-22 09:30:00+00:00,L5,,,,
1984-11-07 09:29:53+00:00,L5,,,,
1984-12-09 09:29:58+00:00,L5,,,,
1985-02-02 09:36:32+00:00,L5,239.38,192.42,264.21,241.26
1985-02-11 09:30:23+00:00,L5,240.18,197.30,258.25,242.07
1985-03-15 09:30:22+00:00,L5,,,,
1985-05-02 09:30:07+00:00,L5,,,,
1985-06-03 09:30:04+00:00,L5,,,,
1985-06-10 09:35:50+00:00,L5,,,,
1985-06-26 09:35:47+00:00,L5,,,,
1985-07-05 09:29:57+00:00,L5,,,,
1985-07-12 09:35:41+00:00,L5,,,,
1985-07-28 09:35:58+00:00,L5,,,,
1985-08-22 09:29:32+00:00,L5,,,,
1985-09-14 09:35:25+00:00,L5,,,,
1985-10-09 09:28:59+00:00,L5,,,,
1985-11-10 09:28:33+00:00,L5,,,,
1986-01-04 09:33:20+00:00,L5,126.27,222.29,280.65,125.96
1986-01-13 09:27:22+00:00,L5,242.55,186.00,257.48,244.45
1986-04-19 09:25:17+00:00,L5,,,,
1986-05-21 09:24:27+00:00,L5,,,,
1986-07-08 09:22:57+00:00,L5,,,,
1986-07-24 09:22:23+00:00,L5,,,,
1986-08-16 09:27:20+00:00,L5,,,,
1986-12-22 09:25:09+00:00,L5,259.51,214.61,180.70,260.26
1986-12-31 09:19:14+00:00,L5,,,,
1987-01-16 09:19:41+00:00,L5,,,,
1987-02-17 09:20:35+00:00,L5,,,,
1987-03-21 09:22:02+00:00,L5,242.57,194.96,262.34,244.48
1987-04-06 09:22:36+00:00,L5,243.49,193.16,262.31,245.40
1987-05-08 09:23:35+00:00,L5,245.28,201.32,255.18,247.21
1987-05-15 09:29:33+00:00,L5,,,,
1987-06-09 09:24:23+00:00,L5,244.24,199.94,265.43,246.16
1987-06-25 09:24:44+00:00,L5,247.24,198.87,281.00,249.19
1987-07-11 09:25:03+00:00,L5,,,,
1987-07-27 09:25:25+00:00,L5,,,,
1987-08-12 09:25:55+00:00,L5,,,,
1987-08-28 09:26:22+00:00,L5,,,,
1987-09-13 09:26:45+00:00,L5,,,,
1987-10-06 09:33:26+00:00,L5,244.33,199.85,196.48,246.25
1987-10-31 09:27:40+00:00,L5,,,,
1987-11-16 09:28:03+00:00,L5,247.96,204.40,259.37,249.91
1987-12-02 09:28:18+00:00,L5,,,,
1987-12-25 09:34:25+00:00,L5,230.41,185.40,211.43,232.22
1988-01-10 09:35:05+00:00,L5,,,,
1988-01-19 09:29:05+00:00,L5,,,,
1988-02-11 09:35:17+00:00,L5,244.22,197.57,246.51,246.14
1988-04-15 09:35:50+00:00,L5,246.46,189.77,280.24,248.40
1988-05-01 09:36:21+00:00,L5,245.50,198.06,246.99,247.43
1988-06-11 09:30:29+00:00,L5,,,,
1988-06-27 09:30:35+00:00,L5,,,,
1988-07-13 09:30:39+00:00,L5,,,,
1988-07-29 09:30:42+00:00,L5,,,,
1988-08-14 09:30:40+00:00,L5,,,,
1988-12-04 09:30:29+00:00,L5,240.30,196.05,197.74,242.19
1988-12-11 09:36:09+00:00,L5,239.13,197.36,255.27,241.01
1988-12-27 09:36:03+00:00,L5,235.33,192.92,257.42,237.18
1989-01-12 09:35:56+00:00,L5,,,,
1989-01-28 09:36:07+00:00,L5,240.43,186.95,284.52,242.32
1989-02-06 09:29:59+00:00,L5,240.62,198.79,246.96,242.51
1989-02-22 09:29:52+00:00,L5,,,,
1989-03-26 09:28:53+00:00,L5,,,,
1989-04-27 09:28:45+00:00,L5,,,,
1989-05-29 09:28:17+00:00,L5,236.93,195.94,256.38,238.62
1989-06-14 09:27:46+00:00,L5,,,,
1989-06-30 09:27:39+00:00,L5,,,,
1989-07-16 09:27:19+00:00,L5,243.00,199.67,196.82,244.91
1989-08-01 09:26:59+00:00,L5,,,,
1989-09-18 09:25:44+00:00,L5,,,,
1989-09-25 09:31:28+00:00,L5,238.79,193.98,258.29,240.67
1989-10-04 09:25:36+00:00,L5,,,,
1989-10-11 09:31:29+00:00,L5,238.79,186.45,262.33,240.67
1989-10-20 09:24:51+00:00,L5,239.52,200.58,197.98,241.41
1989-10-27 09:30:27+00:00,L5,232.53,189.14,207.74,235.74
1989-11-12 09:30:07+00:00,L5,238.99,195.19,265.78,240.87
1989-12-30 09:29:08+00:00,L5,,,,
1990-01-15 09:28:33+00:00,L5,236.51,135.07,285.68,236.78
1990-02-09 09:21:38+00:00,L5,,,,
1990-03-04 09:27:02+00:00,L5,246.04,187.30,284.43,247.98
1990-04-14 09:20:11+00:00,L5,,,,
1990-05-16 09:20:13+00:00,L5,235.96,192.59,204.41,237.81
1990-06-01 09:20:08+00:00,L5,249.10,193.39,266.19,251.22
1990-06-17 09:20:06+00:00,L5,,,,
1990-07-03 09:20:06+00:00,L5,,,,
1990-07-19 09:20:01+00:00,L5,,,,
1990-08-04 09:19:56+00:00,L5,,,,
1990-08-20 09:19:54+00:00,L5,246.11,194.57,266.50,248.04
1990-09-05 09:19:46+00:00,L5,,,,
1990-09-12 09:25:59+00:00,L5,247.31,202.84,189.20,249.25
1990-09-21 09:19:43+00:00,L5,,,,
1990-11-15 09:25:13+00:00,L5,243.60,193.23,196.46,245.52
1991-01-02 09:25:37+00:00,L5,234.59,172.87,285.13,236.43
1991-01-11 09:20:03+00:00,L5,244.34,178.15,246.97,246.26
1991-01-27 09:20:30+00:00,L5,230.16,183.52,201.82,231.97
1991-02-12 09:20:42+00:00,L5,,,,
1991-04-08 09:27:54+00:00,L5,245.41,192.54,258.78,247.34
1991-05-26 09:28:46+00:00,L5,239.48,187.74,257.91,241.36
1991-06-04 09:22:42+00:00,L5,237.64,180.24,264.01,239.51
1991-06-20 09:22:54+00:00,L5,242.13,203.83,198.10,244.03
1991-07-06 09:23:10+00:00,L5,,,,
1991-07-13 09:29:21+00:00,L5,,,,
1991-07-22 09:23:22+00:00,L5,,,,
1991-08-07 09:23:28+00:00,L5,,,,
1991-08-23 09:23:34+00:00,L5,,,,
1991-09-08 09:23:48+00:00,L5,,,,
1991-09-24 09:23:55+00:00,L5,,,,
1991-11-11 09:24:09+00:00,L5,244.41,188.81,262.44,246.33
1991-11-27 09:24:17+00:00,L5,,,,
1992-01-14 09:24:13+00:00,L5,,,,
1992-01-30 09:24:18+00:00,L5,240.97,195.03,246.56,242.87
