dates,sar2177-0000,sar2177-0001,sar2177-0002,sar2177-0003,satname
1984-07-18 09:28:46+00:00,244.15,190.71,265.11,246.07,L5
1984-08-03 09:29:20+00:00,242.99,190.86,273.57,244.90,L5
1984-09-20 09:30:04+00:00,241.17,190.86,279.17,243.03,L5
1985-02-02 09:36:32+00:00,238.45,192.42,277.29,240.27,L5
1985-02-11 09:30:23+00:00,239.03,194.86,270.94,240.87,L5
1986-01-04 09:33:20+00:00,,222.29,280.65,,L5
1986-01-13 09:27:22+00:00,242.55,204.14,269.06,244.45,L5
1986-12-22 09:25:09+00:00,259.51,214.61,,260.26,L5
1987-03-21 09:22:02+00:00,251.04,204.79,262.34,252.37,L5
1987-04-06 09:22:36+00:00,248.52,200.91,262.32,250.05,L5
1987-05-08 09:23:35+00:00,247.71,201.01,259.94,249.34,L5
1987-06-09 09:24:23+00:00,247.02,200.80,261.31,248.70,L5
1987-06-25 09:24:44+00:00,244.56,197.65,265.25,246.49,L5
1987-10-06 09:33:26+00:00,245.27,200.00,267.20,247.20,L5
1987-11-16 09:28:03+00:00,245.94,200.77,268.60,247.88,L5
1987-12-25 09:34:25+00:00,240.90,196.55,235.40,242.79,L5
1988-02-11 09:35:17+00:00,241.73,196.81,239.10,243.63,L5
1988-04-15 09:35:50+00:00,242.26,194.28,249.39,244.17,L5
1988-05-01 09:36:21+00:00,242.91,195.04,248.91,244.82,L5
1988-12-04 09:30:29+00:00,240.30,196.05,,242.19,L5
1988-12-11 09:36:09+00:00,239.72,196.71,255.27,241.60,L5
1988-12-27 09:36:03+00:00,238.25,195.44,256.35,240.13,L5
1989-01-28 09:36:07+00:00,238.80,193.32,265.74,240.68,L5
1989-02-06 09:29:59+00:00,239.16,194.41,261.04,241.04,L5
1989-05-29 09:28:17+00:00,238.79,194.67,260.11,240.64,L5
1989-07-16 09:27:19+00:00,240.25,195.34,262.62,242.09,L5
1989-09-25 09:31:28+00:00,239.57,196.53,257.33,241.40,L5
1989-10-11 09:31:29+00:00,239.38,194.01,259.00,241.22,L5
1989-10-20 09:24:51+00:00,239.41,195.32,259.00,241.26,L5
1989-10-27 09:30:27+00:00,238.26,194.29,259.00,240.34,L5
1989-11-12 09:30:07+00:00,238.36,194.42,260.69,240.41,L5
1990-01-15 09:28:33+00:00,237.52,193.07,268.02,239.36,L5
1990-03-04 09:27:02+00:00,238.74,192.11,271.30,240.59,L5
1990-05-16 09:20:13+00:00,239.50,189.94,285.05,240.86,L5
1990-06-01 09:20:08+00:00,241.90,191.09,278.77,243.45,L5
1990-08-20 09:19:54+00:00,244.30,191.96,272.37,246.26,L5
1990-09-12 09:25:59+00:00,244.62,195.85,266.34,246.58,L5
1990-11-15 09:25:13+00:00,246.53,196.01,266.34,248.51,L5
1991-01-02 09:25:37+00:00,242.90,190.88,275.81,244.81,L5
1991-01-11 09:20:03+00:00,243.19,188.33,266.20,245.10,L5
1991-01-27 09:20:30+00:00,241.02,187.53,266.20,242.91,L5
1991-04-08 09:27:54+00:00,239.62,184.06,263.63,241.50,L5
1991-05-26 09:28:46+00:00,238.80,182.96,262.20,240.67,L5
1991-06-04 09:22:42+00:00,238.60,182.51,262.56,240.48,L5
1991-06-20 09:22:54+00:00,239.11,185.56,262.56,240.99,L5
1991-11-11 09:24:09+00:00,240.91,190.16,261.45,242.81,L5
1992-01-30 09:24:18+00:00,242.69,191.92,254.50,244.60,L5
1992-02-15 09:24:02+00:00,239.76,189.64,257.43,241.67,L5
1992-05-12 09:29:51+00:00,239.68,191.95,255.75,241.59,L5
1992-06-06 09:23:26+00:00,240.06,194.79,255.76,241.97,L5
1993-01-23 09:27:51+00:00,245.25,196.80,255.92,247.18,L5
1994-03-15 09:26:21+00:00,241.89,185.27,284.99,243.79,L5
1994-03-24 09:20:26+00:00,243.63,190.62,275.06,245.55,L5
1995-01-29 09:17:46+00:00,,217.06,,,L5
1995-04-12 09:09:01+00:00,239.08,205.36,263.90,240.95,L5
1995-05-05 09:14:11+00:00,238.82,195.75,275.27,240.70,L5
1996-02-17 09:11:19+00:00,230.44,187.94,263.23,232.25,L5
1996-05-23 09:17:41+00:00,237.05,189.75,264.77,238.91,L5
1996-06-01 09:12:00+00:00,238.65,193.08,262.96,240.52,L5
1996-06-08 09:18:34+00:00,238.53,194.08,261.85,240.41,L5
1996-07-10 09:19:52+00:00,239.22,195.81,258.99,241.10,L5
1996-09-05 09:17:07+00:00,242.37,198.13,259.15,244.28,L5
1996-10-23 09:19:40+00:00,242.53,196.26,259.74,244.44,L5
1996-10-30 09:26:11+00:00,242.86,195.70,259.51,244.77,L5
1997-01-27 09:24:11+00:00,242.62,196.73,261.61,244.54,L5
1997-02-03 09:30:40+00:00,238.60,196.73,267.38,240.53,L5
1997-02-19 09:30:58+00:00,238.60,197.31,267.38,240.53,L5
1997-03-16 09:26:11+00:00,236.94,195.86,267.14,238.86,L5
1997-04-01 09:26:46+00:00,238.40,197.14,264.90,240.32,L5
1997-05-03 09:27:54+00:00,237.15,200.01,264.95,239.06,L5
1998-01-30 09:35:46+00:00,239.96,197.86,255.62,241.85,L5
1998-03-10 09:42:39+00:00,231.56,198.70,268.12,233.38,L5
1998-03-19 09:36:37+00:00,234.30,196.24,264.81,236.14,L5
1998-05-13 09:43:08+00:00,235.40,195.59,264.75,237.25,L5
1998-10-29 09:38:50+00:00,241.64,195.53,255.56,243.54,L5
1998-11-21 09:45:10+00:00,245.33,195.75,246.77,247.26,L5
1998-12-23 09:45:11+00:00,245.33,186.57,246.77,247.26,L5
1999-04-07 09:38:38+00:00,245.24,189.90,250.93,247.13,L5
1999-04-23 09:38:41+00:00,244.85,190.44,253.79,246.74,L5
1999-08-05 09:52:52+00:00,244.03,201.68,255.70,245.70,L7
1999-08-12 09:59:01+00:00,243.87,205.53,255.01,245.43,L7
1999-08-21 09:52:49+00:00,243.68,209.05,254.54,245.19,L7
1999-08-28 09:58:41+00:00,242.86,209.36,256.81,244.87,L7
1999-09-06 09:52:52+00:00,243.15,209.30,256.17,245.05,L7
1999-09-13 09:58:59+00:00,243.12,209.63,255.94,244.94,L7
1999-09-22 09:52:53+00:00,243.46,209.44,255.62,245.21,L7
1999-09-29 09:59:09+00:00,243.32,209.57,257.05,245.04,L7
1999-10-31 09:58:37+00:00,242.57,212.82,256.06,244.21,L7
1999-11-09 09:52:52+00:00,241.06,212.87,255.79,242.66,L7
1999-11-16 09:59:01+00:00,239.81,211.25,255.79,242.71,L7
1999-11-25 09:52:43+00:00,238.74,211.13,255.79,241.52,L7
1999-12-02 09:58:56+00:00,238.97,209.93,256.98,241.67,L7
1999-12-03 09:35:05+00:00,239.20,208.43,257.59,241.84,L5
1999-12-11 09:52:53+00:00,239.35,208.96,257.52,241.95,L7
1999-12-18 09:58:40+00:00,239.52,209.20,257.41,242.05,L7
2000-01-03 09:58:57+00:00,239.28,209.42,257.12,242.12,L7
2000-01-27 09:40:13+00:00,239.58,208.68,257.69,242.36,L5
2000-02-13 09:52:41+00:00,239.26,207.76,258.47,242.16,L7
2000-02-20 09:58:23+00:00,238.48,206.95,257.80,241.38,L7
2000-03-07 09:58:18+00:00,238.36,206.50,257.05,241.15,L7
