,dates,nzd0419-0000,nzd0419-0001,nzd0419-0002,nzd0419-0003,nzd0419-0004,nzd0419-0005,nzd0419-0006,nzd0419-0007,nzd0419-0008,nzd0419-0009,nzd0419-0010,nzd0419-0011,nzd0419-0012,nzd0419-0013,nzd0419-0014,nzd0419-0015,nzd0419-0016,nzd0419-0017,nzd0419-0018,nzd0419-0019,nzd0419-0020,nzd0419-0021,nzd0419-0022,nzd0419-0023,nzd0419-0024,nzd0419-0025,nzd0419-0026,nzd0419-0027,nzd0419-0028,nzd0419-0029,nzd0419-0030,nzd0419-0031,nzd0419-0032,nzd0419-0033,nzd0419-0034,nzd0419-0035,nzd0419-0036,nzd0419-0037,nzd0419-0038,nzd0419-0039,nzd0419-0040,nzd0419-0041,nzd0419-0042
0,1999-11-05 22:12:52+00:00,,,101.84567252681391,144.57294326333215,165.61027320875206,,182.07386900511352,158.700744984272,152.58594623031385,,151.01366824065323,136.02324718940767,131.12880784478062,,127.38771008281802,125.553772279031,120.4531665793709,109.75292590629947,107.85205020766715,106.66679381184335,114.57742930154228,122.18161614399466,131.19485792376034,,223.86061595134808,212.9092705529377,217.0553041502135,217.1046851599875,217.15183132998473,223.8291907900253,219.93751528916775,207.48237799797,196.03568244279748,164.84021068536688,,,,,,,,,
1,1999-11-21 22:12:47+00:00,,,108.05308634115976,144.6419437741889,188.9643624900761,,182.39234822333472,174.97772039943337,167.57229735498672,,154.56666009360842,133.9110113985504,116.68901218724804,,126.90420540810636,124.64257645875576,116.82979250311823,115.9555211346051,114.10518847591733,115.02706043415444,122.97577977953593,132.5423681611394,145.0078253309465,,,223.8222700245201,224.95026482786653,226.52813567519985,221.25889862474133,221.0353464479635,213.18920895757412,199.27623463896194,191.2483322401327,177.7782132839531,153.3826355417973,,,,,,,,
2,1999-12-07 22:12:53+00:00,,,131.9885819843988,148.4445683703804,199.68017662518776,,199.057923366964,176.96111309700186,162.18338847463258,,152.22818505816085,126.82833842955075,110.98559972528295,,113.24104173328847,118.74035527320785,125.33894378608892,116.19197844727472,109.04733129723172,111.14956887997732,116.77754919831345,133.4862494480143,140.70971876828207,124.80548353118161,,228.34358746738909,220.22181622126084,222.16121131994845,222.02546780184542,226.58328577947523,220.8810803013325,213.13241994407895,197.23028488953773,189.2386555651991,176.57316551745726,137.61872459008333,,,,,83.96937508366528,85.30871102113801,97.99328079065617
3,2000-04-13 22:12:18+00:00,,,162.72246902607276,146.8918365208551,188.72227309198843,,,218.6768162336699,195.56366900876498,,168.24960492844758,155.6729324314639,133.24557152642913,,156.37263741349102,154.97879538756726,148.7449323822594,136.78973199042662,124.6369149119277,119.57343602759575,128.16318342734007,,,134.71974130658668,,,,,223.11848374532883,222.13327249206264,214.84527703411555,210.72414221768804,208.22882423345663,192.16866733189207,192.04444787850042,198.16593517241563,210.75510448049977,,,,66.15573912268574,95.7755607992247,111.94523646128054
4,2000-05-15 22:12:06+00:00,,,,,,,,213.75117566264248,,,,187.51707665303093,,,,,226.61887377492587,,,,,,,,,,,,,,,,,,,151.9752196149274,,,,,,,
5,2000-05-31 22:11:54+00:00,,,,,,,,,,199.38588985128058,,140.4016223325947,99.78159743930875,,97.36273060929008,104.80097636402894,93.83141366320018,83.78885497521948,72.69125473976644,73.03388241522686,81.72262594851625,,,154.20299099617964,,,,,,,,,,,,,,,,,,,
6,2000-08-03 22:11:07+00:00,,,,,,,,,,,184.6268135838012,179.63629397784243,174.82740077096003,,170.25295373883617,170.64250780747278,166.4018936231764,160.3226921751102,148.0454759241575,,,,,,,,,,,,,,,,,,,,,,,,
7,2000-08-19 22:11:01+00:00,,,,,,,,,,,,181.28726514821977,186.11264144104,,162.29531118733723,156.38387178929946,154.33444127914981,151.33839232594275,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000-11-07 22:10:17+00:00,152.42699344020377,,179.1696453706101,187.2369803874999,186.6481290143928,,170.11610486666882,165.72225011652696,159.2153663346547,,154.9942058538274,144.68796672044357,143.76077818063368,,146.22417749332695,137.15778543539142,138.55139549708343,138.02012659218522,130.82726364610258,130.0272327147146,135.57257925033093,137.75562363760852,142.0741146360885,,222.86052949586798,217.91241798004796,217.00233956272083,223.35207341917277,,,,,,,215.2538976302846,197.01258996989318,187.678677556507,165.84425610572328,157.15592500788742,146.21669574951338,137.78600558362018,136.2071870401639,150.059644949293
9,2001-01-10 22:10:27+00:00,,,166.62679742105806,181.18404656802412,166.46450307579363,,158.75231651045067,165.97948596449305,163.9999166478395,,160.22834011386414,142.8305419644585,133.8836657140906,,136.10853772254313,130.03328084883518,127.92765833219718,132.57238610685508,126.37471037626109,132.0898464256163,139.50210830437098,135.85150949412187,138.09472956040167,115.36318733135022,220.15785984238556,218.93539243063137,220.69126782648652,219.3717081839081,,,,,,,231.08605109894373,226.49840719830755,209.55922225867195,162.5562795494439,162.98208057478172,164.05266656830582,161.38152593950664,159.70627235233644,161.63879389412608
10,2001-01-26 22:10:30+00:00,,,165.73611546966947,172.85254579345406,186.48703637524096,,144.82814533259648,150.63664427283328,140.37436738797334,209.1795984887167,142.3768096974197,125.58330751882127,110.93765957738972,,119.52708722134449,117.03953485527876,112.89697223850571,113.3428116163748,114.92541607269565,115.99958455062419,118.26819006790434,130.23651916585118,134.87459504494956,116.40068824080403,219.7777762872803,207.61669587622177,211.35357978608616,216.2661264827019,222.06192845502068,229.9830807084699,220.0241242143705,220.1269311721623,223.49198670089746,215.75275173138763,217.4344154758204,218.27248512663033,205.58569392374045,189.79178976648345,176.18338225733157,160.7196904083795,161.15816387761188,163.70870487465425,161.28060796964593
11,2001-02-27 22:10:18+00:00,,,228.63135389356393,233.01317938468824,234.45540454559068,,,,184.25700557511564,,181.69702133433532,165.44096091562596,134.66640848442702,,132.15815065454245,137.0320152164425,139.8589820971721,146.08872410980885,145.47716396508568,148.55319181779254,158.03868049336413,165.17218960349496,164.4155775688512,141.41517992568703,,,,,,,,,,,,,,,226.6514088372342,219.96918751930232,203.30901379275974,188.41831517642882,186.3357090109665
12,2001-03-15 22:10:15+00:00,,,215.1033876721459,228.4338769892578,239.59656605497128,,,,,,173.5340078081003,158.6490878679034,125.18151413928891,,124.84265409464003,129.69357808407514,134.2739466345098,133.62530818844124,139.73872207017982,148.10320126778208,162.4153113398349,162.5750965839809,164.2570619081195,143.15115298589475,,,,,,,,,,,222.85197870677558,220.27597663776075,227.90091930844136,,226.3319022704936,223.31462215874092,225.33384637252183,218.63023445812408,200.18884514696066
13,2001-03-31 22:10:07+00:00,177.30184851677416,,203.4021806505081,,,,,,230.47471637009016,,189.57151483628002,175.72208323055878,143.78455561866363,,138.9743410064978,140.31168441432658,140.7008947886915,138.31283226684894,140.89118042625918,146.53672183216338,162.83454835534621,,,,,,,,,,,,,,,,,,224.50321410997455,224.13914956989123,219.49580145276624,219.91838695343512,209.78785750018272
14,2001-05-02 22:10:03+00:00,,,,177.33879713169853,175.8394992187459,,210.79475140798135,202.9337675772519,191.24660637675441,,179.97950722278583,168.9985798910929,,,135.57670993860103,132.94748776194393,117.2133382338555,113.69112844776996,112.45687867063694,,,,,,,,,,,,,,,,,,,,,,,,
15,2001-06-03 22:09:40+00:00,,172.84872731036268,,,,,,192.4584790060079,178.15453279431745,,171.44906784452397,173.869680156891,144.81189401242784,,141.18842102668327,138.27207879641568,133.8177035112845,123.15187913670114,120.98529045330022,,,,,,,222.9519648175874,222.3260429522384,223.4931754999792,,,225.83971754944383,217.44670526537683,212.82424730554973,215.9891498196773,208.94624296832475,,,,,,,188.26777287108914,188.60362401482269
16,2001-07-05 22:09:21+00:00,,143.18621591948136,,,,,,,,203.56220627906646,,,,,,,,,,,,,164.22598679485924,,,,191.81109877847493,199.30391112027675,197.73884022165896,207.11818645953835,185.0623165108276,197.3701705316385,194.65078673333883,195.84668536647203,181.96442188458718,175.20267208352297,181.49994849024657,175.39376497859914,187.35658241530376,,197.17474416738267,179.7182044150635,177.39091103178703
17,2001-09-07 22:08:34+00:00,154.35119717065632,,152.3064553487388,152.0048094795594,150.84194719958109,,170.53954480849052,173.46667750675846,161.8368813878965,,170.87283920103397,155.93205673597737,141.97072819171552,,140.79410029242132,136.4107975191115,135.96681809974788,130.51249973331338,127.84612283305181,131.22373894134074,138.1015269212331,146.2240137309757,162.48885473368682,145.4826932224004,,,,,,235.20752715442512,226.13931264363498,220.30017646603477,219.0337541638384,209.0852623207009,210.61096927486543,211.73285457203912,215.19343873286843,221.59392457984382,219.4389168551254,206.57248196220075,202.05419593540603,205.4718546667694,205.91786020507365
