dates,nzd0028-0000,nzd0028-0001,nzd0028-0002,nzd0028-0003,nzd0028-0004,nzd0028-0005,nzd0028-0006,nzd0028-0007,nzd0028-0008,nzd0028-0009,nzd0028-0010,nzd0028-0011,nzd0028-0012,nzd0028-0013,nzd0028-0014,nzd0028-0015,nzd0028-0016,nzd0028-0017,nzd0028-0018,nzd0028-0019,nzd0028-0020,nzd0028-0021,nzd0028-0022,nzd0028-0023,nzd0028-0024,nzd0028-0025,nzd0028-0026,nzd0028-0027,nzd0028-0028,nzd0028-0029,nzd0028-0030,nzd0028-0031,nzd0028-0032,nzd0028-0033,nzd0028-0034,nzd0028-0035,nzd0028-0036,nzd0028-0037,satname
1999-10-04 22:10:38+00:00,373.28,394.18,395.85,407.49,407.59,410.37,422.13,419.26,421.46,413.02,406.86,413.00,410.63,410.11,403.14,408.45,396.07,407.51,410.03,413.21,408.57,414.05,412.00,422.45,416.25,410.05,408.93,408.85,408.31,411.75,412.96,414.87,419.88,424.63,415.81,408.19,402.76,411.68,L7
1999-12-07 22:10:30+00:00,378.55,392.66,397.94,408.45,407.51,406.50,415.62,419.76,418.72,412.55,410.86,414.71,412.38,412.81,405.24,412.35,399.39,410.41,410.47,412.51,410.62,416.27,415.34,424.04,419.49,415.32,411.55,412.17,412.79,417.46,414.34,417.15,423.38,429.85,418.72,412.29,406.66,410.00,L7
2000-02-09 22:10:19+00:00,383.88,396.04,402.23,414.07,414.09,413.39,421.53,424.97,424.03,420.99,421.94,423.96,420.80,418.89,413.18,418.51,412.34,417.94,420.66,417.54,417.48,419.41,421.66,426.27,423.12,418.21,418.47,416.17,417.23,421.66,420.41,422.00,431.41,434.92,426.42,417.12,409.94,411.06,L7
2000-03-28 22:10:07+00:00,387.08,399.18,404.95,415.75,416.15,414.70,423.61,426.32,425.80,423.56,424.59,424.69,422.68,419.20,414.62,418.94,414.12,418.66,420.94,418.40,418.32,420.25,422.31,425.79,423.53,420.56,419.66,415.72,416.93,421.82,420.75,421.51,431.36,433.96,426.66,416.66,412.05,414.43,L7
2000-04-29 22:09:53+00:00,395.39,404.92,411.12,422.40,421.73,418.98,428.00,431.12,429.73,427.99,431.60,429.07,427.55,423.03,420.88,423.89,421.26,422.36,424.48,421.54,422.22,424.65,425.75,426.91,427.42,424.99,422.69,418.59,421.29,424.48,422.82,424.06,433.54,436.21,431.35,419.40,418.12,419.24,L7
2000-05-15 22:09:42+00:00,395.65,405.54,409.96,421.13,419.49,417.54,426.49,430.07,428.75,427.73,429.95,427.36,425.22,421.05,417.81,421.08,418.29,418.63,421.21,420.12,420.27,422.67,423.13,426.09,425.62,423.37,420.62,417.45,420.30,423.96,421.42,422.91,431.88,434.45,429.44,417.99,416.17,419.19,L7
2000-06-16 22:09:26+00:00,396.17,407.38,409.66,422.02,419.91,419.09,429.09,431.07,429.48,429.93,431.19,428.56,426.94,421.62,419.00,421.11,420.03,417.31,420.21,419.66,421.42,421.74,421.37,422.85,424.66,421.41,419.74,415.46,418.73,421.70,422.25,422.28,431.23,433.55,428.35,415.99,417.57,421.91,L7
2000-08-03 22:08:44+00:00,394.96,406.49,408.82,419.62,417.09,416.97,429.02,430.78,428.78,428.56,428.75,426.32,423.96,418.38,417.16,417.79,413.26,413.35,418.28,417.36,420.22,419.94,420.48,421.13,424.03,421.27,420.96,414.33,418.56,421.67,423.62,421.81,430.23,432.81,426.40,413.84,416.36,419.26,L7
2000-08-19 22:08:38+00:00,392.47,404.73,404.01,415.20,411.82,411.77,424.95,427.88,425.99,424.69,423.44,421.45,418.72,413.98,411.68,412.17,402.75,404.60,410.47,412.97,414.88,415.81,416.00,416.25,420.34,418.63,416.57,409.75,415.13,418.15,418.59,417.33,424.69,428.62,421.45,409.39,412.60,416.01,L7
2000-10-22 22:07:50+00:00,393.82,407.15,405.91,417.59,413.23,413.43,426.21,428.85,426.24,423.56,423.12,421.60,416.80,414.76,412.96,412.17,401.90,404.29,410.53,412.74,414.12,416.02,415.45,416.22,419.89,417.71,415.10,409.47,415.12,417.54,417.55,418.41,423.69,428.98,420.87,408.88,410.98,415.36,L7
2001-01-26 22:08:07+00:00,396.40,410.93,408.42,418.85,415.10,414.59,427.25,430.91,428.24,426.44,426.08,424.47,417.18,415.58,416.19,412.14,401.35,406.09,409.10,412.11,410.93,411.71,416.13,415.03,418.85,416.93,415.82,406.01,413.06,416.36,416.11,416.93,421.55,427.43,417.55,405.12,406.49,408.96,L7
