dates,nzd0028-0000,nzd0028-0001,nzd0028-0002,nzd0028-0003,nzd0028-0004,nzd0028-0005,nzd0028-0006,nzd0028-0007,nzd0028-0008,nzd0028-0009,nzd0028-0010,nzd0028-0011,nzd0028-0012,nzd0028-0013,nzd0028-0014,nzd0028-0015,nzd0028-0016,nzd0028-0017,nzd0028-0018,nzd0028-0019,nzd0028-0020,nzd0028-0021,nzd0028-0022,nzd0028-0023,nzd0028-0024,nzd0028-0025,nzd0028-0026,nzd0028-0027,nzd0028-0028,nzd0028-0029,nzd0028-0030,nzd0028-0031,nzd0028-0032,nzd0028-0033,nzd0028-0034,nzd0028-0035,nzd0028-0036,nzd0028-0037,satname
1999-10-04 22:10:38+00:00,373.28,394.18,395.85,407.49,407.59,410.37,422.13,419.26,421.46,413.02,406.86,413.00,410.63,410.11,403.14,408.45,396.07,407.51,410.03,413.21,408.57,414.05,412.00,422.45,416.25,410.05,408.93,408.85,408.31,411.75,412.96,414.87,419.88,424.63,415.81,408.19,402.76,411.68,L7
1999-12-07 22:10:30+00:00,383.83,391.14,400.02,409.41,407.44,402.64,409.11,420.27,415.98,412.08,414.86,416.41,414.13,415.50,407.33,416.24,402.72,413.31,410.91,411.82,412.68,418.49,418.68,425.63,422.72,420.59,414.17,415.49,417.27,423.16,415.72,419.43,426.88,435.06,421.63,416.40,410.57,408.32,L7
2000-02-09 22:10:19+00:00,394.52,402.80,410.82,425.32,427.23,427.16,433.36,435.39,434.65,437.87,444.11,442.46,437.65,431.05,429.07,430.85,438.24,433.01,441.05,427.59,431.19,425.70,434.29,430.72,430.38,424.00,432.31,424.16,426.11,430.07,432.54,431.70,447.48,445.08,441.82,426.77,416.50,413.17,L7
2000-03-28 22:10:07+00:00,396.68,408.61,413.12,420.80,422.33,418.62,429.84,430.36,431.12,431.26,432.53,426.87,428.30,420.14,418.95,420.24,419.47,420.83,421.79,420.97,420.83,422.77,424.29,424.35,424.77,427.61,423.23,414.36,416.01,422.31,421.76,420.04,431.21,431.07,427.39,415.29,418.36,424.54,L7
2000-04-29 22:09:53+00:00,406.53,417.14,420.53,434.08,429.93,427.49,439.69,438.47,437.17,430.76,434.92,430.55,430.11,425.42,428.17,428.25,424.61,422.28,424.17,425.77,424.17,431.65,425.75,426.94,431.81,427.77,421.05,420.34,425.78,422.37,421.25,425.07,428.60,433.61,434.57,419.14,427.05,430.93,L7
2000-05-15 22:09:42+00:00,396.70,408.03,405.30,416.05,410.51,411.80,420.46,425.85,424.81,426.70,423.32,420.52,415.89,413.12,405.54,409.81,406.39,403.70,408.14,414.45,412.49,414.74,412.64,422.83,418.41,416.88,412.33,412.91,416.31,421.89,415.83,418.30,425.23,427.42,421.80,412.33,408.36,419.01,L7
2000-06-16 22:09:26+00:00,386.42,400.30,398.52,413.84,409.53,410.40,422.11,425.26,419.63,423.06,421.07,422.41,422.77,418.35,413.25,416.42,411.44,406.71,405.89,409.51,418.43,413.85,409.90,409.40,417.92,410.79,409.77,405.55,409.46,411.88,419.87,416.30,423.65,430.55,416.19,406.43,,,L7
2000-08-03 22:08:44+00:00,388.93,402.05,404.65,407.62,402.98,406.38,428.67,429.35,425.27,421.68,416.58,415.09,409.02,402.17,407.99,401.17,379.39,393.55,408.65,405.85,414.22,410.93,416.00,412.52,420.89,420.55,427.05,408.68,417.66,421.53,430.49,419.46,425.20,429.12,416.65,403.07,411.52,408.67,L7
2000-08-19 22:08:38+00:00,379.54,392.25,381.95,398.80,395.67,395.93,408.94,418.01,417.93,414.68,412.20,413.25,406.21,404.67,396.18,397.13,375.17,380.55,394.16,401.25,399.12,400.95,407.44,401.47,408.26,408.17,405.99,396.64,405.57,408.94,402.35,404.82,414.22,419.98,412.13,400.11,397.71,396.88,L7
2000-10-22 22:07:50+00:00,404.80,423.16,424.51,435.13,430.75,428.58,437.39,436.13,432.66,424.45,430.65,427.79,416.81,424.80,426.62,420.24,414.39,418.92,422.16,419.62,416.27,424.01,420.97,424.19,422.04,422.08,414.41,412.72,415.94,418.62,415.49,426.52,425.24,433.20,423.87,412.18,410.24,421.33,L7
2001-01-26 22:08:07+00:00,412.35,426.24,422.57,433.83,431.01,427.46,434.00,440.15,437.10,444.93,444.89,441.75,436.68,430.68,433.97,430.03,436.45,431.34,411.44,421.71,414.12,410.94,420.12,421.95,424.20,,,,,,,,,,,,,,L7
2001-06-03 22:07:16+00:00,401.52,406.85,404.32,420.70,412.00,416.31,419.21,424.84,417.76,422.52,422.73,415.32,414.93,408.17,405.25,414.86,406.63,410.40,395.93,399.70,415.47,415.40,410.12,418.56,417.20,414.33,409.27,410.63,407.96,413.58,415.64,415.70,423.88,428.82,417.96,409.68,404.37,412.22,L7
2001-09-07 22:06:11+00:00,401.79,414.83,413.57,423.30,421.52,422.08,427.75,426.91,424.11,419.95,423.47,422.25,420.56,417.95,417.32,423.77,416.68,382.05,408.90,409.17,418.05,419.16,418.32,421.31,423.22,417.41,410.47,420.64,415.57,421.52,411.52,418.20,419.08,,,388.01,388.21,397.32,L7
2001-09-23 22:06:03+00:00,397.26,415.49,410.26,420.84,418.45,418.60,425.95,425.23,425.28,436.07,439.41,443.48,430.50,430.11,421.84,424.10,428.78,,431.90,426.84,425.54,429.30,431.42,427.78,429.41,430.12,426.51,417.11,420.74,430.38,425.29,428.30,436.16,434.38,422.54,415.65,413.41,415.32,L7
2001-12-12 22:06:14+00:00,384.87,401.96,400.96,414.86,412.24,408.75,420.15,420.30,418.51,415.17,421.91,416.45,,,,,,,,,410.29,413.53,411.96,411.80,415.59,404.84,,,,,,,,,,,,,L7
2002-01-29 22:06:21+00:00,393.37,402.45,408.95,414.88,414.96,406.71,417.20,418.15,419.64,420.74,420.27,418.45,422.35,409.60,411.28,413.47,392.07,363.57,,405.76,410.64,409.93,412.45,403.69,408.30,414.33,409.72,400.07,406.38,411.73,406.84,413.38,421.71,419.99,410.54,398.75,402.08,402.94,L7
2002-04-03 22:06:21+00:00,410.13,423.54,428.20,439.65,430.01,430.73,433.41,440.78,441.26,437.15,435.59,433.93,428.57,424.87,420.43,430.63,427.62,,428.63,426.10,428.89,435.79,434.81,427.27,424.65,422.80,425.93,418.52,419.10,430.21,424.91,426.68,435.31,434.76,425.19,418.87,415.91,427.12,L7
2002-07-24 22:05:50+00:00,380.41,395.26,397.33,408.83,400.36,400.66,410.01,419.86,417.51,,,,409.97,400.23,402.62,408.91,397.47,376.98,,,,,,,,,,,,,,400.17,409.52,,,,,,L7
2002-10-28 22:05:22+00:00,399.75,416.30,422.14,438.70,426.68,436.05,433.90,438.53,438.27,435.07,432.31,434.08,433.63,426.90,424.07,426.31,427.25,424.01,416.64,423.30,423.30,429.72,430.90,426.95,426.90,423.06,425.00,419.76,417.31,429.81,426.97,436.55,438.39,445.06,439.83,418.95,417.74,428.95,L7
2002-11-13 22:05:30+00:00,408.83,425.34,427.06,439.57,437.06,438.86,443.79,444.03,441.86,442.15,445.08,443.42,437.11,436.50,432.77,432.04,434.23,424.42,422.88,430.62,426.21,429.57,427.12,430.94,439.58,428.26,422.19,424.44,424.35,424.45,428.15,431.77,429.96,438.14,432.00,418.39,426.94,435.72,L7
2003-01-16 22:06:02+00:00,406.93,415.37,419.77,425.11,428.14,423.85,436.69,433.69,435.49,426.58,429.24,,,,,,,,,,,,,,420.81,417.73,415.19,413.95,411.49,414.59,416.83,417.50,420.83,431.24,423.87,416.84,413.50,425.71,L7
