dates,satname,nzd0028-0000,nzd0028-0001,nzd0028-0002,nzd0028-0003,nzd0028-0004,nzd0028-0005,nzd0028-0006,nzd0028-0007,nzd0028-0008,nzd0028-0009,nzd0028-0010,nzd0028-0011,nzd0028-0012,nzd0028-0013,nzd0028-0014,nzd0028-0015,nzd0028-0016,nzd0028-0017,nzd0028-0018,nzd0028-0019,nzd0028-0020,nzd0028-0021,nzd0028-0022,nzd0028-0023,nzd0028-0024,nzd0028-0025,nzd0028-0026,nzd0028-0027,nzd0028-0028,nzd0028-0029,nzd0028-0030,nzd0028-0031,nzd0028-0032,nzd0028-0033,nzd0028-0034,nzd0028-0035,nzd0028-0036,nzd0028-0037
1999-10-04 22:10:38+00:00,L7,383.95,406.49,408.16,419.80,419.90,422.68,432.80,430.69,432.89,426.35,419.17,426.33,423.96,422.42,416.47,423.00,412.07,425.29,426.03,424.64,419.24,421.01,423.43,427.78,422.65,420.72,422.26,416.85,417.72,424.06,423.63,425.54,433.21,434.63,424.23,417.08,412.17,418.64
1999-12-07 22:10:30+00:00,L7,378.63,385.14,394.02,403.41,401.44,396.64,403.91,414.70,410.41,405.58,408.86,409.91,407.63,409.50,400.83,409.15,394.92,404.64,403.11,406.25,407.48,415.10,413.11,423.03,419.60,415.39,407.67,411.59,412.68,417.16,410.52,414.23,420.38,430.19,417.52,412.07,405.98,404.93
2000-02-09 22:10:19+00:00,L7,382.65,389.11,397.13,411.63,413.54,413.47,421.49,422.68,421.94,423.04,430.42,427.63,422.82,417.36,414.24,414.67,420.44,413.23,423.25,414.88,419.32,417.96,421.58,424.79,423.26,412.13,417.48,415.26,415.64,416.38,420.67,419.83,432.65,433.96,432.45,416.88,406.03,405.43
2000-03-28 22:10:07+00:00,L7,400.01,412.46,416.97,424.65,426.18,422.47,433.17,433.93,434.69,435.43,436.38,431.04,432.47,423.99,423.12,424.79,424.47,426.39,426.79,424.54,424.16,424.94,427.86,426.02,426.77,430.94,427.40,416.86,418.95,426.16,425.09,423.37,435.38,434.20,430.02,418.07,421.30,426.71
2000-04-29 22:09:53+00:00,L7,414.40,426.22,429.61,443.16,439.01,436.57,447.56,446.90,445.60,440.59,444.00,440.38,439.94,434.50,438.00,438.98,436.41,435.39,435.97,434.20,432.04,436.78,434.18,430.87,436.53,435.64,430.88,426.24,432.72,431.45,429.12,432.94,438.43,440.98,440.78,425.70,433.99,436.06
2000-05-15 22:09:42+00:00,L7,402.30,414.49,411.76,422.51,416.97,418.26,426.06,431.85,430.81,433.70,429.78,427.52,422.89,419.58,412.54,417.45,414.79,413.03,416.54,420.45,418.09,418.39,418.64,425.63,421.77,422.48,419.33,417.11,421.25,428.35,421.43,423.90,432.23,432.67,426.22,417.00,413.30,422.66
2000-06-16 22:09:26+00:00,L7,384.02,397.53,395.75,411.07,406.76,407.63,419.71,422.69,417.06,420.06,418.30,419.41,419.77,415.58,410.25,413.15,407.84,402.71,402.29,406.94,416.03,412.28,407.33,408.20,416.48,408.39,406.77,403.75,407.34,409.11,417.47,413.90,420.65,428.30,414.30,404.43,,
2000-08-03 22:08:44+00:00,L7,376.53,387.74,390.34,393.31,388.67,392.07,416.27,416.06,411.98,406.18,402.27,399.59,393.52,387.86,392.49,384.26,360.79,372.88,390.05,392.56,401.82,402.84,402.71,406.32,413.45,408.15,411.55,399.38,406.72,407.22,418.09,407.06,409.70,417.49,406.86,392.74,400.58,400.58
2000-08-19 22:08:38+00:00,L7,370.34,381.63,371.33,388.18,385.05,385.31,399.74,408.15,408.07,403.18,401.58,401.75,394.71,394.05,384.68,384.58,361.37,365.22,380.36,391.39,389.92,394.95,397.58,396.87,402.74,398.97,394.49,389.74,397.45,398.32,393.15,395.62,402.72,411.35,404.87,392.44,389.59,390.88
2000-10-22 22:07:50+00:00,L7,415.47,435.47,436.82,447.44,443.06,440.89,448.06,447.56,444.09,437.78,442.96,441.12,430.14,437.11,439.95,434.79,430.39,436.70,438.16,431.05,426.94,430.97,432.40,429.52,428.44,432.75,427.74,420.72,425.35,430.93,426.16,437.19,438.57,443.20,432.29,421.07,419.65,428.29
2001-01-26 22:08:07+00:00,L7,400.48,412.55,408.88,420.14,417.32,413.77,422.13,427.44,424.39,430.10,431.20,426.92,421.85,416.99,419.14,413.85,418.65,411.56,393.64,409.00,402.25,403.20,407.41,416.02,417.08,,,,,,,,,,,,,
2001-06-03 22:07:16+00:00,L7,408.32,414.70,412.17,428.55,419.85,424.16,426.01,432.13,425.05,431.02,430.58,423.82,423.43,416.02,413.75,424.13,416.83,421.73,406.13,406.99,422.27,419.83,417.41,421.96,421.28,421.13,417.77,415.73,413.96,421.43,422.44,422.50,432.38,435.20,423.33,415.35,410.37,416.65
2001-09-07 22:06:11+00:00,L7,393.26,404.98,403.72,413.45,411.67,412.23,419.22,417.77,414.97,409.28,413.62,411.58,409.89,408.10,406.65,412.13,403.88,367.83,396.10,400.03,409.52,413.59,409.18,417.04,418.10,408.88,399.80,414.24,408.04,411.67,402.99,409.67,408.41,,,380.90,380.68,391.75
2001-09-23 22:06:03+00:00,L7,395.66,413.64,408.41,418.99,416.60,416.75,424.35,423.52,423.57,434.07,437.56,441.48,428.50,428.26,419.84,421.92,426.38,427.72,429.50,425.13,423.94,428.26,429.71,426.98,428.45,428.52,424.51,415.91,419.33,428.53,423.69,426.70,434.16,432.88,421.28,414.32,412.00,414.28
2001-12-12 22:06:14+00:00,L7,389.40,407.19,406.19,420.09,417.47,413.98,424.68,425.16,423.37,420.84,427.14,422.12,,,,,,,,,414.82,416.49,416.82,414.07,418.31,409.37,,,,,,,,,,,,
2002-01-29 22:06:21+00:00,L7,381.77,389.07,395.57,401.50,401.58,393.33,405.60,405.72,407.21,406.24,406.89,403.95,407.85,396.22,396.78,397.65,374.67,344.24,,393.33,399.04,402.36,400.02,397.89,401.34,402.73,395.22,391.37,396.14,398.35,395.24,401.78,407.21,409.11,401.38,389.08,391.84,395.37
