,dates,nzd0316-0000,nzd0316-0001,nzd0316-0002,nzd0316-0003,nzd0316-0004,nzd0316-0005,nzd0316-0006,nzd0316-0007,nzd0316-0008,nzd0316-0009,nzd0316-0010,nzd0316-0011,nzd0316-0012,nzd0316-0013,nzd0316-0014,nzd0316-0015,nzd0316-0016,nzd0316-0017,nzd0316-0018,nzd0316-0019,nzd0316-0020,nzd0316-0021,nzd0316-0022,nzd0316-0023,nzd0316-0024,nzd0316-0025,nzd0316-0026,nzd0316-0027,nzd0316-0028,nzd0316-0029,nzd0316-0030,nzd0316-0031,nzd0316-0032,nzd0316-0033,nzd0316-0034,nzd0316-0035,nzd0316-0036,nzd0316-0037,nzd0316-0038,nzd0316-0039,nzd0316-0040,nzd0316-0041,nzd0316-0042,nzd0316-0043,nzd0316-0044,nzd0316-0045,nzd0316-0046
0,1999-07-25 22:05:51+00:00,235.7939989247473,229.4201829952512,222.54652970346257,220.65060303281916,226.876540318897,210.792501187136,207.1549727520652,196.64440150199886,187.11508336929103,181.9841682378506,165.60765000834522,190.39068253395794,196.7122871058341,194.71731226999248,210.2523601214973,202.90948054354902,202.80070494793114,210.4150817659996,205.6814953510215,,217.26147052099674,,227.426163522603,226.69186887921467,213.64222066073864,211.88143535503494,204.7780709411184,198.97521065519945,199.85979961809377,203.02897953641724,209.66227035009283,205.79567303417616,213.07248903545604,220.37557037723676,218.3896138383603,208.51206730919958,213.01691886915793,215.79791833190603,218.02686639495707,207.52037980283262,210.14542317895197,202.61772772129484,196.43874196053292,183.2534008317323,209.0189655252094,,216.04212981489505
1,1999-08-26 22:05:56+00:00,267.1308207169215,260.2585635952152,249.64538324225722,245.40836725995715,237.38847929635622,232.3225308267962,230.0201271613635,223.9408454864466,219.92556148773622,203.27185146041677,191.99409322632425,218.93531383529756,224.47686451348238,222.80491632577318,230.81295503448695,227.95754905899358,226.57151792544983,233.19574573397622,221.73556473480227,230.11753047797598,238.66939294512088,251.4065068913862,244.8964131926112,242.02974053713123,232.4090842386233,228.6802335994042,222.13933872129584,220.5412487699996,221.15010820983346,227.43722085725287,232.7745550634979,232.9333921413696,235.8301775293942,236.36903316595757,234.1795623253918,227.3922098476511,228.86459584457108,228.61664545219008,235.05744612546664,,232.42850549189495,221.6317497129536,220.38917670176107,218.57148192540603,227.11267857015866,230.13017406511577,231.0254100708708
2,1999-09-27 22:06:00+00:00,257.4542737428616,,252.84901659008324,241.22980673654314,220.318874973967,208.22876830662943,214.10154552529815,215.90876816812306,215.1376572967398,202.68795024970942,189.6868868536291,202.04537258361083,208.64454245136605,214.33968588348978,219.6590368342086,215.32292271151292,223.4502998421131,229.8133264273887,221.56076697812313,223.74178075080937,227.91620588377353,245.1113792512618,239.6982956293762,234.69093729779325,220.43945483183123,216.9255316189547,216.34681779777543,220.9988534166123,220.82634304574873,227.28552507864893,227.55574377940198,227.0542808872517,228.68314891952488,229.2470047427566,234.54053817868348,227.38540681415668,228.2465339465882,,233.5013980713894,229.20047530616023,225.42628020904584,217.92296017095683,219.60016719888344,215.35747682832505,223.99817672532015,219.488529786922,221.79586926799672
3,1999-11-30 22:05:47+00:00,233.32085956837815,233.01682485728688,238.62348248812248,228.42235890152273,214.7415285322524,208.50524322681716,206.62341202587095,196.14599140423786,198.56755825611273,183.0310087311114,,213.47874738796884,202.4580590757792,201.01809377026208,220.48739873054086,222.19801393700786,209.39281564008138,227.18178055714526,210.91069969803564,223.70427917362846,214.94934749631375,245.56923204740772,,,,214.59972446426258,202.97969319273585,200.34808861283165,206.55678798206674,209.96800132960942,199.34837919672884,205.30527293863332,207.38130990494903,210.92957480242848,212.60385174700036,225.72795634910514,226.4204255900758,206.19494266845453,206.2189030200826,208.3687243295486,206.51533237981954,211.92281106173607,,,219.8381816159082,215.31362377465004,
4,1999-12-16 22:05:57+00:00,246.60698184095085,251.4622603021418,258.3512643234354,242.30273417229554,234.9950292253448,229.65880068370316,230.88916952752905,231.9627607081719,235.2789267531197,216.83428331876055,,228.54805951074474,223.8025184577855,224.0349278138656,252.48909308408275,225.14499106181674,231.19145183607733,241.76128479981523,237.3334737263914,247.5926334847928,,284.62112276392867,,,,245.19758567059858,228.25963550739198,222.3309337095768,228.54362224265776,231.74563867754847,238.3299968715819,230.4431996413294,,237.09540140017356,252.55508617114236,254.24144624665468,246.95281588474853,236.54969908792538,234.35348543872345,232.44316292936043,226.37424830755208,227.77041844382782,,,237.72529363341218,244.75489502633624,
5,2000-02-18 22:05:41+00:00,264.66445291333474,262.4085650948318,260.85275565347985,248.36117971505735,234.97328058671687,232.7125943828231,240.73711612146553,228.9414617831705,235.40538422101946,215.2735582570736,201.46445227547622,218.26689132015738,225.66330628124643,217.03963529689452,224.44564244780028,216.1096039371007,223.0193809779119,233.94263483575486,,,247.14887583943212,,,,238.04974019241266,,228.354424763565,228.81202618312122,,,,,248.16675213328503,225.3469235360088,,,225.7976882745528,234.56706961253533,237.18130055030312,245.17804031762785,239.81883329886847,222.47666361012594,,223.00209350075858,220.39905905762214,213.14426794529334,218.75732898132162
6,2000-03-05 22:05:36+00:00,245.51635287596469,246.45967641600134,231.5364903292575,230.27853273055217,209.47900116134826,,207.39480790469995,204.64598876655143,211.995333783177,196.07569205096394,186.72071526042475,208.67205239765752,206.63942258116057,204.39268461616814,212.11858624894734,206.37428826064863,210.20475917207222,220.33882432829606,212.9229009246867,220.31701562271533,218.1847069467081,248.29990295282914,237.88907066041898,238.10720358593673,224.41402510664022,222.1432922632033,215.94236077460502,213.8238876854915,201.71077821650172,206.10407986642647,207.15125941500867,216.19597228052044,223.54485025167375,234.7706765420639,236.1328362335855,229.1780106435899,225.89008459391067,225.85227753227142,231.28200060484323,231.43949289283367,220.29167618592558,214.890795838722,,216.4174718100104,222.76275473867466,218.1121152401952,222.58437115971591
7,2000-03-21 22:05:37+00:00,237.86275373140265,240.69556124750244,230.7321306628249,231.35115438213833,226.0555940919196,229.33103392422905,232.3180839030994,220.76997668107896,218.18858839354246,207.05269464832435,197.30066139620465,205.2451346774607,216.49280258940772,216.3637907582145,211.07787218629238,201.58137644634124,207.4267386302792,223.5706709245108,219.79574743336343,221.97602233241145,235.2951244011044,246.11895722618038,246.35221842142718,247.60961975916297,229.2856145361789,224.5444283646057,214.45997565561,215.0675964309045,213.4865331724284,220.71813994241373,216.8820641231695,220.37068088778005,229.42304057581973,235.16304657382005,235.1456547366762,233.52763973514908,221.5467130548094,216.04063671535684,220.46314608849804,220.2520878656992,221.88020088934692,206.97620367299206,,205.3705895548542,216.78182267037772,215.14633218783425,213.57706421231504
8,2000-05-08 22:05:09+00:00,242.79244146565398,217.63063285169247,225.32772321484575,231.80055073800324,214.54222570890423,220.3008207467888,222.9274823493553,221.18085041825137,216.3120060537557,197.03315234612526,196.34823134350958,,217.11913940595522,214.35069844392038,,,,220.4963087348139,208.2764437426592,,218.79971840581655,,222.52479716345175,220.55100497079752,209.58877808243938,214.29777623099298,219.13426029872483,212.88935249261647,205.56113908169274,207.36386284720595,215.97922535180425,214.7393185489347,227.51994581333312,225.39885060669928,229.0556653802003,215.70893165514377,206.87575380205112,201.482133835557,206.08519458079476,202.36569290604015,203.58397394367125,195.49799224464803,208.64754444882072,162.41807028951422,202.01074921384858,198.09103387825036,200.7418283679426
9,2000-05-24 22:04:58+00:00,252.6423975788338,232.64217358199912,222.98770243465825,231.533722985111,234.92772501390405,221.92606246577267,223.91739413938004,223.20112206542098,220.3011920572085,,,,222.8210358885186,224.557018078891,,,,,211.13702499909792,,218.62247180635305,,233.927385304703,236.2212006624989,237.9216247318138,234.77533639792026,233.65364371364703,226.90671098357646,213.86618589744216,218.53847779045805,216.7660611155512,229.0916944204759,240.90733224542564,229.8930935144715,234.40981598507716,232.14579249191598,229.6487439891848,211.3831380098924,208.67603695375803,206.52892645758206,214.33068551109193,218.37074585850357,231.7161563593053,,212.49831463390112,210.86467806687043,202.87560508469824
