dates,satname,sar1304-0000,sar1304-0001,sar1304-0002,sar1304-0003,sar1304-0004,sar1304-0005,sar1304-0006
1984-07-18 09:29:10+00:00,L5,204.19,260.03,261.80,246.20,220.85,202.89,204.16
1984-08-19 09:30:15+00:00,L5,198.66,255.90,246.51,237.66,219.95,202.84,198.60
1984-09-04 09:30:25+00:00,L5,197.05,251.91,228.95,232.05,217.57,189.30,196.26
1984-10-22 09:30:24+00:00,L5,195.14,255.00,246.12,246.87,221.54,209.90,195.06
1984-11-07 09:30:17+00:00,L5,196.81,246.10,261.14,232.15,218.66,200.62,196.74
1984-12-09 09:30:22+00:00,L5,190.80,262.36,260.70,249.59,218.71,188.57,191.37
1985-01-10 09:30:39+00:00,L5,254.16,330.28,201.86,344.76,188.91,154.26,253.19
1985-02-11 09:30:47+00:00,L5,194.49,247.92,229.47,216.07,209.66,190.75,194.41
1985-03-15 09:30:46+00:00,L5,194.31,257.53,246.41,237.22,215.63,188.68,193.03
1985-05-02 09:30:31+00:00,L5,195.02,256.33,247.31,232.87,215.35,189.60,194.20
1985-06-19 09:30:26+00:00,L5,194.90,248.52,225.43,216.30,206.73,182.66,194.29
1985-08-06 09:30:06+00:00,L5,196.89,236.34,224.77,207.27,206.30,184.69,196.18
1985-08-22 09:29:56+00:00,L5,201.45,259.73,246.69,234.17,219.56,203.12,200.92
1985-09-23 09:29:32+00:00,L5,199.41,252.66,244.51,235.09,218.45,203.93,199.27
1985-10-09 09:29:23+00:00,L5,191.31,251.56,260.95,236.18,216.74,200.64,191.21
1985-11-10 09:28:57+00:00,L5,200.30,252.71,230.39,235.39,219.01,205.04,199.09
1986-01-13 09:27:46+00:00,L5,178.11,253.68,280.15,245.49,213.52,170.90,177.28
1986-03-18 09:26:22+00:00,L5,198.24,257.18,245.81,233.09,215.14,203.29,196.97
1986-04-19 09:25:41+00:00,L5,193.34,247.46,244.29,220.18,225.55,200.39,193.34
1986-05-05 09:25:17+00:00,L5,189.84,242.32,245.59,225.24,221.10,186.73,189.73
1986-05-21 09:24:51+00:00,L5,199.04,252.19,227.98,228.69,218.08,188.36,198.86
1986-07-08 09:23:21+00:00,L5,197.27,247.16,225.00,228.39,215.05,188.84,196.33
1986-08-09 09:22:13+00:00,L5,197.58,251.79,245.53,237.27,218.96,201.51,197.52
1986-08-25 09:21:37+00:00,L5,200.33,253.40,242.14,232.23,219.69,202.29,199.07
1986-12-31 09:19:38+00:00,L5,186.68,251.05,244.43,236.90,213.85,187.66,185.34
1987-02-01 09:20:35+00:00,L5,72.05,250.25,230.60,222.62,215.52,281.64,73.47
1987-04-06 09:23:00+00:00,L5,202.27,250.27,244.92,241.22,228.76,206.95,202.23
1987-06-25 09:25:08+00:00,L5,200.77,254.61,245.83,238.24,225.42,202.27,200.49
1987-07-27 09:25:49+00:00,L5,192.64,249.25,219.15,230.42,217.81,204.47,192.55
1987-08-12 09:26:19+00:00,L5,189.20,236.61,221.37,232.28,220.61,186.20,190.29
1987-08-28 09:26:45+00:00,L5,182.47,242.75,242.78,234.61,219.62,187.21,182.32
1987-09-13 09:27:09+00:00,L5,198.96,252.31,244.85,236.47,224.47,202.34,198.38
1987-10-31 09:28:04+00:00,L5,198.52,255.48,228.07,237.04,222.00,207.75,198.46
1987-11-16 09:28:26+00:00,L5,196.40,257.44,245.59,240.03,213.17,203.19,195.12
1987-12-02 09:28:42+00:00,L5,192.31,255.40,245.04,240.36,212.80,200.54,192.21
1988-02-20 09:30:02+00:00,L5,199.19,253.30,242.67,233.48,205.12,203.09,197.93
1988-04-24 09:30:31+00:00,L5,204.33,248.84,225.98,229.71,222.72,202.81,204.30
1988-05-26 09:30:48+00:00,L5,197.51,252.58,244.16,234.80,222.23,185.97,197.44
1988-06-27 09:30:59+00:00,L5,197.75,252.16,226.72,234.56,224.24,204.22,197.68
1988-07-13 09:31:03+00:00,L5,204.24,255.41,242.35,236.08,218.36,204.19,204.05
1988-07-29 09:31:06+00:00,L5,184.71,247.65,218.35,227.99,211.70,188.06,184.57
1988-08-14 09:31:04+00:00,L5,191.25,243.87,227.88,107.68,82.71,85.29,191.15
1988-09-15 09:31:05+00:00,L5,195.28,258.86,244.81,235.25,201.84,187.08,193.99
1988-11-18 09:30:56+00:00,L5,193.39,256.23,245.45,238.75,217.38,200.80,193.23
1989-01-05 09:30:40+00:00,L5,190.86,258.76,246.11,235.10,203.60,187.70,189.55
1989-02-06 09:30:23+00:00,L5,169.70,220.03,220.21,247.18,227.96,202.16,168.54
1989-03-26 09:29:17+00:00,L5,196.07,261.55,280.29,238.18,213.20,203.47,196.00
1989-04-27 09:29:09+00:00,L5,196.93,232.30,228.59,229.79,223.91,188.61,196.86
1989-06-14 09:28:10+00:00,L5,203.61,247.63,229.23,234.08,224.37,201.87,203.58
1989-06-30 09:28:02+00:00,L5,200.78,251.52,227.43,232.92,209.99,203.04,199.52
1989-07-16 09:27:43+00:00,L5,216.64,255.89,227.42,235.36,213.09,207.42,215.47
1989-08-01 09:27:23+00:00,L5,208.41,238.98,225.28,228.42,222.03,206.60,209.61
1989-09-02 09:26:41+00:00,L5,189.61,250.09,246.80,234.66,208.62,183.59,188.92
1989-09-18 09:26:08+00:00,L5,197.19,249.59,225.35,230.74,220.19,206.92,197.13
1989-10-04 09:26:00+00:00,L5,178.76,212.84,255.42,288.98,208.58,187.64,179.64
1989-12-23 09:23:34+00:00,L5,193.25,255.95,260.71,230.93,228.71,187.67,192.71
1990-01-08 09:23:00+00:00,L5,187.33,260.07,242.27,222.07,195.81,183.07,186.00
1990-03-13 09:20:59+00:00,L5,203.93,250.88,220.71,233.53,221.23,205.80,203.90
1990-04-14 09:20:34+00:00,L5,203.05,248.27,227.08,234.80,213.98,202.54,202.76
1990-06-01 09:20:32+00:00,L5,193.03,250.55,242.15,241.25,215.94,201.40,192.94
1990-07-03 09:20:30+00:00,L5,193.58,240.73,261.71,242.17,229.32,191.80,194.71
1990-07-19 09:20:25+00:00,L5,173.90,250.56,242.81,224.72,204.46,188.43,173.21
1990-08-04 09:20:20+00:00,L5,200.05,241.95,246.23,243.88,227.70,202.93,200.08
1990-08-20 09:20:18+00:00,L5,204.51,253.45,246.63,239.03,222.66,202.40,204.49
1990-09-05 09:20:10+00:00,L5,198.72,248.89,247.55,242.04,221.60,202.16,198.66
1990-09-21 09:20:06+00:00,L5,194.14,252.49,247.78,235.35,221.53,188.23,193.93
1990-10-07 09:19:54+00:00,L5,195.01,242.68,244.69,243.69,229.81,201.59,195.81
1990-11-08 09:19:51+00:00,L5,195.07,248.86,228.49,228.99,213.83,188.72,194.47
1991-01-11 09:20:27+00:00,L5,193.30,265.00,246.54,229.16,219.85,207.13,192.00
1991-02-12 09:21:06+00:00,L5,184.17,301.81,261.71,239.52,213.74,189.29,183.86
1991-04-01 09:21:58+00:00,L5,192.99,239.91,218.71,214.01,215.45,203.99,191.69
1991-05-19 09:22:50+00:00,L5,196.19,233.09,227.98,232.71,231.19,204.97,197.33
1991-06-04 09:23:06+00:00,L5,204.09,247.24,225.73,225.11,212.01,203.04,204.06
1991-06-20 09:23:18+00:00,L5,194.47,245.81,262.48,247.95,235.39,201.60,195.60
1991-07-06 09:23:34+00:00,L5,191.25,246.73,262.98,232.77,217.10,201.71,191.55
1991-07-22 09:23:46+00:00,L5,195.89,247.13,245.83,232.08,222.49,187.13,195.81
1991-08-07 09:23:52+00:00,L5,202.96,237.88,244.60,236.87,237.95,202.02,204.14
1991-09-08 09:24:12+00:00,L5,200.14,246.50,244.55,238.69,227.58,203.01,200.09
1991-09-24 09:24:18+00:00,L5,201.23,249.97,244.40,240.70,225.81,204.59,200.47
1991-11-27 09:24:41+00:00,L5,197.61,251.83,245.50,227.80,220.10,192.69,197.55
1992-01-30 09:24:42+00:00,L5,197.84,248.35,242.15,223.97,212.21,206.59,197.78
1992-02-15 09:24:26+00:00,L5,187.40,250.63,262.82,233.59,218.05,203.84,187.80
