,dates,chi0321-0000,chi0321-0001,chi0321-0002,chi0321-0003,chi0321-0004,chi0321-0005,chi0321-0006,chi0321-0007,chi0321-0008,chi0321-0009,chi0321-0010,chi0321-0011,chi0321-0012,chi0321-0013,chi0321-0014,chi0321-0015,chi0321-0016,chi0321-0017,chi0321-0018,chi0321-0019,chi0321-0020,chi0321-0021,chi0321-0022,chi0321-0023,chi0321-0024,chi0321-0025,chi0321-0026,chi0321-0027,chi0321-0028,chi0321-0029,chi0321-0030,chi0321-0031,chi0321-0032,chi0321-0033,chi0321-0034,chi0321-0035,chi0321-0036,chi0321-0037,chi0321-0038,chi0321-0039,chi0321-0040,chi0321-0041,chi0321-0042,chi0321-0043,chi0321-0044,chi0321-0045,chi0321-0046,chi0321-0047,chi0321-0048,chi0321-0049,chi0321-0050,chi0321-0051,chi0321-0052,chi0321-0053,chi0321-0054,chi0321-0055,chi0321-0056,chi0321-0057,chi0321-0058,chi0321-0059,chi0321-0060,chi0321-0061,chi0321-0062,chi0321-0063,chi0321-0064,chi0321-0065,chi0321-0066,chi0321-0067,chi0321-0068,chi0321-0069,chi0321-0070,chi0321-0071,chi0321-0072,chi0321-0073,chi0321-0074,chi0321-0075,chi0321-0076,chi0321-0077,chi0321-0078,chi0321-0079,chi0321-0080,chi0321-0081,chi0321-0082,chi0321-0083,chi0321-0084,chi0321-0085,chi0321-0086,chi0321-0087,chi0321-0088,chi0321-0089,chi0321-0090,chi0321-0091,chi0321-0092,chi0321-0093,chi0321-0094,chi0321-0095,chi0321-0096,chi0321-0097,chi0321-0098,chi0321-0099,chi0321-0100,chi0321-0101,chi0321-0102
0,1985-01-25 14:04:03+00:00,253.5360492775324,246.60265299520265,265.7015078419591,268.74864753770055,275.85786956084263,277.04355297199413,260.2425150504519,231.39057908356946,231.90966776183814,243.5000731643787,224.58804289236573,230.79825489736407,241.34285233543773,229.36133708597296,238.157321683837,,,247.981856568081,,,,241.87549267542647,249.4220127451118,252.1296232061944,249.355321293484,246.2435179575503,240.18141238116,,264.93195747316565,280.0592606264735,254.34015348682394,246.0509907243799,245.51405687455315,242.02449851147844,249.65528917125633,252.73057334304605,254.51616252387407,251.38924955119523,,,192.30682213429833,,247.86274718799453,226.60790422889835,204.73386918821964,210.88977581124493,223.33216139453995,,230.17861201418333,,,235.4746064786811,234.83434055121728,224.02652320904957,222.2896324483895,215.31913336212517,219.58093633790637,219.32034888341622,218.18112305402573,217.0558347054448,210.13541459455342,206.44969648553058,202.78216960664508,199.62723114485502,195.61425387575756,199.8849503734231,203.0002915309357,200.66911735188688,193.2513513865605,202.26275159883278,197.78779476081488,202.1097280544344,192.534767496818,190.70299293002444,189.37089803218956,204.90235207194405,206.4940418055136,208.1031810224603,217.5269798302092,212.42127930986848,206.13351203863306,206.3080018503741,203.60309419599236,208.01748959907468,205.9955900745057,203.76181855394046,213.59533210221386,212.59649730177804,204.82423445759633,195.60391542486198,195.6757304435837,197.91814555741558,,203.4530004836433,201.99917594347335,207.41052402090037,207.618410711725,217.7985095551696,202.625447602209,205.10850766306467,221.61628202319972,241.16666270391764,
1,1986-01-28 14:00:46+00:00,242.7111404679842,252.95226128507383,251.40381692865643,253.9649116826205,252.80878191759868,251.2359586761931,228.13874485359295,206.96238623905222,197.4815617483442,210.64911458082145,206.63863385990052,215.19817839384817,206.59551965185386,205.2492020487867,219.27219459628304,220.18146609686448,209.0376196551638,212.38189453424886,210.30554069502446,212.09254516467126,205.22274989337797,218.62703580970424,211.69520190928827,212.16057381702205,212.95487962183626,209.27899330011832,204.6531403042887,200.82620672703166,225.70522060084312,246.84623543291482,231.52860176735115,230.75915188992184,219.78426367943314,221.9150510835406,220.10958032412535,219.21069616467403,224.74765020933225,228.33807719990463,200.60539470356932,161.41992543440475,153.93108666271903,178.15889737220448,208.14503066025406,204.5973054420599,176.03235262949116,181.97236884125658,188.99086930288172,188.1993772055979,190.42585786629212,183.10374844848826,188.1597083125912,201.46210955072698,199.07343072081468,199.78998163678978,207.76103717140924,193.19407908734766,199.1593372741075,198.89432728654842,193.63354682245705,186.65095405840287,191.6645340642967,177.57821656635952,170.5153662472082,166.3640130317004,187.18329614442743,185.2219433752201,177.01938805801748,176.31688036771465,182.12420004035283,183.8861581388203,185.40325553542527,182.28956082595025,175.84432036843083,170.62474039421434,181.19990452176708,184.4479340572122,190.24530099410822,186.26121757041034,192.118197671799,195.09625347267223,188.14156478377885,186.96206535833608,180.74821206704604,178.16897053828444,184.55081229696992,199.9673626785099,195.78996830796314,185.10410417235346,176.23467826653226,173.6686228211746,164.55780637641436,161.480381518989,159.15131457293433,175.1103210426205,179.5960900935567,183.50654584821996,181.0611104324512,192.04317269013814,177.84562052264926,185.7158972068777,197.99147993115255,210.51166048908766,
2,1986-02-04 14:06:47+00:00,264.2629563857695,262.2572006026155,271.7102953066289,273.0387923972022,272.8618379905395,261.8245546608213,261.53037817258496,233.94876760901255,,,227.22881983088746,226.4067390034821,230.4454628127146,222.38577623309416,232.4701577916789,228.45595082908332,228.5805804448303,238.16482557656605,229.94988865653625,229.8105624258093,228.5099594446403,217.5762219733107,216.62675177068905,218.58926719755058,211.6934937195875,220.65291280547854,218.07476666087717,210.59858156217746,245.98357695389313,279.2520435738752,259.7631926254828,259.21007330058694,243.04087668873393,242.32289273170085,232.4934202934786,235.29308995847433,242.789359405469,245.89569288758565,229.6159121924714,190.43005836557847,169.15170883666832,190.8169715036205,233.06585724261615,219.8914420568007,185.25853914552405,198.49951286497452,204.86745746992068,193.20921143125378,205.95260159801103,196.41586145928733,201.51199531789868,227.51228234883644,213.66932970322026,217.69675498107017,220.57469626066217,200.22222402610686,198.0637609229288,206.23994850052574,208.83090806635317,204.13669953861472,216.70003188170955,207.38067915595525,198.4313648357159,197.28600164308114,192.67787938408537,195.67038893179733,191.95894098324374,193.2883606248285,194.3389658918985,189.88634671129006,207.72243781481396,204.3740504758215,204.05092932413226,192.95144906600467,193.22724450076606,173.96788197058282,191.6776157906463,199.93825869782495,202.69091934310126,203.70366771403843,207.8099137433726,202.8600465499793,211.51582702821088,204.4941130635989,199.23932232168565,,,180.7931549247457,,,,,,,,,,,,,,,
3,1986-03-17 13:59:42+00:00,271.03671622484984,282.11297220684247,276.25758424382985,278.77810781356675,276.18214782605753,266.68422758992324,241.92515163066005,221.19059618998784,217.6688623399116,227.4664291516245,235.09244987457112,232.4540773800503,229.75171989573124,233.6475910679111,248.98855351617533,241.38091219675457,231.36769541030145,238.22407352738273,234.20678679079816,234.89357070198048,216.28192379366953,227.33017442275695,226.97804408959024,220.52187711157228,219.12915528527228,222.58143634992757,225.6667970337617,222.0868115844557,,280.3391418025982,256.31830784579876,248.05118870948655,237.9772022851277,232.01994245474827,238.66748622267855,241.9920412380848,245.81673375563025,236.59879494467813,223.93948114917612,203.29889302325296,193.45359361138716,210.17982240724643,201.39494176909955,217.38595280298352,217.3154989004416,208.3120357582565,210.35218801492766,220.1527935505641,203.7544377671715,196.988947872935,225.89530674416093,231.42281053706063,223.15295771924832,218.40545216085343,219.2892555614614,200.59727097400605,203.3334134290175,203.36661978992888,211.32886061723053,205.94641027450393,208.39454308913656,212.64221327343768,205.92797674689166,191.42582401295994,200.38775378278712,209.5148961338055,201.32287392712325,194.26942457726315,203.49922899809343,201.65791405272972,207.2051455929913,206.2076736992085,194.61008243282902,187.99770488081123,201.29466227125394,213.2581599285756,220.11111209896728,203.31741738452422,206.86678196736756,216.08439201229763,231.7620047996328,228.95508475609466,222.44462927053928,216.6776409872718,212.20322304574918,204.84834791144402,212.39244626532488,,,200.24237139042117,190.81355852420228,178.77529585843666,191.03994268200688,191.500601044306,185.2759039207305,188.55533487752405,188.11013445148103,206.08187912772377,196.63699307252523,199.81127082096035,212.00172879575612,234.5171572041428,385.0151316865499
4,1986-04-02 13:59:23+00:00,278.5326200985602,282.6387910965232,280.87693976343405,270.3159075985582,270.25750238227806,252.33346334930008,242.75124097333048,237.3258929189904,232.80436361372682,240.5258765978939,234.4390676188927,226.08203584943237,229.05528215916266,235.50028210965164,248.3602659796124,240.5642860134117,244.81374571586394,242.38357630478055,236.1839811598711,234.00844135284797,229.35246109264088,233.7657900445654,227.85744314991817,213.1215385122721,212.67464222991595,215.94104516315303,217.36448522907617,227.07918208280864,275.1339681653667,293.49644903577064,267.78512990188847,257.27347946160927,245.9084484495758,232.61249583369303,220.989043135494,240.98734464871208,253.20792263924758,236.36615509175883,230.62218479926685,217.94678325750903,204.77972377689474,210.8773634665373,205.06169098295973,210.82386500283002,229.34485568235036,222.4433389948182,189.0783253566297,207.33634267881584,223.0435524057163,208.59512359461968,204.03720478456316,224.70331101932194,227.4336705184308,218.0200400962251,213.70453132791317,201.36756910540797,194.62728650966739,196.0885825410321,200.63801019354372,208.63697010793308,218.33687723383275,217.62685959981835,209.79035081168297,213.03664449431335,202.66159152786958,197.34119645871354,200.26727585733497,202.02988540160538,198.74037786220921,204.34270732627348,207.3047947959638,202.91550708263395,204.4233141537987,208.6157853017387,202.27509990662085,190.68628762596745,197.70634984104385,202.13763736406707,201.65968072265107,204.3362589080465,224.76269503700664,224.0433556450687,223.8913657623164,219.22449446736712,205.92707432741227,199.98067868307064,191.14750113410184,200.7827483598162,196.59443378010644,189.06574987625356,181.4005779157892,187.84262173856496,202.39852800215698,208.6347616240648,205.15669447339334,204.02990075633107,198.48634643042698,204.17241213742648,184.2306959639406,202.340997500755,215.3133893114647,234.03649198713308,369.6480774977787
5,1986-06-05 13:57:43+00:00,245.48641889819416,230.87278806459707,215.93523680761743,215.28835229700013,209.7673429337023,205.7764741015879,200.57700350570235,198.06900098409892,183.73791314813033,184.26444796911187,173.4198236082238,187.8800082658572,184.51513528661275,182.94374955697842,190.7061868611919,191.6178337440018,194.37107045607075,,,,210.31378303994796,212.44029419411888,205.14496960315233,207.59420465242204,198.32636685154037,198.3247678534542,203.08771303405769,205.62667450799088,226.24259598981817,228.96872205868883,220.76328251324242,213.1665609010862,206.60125629147132,205.5809011694756,196.71569537022316,187.83464304187913,,176.08014638304064,178.7043685763596,174.917754576259,178.95173196425006,177.4739611890404,179.99001964444858,182.2548676620278,182.5994823710277,180.34529605571663,185.90807582806403,194.05946574682542,194.07945394114205,201.72617356981021,197.19898122796184,190.53493610577922,183.42622082774233,170.6984940174993,165.0440375941892,146.66339584550468,152.7486607367361,150.19929553654072,145.45817994511233,147.2190949624458,151.41012893052402,146.52413550228488,137.65441140256763,136.91275281402977,140.501911377907,129.27433959818234,124.13809457453613,127.1149028116192,128.44978342805916,129.80688076671368,142.36140616467793,142.67979788934474,144.77100987860476,142.9389551326086,144.12054074768696,139.31267703229253,146.80561451700913,141.61027787999882,146.54447693250393,152.25213005929527,159.6377581613018,153.59893689263018,151.47861513000657,153.7481230312154,152.20873350456992,152.72474229382314,141.28944863040704,146.90546757752983,139.3981754197127,139.73073327391143,135.3507091261685,140.27742580323928,141.99816435016896,148.97545552565492,152.41186675594372,168.1848840561583,165.13422394675987,180.03722193824083,161.05417001208335,164.6619629836162,172.46639817724628,158.91094368997466,
6,1986-07-30 14:02:04+00:00,252.26277710203266,248.2755937818555,247.381045589411,223.20102941678488,212.7172132912387,208.91327913697114,194.3754951964942,196.0081563799814,197.51278394100729,189.6825839421024,191.2916242163177,182.5834177698356,188.59775279498047,201.584834701293,192.3483895148014,201.21168187381318,224.3109815809322,224.26817354971084,204.56438077316955,214.15624183623999,193.13147090063757,195.13424058007996,197.6085853123211,189.81963637990958,186.40940934403258,182.73211453561635,206.90006279120115,213.24153161204237,233.5928670050485,213.61513379487033,228.05232893854034,226.12232175389502,200.1038561843252,204.24947816392833,203.89156477163857,195.69035880552573,,192.23118881367395,190.21672173192988,174.56699828393468,165.23772531891592,184.43342370123838,170.5310965555248,170.06396723791357,195.13793754202436,194.8570089083388,192.94517980487615,204.08483104042904,200.85031977806128,196.99549677118134,184.05873115985366,187.33445258416128,188.21363645954398,157.99968807756738,152.53119778216507,141.49396898271505,147.82832728783046,148.16465189548234,141.53844231772825,139.62925266566617,135.832341965372,134.36920019892378,140.05477583399409,131.06407555010335,133.3478157912738,124.53161926802323,126.23606541279057,110.45449607414173,125.93453063486024,110.50051227290757,127.65314337119909,123.00215032712727,128.29962255552275,124.17052739258175,130.1810616935345,138.51349726041082,129.68701065665232,141.59838969317698,138.29921155222098,141.1725017683384,130.98529730717001,134.93800331319088,126.30769762351099,124.9538789657763,132.3104341575087,136.7788840287522,129.51316097853166,134.32293095720146,144.9987019348403,135.84020408610112,125.58755234435793,135.88346748497236,132.82109845579015,142.16172465058338,150.09447357894126,147.650774977434,151.8716895759493,161.22810891467,154.82538215430193,162.3929590141842,175.16676237652294,,
7,1986-08-31 14:00:53+00:00,248.50063915772978,240.84671592985595,232.43305390626716,224.87963940850614,209.92576354478436,206.21955905979212,200.58191233528484,192.2211677058044,181.94148609597787,177.45887756565884,164.56892185090564,171.62169663272712,179.04712868612668,180.0787599622331,186.484990312181,199.45995659576224,202.840806904783,206.02661795963152,206.9664363004801,208.9470551132351,192.66364595496776,192.73044469804796,201.28459982150287,205.00520714422743,192.0361239992227,185.38456718314228,190.9465345176348,198.20763694097224,224.6590615411621,220.21780038401081,214.16970220969006,214.1111266853339,207.42921226309753,198.3162320402856,191.36453536133723,188.7191969302131,,167.9716118420956,179.53188475148733,174.85393708450562,175.61810158935904,180.88414708996507,175.83081951099882,176.32411218465197,188.61983994836092,184.61833949045936,191.75910668051083,199.93225548118647,196.14909120900177,,180.67898472652888,184.58785756721784,174.05027334115098,161.71290112203152,153.04037461503862,152.3800535439705,145.6869457293742,150.90447822062396,151.8942964669574,147.61397141703537,142.45388639960228,142.01437028013527,140.8388755552223,137.72651041117112,132.4639670887194,137.34414236769692,132.13766895040615,130.59340826479044,142.42888368534418,140.33412619406414,130.6162594409068,140.15708695023773,141.64105134905157,145.64328303348057,145.53328557201522,139.8180628499515,139.00232997869992,146.31526865376213,163.30973492515693,155.37231457902502,149.5771691953176,152.69274328291363,145.78280784505534,150.47641077132005,141.87240620051293,144.8671540260625,148.91058409076652,146.27355335257977,147.18842657016003,147.14917277943107,141.60982997888317,138.51943114077324,138.8046118097819,143.54254217574766,151.24289685033375,149.7245941144447,150.67620467923126,168.56137936275883,155.26903080253135,157.60380707384485,170.19297808786956,,
8,1986-11-03 13:58:46+00:00,258.53748991579965,253.9764788093751,234.19629233731456,232.41949015681908,248.70800021493372,240.0641492611123,224.39190498319195,224.1224360805433,211.07412594904736,203.58232956247372,196.97047151051305,204.4588678500627,215.11323882574888,215.33759992318966,220.3356177550034,220.75647485963123,220.49608566747392,212.7244246119701,208.7259012247746,223.22031142917518,219.3399048646363,212.23050228942654,208.15405719463004,207.63149261221741,211.06236361380888,206.83460900806202,194.8632211069601,212.02858713677438,239.14364606836907,248.5615706272345,263.5493083521475,250.4938376313318,235.18043806850926,223.1860280356425,225.17902976739322,227.05320559302274,229.3735789462434,,211.59960962217528,202.24964141782598,193.2998450996695,196.3725290213462,201.4250206292284,217.6202994046641,224.23076127252045,208.01870556689022,200.11373119343378,202.44986038005476,209.08487744307496,211.03227909641834,206.78292235474484,195.63727920156458,193.8035751491987,192.52824157073684,177.18853103609564,175.07818632076732,169.75157639952985,170.98571748272437,171.5057669184322,168.33286009982265,170.6095911948012,163.92628914381993,157.200523618104,172.7121805832714,172.21866726641423,166.4532420175091,163.1581749464761,170.20192184524655,176.82483564009735,183.57180440095442,165.44111528010663,182.1145296952572,183.04788159851137,179.12023299524543,180.62475274257412,177.59622462364095,178.08866131873444,176.89166433723514,177.55092282333996,189.34961493770345,184.56825140257234,184.6384453485644,177.56479953917892,185.2209582435717,190.8790447571657,180.42607175340183,172.3153061011115,180.1309328014568,168.92594826081896,169.4787243783279,156.10359594601894,155.34230273062255,167.50846907137804,151.494614113014,167.29308152766325,170.09420873241598,167.45363296356757,174.52985363982498,167.0019564821342,165.70432350943744,177.94906377878755,197.74252999323755,381.91125024164734
9,1986-11-28 13:51:58+00:00,218.90808018433586,226.3843032463478,225.10773266765904,207.5440614300599,,223.85761305698213,189.27649614374963,191.0222789121247,173.21792834567432,,166.7857635608786,186.4566880496023,185.5436796663582,194.13697898996872,207.11892091837828,197.14526789711192,198.0938776268682,202.70827095854563,192.0703455211114,196.8036985128029,199.2940752728497,193.661996526678,189.6016170308693,190.76816478741003,197.04467157893032,190.1779577345086,186.15012206763552,189.88329551623377,208.93088042032701,232.3728100864454,235.9626122829807,233.8173119304576,222.53767520608142,211.65876520802243,212.93612654333592,219.0481550879136,224.42286145909276,147.37712914941687,192.66209361731757,182.14921139731268,171.7778776483528,172.7926571912945,178.71661435470617,196.36704782588714,198.36775877131635,196.02297995071456,189.54972394854377,180.76248605220962,175.85193132907398,,180.64216872849232,182.02772773369375,174.39348212965803,171.03628066069564,176.5011562654212,169.88898244390893,171.72548896807652,168.06650814672483,173.18460070389833,164.12461463482214,165.38443539383738,154.07895325390416,155.23488357528203,154.5980031899856,168.2524764659604,168.28421786747677,164.05675585127005,163.62225063546953,167.31580103457813,158.4319382820048,155.79638338338216,160.23180642368877,156.2998327941114,159.52591075310445,165.46427080624298,175.5202820671287,170.5971699721931,165.7427885448942,174.34867273615345,173.4805013393782,155.23165745329524,163.8997529554537,159.75063789950315,161.39147777303202,166.68882504109473,174.0939657655557,164.89962143990343,163.90189243497494,160.74524266735767,152.73464272406719,150.70962623335885,148.3285565136909,148.993460906978,152.72375338815402,156.43695458104222,163.866426209243,162.44846970085314,177.86836019579465,164.85154331085448,164.96953205137763,175.90730402086885,192.12755678575175,
10,1986-12-14 13:52:25+00:00,242.38070930495613,244.5579187259407,256.9869841070978,255.0506536305271,251.70152527936227,257.79944241322386,248.7430836705026,216.7451910323974,215.92314299055136,221.22943831034297,209.34110290577,208.81243560750212,206.96935998943144,223.20270710647725,235.73235881070798,219.9156489765568,218.7524330108363,234.94044153382734,221.79343446699463,225.3676153100293,211.35615428444646,205.252130498883,211.70784484756263,215.22027297065284,204.50224644828558,207.94409228122555,210.93665780048542,203.44014784459273,227.93047457974694,262.3753942084807,268.5937235890972,260.7508471689754,238.45765504810979,239.65124995335336,224.51012828572016,234.96946647346215,249.62114125820085,216.41473263966026,210.7428372700389,204.3800185070358,190.29825557634575,196.20591294284228,198.83355957376529,206.31931075777317,227.41851679794388,226.58762537589052,225.14014443950512,208.482801936182,187.9251624761667,198.47169505118214,196.74572592553614,192.25540426528374,196.28367408869929,190.955508535811,186.04306415868015,183.97536906138103,185.2981700943407,174.99096608933115,181.37600884050653,180.5652718321963,180.87927717005533,178.33700997288327,175.56312892222104,172.9335733246547,178.4041827491523,179.39507458226524,179.76024251931156,175.48507789512286,181.77806088716935,185.0300223868556,186.55636355015514,184.63905321321124,187.64318511714464,175.70561290528394,181.28772553570792,183.41486715794093,184.05566781520417,187.95823334476518,188.1362508011993,186.9293722438972,178.1518680194821,188.64111221958223,187.62339723766968,178.5495090879921,182.48866085843326,187.45582227577324,177.70775711514005,170.62784475015314,174.09546302595254,171.2545257359552,171.4901178520983,164.094306107313,165.97763954850916,167.46522537729717,169.50324842677276,165.07318590045784,166.5170152791132,185.73372981376923,173.29418051416178,169.18825726357346,186.16121881533599,206.27838733851488,384.68896223334553
