,dates,chi0321-0000,chi0321-0001,chi0321-0002,chi0321-0003,chi0321-0004,chi0321-0005,chi0321-0006,chi0321-0007,chi0321-0008,chi0321-0009,chi0321-0010,chi0321-0011,chi0321-0012,chi0321-0013,chi0321-0014,chi0321-0015,chi0321-0016,chi0321-0017,chi0321-0018,chi0321-0019,chi0321-0020,chi0321-0021,chi0321-0022,chi0321-0023,chi0321-0024,chi0321-0025,chi0321-0026,chi0321-0027,chi0321-0028,chi0321-0029,chi0321-0030,chi0321-0031,chi0321-0032,chi0321-0033,chi0321-0034,chi0321-0035,chi0321-0036,chi0321-0037,chi0321-0038,chi0321-0039,chi0321-0040,chi0321-0041,chi0321-0042,chi0321-0043,chi0321-0044,chi0321-0045,chi0321-0046,chi0321-0047,chi0321-0048,chi0321-0049,chi0321-0050,chi0321-0051,chi0321-0052,chi0321-0053,chi0321-0054,chi0321-0055,chi0321-0056,chi0321-0057,chi0321-0058,chi0321-0059,chi0321-0060,chi0321-0061,chi0321-0062,chi0321-0063,chi0321-0064,chi0321-0065,chi0321-0066,chi0321-0067,chi0321-0068,chi0321-0069,chi0321-0070,chi0321-0071,chi0321-0072,chi0321-0073,chi0321-0074,chi0321-0075,chi0321-0076,chi0321-0077,chi0321-0078,chi0321-0079,chi0321-0080,chi0321-0081,chi0321-0082,chi0321-0083,chi0321-0084,chi0321-0085,chi0321-0086,chi0321-0087,chi0321-0088,chi0321-0089,chi0321-0090,chi0321-0091,chi0321-0092,chi0321-0093,chi0321-0094,chi0321-0095,chi0321-0096,chi0321-0097,chi0321-0098,chi0321-0099,chi0321-0100,chi0321-0101,chi0321-0102
0,1985-01-25 14:04:03+00:00,249.95450804014234,243.31957352759508,262.4184283743515,265.1671063003105,272.27632832345256,273.76047350438654,257.2119801572757,228.36004419039324,228.62658829423057,240.21699369677114,221.30496342475817,227.5151754297565,238.52878422034553,226.0782576183654,234.87424221622945,,,244.9513216749048,,,,239.06142456033427,246.39147785193558,249.3155550911022,246.5412531783918,242.96043848994273,237.15087748798376,,260.0073382717543,275.1346414250621,250.40045812569485,242.1112953632508,241.57436151342407,237.647059221335,245.71559381012725,248.35313405290262,250.13872323373064,247.80770831380516,,,188.36712677316925,,244.28120595060446,223.57736933572212,201.45078972061208,206.95008045011585,219.39246603341087,,226.89553254657577,,,231.534911117552,231.2527993138272,220.0868278479205,218.34993708726043,211.7375921247351,215.64124097677728,215.73880764602615,214.59958181663566,213.1161393443157,206.19571923342434,202.5100011244015,198.842474245516,195.68753578372593,191.23681458561413,195.945255012294,199.06059616980662,196.29167806174345,189.3116560254314,198.3230562377037,193.41035547067145,198.17003269330533,188.59507213568892,186.76329756889535,185.43120267106048,200.96265671081497,202.55434644438452,204.1634856613312,213.14954054006577,208.4815839487394,202.19381667750397,202.36830648924501,199.66339883486327,204.0777942379456,201.61815078436229,199.38437926379703,209.65563674108478,208.21905801163462,200.88453909646725,191.6642200637329,191.7360350824546,193.9784501962865,,199.87145924625324,198.41763470608328,203.8289827835103,204.33533124411744,214.51543008756204,199.04390636481892,201.5269664256746,217.67658666207063,237.88358323631007,
1,1986-01-28 14:00:46+00:00,243.18070628749007,253.38269661962087,251.83425226320347,254.43447750212638,253.27834773710455,251.66639401074013,228.53606977779023,207.3597111632495,197.91199708289125,211.0795499153685,207.06906919444756,215.6286137283952,206.96446422432277,205.67963738333376,219.70262993083008,220.5258143645021,209.3604461560741,212.77921945844614,210.67448526749337,212.46148973714017,205.5670981610156,218.99598038217314,212.09252683348555,212.52951838949096,213.32382419430516,209.70942863466536,205.050465228486,201.29577254653753,226.35087360266368,247.4918884347354,232.0451241688076,231.2756742913783,220.3007860808896,222.48896486293665,220.6261027255818,219.7846099440701,225.32156398872831,228.8076430194105,201.17930848296538,161.9364478358612,154.44760906417548,178.67541977366093,208.61459647975994,204.99463036625718,176.4627879640382,182.48889124271304,189.50739170433818,188.71589960705435,190.85629320083916,183.4480967161259,188.62927413209707,201.97863195218343,199.54299654032056,200.30650403824623,208.2775595728657,193.66364490685353,199.67585967556394,199.3638931060543,194.10311264196292,187.16747645985933,192.18105646575316,178.09473896781597,171.03188864866465,166.88053543315687,187.7572099238235,185.73846577667655,177.53591045947394,176.8907941471107,182.6407224418093,184.40268054027675,185.97716931482134,182.8060832274067,176.36084276988728,171.1412627956708,181.71642692322354,184.96445645866865,190.76182339556468,186.7777399718668,192.69211145119507,195.6127758741287,188.6580871852353,187.47858775979253,181.2647344685025,178.6854929397409,185.124726076366,200.54127645790595,196.3064907094196,185.67801795174952,176.7512006679887,174.18514522263106,165.07432877787082,161.99690392044545,159.6208803924402,175.5798868621264,180.06565591306259,183.97611166772583,181.49154576699823,192.47360802468518,178.31518634215513,186.1854630263836,198.508002332609,210.9420958236347,
2,1986-02-04 14:06:47+00:00,260.12510216283465,258.4641675649252,267.9172622689386,268.90093817426737,268.7239837676047,258.031521623131,258.02911690702473,230.4475063434523,,,223.4357867931972,222.61370596579184,227.19429163755152,218.5927431954039,228.67712475398864,225.4215243989311,225.7358056665626,234.66356431100579,226.69871748137317,226.55939125064623,225.47553301448806,214.32505079814763,213.1254905051288,215.3380960223875,208.44232254442443,216.85987976778827,214.57350539531691,206.46072733924262,240.29402739735772,273.5624940173398,255.2115529802545,254.65843365535864,238.48923704350563,237.26551534811384,227.9417806482503,230.23571257488732,237.731982021882,241.75783866465082,224.5585348088844,185.87841872035017,164.60006919144,186.2653318583922,228.9280030196813,216.39018079124045,181.4655061078338,193.9478732197462,200.31581782469237,188.65757178602547,202.15956856032076,193.3814350291351,197.37414109496385,222.96064270360813,209.53147548028542,213.14511533584187,216.02305661543386,196.08436980317202,193.5121212777005,202.1020942775909,204.69305384341834,199.58505989338641,212.14839223648124,202.82903951072694,193.8797251904876,192.73436199785283,187.62050200049836,191.11874928656903,187.40730133801543,188.2309832412415,189.7873262466702,185.33470706606175,202.66506043122695,199.82241083059318,199.49928967890395,188.39980942077636,188.67560485553776,169.41624232535452,187.125976145418,195.38661905259664,197.63354195951425,199.15202806881013,203.25827409814428,198.308406904751,206.96418738298257,199.94247341837058,194.18194493809864,,,175.73577754115868,,,,,,,,,,,,,,,
3,1986-03-17 13:59:42+00:00,269.0139094860273,280.2587326962551,274.4033447332425,276.7553010747442,274.15934108723496,264.82998807933586,240.2135459285794,219.4789904879072,215.81462282932426,225.61218964103716,233.23821036398377,230.59983786946296,228.1623717437992,231.79335155732375,247.13431400558798,239.8975205882847,229.97701577736095,236.51246782530208,232.61743863886613,233.30422255004845,214.79853218519966,225.74082627082493,225.2664383875096,218.93252895964025,217.53980713334025,220.72719683934022,223.95519133168105,220.06400484563312,,277.5577825367172,254.09322043309393,245.82610129678173,235.75211487242288,229.54762310729848,236.44239880997372,239.519721890635,243.34441440818046,234.57598820585557,221.46716180172632,201.07380561054813,191.22850619868234,207.9547349945416,199.37213503027698,215.67434710090288,215.46125938985426,206.0869483455517,208.12710060222284,217.92770613785927,201.90019825658416,195.50555626446513,223.87250000533837,229.1977231243558,221.13015098042575,216.1803647481486,217.06416814875658,198.57446423518348,201.10832601631267,201.3438130511063,209.30605387840797,203.7213228617991,206.16945567643174,210.41712586073285,203.70288933418684,189.2007366002551,197.91543443533732,207.28980872110068,199.09778651441843,191.79710522981335,201.2741415853886,199.4328266400249,204.7328262455415,203.98258628650368,192.3849950201242,185.7726174681064,199.06957485854912,211.03307251587077,217.88602468626246,201.0923299718194,204.39446261991776,213.8593045995928,229.53691738692797,226.72999734338984,220.21954185783446,214.45255357456696,209.7309036982994,202.37602856399423,210.16735885262005,,,198.01728397771635,188.58847111149746,176.55020844573184,189.01713594318431,189.47779430548343,183.25309718190795,186.53252813870148,186.25589494089368,204.22763961713642,194.61418633370266,197.78846408213778,209.7766413830513,232.66291769355544,384.08801193125623
4,1986-04-02 13:59:23+00:00,274.44611253245984,278.8928258275979,277.13097449450873,266.2294000324579,266.1709948161777,248.58749808037473,239.29342687893785,233.86807882459777,229.05839834480147,236.77991132896855,230.69310234996735,222.33607058050703,225.8444547857981,231.7543168407263,244.61430071068705,237.56751379827142,242.00427176416994,238.92576221038792,232.97315378650654,230.7976139794834,226.3556888775006,230.55496267120083,224.39962905552554,209.91071113890754,209.46381485655138,212.1950798942277,213.90667113468353,222.99267451670826,269.5150202619787,287.87750113238263,263.2899715791781,252.77832113889886,241.41329012686538,227.6178754751259,216.4938848127836,235.99272429014496,248.21330228068047,232.27964752565845,225.62756444069973,213.45162493479862,200.28456545418433,206.3822051438269,200.97518341685935,207.3660509084374,225.598890413425,217.94818067210778,184.5831670339193,202.84118435610543,219.29758713679095,205.5983513794794,199.95069721846278,220.20815269661153,223.34716295233042,213.5248817735147,209.20937300520276,197.2810615393076,190.13212818695698,192.00207497493173,196.55150262744334,204.14181178522267,213.84171891112234,213.13170127710794,205.29519248897256,208.54148617160294,197.66697116930246,192.84603813600313,195.77211753462456,197.03526504303827,194.2452195394988,199.84754900356307,202.31017443739668,198.42034875992354,199.9281558310883,204.1206269790283,197.77994158391044,186.19112930325704,193.21119151833344,197.64247904135667,196.66506036408396,199.84110058533608,220.26753671429623,219.54819732235828,219.396207439606,214.7293361446567,200.93245396884515,194.98605832450352,186.65234281139143,195.78812800124908,192.09927545739603,184.57059155354315,176.9054195930788,183.34746341585455,198.3120204360566,204.5482540579644,201.07018690729296,199.9433931902307,194.74038116150163,200.42644686850113,180.14418839784022,198.25448993465463,210.8182309887543,230.29052671820773,367.775094863316
5,1986-06-05 13:57:43+00:00,255.8884214670157,240.4079570860168,225.47040582903716,225.69035486582166,220.16934550252384,215.31164312300763,209.37869798701288,206.87069546540945,193.27308216955007,193.7996169905316,182.95499262964353,197.41517728727695,192.6881373049725,192.47891857839815,200.24135588261163,199.2459689611376,201.52244722213555,,,,217.94191825708376,220.61329621247864,213.94666408446287,215.7672066707818,206.49936886990014,207.85993687487394,211.88940751536822,216.02867707681241,240.54534952194777,243.27147559081843,232.2054853389461,224.60876372678987,218.043459117175,218.2944598647019,208.15789819592683,200.54820173710544,,186.48214895186217,191.4179272715859,186.35995740196267,190.39393478995373,188.91616401474408,190.3920222132701,191.05656214333834,192.13465139244744,191.7874988814203,197.3502786537677,205.5016685725291,203.61462296256178,209.354308786946,207.60098379678337,201.9771389314829,193.82822339656386,182.140696843203,176.48624041989288,157.0653984143262,164.19086356243977,160.60129810536225,155.86018251393386,158.66129778814948,162.8523317562277,157.96633832798855,149.0966142282713,148.35495563973345,153.2154700731333,140.716542423886,135.5802974002398,139.8284615068455,139.89198625376284,141.24908359241735,155.07496485990424,154.12200071504842,156.21321270430843,154.3811579583123,155.56274357339063,150.7548798579962,158.2478173427128,153.0524807057025,159.25803562773024,163.69433288499894,171.07996098700548,165.04113971833385,162.92081795571025,165.1903258569191,164.92229219979623,165.43830098904945,152.7316514561107,159.61902627275614,150.84037824541636,151.1729360996151,146.79291195187218,151.71962862894296,152.4001669189905,159.37745809447645,162.81386932476525,178.58688662497983,174.6693929681796,189.57239095966057,171.45617258090488,175.06396555243774,183.90860100294995,168.4461127113944,
6,1986-07-30 14:02:04+00:00,251.52860183711888,247.60259978901786,246.70805159657337,222.4668541518711,211.98303802632492,208.2402851441335,193.7542699723364,195.3869311558236,196.83978994816965,189.00958994926478,190.61863022348007,181.91042377699796,188.02090080111964,200.91184070845537,191.67539552196376,200.67328667954308,223.80623608630398,223.64694832555304,203.98752877930872,213.57938984237916,192.59307570636747,194.55738858621913,196.9873600881633,189.24278438604875,185.83255735017175,182.05912054277871,206.27883756704335,212.5073563471286,232.58337601579206,212.60564280561388,227.2447361471352,225.31472896248988,199.29626339292005,203.35215284014484,203.08397198023343,194.79303348174224,,191.49701354876018,189.3193964081464,173.75940549252954,164.43013252751078,183.62583090983324,169.79692129061104,169.44274201375578,194.46494354918673,194.04941611693366,192.137587013471,203.2772382490239,200.17732578522364,196.45710157691124,183.3245558949399,186.52685979275614,187.4794611946302,157.19209528616224,151.72360499075992,140.75979371780127,147.02073449642532,147.43047663056856,140.80426705281448,138.82165987426103,135.02474917396685,133.56160740751864,139.24718304258894,130.2564827586982,132.4504904674903,123.72402647661808,125.42847262138541,109.55717075035822,125.12693784345508,109.69291948150241,126.75581804741559,122.19455753572211,127.49202976411759,123.36293460117659,129.37346890212936,137.70590446900567,128.87941786524718,140.79079690177184,137.4018862284375,140.36490897693326,130.17770451576487,134.13041052178573,125.50010483210583,124.14628617437114,131.4131088337252,135.8815587049687,128.70556818712652,133.42560563341797,144.19110914343517,135.03261129469598,124.77995955295277,135.07587469356721,132.08692319087638,141.4275493856696,149.3602983140275,146.91659971252022,151.19869558311166,160.55511492183237,154.09120688938816,161.65878374927044,174.3591695851178,,
7,1986-08-31 14:00:53+00:00,254.4124876637697,246.26591039372587,237.8522483701371,230.79148791454605,215.83761205082428,211.63875352366205,205.58424568654937,197.22350105706892,187.3606805598478,182.87807202952877,169.98811631477557,177.04089109659705,183.6921525123009,185.49795442610304,191.90418477605093,203.79531216685817,206.90520275268543,211.02895131089605,211.61146012665432,213.59207893940933,196.9990015260637,197.37546852422219,206.2869331727674,209.65023097040165,196.68114782539692,190.8037616470122,195.94886786889933,204.11948544701215,232.78785323696695,228.34659207981568,220.67273556633396,220.61416004197778,213.93224561974142,205.5418246587788,197.86756871798113,195.9447895487063,,173.88346034813551,186.75747736998053,181.3569704411495,182.12113494600294,187.38718044660897,181.74266801703874,181.3264455359165,194.03903441223085,191.12137284710326,198.26214003715472,206.43528883783037,201.5682856728717,,186.5908332325688,191.09089092386174,179.9621218471909,168.21593447867542,159.5434079716825,158.2919020500104,152.1899790860181,156.81632672666387,157.80614497299732,154.11700477367927,148.95691975624618,148.51740363677916,147.3419089118662,144.22954376781502,139.6895597072126,143.84717572434081,138.64070230705005,137.81900088328365,148.93191704198807,146.83715955070804,137.8418520594,146.66012030688162,148.14408470569546,152.14631639012447,152.0363189286591,146.3210962065954,145.50536333534382,152.81830201040603,170.53532754365014,161.8753479356689,156.0802025519615,159.19577663955752,152.28584120169924,156.97944412796394,149.09799881900614,152.09274664455572,155.41361744741042,153.49914597107298,153.69145992680393,153.65220613607497,148.11286333552707,145.02246449741713,144.71646031582182,149.45439068178757,157.15474535637367,155.63644262048462,156.0953991431012,173.98057382662876,161.18087930857126,163.51565557988476,176.69601144451346,,
8,1986-11-03 13:58:46+00:00,265.7763461272028,260.61209700316135,240.83191053110082,239.65834636822228,255.94685642633692,246.69976745489856,230.51709100822544,230.2476221055768,217.7097441428336,210.21794775625997,203.6060897042993,211.09448604384895,220.80091156327995,221.97321811697591,226.97123594878965,226.06496941466023,225.4727993128136,218.8496106370036,214.41357396230566,228.90798416670626,224.6483994196653,217.9181750269576,214.27924321966353,213.3191653497485,216.75003635133996,213.47022720184827,200.9884071319936,219.26744334817758,249.09707335904847,258.5149979179139,271.512050184691,258.4565794638753,243.14317990105278,232.03351896069086,233.14177159993673,235.9006965180711,238.22106987129177,,220.44710054722364,210.2123832503695,201.26258693221303,204.3352708538897,208.66387684063162,223.7454854296976,230.8663794663067,215.98144739943373,208.0764730259773,210.41260221259827,215.72049563686122,216.34077365144734,214.02177856614804,203.6000210341081,201.0424313606019,200.49098340328035,185.15127286863915,182.31704253217052,177.71431823207337,178.22457369412757,178.7446231298354,176.29560193236617,178.5723330273447,171.88903097636344,165.16326545064751,180.6749224158149,181.0661581914626,174.4159838500526,171.1209167790196,179.0494127702949,184.78757747264086,191.53454623349793,174.288606205155,190.07727152780072,191.01062343105488,187.08297482778895,188.58749457511763,185.55896645618446,186.05140315127795,184.85440616977866,186.39841374838832,197.31235677024696,192.53099323511586,192.60118718110792,185.52754137172244,193.1837000761152,199.72653568221406,189.2735626784502,180.27804793365502,188.97842372650516,176.88869009336247,177.44146621087143,164.06633777856246,163.30504456316606,174.74732528278125,158.7334703244172,174.53193773906645,177.33306494381918,174.08925115735383,181.16547183361124,174.2408126935374,172.94317972084065,185.91180561133106,204.3781481870238,385.2290593385405
9,1986-11-28 13:51:58+00:00,219.90447668145933,227.29766670204432,226.02109612335556,208.54045792718338,,224.77097651267866,190.11960087208487,191.86538364045995,174.13129180137085,,167.69912701657512,187.37005150529882,186.32656262838378,195.05034244566525,208.0322843740748,197.87595866166913,198.7789002186406,203.55137568688087,192.85322848313697,197.58658147482848,200.02476603740692,194.44487948870358,190.44472175920455,191.5510477494356,197.8275545409559,191.09132119020512,186.99322679597077,190.87969201335724,210.3009256038718,233.7428552699902,237.05864842981651,234.91334807729342,223.63371135291723,212.8765831489511,214.03216269017173,220.2659730288423,225.64067940002144,148.37352564654034,193.87991155824625,183.2452475441485,172.87391379518863,173.8886933381303,179.71301085182964,197.2101525542224,199.28112222701287,197.11901609755037,190.6457600953796,181.85852219904544,176.7652947847705,,181.6385652256158,183.12376388052957,175.3898786267815,172.13231680753145,177.59719241225702,170.8853789410324,172.82152511491233,169.0629046438483,174.1809972010218,165.22065078165795,166.4804715406732,155.17498940073997,156.33091972211784,155.69403933682142,169.47029440688908,169.38025401431258,165.15279199810587,164.8400685763982,168.41183718141394,159.52797442884062,157.01420132431085,161.32784257052458,157.39586894094722,160.62194689994027,166.5603069530788,176.61631821396452,171.6932061190289,166.83882469173003,175.56649067708213,174.57653748621402,156.32769360013106,164.9957891022895,160.84667404633896,162.48751391986784,167.9066429820234,175.3117837064844,165.99565758673924,165.11971037590362,161.8412788141935,153.830678870903,151.80566238019466,149.4245926605267,149.98985740410146,153.7201498852775,157.43335107816569,164.86282270636647,163.36183315654966,178.78172365149118,165.84793980797795,165.9659285485011,177.00334016770466,193.04092024144828,
