,dates,jap0067-0000,jap0067-0001,jap0067-0002,jap0067-0003,jap0067-0004,jap0067-0005,jap0067-0006,jap0067-0007,jap0067-0008,jap0067-0009,jap0067-0010,jap0067-0011,jap0067-0012,jap0067-0013,jap0067-0014,jap0067-0015,jap0067-0016,jap0067-0017,jap0067-0018,jap0067-0019,jap0067-0020,jap0067-0021,jap0067-0022,jap0067-0023,jap0067-0024,jap0067-0025,jap0067-0026,jap0067-0027,jap0067-0028,jap0067-0029,jap0067-0030,jap0067-0031,jap0067-0032,jap0067-0033,jap0067-0034,jap0067-0035,jap0067-0036,jap0067-0037,jap0067-0038,jap0067-0039,jap0067-0040,jap0067-0041,jap0067-0042,jap0067-0043,jap0067-0044,jap0067-0045,jap0067-0046,jap0067-0047,jap0067-0048,jap0067-0049,jap0067-0050,jap0067-0051,jap0067-0052
0,1984-05-21 00:35:49+00:00,19.50778130438067,15.5657075063185,22.95894237270345,48.55668150683419,,,,119.61038188319992,133.89048018976808,,,,,,112.17323538538153,99.72260964378894,121.74096764496493,119.74388471082995,125.00447644515451,140.34379457494427,138.9016302822499,141.5968921710805,146.1894918844573,148.29291122171367,153.4165363449564,161.5139623771738,164.88947368735742,169.97019953019904,,,,165.96747693466446,171.38016433951105,173.4036830308234,165.0491653060239,171.67842205416824,173.2272118235646,167.6178677219472,173.80710849082422,171.77026877150618,173.83441483722626,168.8053336170394,169.38224144030957,162.7804303219299,177.3327148497523,,169.78182063527197,168.95210909041762,,,,146.20686236618096,143.03224686162613
1,1984-09-26 00:38:10+00:00,23.643380196733453,35.40563182511716,57.6014290515356,82.92067461749197,82.71603686455406,,,135.48276489001978,124.22231287785296,,,,,,,106.51690439505664,131.7369967757889,125.50161181987819,115.78324465958038,131.38089486130477,147.02476004156438,149.76216243444094,158.70796020463095,155.6490430461059,161.83169111301328,166.37812382466282,169.03804493956244,171.49968010385606,229.7593504453197,230.89507823591447,225.3400248836371,183.583342204866,185.49927752634704,180.63168304455453,179.39238349917537,177.19958728730273,182.70738428190955,179.25144286850173,181.87335111761416,187.1975347414562,179.67618769067198,179.30327785870543,178.78641539919678,180.56772185663925,176.50164184501438,,,,,,,159.72895214451367,156.13065573561707
2,1984-11-29 00:37:57+00:00,59.48948057918526,69.19138078171349,86.99908874376727,104.2689283355703,118.52290632032108,123.68521195635445,143.22714138331634,146.44302593799412,158.64766664040042,160.96378929420626,158.88571914621156,160.63200270258835,134.75708749625875,147.75847129391545,143.83829208428213,151.64810694947707,159.32170742549,158.61432502236784,,168.16199666434892,,172.7031020799567,175.67631067413797,171.98158244371496,184.8101168342603,190.13403506144772,198.40585778628457,199.04811917732334,199.71699762800534,204.47395996578643,207.99485565147762,208.15452893714334,203.01941107858698,205.77496010253802,209.66052542419934,212.35725874568453,209.13713581537473,212.0426083204655,215.78012995514385,216.75969281342105,219.33185094957437,213.75347367613762,205.5759339938604,205.91167827914668,207.30049256817847,201.8265425380892,205.27686290294963,199.84197426450953,200.58139143054882,189.83009590717066,182.89965242388894,182.85200634303618,175.1338333538341
3,1985-03-05 00:38:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1985-04-22 00:37:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1985-05-24 00:38:10+00:00,53.3361122034372,65.93600882577772,70.90543088609192,85.61192313713799,100.20177694949969,121.0453727674118,136.93207147444633,136.8111715227705,146.12209796795764,148.37113764599687,144.29587031881175,140.91096306017062,104.84957281162926,122.39999114979554,135.90657379329915,136.82386774034302,124.64962245207082,,,146.38845148337163,153.95549872157096,152.85102500404628,164.72569737821766,167.77766369688396,,180.67304230062743,179.04835006150134,179.00146229453495,184.21720129983106,183.7069585647386,184.07800541880732,178.52037013011198,180.63675580730023,190.84806287169206,188.63981235354,189.8157597268976,197.60632932456406,195.65557305035992,193.6982996413767,195.45839741764053,196.84879061812995,193.73472113751438,189.33416611119992,192.41552448983,193.67266726784592,191.73187359577835,190.53686724000983,182.14962265381783,177.35923760660148,177.13846437295115,173.38282707664047,167.17070096977307,158.66649724527605
6,1985-09-13 00:36:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1985-10-15 00:37:01+00:00,72.92541382614245,69.9144018618856,89.31580765534214,85.11106943307367,,119.60004630915412,139.94546878188407,132.4174969546984,132.9028388810099,138.0787848415903,138.76770276663848,132.40992976974474,119.95823254931574,119.7173773768007,119.2099582009216,125.05033552624182,128.7335875283093,124.84361042327886,142.87631622921623,143.53647189119158,149.32567537343354,144.65645918948158,151.31048176393023,152.721641470805,166.9191675228568,160.51508939485657,170.2635476094249,174.64134302804948,183.62148504951327,179.49527752700186,181.9096695030244,185.30067988050504,179.05852642719267,191.5695141057512,189.82357798777798,185.93949591584922,183.65680675875333,194.7517412944525,191.4650232588063,185.1876727943581,196.5318679649669,193.77384126721867,197.27400499001163,192.55449937030355,187.0948156103398,191.15994277101552,186.69583489806146,184.60192815701805,159.0587051740361,159.29441995511664,164.07812431447442,160.91295900125726,152.4942556621344
8,1985-11-16 00:36:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-02-04 00:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1986-06-28 00:31:23+00:00,1.5921249701001763,,,,,,,95.82690453270506,,,,,,,,,,,97.89960204008533,105.47515280809752,105.75504135098839,,110.84402294527678,112.0630597003206,126.79388245989573,131.4100573025309,131.77746483424227,,153.13119746808164,141.3124423617012,,,142.38768566387085,149.86332283846716,140.64619478137806,143.97833944060568,149.74737901168515,156.1058982862857,157.0558768871034,145.98032640851676,148.99723036503784,151.06260645753315,152.52179571541845,155.69291114876808,,,153.43216943023194,145.39429707931234,135.90639444310918,126.7714364320796,120.96041907515576,114.68027514417591,106.07933032085462
11,1986-09-16 00:28:35+00:00,35.622127296335485,60.06907133927359,72.0603037895983,61.1133105736515,,86.39547503846028,120.39808035546397,126.22824130451636,133.22444345480656,134.40122050988361,133.0103674754041,129.23226876957966,116.01212120766142,87.84861448599403,,124.32356773121192,125.82468951610724,112.19415841089615,123.75607504147717,127.87439312699922,131.03163909257256,139.80264980071235,142.91814827550076,138.89064722995636,142.12516498185806,157.95931576167848,162.77575441964132,166.09856980345575,169.17249571706384,170.71487441989848,,176.34377942252706,174.95125480642508,172.92229270003497,173.54503540424702,172.43813454931035,176.3637711330583,171.3717143532332,170.83989170570044,174.26312819514706,179.27809846560197,179.01905311304503,178.1262879773471,174.86568649398305,186.37021734701432,186.2330120114862,178.68562659108602,176.8348608495475,172.23580838769328,168.41102830303623,156.21422299750736,147.6281458178743,140.6747400036141
