,dates,usa_HI_0011-0000,usa_HI_0011-0001,usa_HI_0011-0002,usa_HI_0011-0003,usa_HI_0011-0004,usa_HI_0011-0005,usa_HI_0011-0006,usa_HI_0011-0007,usa_HI_0011-0008
0,1990-08-19 20:14:00+00:00,219.73329166595602,213.71921372017815,216.51468807822778,224.6041204009033,211.01433048353016,220.07724858118706,211.9747328371008,215.50859079625576,214.00090696716143
1,1991-12-03 20:24:42+00:00,205.00371453247587,197.98859297946223,202.88487544836653,210.40636155456787,209.38870520197807,211.30878676629436,211.30869021096277,214.26343234095305,205.7316965168572
2,1991-12-28 20:18:23+00:00,220.63982621009703,212.90829546504312,204.31342527755172,218.4567439444676,218.33570836863598,219.28435914144856,215.97859928477826,216.42400809643243,224.33258492187798
3,1999-07-10 20:53:01+00:00,212.82342297536172,199.72765329404535,204.22770675164784,217.2273683799137,215.56764884064637,211.70412546769091,208.70003732987928,,
4,1999-07-26 20:53:05+00:00,219.3467665558843,201.39185704685434,210.35021345400844,222.56864724533938,212.9596529329915,213.93132715441794,209.13234912174437,214.454742946667,203.05260997736283
5,1999-08-11 20:53:07+00:00,211.8737783397068,209.50429777419689,201.46111046266947,222.52170623116643,215.78880358820862,218.40740765361284,212.67089701506842,213.35247038844074,219.0200381587776
6,1999-08-20 20:46:55+00:00,207.92636704546743,197.75680562177712,198.60366745866725,222.22283221954694,215.58476196523605,210.3485090344333,209.8653269675813,213.982166538781,206.3166673912039
7,1999-09-12 20:53:05+00:00,223.29490855795825,203.81260058521264,211.33496365360443,220.95249952077108,216.90143227659001,225.80052799424723,219.47960546624833,223.78913059806948,228.5256020160012
8,1999-09-21 20:46:59+00:00,204.57603413664137,194.5900450924849,197.9351469445603,216.23818155108737,212.0105735423827,208.10428586581685,207.94079850785863,209.02884918097084,204.17495370910063
9,1999-11-15 20:53:07+00:00,223.57631820718706,205.41153277550822,230.88781795641526,231.60561057099397,215.45458688855646,219.29488764590428,218.28296838162348,214.6821271081716,213.77272727390672
10,1999-12-17 20:53:11+00:00,219.3140452359164,205.75779911842264,215.90118466099239,219.87195230197756,217.02643467820164,216.41776733308555,218.53889691914114,218.17112626048936,220.71283116607952
11,2000-01-02 20:53:03+00:00,194.8670735536013,188.52334635935316,189.85258751539715,215.53242824984923,213.92313237439373,221.31972268037117,221.26031137081767,214.91828982551777,220.03804561308277
12,2000-01-11 20:46:54+00:00,213.87759323352702,206.3014723809036,199.6958065326929,210.05411159942474,207.93768658760882,209.33403132532982,211.21451101936617,207.58456904103392,205.77810490801733
13,2000-01-27 20:46:52+00:00,211.7553190850794,199.472966139611,203.76113104678487,217.44532916130208,209.6243524995386,208.75782796927453,208.66536166317536,212.59562089985084,207.23282683209183
14,2000-02-12 20:46:47+00:00,212.10984960668904,202.22810014297113,201.47433769724387,214.8963783133399,208.21047703849786,209.31851939864993,208.30455863036173,210.86784990400497,200.28891521433022
15,2000-02-19 20:52:54+00:00,228.0722029436821,221.31635526775446,216.99900303358243,224.07375461125713,216.89389578596163,222.41731669038862,218.5137809545903,218.95179983165986,219.216782058496
