,dates,usa_HI_0011-0000,usa_HI_0011-0001,usa_HI_0011-0002,usa_HI_0011-0003,usa_HI_0011-0004,usa_HI_0011-0005,usa_HI_0011-0006,usa_HI_0011-0007,usa_HI_0011-0008
0,1990-08-19 20:14:00+00:00,217.3440697814246,212.0844829570777,214.87995731512734,222.21489851637187,208.62510859899874,216.62615030353058,209.58551095256936,212.68496493271863,211.41258325891906
1,1991-12-03 20:24:42+00:00,203.2095990124863,196.76104025525885,201.65732272416315,208.6122460345783,207.5945896819885,208.71728657075388,209.5145746909732,212.1431139991472,203.78807137020183
2,1991-12-28 20:18:23+00:00,221.42355915494818,213.44453379573076,204.84966360823935,219.24047688931876,219.11944131348713,220.4164178395669,216.7623322296294,217.35023794034743,225.18162894546674
3,1999-07-10 20:53:01+00:00,213.80354645668834,200.3982640970583,204.8983175546608,218.20749186124033,216.54777232197299,213.11985938516267,209.6801608112059,,
4,1999-07-26 20:53:05+00:00,218.6352870708245,200.90505529391868,209.86341170107278,221.85716776027957,212.2481734479317,212.9036345648871,208.42086963668456,213.6139035552327,202.2818405352147
5,1999-08-11 20:53:07+00:00,209.27031114385773,207.7229781138791,199.67979080235168,219.91823903531736,213.18533639235955,214.6468439262753,210.06742981921934,210.27564552061912,216.19961536327443
6,1999-08-20 20:46:55+00:00,210.72071253847383,199.66872622225517,200.5155880591453,225.01717771255335,218.37910745824246,214.38478585766478,212.6596724605877,217.28457484869767,209.34387500862752
7,1999-09-12 20:53:05+00:00,221.49896308656392,202.58379578899545,210.10615885738724,219.15655404937675,215.10548680519568,223.2063845355665,217.683659994854,221.6666495864216,226.57999442199065
8,1999-09-21 20:46:59+00:00,206.295873980075,195.7667776169395,199.1118794690149,217.95802139452098,213.73041338581632,210.58849897299876,209.66063835129225,211.06138717775605,206.03811353948706
9,1999-11-15 20:53:07+00:00,226.22645760504702,207.22478604772817,232.70107122863521,234.25574996885393,218.10472628641642,223.12286677614642,220.93310777948344,217.81411003291518,216.64371162158832
10,1999-12-17 20:53:11+00:00,221.01407508468063,206.92097743599817,217.0643629785679,221.57198215074177,218.72646452696586,218.87336600352276,220.23892676790535,220.1802524453925,222.55453016890743
11,2000-01-02 20:53:03+00:00,193.9896815806933,187.92302553578452,189.2522666918285,214.65503627694122,213.04574040148572,220.05237871950405,220.38291939790966,213.88137203935378,219.08753764243244
12,2000-01-11 20:46:54+00:00,214.06285816548524,206.42823259750656,199.82256674929587,210.23937653138296,208.12295151956704,209.60163622704724,211.3997759513244,207.80351850607542,205.97880858430537
