,dates,chi0470-0000,chi0470-0001,chi0470-0002,chi0470-0003,chi0470-0004,chi0470-0005,chi0470-0006,chi0470-0007,chi0470-0008,chi0470-0009,chi0470-0010,chi0470-0011,chi0470-0012,chi0470-0013,chi0470-0014,chi0470-0015,chi0470-0016,chi0470-0017,chi0470-0018,chi0470-0019,chi0470-0020,chi0470-0021,chi0470-0022,chi0470-0023,chi0470-0024
0,1986-08-15 14:03:05+00:00,259.3832718635265,271.3610522459418,275.72811831362327,279.4849518685855,278.484920807113,270.478928718804,276.5909458191384,263.7384506564838,263.66314482074773,258.00787302660063,278.1379903138414,267.61601059640236,293.2413289557253,291.91512504749045,300.0090149670481,315.2604683666152,313.20035541377706,316.90345134552007,326.00895775305287,325.93818347297264,319.2195769244696,360.0873486990632,344.16819997716345,360.01418890672096,397.77583926486983
1,1986-09-25 13:55:30+00:00,249.08956262956883,259.0062418372251,271.469816369113,269.550169437108,270.0735314968704,288.7211427159634,286.3254391361006,264.1765097284247,260.21703241529053,269.73521644808545,280.8432306930335,282.11956324078125,315.47150914858065,324.0726302707414,319.8407773167272,306.1854437794755,308.0202326204425,,,314.5949441272272,310.1338928750101,319.59811297606774,332.08970936003396,361.85737402665336,398.82040268336084
2,1986-10-18 14:00:56+00:00,253.78743857912485,259.2202805616378,273.73039554623085,275.2250529209016,272.2138013128025,268.9500447276019,263.1184521723799,266.95543164905473,265.7363128023241,265.2903551714402,271.7857215446367,277.1216389205949,276.6624529512423,276.3028937603448,289.35724728721436,,,,,,299.2591885807265,321.693553170802,348.3566621966239,362.21980011220074,
3,1986-11-03 14:00:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-11-12 13:53:50+00:00,261.92419110365074,271.2447000675864,277.1041654617567,286.9422081246389,285.5795558504382,274.51137555668225,278.5754544193834,282.5222480442583,272.59707253319664,274.0527947696887,283.01896014781363,293.2084410569506,294.2601995783805,305.1941841273757,315.9355665132912,319.9110381003099,320.4078208890482,324.03067136259875,345.6654597872302,348.9240555186107,,358.00568737012986,364.8391191698927,377.90088979010903,
5,1986-12-21 14:00:25+00:00,,251.64202503882558,259.7853911875792,263.2486207446838,262.17899873122843,258.48526359058656,244.09420963335495,249.60468433173358,258.8482607726867,263.4482937445138,254.35662222425825,258.8788364388357,273.2758709580957,295.9664564246125,265.98538035757605,,,,,,290.61320891299914,315.2358360667744,330.8111756341049,349.2063373654739,
6,1986-12-30 13:54:30+00:00,256.9967324399067,266.46563995817627,275.0159999224454,285.50983332632654,283.9642001693536,281.74222115340433,272.59121225029605,262.9369212904325,267.1692068791127,266.6445094483192,269.59547124313093,284.2038260351616,294.1698347972456,292.63285267812927,296.55692509107564,299.29646609195277,,,,313.5552844978983,303.97680498857346,318.64195027030974,348.2993199449737,376.10833225952865,
7,1987-01-06 14:00:54+00:00,,290.3210489814456,263.9180912466987,281.0624818052048,300.28633420424745,289.84491830350953,276.04494742917296,265.7372058539113,275.4029467959337,288.32340799130753,276.9647626440964,278.53481419958666,299.2473488617365,320.0678416967051,317.82988408374246,,336.4731279583241,339.856577032316,340.6972633694685,,316.9620770139676,334.96053481853204,336.0699659232176,360.10130665081374,
8,1987-01-15 13:54:59+00:00,,,261.88993471088645,269.98308158145886,256.00189593175924,263.83941586211245,269.34521442268726,264.9804883459284,258.62143516266497,251.87621339254574,263.3616824870809,269.24868378750466,260.2476619420665,261.400882187089,272.264957634465,,,,,,291.1533672542375,306.314524963657,,,
9,1987-01-22 14:01:21+00:00,,247.83559070845575,257.57240202853785,259.1396540212801,252.15544375732648,254.36076637243946,249.44619873805158,247.7067350406172,253.3925602631957,255.47796842137677,254.17130037710285,249.37922241652524,255.6467254073292,268.21752562233576,286.71544140488436,,,,,290.6506735905036,290.02305484176327,302.357050244797,308.5592588582823,341.9503292911283,
10,1987-01-31 13:55:29+00:00,,,261.25985577887144,276.5542012391133,281.18786795603086,280.79837750017265,276.81428557728,264.56073777501643,265.19728877136566,246.14320179924326,260.6912504959153,262.61818618117985,285.59374178237493,272.8350513693721,270.578356167541,,,,,297.8022010415108,295.54715613367165,311.9143418456335,318.7663614568972,353.59640915822973,391.4123880641041
11,1987-02-07 14:01:56+00:00,268.41835755986585,264.1487393295881,268.361887708501,276.1003172188592,303.3773271944491,292.1131727151144,273.579453615493,271.227278676582,267.6435375111884,274.9733456866776,291.42567179876295,,314.2112264205427,,,326.89024255521394,329.3980370662528,341.1389278286378,349.8137395700145,,,336.875870407086,351.4215008855863,358.0495673946769,
12,1998-03-09 14:17:57+00:00,233.81821271273446,250.49037501567707,268.63939595070235,274.2163124712674,272.06252116249914,264.7425113790355,261.7595451786098,259.25045055157034,255.7097987278164,255.07160077025242,261.90188738086556,271.82997169978637,288.9372680798765,287.7448388279422,289.6078060586446,288.43770451825344,296.5899963772529,286.80158687073293,282.41559983412037,278.87503860404445,279.7527172626113,280.09152651034753,277.2983558555464,287.0016921418347,
13,1998-03-25 14:18:11+00:00,271.95330840378017,272.5789191158188,275.82570433471835,287.8015565857411,287.7237320564789,282.526119668334,273.37088926278847,275.43085158244685,276.2972835377744,283.50695691967763,283.4705457150836,291.3440585577179,305.7606124747433,305.2630428302907,313.51173080943045,317.782062249671,315.4319570384194,308.171335015595,301.94661363657815,300.1878616450863,297.77139854488377,309.0201329358868,317.41867943047146,321.5942807701695,351.60866090691604
14,1998-06-13 14:19:18+00:00,240.84426682560195,255.2769809340479,262.1637635691612,273.60111399038345,276.64324771323385,268.83239660549606,263.62438135789165,261.35665469255497,267.43251911337717,266.32275970873235,269.48397713850363,277.57564644905347,279.7947922772262,286.70280067168846,287.35634932643075,292.55223893037737,292.5675296428311,299.43221739891436,283.5880450024003,283.66382308829037,277.2637943992151,280.41929199334055,289.4429251980862,283.3764520715919,299.92060412246576
15,1998-08-25 14:13:52+00:00,227.09908182855867,268.7850647952816,279.19847298638535,286.8921730854986,288.5135617201183,283.5610282869758,276.9159260354072,279.4002854442456,274.72733943141634,273.1825339783531,279.01595842081343,285.7297677404745,293.80416094802877,304.21308936106993,302.4721750417741,303.9575644814609,305.03346813897826,301.70411923273826,298.17248984863596,299.0737484710001,287.7428310473196,285.38176769248935,284.66095924650637,285.9225478773627,307.68054979402774
16,1998-09-17 14:20:13+00:00,259.70577050012065,263.65635159943656,268.0704814132873,276.1904792207718,280.58465092962416,281.6125614703624,284.8417430997091,273.98206793567914,269.94546274365337,279.3270422107886,283.1340803071672,296.04989859287,304.1855620340518,302.307573561799,308.683923425679,306.57792902118086,308.01191278504695,306.15507611306793,308.0123472794708,301.65375937356055,287.74949355697703,287.8825815755775,279.3702582942374,284.53822050311163,302.7762798389088
17,1998-10-28 14:14:08+00:00,249.7602849402572,268.815761523076,285.2406519849822,290.30562222408565,288.410817203836,284.8866855863046,277.86466720094876,275.1247738314619,279.07135675470676,288.6847608737404,289.2669087466437,293.2257748644795,298.3994529270327,300.92787386581693,302.34411255431723,305.0233518039731,303.2253844476201,304.83114426116555,309.6339211158559,301.88205879844617,285.52734440425974,283.26270364558087,282.550725670564,290.8186839913665,300.60946065062814
18,1998-11-29 14:14:16+00:00,250.14175996996053,265.706666843766,269.48806605617006,279.1577641283537,288.70452229976934,293.7467207514431,287.6682946255318,280.48097836608486,285.058924471779,289.97227241720816,291.8984973862579,292.1797875249951,293.87441004006524,290.9819742585024,294.34186468387054,294.6723941499792,305.6154852735115,305.80829293913365,306.5489027150867,301.86303799793785,280.9517068951248,282.84639263556556,280.0362274476358,294.63620679153934,309.7440066440602
19,1998-12-06 14:20:24+00:00,234.35048169952438,251.383861936158,260.1583935138789,272.3466378376315,278.6421544758731,273.54506173019405,263.7451238724599,267.9817133466547,258.5785922369122,268.2527130224554,270.2652591319875,277.7613189292121,285.1957167373608,283.07392012469785,287.7676995609504,288.7294155345661,291.0775617873521,288.7001604477866,278.4540663440779,279.5145850077265,267.6580129230989,270.12286219358424,268.5216974974669,291.4017493493103,307.8243710594211
20,1998-12-22 14:20:29+00:00,221.37408857916637,247.08578712590082,260.09001312486464,272.45841395306076,269.4260414452988,268.71904384996037,269.6825450048202,260.83456773616683,259.6055035345078,261.97785698592,266.57238237441834,267.2158367095655,277.0747513489644,279.53796101711873,281.9754288798397,285.4942066710725,290.9776484916925,282.0132536842445,280.5566339850757,281.50156101767107,272.95734273851093,265.4567674755481,265.3946858629673,275.99460834736345,285.79998382067123
21,1998-12-31 14:14:22+00:00,223.466979017512,248.34348752368967,263.97889527699584,276.62261061115873,276.9625427589103,269.7544740861452,267.48011200138836,261.2252567506861,257.2954547869936,265.41115719351444,273.2203044496934,278.2154697033477,281.6582169650743,287.2106677524929,289.9031260149511,291.2682621227003,296.90380183316154,293.84552721541075,290.26462245464097,287.70123146125195,275.1736228372596,277.9129844249717,274.51464651954035,279.65042213134336,300.42264855081635
22,1999-02-08 14:20:37+00:00,247.71050947481396,258.9772489756579,266.658364589858,275.0862403597959,285.7525980449983,290.7229430263392,279.44941029433517,271.16163350563204,271.18486962036457,276.1951167347007,276.14414652895726,282.45216924686014,293.2797496315453,301.4081688045575,302.36951706730116,299.6111407619785,303.033030067417,304.4354805436223,301.72765419035846,295.79768923145997,280.98306480009046,277.09325991791957,270.86272860710517,281.66832189513684,301.81419427077896
23,1999-06-16 14:19:24+00:00,221.0058243728957,246.64014755124984,253.99661078633423,270.9012450241526,277.201343032377,269.04978338533476,266.1570102407679,268.07566710527504,264.5737987634366,272.35682850168837,268.2081328089786,,,,299.548955560813,299.16446108134187,295.98108504579113,292.02036020489066,288.8892977502049,303.9868464440067,279.46881847585524,265.1644782811638,,,
24,1999-07-18 14:19:11+00:00,210.84709751695635,245.25357682001885,,,,259.1666219482156,259.440924037953,255.44043926787162,248.0768502773755,239.67174213723072,252.66349517369392,255.434832724288,257.4337864803391,257.21047957682356,266.7550209190898,278.69929965687953,279.546823391902,277.01883266084025,,,,,,,
25,1999-08-12 14:12:54+00:00,,242.0601140993727,244.57776242710105,250.66361679343913,258.2167530669202,256.2122499691151,251.90614622305839,250.9797444642288,237.4508363782938,239.96205355634325,243.12573502069029,,,,,,280.9070194022509,283.84160440358613,278.9008217099473,267.95244906494065,253.44559810681153,,,,259.3058055786899
26,1999-08-19 14:18:58+00:00,,235.82002440463458,251.2911708629498,255.85070406932795,258.4270901403725,248.63500331711876,255.19748403046253,249.2349644093195,240.2267284191251,238.50503855470194,244.31278083969116,261.2253157316045,267.3589386796618,272.4618872756918,273.5191547792159,270.78897811290585,275.9760951461399,273.1705915901831,266.2320186487189,262.56071729363634,252.50795668406383,251.46123844751574,213.98730175568778,,245.0976648603466
27,1999-08-28 14:12:35+00:00,,228.65511354616322,261.3685532902849,260.09856050741683,262.9401080141452,261.96463404339755,253.59635252185944,258.60264926508677,250.3622563070414,244.8342839621311,252.09732373893326,,,,,282.1568503191404,286.69596537108055,,,,,,,,
