dates,nzd0389-0000,nzd0389-0001,nzd0389-0002,nzd0389-0003,nzd0389-0004,nzd0389-0005,nzd0389-0006,nzd0389-0007,nzd0389-0008,nzd0389-0009,nzd0389-0010,nzd0389-0011,nzd0389-0012,nzd0389-0013,nzd0389-0014,nzd0389-0015,nzd0389-0016,nzd0389-0017,nzd0389-0018,satname
1999-08-17 22:12:26+00:00,,,,,,,,,,362.16,364.03,366.08,363.87,366.80,363.33,359.06,311.69,309.23,284.71,L7
1999-08-26 22:06:44+00:00,404.27,392.25,383.43,376.78,372.92,371.09,364.18,358.42,350.27,353.47,353.10,357.05,352.26,349.19,330.14,338.61,324.30,313.98,301.93,L7
1999-09-18 22:12:27+00:00,419.69,403.95,402.75,400.13,381.97,376.06,366.79,365.70,365.76,366.64,367.01,372.35,369.99,368.20,359.36,347.33,339.42,337.82,344.01,L7
1999-10-13 22:06:48+00:00,405.24,392.21,394.33,384.68,378.09,378.74,375.72,372.55,364.27,365.82,363.68,364.91,370.22,361.17,349.66,354.37,343.31,341.53,340.75,L7
1999-11-05 22:12:28+00:00,391.62,391.39,388.60,386.14,381.02,375.58,367.70,369.53,358.48,359.75,364.62,362.64,359.63,349.29,339.75,347.70,343.26,341.74,351.89,L7
1999-12-07 22:12:29+00:00,380.78,389.38,387.46,384.12,380.57,374.44,365.15,366.50,361.94,365.06,368.87,364.83,357.86,359.37,354.33,351.55,341.82,339.11,347.61,L7
2000-03-21 22:06:25+00:00,373.09,,,,,,,,,325.13,330.01,345.26,336.29,325.28,,,,,,L7
2000-04-13 22:11:54+00:00,389.34,384.31,378.76,374.57,373.94,375.19,370.81,365.45,367.23,366.47,368.61,364.60,366.68,364.75,360.38,359.20,343.98,335.66,,L7
2000-05-31 22:11:30+00:00,373.48,367.60,364.85,362.83,362.76,358.91,354.97,354.45,353.53,350.73,355.23,355.62,359.45,345.99,,,,,,L7
2000-06-25 22:05:07+00:00,396.05,398.07,365.20,356.73,359.74,354.04,357.20,362.78,,359.29,367.34,359.84,368.94,357.64,,,,,,L7
2000-08-03 22:10:43+00:00,,,,,,,,,,364.90,358.69,370.98,376.19,373.94,358.54,353.19,,,,L7
2000-08-19 22:10:38+00:00,410.13,400.61,387.74,385.35,382.18,378.58,365.47,368.49,365.60,361.43,360.10,363.27,367.96,367.59,363.17,361.99,333.33,322.98,,L7
2000-09-04 22:10:22+00:00,355.97,,,,,,,,,320.83,315.61,325.04,,,,,,,,L7
2000-09-13 22:04:25+00:00,380.97,356.12,364.33,361.72,360.90,355.28,,351.98,339.15,342.02,333.54,332.09,335.45,330.87,,,,,,L7
2000-09-20 22:10:03+00:00,401.86,384.81,373.82,371.53,371.47,366.69,359.33,355.23,348.14,348.06,347.56,347.49,345.63,321.91,,,,,,L7
2000-10-15 22:03:32+00:00,391.15,380.87,384.26,370.06,360.39,350.78,352.33,346.71,345.12,346.78,346.07,346.03,350.18,347.05,336.15,335.24,335.55,330.19,335.13,L7
2001-01-03 22:03:48+00:00,394.59,393.13,389.52,387.63,380.76,373.44,362.55,363.35,364.25,361.54,358.40,362.42,368.39,370.45,374.28,363.54,353.57,350.91,352.99,L7
2001-01-10 22:10:03+00:00,395.75,396.80,391.01,382.27,381.37,370.38,360.70,363.04,357.59,360.85,360.41,362.54,362.22,358.51,359.08,349.96,344.33,343.51,357.53,L7
2001-02-27 22:09:54+00:00,398.21,392.72,393.41,390.18,388.60,387.05,383.64,381.31,379.88,374.61,378.65,375.72,374.03,366.60,363.41,357.93,365.71,365.81,357.91,L7
