dates,satname,nzd0389-0000,nzd0389-0001,nzd0389-0002,nzd0389-0003,nzd0389-0004,nzd0389-0005,nzd0389-0006,nzd0389-0007,nzd0389-0008,nzd0389-0009,nzd0389-0010,nzd0389-0011,nzd0389-0012,nzd0389-0013,nzd0389-0014,nzd0389-0015,nzd0389-0016,nzd0389-0017,nzd0389-0018
1999-08-17 22:12:26+00:00,L7,,,,,,,,,,369.29,371.84,374.71,372.98,375.00,371.14,368.17,319.14,313.33,288.81
1999-08-26 22:06:44+00:00,L7,387.74,379.20,369.65,364.38,362.59,358.69,352.91,345.37,338.46,342.69,341.29,344.00,338.48,336.79,318.33,324.83,313.03,307.78,295.73
1999-09-18 22:12:27+00:00,L7,425.56,408.58,407.64,404.53,385.64,380.46,370.79,370.33,369.95,370.47,371.20,376.98,374.88,372.60,363.55,352.22,343.42,340.02,346.21
1999-10-13 22:06:48+00:00,L7,408.04,394.42,396.66,386.78,379.84,380.84,377.63,374.76,366.27,367.65,365.68,367.12,372.55,363.27,351.66,356.70,345.22,342.58,341.80
1999-11-05 22:12:28+00:00,L7,377.35,380.13,376.71,375.44,372.10,364.88,357.97,358.27,348.29,350.45,354.43,351.38,347.74,338.59,329.56,335.81,333.53,336.39,346.54
1999-12-07 22:12:29+00:00,L7,367.18,378.64,376.13,373.92,372.07,364.24,355.88,355.76,352.23,356.19,359.16,354.09,346.53,349.17,344.62,340.22,332.55,334.01,342.51
2000-03-21 22:06:25+00:00,L7,364.02,327.72,,,,,,,,319.22,323.53,338.10,328.73,318.48,,,,,211.01
2000-04-13 22:11:54+00:00,L7,387.74,383.05,377.43,373.37,372.94,373.99,369.72,364.19,366.09,365.43,367.47,363.34,365.35,363.55,359.24,357.87,342.89,335.06,306.86
2000-05-31 22:11:30+00:00,L7,355.35,353.28,349.74,349.23,351.43,345.31,342.61,340.13,340.58,338.90,342.28,341.30,344.34,332.39,,62.30,113.19,195.45,211.61
2000-06-25 22:05:07+00:00,L7,405.12,405.23,372.76,363.53,365.41,360.84,363.38,369.94,,365.20,373.82,367.00,376.50,364.44,,,263.13,274.43,213.76
2000-08-03 22:10:43+00:00,L7,,,,,,,,,,369.16,363.36,376.14,381.63,378.84,363.21,358.63,279.47,212.53,258.98
2000-08-19 22:10:38+00:00,L7,415.46,404.82,392.18,389.35,385.51,382.58,369.11,372.70,369.41,364.91,363.91,367.48,372.40,371.59,366.98,366.43,336.97,324.98,278.46
2000-09-04 22:10:22+00:00,L7,367.04,297.21,,,,,,,,328.05,323.51,333.78,,,,,,109.83,208.26
2000-09-13 22:04:25+00:00,L7,366.30,344.54,352.11,350.72,351.73,344.28,,340.40,328.67,332.45,323.06,320.51,323.23,319.87,276.37,,145.05,202.38,220.97
2000-09-20 22:10:03+00:00,L7,414.26,394.60,384.15,380.83,379.22,375.99,367.78,365.02,357.00,356.15,356.42,357.28,355.96,331.21,270.08,,,,
2000-10-15 22:03:32+00:00,L7,385.95,376.76,379.93,366.16,357.14,346.88,348.78,342.60,341.41,343.39,342.36,341.92,345.85,343.15,332.44,330.91,332.00,328.24,333.18
2001-01-03 22:03:48+00:00,L7,402.46,399.34,396.08,393.53,385.68,379.34,367.91,369.56,369.87,366.67,364.02,368.63,374.95,376.35,379.90,370.10,358.93,353.86,355.94
2001-01-10 22:10:03+00:00,L7,381.88,385.85,379.45,371.87,372.70,359.98,351.25,352.09,347.69,351.81,350.51,351.59,350.66,348.11,349.18,338.40,334.88,338.31,352.33
2001-02-27 22:09:54+00:00,L7,403.01,396.51,397.41,393.78,391.60,390.65,386.91,385.10,383.31,377.74,382.08,379.51,378.03,370.20,366.84,361.93,368.98,367.61,359.71
2001-03-08 22:04:08+00:00,L7,363.98,360.03,360.86,359.85,355.66,357.40,350.78,349.96,344.18,346.50,343.95,344.94,341.53,333.55,321.09,319.30,319.17,323.18,315.97
2001-03-31 22:09:43+00:00,L7,404.94,401.73,401.57,398.48,390.68,390.75,374.88,386.08,381.34,380.62,388.46,395.25,398.03,395.60,390.77,379.15,377.96,368.66,367.89
2001-05-02 22:09:39+00:00,L7,379.11,364.88,363.74,359.11,353.88,358.97,354.87,352.26,347.83,354.13,354.30,357.31,354.17,356.63,346.39,351.22,299.38,324.86,311.53
2001-05-27 22:03:36+00:00,L7,403.75,390.65,381.36,375.45,373.42,372.53,357.41,360.37,364.11,364.33,363.38,372.18,380.80,383.84,378.50,377.19,127.98,195.64,214.33
2001-06-03 22:09:16+00:00,L7,597.79,614.99,351.52,348.23,351.67,338.50,349.79,337.25,329.24,340.29,343.86,342.08,344.22,345.16,325.22,330.07,322.70,323.39,330.86
2001-07-05 22:08:57+00:00,L7,394.44,380.93,368.81,362.04,351.89,350.35,343.85,348.97,345.96,347.88,344.31,349.45,347.67,328.24,,,115.99,200.93,243.44
2001-07-14 22:03:09+00:00,L7,401.29,384.59,383.28,375.85,372.90,359.97,355.52,359.63,350.96,353.91,353.45,359.73,375.01,377.07,346.11,,117.56,213.16,212.03
2001-08-15 22:02:14+00:00,L7,376.84,368.77,359.66,355.38,348.09,345.06,343.70,340.53,337.80,340.66,344.28,348.42,347.50,345.67,337.33,331.36,291.13,307.37,248.33
2001-08-31 22:02:29+00:00,L7,380.81,383.58,368.37,362.81,354.09,351.35,345.99,348.15,338.45,343.10,343.03,351.91,349.88,344.36,339.94,333.44,313.29,315.49,306.23
2001-11-03 22:02:10+00:00,L7,380.44,370.87,366.68,359.97,359.55,351.91,345.85,343.99,345.42,350.62,349.50,348.68,346.99,346.26,345.05,337.80,332.55,332.55,329.31
2002-02-07 22:02:41+00:00,L7,367.89,387.02,374.97,368.72,366.92,355.46,351.00,345.15,347.44,351.00,354.55,352.65,353.35,358.18,354.90,347.67,330.61,331.62,337.57
2002-02-14 22:08:29+00:00,L7,392.59,390.48,384.49,383.61,380.53,373.91,372.67,364.15,360.57,364.39,366.13,360.33,366.85,364.12,362.40,353.83,335.85,330.78,340.00
2002-03-11 22:02:43+00:00,L7,397.30,384.48,376.04,368.29,364.37,356.63,351.24,354.94,347.45,355.84,355.86,355.52,354.56,354.14,350.37,344.45,321.27,328.50,319.76
2002-05-14 22:02:31+00:00,L7,440.45,432.62,372.69,364.96,365.18,357.12,351.31,351.55,349.44,347.98,348.70,358.39,354.63,355.09,348.10,343.02,142.87,235.03,211.49
2002-05-30 22:02:25+00:00,L7,388.64,380.14,367.41,361.23,357.31,355.60,343.58,348.78,349.24,349.75,352.29,355.68,358.68,361.49,356.20,359.64,118.42,186.67,195.34
2002-06-06 22:08:10+00:00,L7,385.52,369.65,366.54,365.05,365.10,354.23,346.60,,,346.46,346.20,355.82,350.69,348.54,327.97,,142.31,197.44,205.35
2002-06-15 22:02:19+00:00,L7,412.42,395.31,373.51,390.61,,,493.13,,,638.20,507.85,363.08,,,,,205.04,247.56,263.22
2002-07-08 22:08:00+00:00,L7,366.36,364.56,354.27,346.76,342.70,335.87,335.82,327.29,326.81,330.83,338.24,339.54,339.25,336.45,336.30,337.77,,475.85,
2002-07-17 22:02:08+00:00,L7,388.21,387.43,375.02,368.95,371.71,372.97,364.74,354.56,346.27,344.46,350.29,357.73,364.82,361.79,,61.80,142.04,199.98,215.06
2002-07-24 22:07:50+00:00,L7,377.19,373.76,363.85,359.86,352.51,349.34,343.60,335.66,336.96,333.96,338.87,342.62,348.11,343.35,,62.71,142.62,195.86,211.77
2002-08-18 22:01:33+00:00,L7,368.93,363.86,360.08,350.07,344.74,338.25,341.58,332.90,331.53,334.51,331.84,324.45,330.39,328.51,325.51,325.75,331.70,324.47,288.95
2002-10-05 22:01:31+00:00,L7,370.44,362.78,359.66,352.69,346.24,337.90,338.53,336.15,333.81,336.32,338.43,338.66,338.48,329.65,336.02,334.14,322.86,320.16,321.49
2002-10-28 22:07:22+00:00,L7,,,,,,,,,,,,,,,,,,,
2002-11-06 22:01:41+00:00,L7,350.68,329.14,,,,,,,,314.12,311.03,317.87,,,,,,,
2002-11-29 22:07:49+00:00,L7,404.35,386.68,387.76,390.87,375.23,387.87,358.85,364.90,355.99,361.54,359.43,360.37,366.78,359.50,367.09,365.58,358.45,353.55,351.40
2002-12-31 22:07:56+00:00,L7,378.36,373.03,368.81,364.92,358.99,361.10,355.24,350.72,347.18,352.68,349.85,351.55,348.10,347.55,349.27,343.84,334.46,334.75,355.86
2003-01-25 22:01:54+00:00,L7,398.25,390.52,378.69,383.15,371.73,364.38,363.34,364.73,369.25,354.42,357.02,369.08,365.73,366.67,369.05,362.33,350.33,343.81,352.01
2003-02-01 22:08:09+00:00,L7,368.51,358.91,359.46,353.55,350.35,351.64,348.22,348.73,341.35,341.30,343.26,344.27,344.92,343.77,340.19,333.34,324.02,318.94,324.09
2003-02-26 22:02:28+00:00,L7,379.33,378.88,367.71,365.38,370.66,365.28,364.62,361.74,363.08,366.40,361.94,358.65,364.07,362.98,361.75,354.41,348.52,340.29,328.71
2003-03-21 22:08:15+00:00,L7,369.03,,,,,,,,368.77,373.42,357.70,364.40,370.59,367.38,367.95,363.83,352.32,357.32,356.34
2003-05-24 22:08:16+00:00,L7,384.65,375.36,369.19,364.58,359.26,359.94,360.57,359.84,354.88,361.23,366.54,363.12,362.17,363.23,355.70,352.25,114.53,211.66,226.37
2003-07-20 22:02:20+00:00,L7,390.55,385.79,370.35,,,,,,343.72,351.30,355.85,361.40,360.81,358.91,,,,,
2003-07-28 21:50:28+00:00,L5,370.55,340.59,356.87,349.20,336.64,314.64,316.72,336.01,,350.75,338.39,351.88,,,,,110.64,180.00,287.90
2003-08-20 21:56:39+00:00,L5,,,,,,,,,,,,354.40,361.31,354.33,339.80,341.40,284.12,224.92,259.66
2003-08-28 22:07:57+00:00,L7,368.50,367.85,362.04,356.10,346.76,343.63,,,,,348.09,351.13,354.99,350.14,351.47,346.61,340.28,336.01,324.59
2003-08-29 21:50:38+00:00,L5,367.17,359.70,354.34,346.10,347.17,338.79,336.23,332.78,335.22,335.51,338.29,341.31,339.08,346.55,332.60,325.58,298.69,308.48,280.79
2003-09-14 21:50:54+00:00,L5,373.53,373.78,365.80,357.03,347.01,345.52,343.71,342.46,341.83,343.28,346.29,349.88,345.93,344.67,342.87,341.70,330.75,331.34,309.76
2003-09-30 21:51:30+00:00,L5,397.47,381.69,372.70,357.45,357.99,347.78,344.87,355.47,352.45,353.27,353.79,357.51,369.06,371.80,355.66,345.97,342.16,350.93,340.74
2003-10-16 21:51:43+00:00,L5,416.26,404.82,394.15,379.42,367.64,361.02,359.64,360.33,360.16,371.48,372.10,372.12,374.84,388.41,381.14,371.46,361.13,355.59,355.56
2003-10-24 22:02:10+00:00,L7,365.49,,,,,339.48,338.88,332.58,334.69,337.20,339.88,341.51,340.08,336.96,,,,,
2003-11-17 21:51:45+00:00,L5,402.31,394.92,383.86,381.59,373.83,367.06,361.24,358.89,352.28,348.76,350.68,351.87,356.79,362.56,371.05,367.67,352.01,348.85,348.87
2003-11-25 22:02:29+00:00,L7,,,,,,353.29,347.15,352.55,348.44,350.22,352.94,355.85,360.92,,,,,,355.66
2003-12-03 21:51:55+00:00,L5,381.84,376.78,371.74,369.31,362.84,356.46,347.53,346.38,345.14,346.05,351.10,351.57,354.76,357.85,354.36,359.45,355.36,346.48,336.20
2003-12-10 21:58:05+00:00,L5,389.63,381.91,370.81,360.00,361.00,354.85,351.29,349.35,342.47,344.83,356.85,359.08,361.61,357.12,355.62,355.84,345.29,336.31,333.67
2004-01-03 22:08:30+00:00,L7,385.71,384.11,373.23,363.23,362.30,,,,,355.36,358.84,356.87,356.29,359.54,356.51,360.35,338.38,339.80,348.85
2004-01-04 21:52:33+00:00,L5,360.96,356.14,354.78,352.00,351.47,350.12,348.05,343.04,342.13,342.78,348.33,347.78,341.72,343.74,340.09,334.62,334.24,333.34,345.44
2004-01-19 22:08:35+00:00,L7,343.39,325.55,,,,,,,,,319.59,329.17,320.61,322.65,314.45,311.83,317.78,,
2004-01-20 21:52:13+00:00,L5,366.73,372.16,361.36,355.82,353.37,351.13,344.36,348.78,344.25,351.15,353.38,353.03,347.22,338.09,336.61,337.49,338.22,339.36,332.00
2004-02-04 22:08:41+00:00,L7,,,,351.75,351.65,342.75,342.28,337.96,340.58,344.83,349.97,352.57,348.34,,,,,,
2004-03-23 22:08:52+00:00,L7,,,,305.52,309.16,,,,,,,,,,,,,,
2004-04-08 22:08:48+00:00,L7,,,358.16,349.60,349.84,352.17,350.53,344.55,338.60,350.61,351.66,358.55,,,,360.84,355.99,349.56,335.76
2004-04-17 22:02:56+00:00,L7,361.56,358.88,354.69,349.62,347.72,340.06,,,,,,352.14,349.97,357.14,342.93,338.83,307.37,325.37,304.10
2004-04-25 21:53:23+00:00,L5,392.29,388.43,381.84,379.34,368.98,372.10,368.24,362.61,352.87,350.68,352.49,363.94,364.31,367.17,360.62,363.88,290.82,329.33,267.44
2004-05-18 22:00:14+00:00,L5,388.91,376.52,366.96,358.14,343.85,345.25,344.62,355.00,343.26,353.64,361.03,357.97,360.70,360.95,353.01,339.66,149.23,198.26,252.62
2004-05-19 22:02:59+00:00,L7,387.98,382.93,368.70,,,,,,346.67,341.59,361.86,359.48,363.19,367.82,364.68,356.24,,,
2004-06-11 22:08:38+00:00,L7,,,,364.44,354.39,351.06,345.40,345.35,341.04,352.73,354.03,357.12,363.20,,,,119.72,196.21,211.60
2004-06-28 21:55:40+00:00,L5,509.50,326.41,322.05,310.45,319.01,295.04,311.21,299.98,289.74,298.74,299.81,295.09,310.91,311.08,323.76,288.37,282.35,275.87,288.87
2004-07-05 22:01:39+00:00,L5,,,,,,,,,,337.10,336.85,345.53,331.03,,,74.47,135.55,180.73,202.73
2004-07-13 22:08:34+00:00,L7,402.86,387.70,377.87,,,,349.61,349.94,341.90,347.35,355.01,359.54,366.50,367.83,367.17,,,,
2004-07-14 21:56:06+00:00,L5,401.48,363.15,347.52,334.82,333.74,311.62,,337.11,333.84,331.00,303.24,333.32,332.84,345.61,356.72,360.44,326.72,,
2004-07-22 22:02:44+00:00,L7,,,,364.76,359.12,355.12,352.08,348.78,344.99,348.06,352.27,352.69,,,,,126.39,187.23,207.43
2004-07-29 22:08:26+00:00,L7,370.81,,,,330.97,336.38,337.00,330.36,329.42,340.38,343.04,346.80,351.88,356.99,,,,296.84,289.81
2004-07-30 21:56:03+00:00,L5,367.83,361.30,350.10,349.94,342.39,338.68,340.23,333.53,340.17,334.26,335.75,341.65,345.27,,,58.10,148.28,202.95,218.44
2004-08-15 21:56:25+00:00,L5,354.34,342.32,337.11,328.09,322.65,330.44,327.19,319.50,317.22,317.57,323.74,322.25,322.80,317.49,215.15,,119.70,197.09,232.42
2004-08-23 22:02:11+00:00,L7,397.12,386.51,374.18,364.58,,,,,,358.67,356.64,354.44,356.06,361.69,359.93,363.26,347.70,195.77,
2004-09-08 22:02:29+00:00,L7,401.77,,,,,,351.36,353.27,356.98,359.89,362.28,362.48,366.08,360.59,,,,,
2004-09-24 22:02:01+00:00,L7,373.23,367.46,358.69,343.35,,,,,,338.36,340.40,343.56,343.78,346.87,331.79,331.98,321.70,,
2004-10-01 22:08:09+00:00,L7,,,,,,,,,,315.23,299.80,313.62,,,,,,,
2004-10-02 21:57:38+00:00,L5,397.15,382.00,369.52,358.23,349.69,345.42,342.12,336.26,340.85,340.63,348.80,351.61,360.71,362.29,357.95,349.82,328.32,325.58,326.29
2004-10-17 22:08:14+00:00,L7,394.74,388.66,372.65,366.04,,,,345.99,339.96,344.96,354.21,357.83,362.58,363.72,362.88,357.17,344.64,,
2004-11-02 22:08:28+00:00,L7,,,,388.46,381.54,371.62,375.36,370.96,362.10,368.74,373.17,381.88,,,,,372.62,373.06,367.33
2004-11-10 22:04:35+00:00,L5,369.28,354.05,349.96,348.85,342.50,334.83,331.21,335.69,337.70,342.30,344.29,348.59,350.19,342.52,337.16,332.25,320.17,322.63,332.47
2004-11-26 22:04:53+00:00,L5,348.37,344.02,361.22,354.72,347.10,343.75,335.96,329.66,325.82,309.78,316.21,319.12,321.78,318.05,311.08,326.14,327.48,331.36,336.78
2004-12-13 22:02:59+00:00,L7,375.17,362.54,364.26,357.51,363.57,350.35,343.17,,,,,353.19,357.70,357.77,353.74,346.37,336.87,333.21,338.04
