dates,nzd0389-0000,nzd0389-0001,nzd0389-0002,nzd0389-0003,nzd0389-0004,nzd0389-0005,nzd0389-0006,nzd0389-0007,nzd0389-0008,nzd0389-0009,nzd0389-0010,nzd0389-0011,nzd0389-0012,nzd0389-0013,nzd0389-0014,nzd0389-0015,nzd0389-0016,nzd0389-0017,nzd0389-0018,satname
1999-08-17 22:12:26+00:00,,,,,,,,,,362.16,364.03,366.08,363.87,366.80,363.33,359.06,311.69,309.23,284.71,L7
1999-08-26 22:06:44+00:00,404.27,392.25,383.43,376.78,372.92,371.09,364.18,358.42,350.27,357.82,358.56,361.56,358.06,358.00,346.74,348.84,318.00,311.61,293.32,L7
1999-09-18 22:12:27+00:00,411.98,398.10,393.09,388.45,377.45,373.57,365.49,362.06,358.01,360.76,361.38,365.16,362.04,361.40,350.94,348.33,325.14,320.34,310.22,L7
1999-10-13 22:06:48+00:00,409.73,396.14,393.50,387.20,377.66,375.30,368.90,365.56,360.10,362.02,361.95,365.10,364.09,361.34,350.62,349.84,329.68,325.64,317.85,L7
1999-11-05 22:12:28+00:00,405.20,394.95,392.28,386.93,378.50,375.37,368.60,366.55,359.69,361.57,362.49,364.61,363.19,358.93,348.45,349.41,332.40,328.86,324.66,L7
1999-12-07 22:12:29+00:00,400.32,393.84,391.31,386.37,378.91,375.18,367.91,366.54,360.14,362.15,363.55,364.64,362.31,359.00,349.43,349.77,333.97,330.57,328.48,L7
2000-03-21 22:06:25+00:00,387.68,390.99,390.13,384.98,379.89,376.25,369.52,369.53,361.56,353.94,356.80,359.41,356.00,348.78,347.91,351.21,342.80,340.79,346.75,L7
2000-04-13 22:11:54+00:00,383.71,388.36,384.94,381.61,378.51,375.07,367.89,367.16,362.55,354.10,358.03,359.33,355.12,349.67,351.49,352.82,343.02,338.84,349.75,L7
2000-05-31 22:11:30+00:00,379.17,380.43,377.02,373.84,372.42,369.51,363.64,362.13,360.90,351.85,355.68,357.58,355.07,348.85,357.36,355.38,342.90,337.38,347.61,L7
2000-06-25 22:05:07+00:00,382.99,383.33,369.60,364.71,365.48,362.71,360.99,360.89,360.38,350.40,355.30,356.33,357.84,348.42,360.38,359.20,343.98,335.66,,L7
2000-08-03 22:10:43+00:00,382.99,383.33,369.60,364.71,365.48,362.71,360.99,360.89,360.38,353.30,355.98,359.26,361.51,353.52,359.46,356.19,343.98,335.66,,L7
2000-08-19 22:10:38+00:00,388.42,387.65,374.14,369.87,369.66,366.68,362.11,362.79,362.12,354.66,356.66,359.93,362.59,355.87,360.70,358.13,338.65,329.32,,L7
2000-09-04 22:10:22+00:00,383.01,387.65,374.14,369.87,369.66,366.68,362.11,362.79,362.12,349.83,350.80,354.94,362.59,355.87,360.70,358.13,338.65,329.32,,L7
2000-09-13 22:04:25+00:00,382.72,381.34,372.18,368.24,367.90,364.40,362.11,360.63,356.38,348.85,348.64,352.09,358.71,352.29,360.70,358.13,338.65,329.32,,L7
2000-09-20 22:10:03+00:00,386.83,381.92,372.45,368.79,368.50,364.78,361.56,359.73,354.73,351.72,350.83,352.37,360.04,351.81,360.70,358.13,338.65,329.32,,L7
2000-10-15 22:03:32+00:00,387.09,381.35,373.37,368.04,366.24,360.71,357.86,356.61,350.31,349.25,348.02,350.05,357.69,349.28,352.62,350.14,334.44,326.59,335.13,L7
2001-01-03 22:03:48+00:00,389.11,383.11,379.93,375.26,371.14,364.95,359.92,357.15,352.45,349.37,345.71,349.62,357.30,351.97,358.03,353.49,340.82,334.69,344.06,L7
2001-01-10 22:10:03+00:00,390.06,385.39,381.78,376.43,372.85,365.86,360.08,358.13,353.31,350.80,347.55,351.23,358.00,352.90,358.24,352.78,341.69,336.90,348.55,L7
2001-02-27 22:09:54+00:00,388.36,384.07,382.72,377.23,373.91,367.27,363.71,360.27,355.69,350.67,348.61,350.19,355.98,349.23,358.23,351.67,349.79,347.61,350.89,L7
2001-03-08 22:04:08+00:00,392.40,382.93,382.01,376.92,373.12,368.03,363.86,361.08,356.11,356.23,354.72,355.32,356.33,349.16,353.70,348.57,346.43,344.24,345.43,L7
2001-03-31 22:09:43+00:00,392.84,388.65,387.94,382.46,377.12,372.68,365.10,366.18,363.06,362.73,363.66,365.59,366.90,363.01,358.46,352.02,350.34,347.57,348.43,L7
2001-05-02 22:09:39+00:00,390.94,386.07,384.61,380.72,376.10,374.13,365.60,367.19,363.59,364.03,365.11,367.56,367.66,364.69,360.25,354.78,353.29,346.72,351.09,L7
2001-05-27 22:03:36+00:00,391.06,385.38,382.72,378.68,374.65,372.62,363.26,364.87,362.44,362.95,363.64,366.86,368.10,366.14,361.63,356.55,353.29,346.72,351.09,L7
2001-06-03 22:09:16+00:00,391.06,385.38,380.43,376.32,372.99,369.80,362.90,362.94,359.67,361.38,362.55,365.29,366.73,364.97,358.46,354.85,349.95,344.22,348.68,L7
2001-07-05 22:08:57+00:00,392.96,385.15,379.24,374.39,370.43,368.18,361.71,362.47,358.59,360.77,361.99,365.00,365.54,360.95,356.20,353.61,349.23,343.10,347.82,L7
2001-07-14 22:03:09+00:00,392.76,382.63,377.56,372.94,368.83,366.23,360.47,361.36,357.14,359.34,360.50,363.97,366.42,362.62,353.64,354.22,350.45,343.02,345.39,L7
2001-08-15 22:02:14+00:00,391.72,381.64,376.27,371.62,367.05,364.51,359.18,359.71,355.60,357.81,359.30,362.90,365.02,361.37,352.28,351.86,339.63,337.55,345.39,L7
2001-08-31 22:02:29+00:00,391.30,381.88,374.78,369.74,364.19,361.71,356.06,357.26,352.10,355.33,356.45,361.49,363.63,360.07,350.60,350.03,331.05,330.04,333.79,L7
2001-11-03 22:02:10+00:00,393.02,382.60,372.81,366.68,362.02,356.67,352.38,352.47,348.24,352.04,352.50,357.27,360.30,356.80,348.04,346.88,321.99,323.59,326.37,L7
2002-02-07 22:02:41+00:00,384.36,383.77,373.98,367.62,362.08,356.85,352.00,350.67,347.89,351.48,353.46,356.62,355.99,354.52,349.92,344.12,322.26,324.71,327.35,L7
2002-02-14 22:08:29+00:00,387.20,388.33,379.27,373.85,369.50,363.23,358.49,355.70,352.80,356.69,358.13,358.74,359.91,358.31,355.40,348.83,332.69,330.15,330.81,L7
2002-03-11 22:02:43+00:00,391.29,388.53,381.16,375.20,372.05,364.53,359.78,357.38,355.03,359.85,361.32,359.61,361.05,360.72,357.99,351.55,334.66,333.39,334.19,L7
2002-05-14 22:02:31+00:00,406.33,393.26,382.69,376.47,373.48,365.85,361.17,359.29,356.06,359.22,361.14,362.07,362.99,362.96,358.77,352.88,287.26,333.12,304.74,L7
2002-05-30 22:02:25+00:00,401.21,388.43,378.32,372.24,369.26,362.62,356.58,355.95,353.57,356.30,358.25,359.55,360.82,361.48,357.14,352.92,252.42,333.12,282.27,L7
2002-06-06 22:08:10+00:00,399.64,385.66,377.23,371.83,369.22,362.01,355.63,355.95,353.57,355.34,356.99,359.75,360.00,360.11,353.02,352.92,234.78,333.12,269.84,L7
2002-06-15 22:02:19+00:00,399.85,385.78,375.35,373.30,369.22,362.01,355.63,355.95,353.57,355.34,356.99,358.95,360.00,360.11,353.02,352.92,234.78,333.12,269.84,L7
2002-07-08 22:08:00+00:00,397.53,384.43,374.27,371.38,366.77,359.87,354.25,353.14,350.89,353.23,355.83,358.00,358.81,358.33,352.16,352.47,234.78,333.12,269.84,L7
2002-07-17 22:02:08+00:00,395.29,383.74,373.35,370.21,366.54,360.50,354.64,352.12,349.13,351.25,354.18,357.02,358.44,357.75,352.16,352.47,220.48,333.12,261.44,L7
2002-07-24 22:07:50+00:00,394.83,383.81,373.52,370.18,365.92,360.38,354.44,351.39,348.81,350.31,353.54,356.64,358.54,357.27,352.16,352.47,211.90,333.12,255.86,L7
2002-08-18 22:01:33+00:00,394.96,379.87,370.45,366.44,361.15,356.34,350.80,347.58,344.64,346.31,348.94,352.91,354.40,352.51,345.30,347.46,194.14,330.31,236.78,L7
2002-10-05 22:01:31+00:00,392.80,377.90,369.32,365.33,359.47,354.70,349.85,345.74,343.45,344.48,347.43,351.69,353.17,350.15,343.80,346.64,195.09,327.54,237.43,L7
2002-11-06 22:01:41+00:00,389.35,377.90,369.32,365.33,359.47,354.70,349.85,345.74,343.45,341.66,343.99,348.91,353.17,350.15,343.80,346.64,195.09,327.54,237.43,L7
2002-11-29 22:07:49+00:00,385.58,379.31,371.60,369.22,361.34,359.12,351.96,347.65,343.76,342.46,344.43,348.51,354.29,349.31,345.32,349.34,243.97,335.98,267.85,L7
2002-12-31 22:07:56+00:00,383.80,379.73,374.00,368.26,361.22,361.00,354.01,349.74,345.74,343.92,345.63,348.10,354.92,350.07,350.78,350.68,276.95,337.05,293.46,L7
2003-01-25 22:01:54+00:00,384.61,379.96,375.84,372.70,363.02,362.26,355.47,354.47,351.71,346.25,345.63,348.49,354.74,350.74,353.54,351.17,343.52,337.53,336.12,L7
2003-02-01 22:08:09+00:00,384.18,378.18,374.93,371.14,362.27,362.12,355.75,355.23,351.54,346.76,346.63,349.36,354.92,351.21,352.87,350.01,341.76,335.25,334.93,L7
2003-02-26 22:02:28+00:00,385.63,380.64,376.16,373.66,366.56,366.60,359.56,360.01,356.76,351.29,350.90,354.22,360.49,356.92,358.88,354.75,344.53,337.87,341.54,L7
2003-03-21 22:08:15+00:00,383.00,380.64,376.16,373.66,366.56,366.60,359.56,360.01,358.03,353.70,351.36,355.06,361.41,357.94,359.73,355.53,345.22,340.41,343.42,L7
2003-05-24 22:08:16+00:00,385.23,379.67,374.51,372.72,366.30,367.35,360.58,360.88,358.66,360.03,357.98,360.37,362.02,360.24,360.16,355.33,346.52,342.45,345.74,L7
2003-07-20 22:02:20+00:00,380.19,377.13,368.28,367.74,363.90,361.38,360.17,359.89,355.75,357.01,355.96,358.94,360.10,359.34,359.12,353.45,344.37,340.40,340.60,L7
2003-07-28 21:50:28+00:00,379.82,371.17,368.16,364.03,359.11,353.73,352.85,357.74,354.70,359.17,355.88,359.43,360.91,359.61,358.71,353.65,345.01,340.72,338.25,L5
2003-08-20 21:56:39+00:00,379.46,371.65,367.61,364.25,359.30,351.15,351.42,357.30,355.71,361.04,356.54,358.57,360.97,358.83,355.16,351.64,351.06,349.15,342.87,L5
2003-08-28 22:07:57+00:00,378.76,370.34,367.72,362.99,352.86,345.77,342.69,352.61,351.76,358.68,354.82,358.28,360.37,357.36,353.90,351.22,349.44,348.39,342.19,L7
2003-08-29 21:50:38+00:00,377.61,368.95,365.82,359.64,352.17,344.90,341.60,347.23,348.46,354.65,352.62,356.38,357.47,356.14,350.30,346.87,333.58,335.67,322.31,L5
2003-09-14 21:50:54+00:00,376.38,369.16,365.19,358.44,350.57,344.34,341.35,345.14,346.48,352.26,351.25,355.12,355.28,354.02,348.52,345.38,332.10,334.16,318.75,L5
2003-09-30 21:51:30+00:00,379.38,369.61,364.85,356.79,350.57,343.43,340.44,345.33,342.15,348.09,349.93,353.52,354.18,353.85,345.58,341.36,328.29,331.87,314.14,L5
2003-10-16 21:51:43+00:00,382.97,373.21,367.67,359.15,352.28,345.07,342.71,346.76,344.18,350.68,351.98,354.88,355.91,357.40,349.83,344.69,333.75,336.00,321.82,L5
2003-10-24 22:02:10+00:00,383.28,373.21,367.67,359.15,352.28,346.28,344.14,347.02,344.90,350.64,352.24,355.14,356.03,356.82,349.83,344.69,333.75,336.00,321.82,L7
2003-11-17 21:51:45+00:00,384.46,374.99,368.80,361.28,354.41,347.98,345.66,347.79,345.18,349.91,351.57,354.33,355.50,356.86,351.84,346.81,335.97,337.69,325.88,L5
2003-11-25 22:02:29+00:00,384.66,375.14,368.96,361.03,353.90,348.03,344.79,347.82,345.22,349.37,350.89,354.35,356.17,356.31,351.50,346.28,335.97,337.69,330.53,L7
2003-12-03 21:51:55+00:00,384.84,375.72,369.69,362.49,355.37,349.22,345.44,348.06,345.57,349.34,351.20,354.41,356.38,356.81,352.26,348.40,339.18,339.19,331.45,L5
2003-12-10 21:58:05+00:00,385.74,376.75,370.23,362.64,356.36,350.08,346.38,348.60,345.63,349.24,351.98,355.09,357.18,357.19,353.05,349.70,340.39,339.07,331.92,L5
2004-01-03 22:08:30+00:00,386.33,377.93,371.04,363.23,357.39,350.08,346.38,348.60,345.63,350.13,352.90,355.61,357.57,357.83,353.90,351.36,340.70,339.45,333.87,L7
2004-01-04 21:52:33+00:00,385.21,376.82,370.44,362.95,357.47,350.76,347.20,348.87,346.01,350.11,353.12,355.66,357.08,357.37,353.34,350.65,340.79,339.24,335.29,L5
2004-01-19 22:08:35+00:00,383.50,373.44,371.24,362.95,357.47,350.76,347.20,348.87,346.99,350.58,351.80,354.82,355.69,356.02,350.96,348.42,339.59,339.24,335.29,L7
