,dates,mex0245-0000,mex0245-0001,mex0245-0002,mex0245-0003,mex0245-0004,mex0245-0005,mex0245-0006,mex0245-0007,mex0245-0008,mex0245-0009,mex0245-0010,mex0245-0011
0,1985-01-04 16:48:49+00:00,216.14438612536802,203.53588452292905,209.97636179149964,208.71897689413782,205.20767161289527,202.06364162784726,198.95333583682378,194.3000657614937,196.12878463046508,195.66243541213828,185.6205714135318,175.51292186208804
1,1985-01-20 16:48:54+00:00,195.81484734038239,192.4423386687775,200.084299362481,211.44710590899209,229.8932653092697,187.78847934792273,165.84628574354582,162.77358077318752,165.7569042667523,166.11029344797737,153.89659811869305,169.19548088580973
2,1985-10-03 16:47:38+00:00,194.30481891498428,183.34113552895326,191.5875811499511,186.46842495441302,184.85503151717182,187.8446807288729,175.7182706506581,186.6699079466338,182.38366067588487,181.49345907748057,170.75042413175825,167.96330179233607
3,1986-01-07 16:46:05+00:00,220.18990427647702,212.02989744810995,215.49937325442357,198.58420609197498,202.5035654525978,202.72367413306245,197.37489973263598,200.24226831367076,195.47519084693567,198.4131384100863,179.6314362840013,177.89597343017957
4,1986-03-12 16:44:40+00:00,228.6842381173476,222.2848572356029,215.54323886398268,203.93481851376174,203.4360124603096,195.16769258379574,189.54597599795795,180.94200397201286,167.55884318710557,156.2693208521746,159.82398821688267,175.09099403524817
5,1986-03-28 16:44:21+00:00,226.00259815496696,221.29993587939566,215.41621846884266,211.11036194842137,206.40675938355707,192.70213923793648,184.39355598189974,175.54111299828912,162.02717716436337,156.54271644354733,159.39621057102403,171.5548021481559
6,1986-04-13 16:44:01+00:00,224.56306531458736,222.78156411882102,223.57566872726383,216.21957799911524,205.0277998059158,191.87773322870058,188.90371063500115,178.9578295054176,173.15046822618646,166.17684461518525,165.93600809930342,170.93560422573663
7,1990-02-03 16:40:25+00:00,223.8905344185343,222.03418741880552,227.5165856236326,235.29793769321046,241.38783754995512,242.93206781557015,245.6057275373942,243.2554498263621,242.0810050579591,249.72951332882207,229.50857864742093,207.25899182239905
8,1990-02-19 16:39:55+00:00,223.11554035284468,222.3522580349548,233.88631555094042,242.94559641388182,243.31834761179726,244.08763407452864,241.86937055300245,238.0538278795086,240.41985688457024,239.68424168381998,228.31518694383487,208.52325321683173
9,1990-03-07 16:39:20+00:00,224.21207362090146,219.0120032751298,224.59613753096886,231.58296439663695,232.83821738029604,,,,239.65682436359307,235.57837529915733,217.8012522526676,204.7800343291403
10,1990-03-23 16:38:48+00:00,233.9333608036774,232.61849725990703,234.41388924091032,236.14285243344798,233.30587319241587,233.34759305313665,232.21633046006968,235.89703986092928,241.1909399542009,234.33366117648126,212.6310571336469,204.32333065524267
11,1993-01-10 16:40:08+00:00,215.4348347090436,207.60683694852247,213.2715122409878,211.46653475201495,211.33523390217337,201.46822283696181,205.47254372253306,211.4331607144935,224.30551367108455,225.83865080595257,224.13675168811272,214.31442185684577
12,1993-02-11 16:40:28+00:00,211.6455935252879,212.99699769939028,213.60888050095085,213.73776018719664,208.78769790772833,201.79982955668913,202.0859946810979,205.4073754348427,214.62813158944456,212.3831963896224,203.15152773084952,202.1665421303899
13,1993-02-27 16:40:33+00:00,220.1961225527084,224.07749705278695,222.8680524437607,221.8944143513756,218.2158660964414,212.94957307232698,212.94790252826232,213.0603759708684,212.20192590886003,211.76919473845734,191.81915100815536,199.76994685785235
14,1993-03-15 16:40:43+00:00,218.16670841064305,225.82736107194086,228.18598780786988,220.1156201971533,221.39142790041006,219.98179795853287,216.73048172996704,210.56495705573377,209.51302375525088,204.9128381025263,192.29468955982196,185.8951261425296
15,1993-03-31 16:40:46+00:00,232.3935578849168,226.10854429088758,231.08169812387445,218.95394802409857,218.32079482932335,210.32682177665026,203.99245448033628,200.8767762597476,194.3342396782546,190.73270380095715,183.88778233493213,193.50618876810458
16,1993-04-16 16:40:54+00:00,211.11514837948204,217.1742622501332,229.0536581679292,228.91373225667712,225.49325450419468,217.09466040652603,212.08430492786613,210.16409065385096,194.67580595748422,194.27652468234908,182.179042149418,187.44728144188258
17,1993-05-02 16:40:59+00:00,223.33150254770356,225.88130488905585,228.7184943006711,223.53497379188278,229.94416256290583,227.5766697961484,222.2713804908345,216.31326881654113,202.03032990238094,198.48486653021507,183.2168804154534,182.3558228280283
18,1993-05-18 16:41:01+00:00,232.20480414048123,237.6178197350811,239.11560765452865,238.15724425942975,232.22689517623462,228.01655611122078,221.3866916059049,216.29099334710426,209.73100559141596,199.5244033885081,191.81132668574492,198.2106227753019
19,1993-06-03 16:41:05+00:00,210.3010041026685,226.32391450940185,214.54960379254373,199.5662483471646,220.6135049201897,220.03822675497742,193.6721334402914,179.6830361327206,169.83293889121657,,,190.46659246398448
20,1993-07-21 16:40:57+00:00,218.18566439705518,209.33827826058652,226.56666022896022,221.23401107319017,218.94668901439763,216.99046231021538,219.62801678228277,197.86297553680086,209.57406992945147,209.9556753662273,212.56051104988313,212.83999395355082
21,1993-09-07 16:40:54+00:00,208.88609231314797,202.27052342367307,214.93132904760435,217.88719885663804,208.64777877128066,223.93783449254232,216.88816741996555,222.81643926175238,217.09835605629436,214.0468103325786,207.92408796646728,210.17111337083946
22,1993-09-23 16:40:50+00:00,207.00717899177047,194.2107468816467,205.49973660489178,207.56837065403886,208.58156996384795,208.51619882434298,208.21399007956342,211.4612589529213,211.12861290822443,206.35878112462728,207.28345318161342,200.31375116771883
