,dates,nzd0060-0000,nzd0060-0001,nzd0060-0002,nzd0060-0003,nzd0060-0004,nzd0060-0005,nzd0060-0006,nzd0060-0007
0,1999-08-17 22:10:26+00:00,185.01568449247037,212.71870326139637,207.16823421732332,208.15371782843366,188.65886232459576,171.4777795404635,178.1189289076487,182.18249053926846
1,1999-10-04 22:10:38+00:00,197.28788511230857,218.93400718980052,217.86862639535153,212.2816353930698,186.33280201189223,177.8270466961466,187.22197803529278,191.47048833241757
2,2000-03-28 22:10:07+00:00,190.9345735736459,211.45547937512035,223.96469762736942,216.1768772389966,195.22790856547073,188.96691756311765,200.4791377992008,194.84271948121952
3,2000-04-13 22:09:54+00:00,192.36257240504975,,,167.31832717517426,171.83222402643912,178.25227141366008,185.3239835880389,187.99263201051795
4,2000-04-29 22:09:53+00:00,196.20605103158485,211.66547502848923,217.75996359112597,207.04664717656686,199.29550878086712,191.6891487922646,195.23282348713343,193.2939909362828
5,2000-08-03 22:08:44+00:00,,,,,196.74131632073195,191.88034548403047,198.1103652624761,190.0791899946739
6,2000-08-19 22:08:38+00:00,176.564719698073,,,,186.70398814278857,174.5538453154997,173.73551071167734,175.61211500652996
7,2000-09-20 22:08:03+00:00,183.4486044293767,203.7414317361762,204.60634582132576,205.67404941227065,192.32734643745366,174.37341052328975,180.91536912349343,184.75729005748195
8,2000-10-22 22:07:50+00:00,193.96646051821068,216.89843137036016,223.20085063012397,222.6358178098715,208.41263609730802,191.66091613384347,197.72168024329187,197.86463096547357
9,2000-11-07 22:07:53+00:00,170.73615169244556,184.56169302798364,178.79586518076016,186.20491491627376,182.31573932663062,176.5432017765341,178.50522019172385,176.93669400107777
10,2001-05-18 22:07:26+00:00,173.85541349343842,190.2359721036504,191.73766596903195,199.81488215756852,192.94788858481434,186.37979501495016,192.7020815426646,194.94452010461728
11,2001-06-03 22:07:16+00:00,192.58807800865952,198.78958176290465,196.1962994552856,203.16392493145253,200.24765472073213,187.5504082796438,196.13149479384424,192.10792366674679
12,2001-12-12 22:06:14+00:00,172.5817072973365,182.60697875569764,176.7371843653204,191.87175744757863,188.36884681494692,181.5563313509728,181.16438036416875,184.700045917648
13,2001-12-28 22:06:14+00:00,177.83333328240954,185.06487210321646,186.6327569203429,194.29167467482924,189.73474614251168,175.9233085354017,187.97467816265242,186.55719691919438
14,2002-03-02 22:06:33+00:00,193.30566863720549,199.44877336389317,204.55087910617243,208.47674969861941,199.2437929876527,196.42395898343105,204.5258856737428,199.4880421064498
15,2002-03-18 22:06:22+00:00,185.14179992815568,197.70845525574356,194.58748924974972,200.52188263870002,192.60447563268576,188.22144607769727,196.55374984398293,197.6495763731068
16,2002-04-03 22:06:21+00:00,146.64778050479785,,,,139.5487760983851,126.33218459673839,147.52410805495003,
17,2002-07-24 22:05:50+00:00,191.54018134810644,210.20480265736333,216.69162012434919,216.82453402372235,206.8391768219962,187.0145859744182,188.30422040978084,188.46347217961753
18,2002-10-28 22:05:22+00:00,182.53265527045747,,,211.3956183176549,200.028834364541,180.37943661090986,,
19,2003-01-16 22:06:02+00:00,191.51283271813628,198.23594413583962,204.87008633779436,205.0787844368356,197.1962820458717,193.62804302824316,202.1672946572007,194.95784969828517
20,2003-03-21 22:06:15+00:00,194.56361782124776,200.0806260187352,203.92903461220186,206.71430058813823,,,,
21,2003-04-06 22:06:21+00:00,192.84381505724846,196.7643702133194,191.037549598328,197.42844739950664,195.95980657703458,191.45818757081003,196.16150456705813,194.32017016114796
22,2003-04-22 22:06:19+00:00,199.5476047719434,,,,,,,
23,2003-05-08 22:06:20+00:00,188.9541218003821,,,209.45802942535636,198.72006680456295,192.838175809513,202.77499964414852,191.75569065691565
24,2004-01-19 22:06:35+00:00,187.12696835676854,193.3717498899962,192.05427293611507,203.72552417343192,200.5507039589501,190.47331719916133,195.2727435985575,189.62021802608206
25,2004-04-08 22:06:49+00:00,185.7596634747062,201.51840990802185,199.32753087674703,210.7381496845325,199.90911050622657,182.8697650036609,198.18100268497145,192.83719117340084
