,dates,mex0054-0000,mex0054-0001
0,1985-09-30 16:17:33+00:00,217.13429595266058,206.61228814286292
1,1986-01-13 16:09:40+00:00,229.12507874212082,213.09761172676184
2,1986-01-20 16:15:42+00:00,216.58995777886994,220.8581061138001
3,1986-03-18 16:08:16+00:00,224.36946796344318,219.96481439040807
4,1986-03-25 16:14:19+00:00,214.55656535352918,225.18884385950173
5,1986-04-03 16:07:57+00:00,229.90864156540687,214.03172071675039
6,1986-04-10 16:13:58+00:00,214.17534035797559,218.57761417239732
7,1986-04-19 16:07:35+00:00,191.78496025384953,204.6502089572457
8,1986-04-26 16:13:36+00:00,218.42326679080048,216.74877337945745
9,1986-05-05 16:07:11+00:00,,
10,1986-09-10 16:02:57+00:00,210.87822647118807,206.54831034107684
11,1986-09-26 16:02:27+00:00,197.5970736158386,206.9450287200562
12,1987-07-18 16:13:40+00:00,183.51466919358558,188.48191283611857
13,1987-08-03 16:14:08+00:00,170.44317066881857,187.24103047764942
14,1987-08-19 16:14:36+00:00,180.006965766178,185.38108564611443
15,1987-09-20 16:15:25+00:00,197.00945458377367,194.77345928512898
16,1990-03-13 16:02:52+00:00,238.15665313516962,201.4615792238418
17,1990-03-29 16:02:21+00:00,214.5224474172471,209.38382387006456
18,1990-04-21 16:08:41+00:00,188.50272393634154,
19,1992-09-01 16:10:44+00:00,190.41559588390547,
20,1993-01-07 16:09:59+00:00,204.0610140403726,
21,1993-01-16 16:03:54+00:00,218.15535203575013,
22,1993-01-23 16:10:10+00:00,209.73023104912653,187.2160042988263
23,1993-02-08 16:10:21+00:00,225.05692067684328,205.38889786711675
24,1993-02-17 16:04:13+00:00,234.066676969774,
25,1993-02-24 16:10:24+00:00,224.7578456786543,212.01130450356027
26,1993-03-05 16:04:22+00:00,216.22008337889378,
27,1993-03-12 16:10:37+00:00,224.58468719918923,203.94731963774868
28,1993-03-21 16:04:25+00:00,241.50861042246757,214.9952559393907
29,1993-03-28 16:10:38+00:00,224.72513468836848,
30,1993-04-29 16:10:52+00:00,212.49703676522725,
31,1993-05-15 16:10:55+00:00,190.9017436302874,
32,1993-05-31 16:10:59+00:00,193.30406620332482,
33,1993-06-09 16:04:48+00:00,240.50435511595396,
34,1993-07-11 16:04:40+00:00,217.60230219075564,
35,1993-08-03 16:10:50+00:00,216.6685921157004,205.99685297286243
36,1993-08-12 16:04:39+00:00,215.78676390896143,
37,1993-09-04 16:10:48+00:00,214.36658155331713,
38,1993-10-06 16:10:41+00:00,211.1976109226316,188.2478494386719
39,1993-10-15 16:04:27+00:00,216.27481346355432,
40,1993-10-22 16:10:35+00:00,212.2679472616394,
41,1993-11-07 16:10:28+00:00,229.55134925983396,
42,1993-11-16 16:04:11+00:00,236.106063388715,200.84031537050163
43,1993-11-23 16:10:21+00:00,211.46432784231018,
44,1993-12-02 16:04:09+00:00,238.99463101714034,218.21578310033138
45,1993-12-09 16:10:17+00:00,223.99491434700371,
46,1993-12-18 16:04:01+00:00,217.50572150935898,201.43354531156302
47,1993-12-25 16:10:08+00:00,225.31231507250476,
48,1994-01-10 16:09:54+00:00,225.05205576467537,
49,1994-01-19 16:03:33+00:00,238.32141885037692,
50,1994-01-26 16:09:41+00:00,224.92550186791044,207.1852111149304
51,1994-02-04 16:03:26+00:00,232.16961529009308,
52,1994-02-11 16:09:32+00:00,226.2332055338243,
53,1994-02-20 16:03:13+00:00,218.25371385092305,201.61070523144537
54,1994-02-27 16:09:17+00:00,226.222504187243,
55,1994-03-08 16:02:58+00:00,243.2052101302956,
56,1994-03-15 16:09:03+00:00,225.86143855388312,212.94762248031205
57,1994-03-24 16:02:44+00:00,233.4747526819056,
58,1994-03-31 16:08:47+00:00,217.28825446625893,203.67850457219322
59,1994-04-09 16:02:26+00:00,232.13250254898406,200.72266801127066
60,1994-04-16 16:08:29+00:00,217.39873372805334,
61,1994-04-25 16:02:08+00:00,235.13800725332138,
62,1994-05-18 16:07:54+00:00,206.22966882932624,
63,1994-05-27 16:01:34+00:00,215.9970775542993,211.01457263580545
64,1994-06-03 16:07:36+00:00,192.7235172474885,
65,1994-06-28 16:00:52+00:00,235.11265996944505,
66,1994-07-30 15:59:58+00:00,236.88786233554742,
67,1994-08-15 15:59:34+00:00,233.96564937832312,
68,1994-09-16 15:58:46+00:00,216.91428108859515,201.75488962452485
69,1994-09-23 16:04:45+00:00,213.70042007174672,211.07597654609015
70,1994-10-02 15:58:19+00:00,217.8206630909363,
71,1994-10-25 16:03:45+00:00,216.75913772361395,
72,1994-11-03 15:57:14+00:00,217.75893964037357,
73,1994-11-19 15:56:41+00:00,218.84999938322233,201.6396081303888
74,1994-11-26 16:02:39+00:00,213.488596311168,191.26660666567514
