dates,nzd0585-0000,nzd0585-0001,nzd0585-0002,nzd0585-0003,nzd0585-0004,nzd0585-0005,nzd0585-0006,nzd0585-0007,nzd0585-0008,nzd0585-0009,nzd0585-0010,nzd0585-0011,nzd0585-0012,nzd0585-0013,nzd0585-0014,nzd0585-0015,nzd0585-0016,nzd0585-0017,nzd0585-0018,nzd0585-0019,nzd0585-0020,nzd0585-0021,nzd0585-0022,nzd0585-0023,nzd0585-0024,nzd0585-0025,nzd0585-0026,nzd0585-0027,nzd0585-0028,nzd0585-0029,nzd0585-0030,nzd0585-0031,nzd0585-0032,nzd0585-0033,nzd0585-0034,nzd0585-0035,nzd0585-0036,nzd0585-0037,satname
1999-11-05 22:13:40+00:00,209.48,274.22,270.90,252.47,188.80,211.51,204.97,236.47,274.33,300.83,347.91,301.79,254.13,242.59,251.73,258.56,240.20,226.63,235.33,213.80,218.45,230.15,219.16,195.75,192.66,213.30,201.53,187.18,179.86,183.64,189.01,192.43,,,,,,,L7
1999-12-07 22:13:41+00:00,200.28,254.49,258.56,236.45,192.00,199.28,193.72,225.80,260.38,292.33,333.29,286.49,255.39,250.64,252.63,258.74,239.96,224.44,236.49,216.25,217.86,237.03,221.93,195.47,192.56,212.04,200.31,188.90,179.35,184.66,181.93,189.34,189.51,207.23,244.33,238.96,223.27,233.42,L7
1999-12-30 22:19:45+00:00,197.94,245.48,252.49,227.75,191.58,195.38,190.69,222.08,253.81,288.97,327.83,283.71,254.90,248.33,250.42,256.49,238.18,220.66,234.96,212.93,216.07,235.31,220.99,195.68,191.24,211.25,199.56,188.58,180.24,183.56,180.52,188.59,187.87,204.75,242.01,235.92,215.67,226.76,L7
2000-01-24 22:13:35+00:00,197.94,245.48,252.49,227.75,185.43,195.38,190.69,222.08,253.81,288.97,327.83,283.71,254.90,248.33,250.42,256.49,238.18,220.66,234.96,224.64,216.07,242.25,227.46,202.49,196.04,215.71,204.24,194.85,188.76,188.79,180.52,188.59,187.87,215.67,247.51,239.59,220.34,229.02,L7
2000-04-13 22:13:06+00:00,199.95,250.14,255.60,231.73,186.29,200.09,198.44,230.52,258.45,290.47,329.04,286.30,254.26,247.89,252.09,257.27,238.91,221.58,235.22,223.72,218.02,241.97,227.67,201.60,195.71,215.60,203.60,192.85,187.26,187.56,180.45,189.16,189.76,213.84,245.46,238.79,219.73,226.66,L7
2000-04-20 22:19:15+00:00,194.28,250.14,255.60,231.73,191.75,202.27,205.86,229.64,258.45,290.47,329.04,283.18,255.28,251.07,256.44,259.58,241.42,223.25,235.40,221.02,217.76,240.60,226.58,200.76,194.04,213.81,202.16,191.10,186.04,187.78,181.17,189.44,189.84,213.76,244.73,237.85,218.63,225.00,L7
2000-04-29 22:13:05+00:00,193.74,254.22,255.89,233.53,192.68,206.38,210.60,235.47,261.86,293.67,330.72,286.24,255.81,252.02,257.28,260.48,241.93,225.17,236.39,220.78,219.17,240.51,227.63,200.47,194.29,214.23,202.11,190.70,186.19,187.49,180.88,189.78,191.31,212.61,245.22,237.87,218.16,223.84,L7
2000-05-22 22:18:57+00:00,190.82,249.22,252.14,228.80,193.33,205.35,211.73,235.27,258.75,291.88,326.42,283.13,251.08,252.96,252.30,260.57,244.69,224.31,237.37,220.00,219.16,241.36,228.16,200.63,193.71,214.39,202.21,188.94,186.61,187.42,179.47,189.25,190.00,213.15,245.06,238.04,218.16,223.84,L7
2000-05-31 22:12:42+00:00,194.39,255.06,255.74,232.46,193.23,208.82,212.91,238.30,263.99,296.52,331.85,288.82,252.51,253.65,252.30,262.73,246.30,226.56,239.21,220.56,221.72,241.06,229.42,200.90,194.78,215.49,202.84,189.66,186.86,187.79,180.35,189.25,192.67,213.29,246.02,238.68,218.75,223.84,L7
2000-06-07 22:18:48+00:00,194.94,260.14,258.12,235.46,192.90,213.17,219.00,242.93,268.38,299.70,335.14,292.34,251.82,252.81,252.06,265.76,249.33,228.51,240.40,220.19,223.15,240.61,230.09,201.00,195.11,216.42,203.48,190.59,188.85,189.91,182.68,190.00,194.26,213.92,246.37,239.21,218.72,223.48,L7
