dates,satname,nzd0585-0000,nzd0585-0001,nzd0585-0002,nzd0585-0003,nzd0585-0004,nzd0585-0005,nzd0585-0006,nzd0585-0007,nzd0585-0008,nzd0585-0009,nzd0585-0010,nzd0585-0011,nzd0585-0012,nzd0585-0013,nzd0585-0014,nzd0585-0015,nzd0585-0016,nzd0585-0017,nzd0585-0018,nzd0585-0019,nzd0585-0020,nzd0585-0021,nzd0585-0022,nzd0585-0023,nzd0585-0024,nzd0585-0025,nzd0585-0026,nzd0585-0027,nzd0585-0028,nzd0585-0029,nzd0585-0030,nzd0585-0031,nzd0585-0032,nzd0585-0033,nzd0585-0034,nzd0585-0035,nzd0585-0036,nzd0585-0037
2001-04-07 22:17:01+00:00,L7,185.44,210.10,218.58,199.70,170.01,165.56,187.20,201.58,223.65,248.59,284.88,247.12,225.24,223.04,232.97,245.12,229.27,211.82,230.80,203.50,211.73,234.82,218.50,200.95,188.22,208.72,194.48,180.42,176.34,185.84,181.76,191.88,184.75,210.25,242.47,235.36,212.60,219.52
2001-04-16 22:10:54+00:00,L7,186.64,210.48,215.34,202.69,180.85,171.94,179.88,194.04,217.49,255.99,292.82,251.62,222.58,228.22,240.35,250.42,238.69,219.42,235.33,206.53,214.56,239.87,221.48,190.42,187.46,205.45,193.38,180.68,177.89,182.07,172.66,186.04,182.56,208.70,243.78,237.93,209.26,220.77
2001-07-05 22:10:09+00:00,L7,192.00,234.20,236.55,205.39,204.47,198.21,200.34,211.88,235.07,274.41,309.33,273.57,260.43,254.91,263.22,260.10,242.68,221.71,240.79,218.59,223.88,250.39,225.24,195.17,191.10,212.10,203.38,187.10,185.85,194.63,193.75,194.03,191.94,221.33,249.05,245.99,220.47,226.16
2001-11-01 22:15:17+00:00,L7,185.79,201.72,211.47,196.70,176.59,165.04,176.24,208.36,235.87,268.12,298.52,253.73,225.62,219.73,228.09,236.94,222.39,205.39,227.04,199.44,206.18,227.75,214.25,189.35,180.39,198.17,190.09,178.22,172.46,180.16,169.00,178.68,173.62,204.55,236.46,231.95,205.97,215.64
2001-11-26 22:09:21+00:00,L7,186.92,187.73,192.24,172.56,173.40,164.66,181.04,201.68,223.16,244.34,287.28,250.37,222.85,222.75,236.46,237.26,220.78,208.41,232.00,201.87,211.16,235.90,217.65,190.18,190.56,205.18,194.42,181.75,177.56,187.97,174.56,180.04,180.29,205.50,239.40,238.34,209.15,217.40
2001-12-19 22:15:37+00:00,L7,259.00,398.52,484.65,493.46,,351.39,,319.87,311.86,360.51,422.95,356.78,328.41,308.15,293.70,288.06,278.52,261.95,250.44,241.24,238.87,252.28,233.65,201.08,202.39,219.15,210.95,204.57,189.15,194.55,191.20,203.93,200.45,216.61,242.10,233.58,220.56,218.46
2002-02-14 22:09:41+00:00,L7,,,,,,,,,275.51,,332.19,336.82,308.24,295.26,282.14,279.89,280.62,260.74,252.60,231.75,239.93,259.74,234.30,209.11,201.01,219.29,210.88,206.42,194.81,202.19,200.16,208.03,205.80,220.00,245.99,243.23,226.41,221.29
2002-05-21 22:09:29+00:00,L7,176.21,186.38,183.95,175.07,173.46,161.91,170.91,182.79,201.94,234.62,278.42,237.98,220.45,219.12,233.64,242.54,221.20,213.92,238.64,208.46,217.60,246.86,218.79,189.41,186.82,203.19,191.33,176.93,191.65,189.43,181.37,,190.67,201.81,245.20,239.61,216.01,221.23
2002-07-31 22:15:11+00:00,L7,216.42,349.72,446.70,224.47,232.31,234.05,220.52,228.19,256.78,353.85,362.50,371.75,,269.55,264.03,278.64,265.66,233.63,244.74,218.93,225.52,243.76,236.53,207.94,201.79,219.77,206.41,202.53,188.77,198.67,189.86,199.91,196.56,223.49,248.84,244.48,224.87,225.73
2002-10-12 22:08:26+00:00,L7,178.06,216.88,204.79,169.37,174.71,179.00,184.99,188.08,235.05,296.88,327.87,298.88,246.11,256.82,248.54,258.90,245.48,217.09,235.34,207.95,215.47,239.13,219.43,197.78,191.67,209.35,195.24,184.54,180.17,183.87,178.33,194.43,192.88,221.81,243.88,237.06,212.21,222.66
2002-10-19 22:14:44+00:00,L7,182.43,186.50,191.33,169.02,167.09,174.70,181.32,186.36,217.43,242.34,279.66,240.22,216.03,219.47,229.58,235.86,220.73,203.26,220.96,194.82,205.11,232.94,214.63,193.84,183.75,202.83,192.89,180.96,178.65,189.65,165.77,177.65,175.38,199.21,234.35,233.81,205.89,220.02
2002-11-13 22:08:42+00:00,L7,186.12,203.82,196.03,172.25,172.45,174.52,187.14,202.06,222.86,258.44,298.64,254.17,223.62,220.64,235.56,240.42,223.82,204.59,226.25,201.59,212.50,236.59,218.11,187.89,186.09,204.72,191.24,177.63,177.40,187.37,174.54,179.89,180.96,199.28,234.31,236.57,208.98,212.62
2002-12-31 22:09:08+00:00,L7,175.65,185.10,186.80,167.98,158.96,160.00,178.89,191.56,214.28,249.20,289.76,241.16,218.67,223.61,226.77,237.88,220.58,203.43,223.93,199.32,216.20,230.27,210.84,187.18,177.22,202.26,191.17,175.74,176.73,185.13,167.27,173.44,178.11,197.01,238.42,234.88,213.09,215.45
2003-03-21 22:09:27+00:00,L7,325.29,,,,,405.05,,,,,,408.37,,445.10,402.22,382.69,351.17,332.23,321.51,307.62,297.98,284.07,258.46,228.59,224.69,241.37,231.59,226.09,216.57,220.75,260.42,295.35,268.47,256.80,268.01,256.27,247.82,251.96
2003-04-13 22:15:43+00:00,L7,182.75,197.23,188.37,181.20,182.52,178.17,192.74,200.25,213.21,244.56,281.13,240.62,220.77,217.40,226.22,235.23,221.50,206.11,231.72,197.74,211.62,229.75,217.06,189.48,181.09,202.88,190.39,175.37,176.74,188.23,170.87,,179.19,202.41,242.54,240.39,210.90,219.09
2003-05-15 22:15:40+00:00,L7,187.23,210.95,205.11,198.61,197.11,188.06,189.73,206.36,220.42,247.25,282.15,245.66,231.27,232.81,238.32,249.39,231.42,214.09,238.06,211.42,217.74,239.05,227.18,201.03,184.17,207.11,196.38,180.87,183.94,192.82,176.19,192.22,188.21,220.97,245.69,242.65,217.21,225.73
2003-08-04 21:57:34+00:00,L5,297.74,325.43,341.84,318.14,,306.34,,197.84,252.74,275.89,334.38,300.05,250.45,,,,246.16,207.69,238.92,,215.47,229.71,220.93,200.76,192.91,220.57,,206.23,190.79,167.18,161.07,185.57,208.31,205.54,246.99,228.17,220.98,
2003-08-11 22:03:51+00:00,L5,197.23,226.41,230.50,202.06,194.46,194.29,190.56,202.55,220.79,261.67,298.12,256.13,233.69,233.94,247.08,256.30,239.57,220.58,239.71,206.36,212.50,234.37,226.74,197.21,188.72,208.94,195.83,185.39,179.88,189.45,183.56,190.17,189.48,210.55,244.94,241.81,216.32,222.73
2003-08-12 22:09:11+00:00,L7,,,,212.35,201.37,199.10,202.79,215.02,243.18,319.29,341.94,317.83,,,,,,,,,220.86,236.30,223.99,193.22,192.91,205.25,199.65,189.24,177.81,,,,,,,,,
2003-08-27 22:04:09+00:00,L5,196.96,222.12,217.01,189.37,184.49,184.10,188.87,197.62,228.65,260.43,319.82,259.41,230.49,232.18,236.42,246.10,233.97,212.72,232.34,201.70,208.67,228.43,216.21,187.84,180.84,197.72,189.93,177.15,176.52,183.41,178.43,184.15,180.30,210.89,235.36,234.04,212.09,217.56
2003-08-28 22:09:09+00:00,L7,207.96,342.61,,,,,,237.46,252.82,322.72,345.97,330.43,262.37,251.67,253.52,264.10,253.06,230.16,239.49,,,,,,,,198.81,188.85,178.48,188.18,185.08,193.70,189.13,215.73,245.81,239.25,,
2003-10-07 21:58:35+00:00,L5,185.84,191.19,186.35,171.12,170.08,167.08,175.15,183.68,207.86,235.49,276.73,236.55,225.22,222.21,228.08,238.16,219.71,205.61,222.99,197.67,207.57,228.00,209.72,181.78,175.91,198.08,188.77,172.51,171.12,184.89,167.16,183.77,178.27,208.14,243.03,235.26,206.57,217.82
2003-12-09 22:15:42+00:00,L7,192.35,222.90,,,194.93,197.16,209.88,235.31,255.22,268.57,331.80,253.78,242.92,256.16,249.58,246.44,234.12,,,,,231.92,214.20,189.78,182.51,200.77,193.38,182.92,172.38,182.99,173.44,182.04,181.84,202.29,230.63,,,
2004-02-03 22:05:50+00:00,L5,173.30,187.58,194.22,171.90,170.13,167.16,183.29,201.70,219.81,240.55,286.93,226.74,205.85,211.06,214.41,222.62,191.84,170.11,198.33,168.69,189.15,211.03,206.24,186.09,174.45,192.67,193.27,176.24,167.38,175.96,160.59,170.24,164.39,193.42,234.32,226.21,199.33,203.55
2004-02-11 22:16:05+00:00,L7,259.00,383.81,483.14,488.57,,,316.75,321.04,333.52,386.63,378.63,387.44,,,275.77,276.95,265.30,243.17,242.68,217.80,224.16,239.78,,,,216.50,204.35,198.78,189.05,193.64,193.70,207.77,211.26,218.41,243.67,235.41,221.51,218.12
2004-03-31 21:59:59+00:00,L5,178.38,198.07,189.23,176.98,174.26,171.38,175.43,191.91,215.70,233.98,269.47,236.08,216.53,218.81,225.44,238.68,219.41,211.89,232.28,202.40,212.72,227.60,212.03,188.26,183.60,201.68,189.37,169.92,176.06,182.69,167.03,179.96,175.44,207.69,238.78,242.52,210.52,217.87
2004-04-23 22:06:53+00:00,L5,313.40,498.64,313.47,495.93,,257.92,,,247.34,,324.10,393.89,,,,318.71,297.18,273.49,270.06,246.08,233.52,241.29,236.02,211.91,207.70,219.66,203.19,198.12,189.25,196.68,207.50,,223.29,231.85,250.16,254.29,235.10,228.58
2004-04-24 22:09:55+00:00,L7,286.23,479.15,315.73,483.04,,412.84,,,,,,,,,,315.53,305.45,277.57,259.80,233.89,228.98,241.81,232.19,200.34,196.58,,,,,,197.32,,214.45,226.50,246.58,243.08,225.88,221.92
2004-05-02 22:00:57+00:00,L5,309.23,356.82,390.96,432.72,,461.13,140.55,158.34,180.24,218.45,712.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-09 22:07:21+00:00,L5,,,,,,,,,,361.96,,360.92,325.20,332.58,355.68,336.68,310.16,274.81,273.59,275.79,265.28,255.37,243.71,217.01,213.17,227.39,225.67,219.69,208.66,210.69,217.10,236.04,228.04,236.14,257.29,266.32,243.85,232.41
2004-05-18 22:01:26+00:00,L5,186.63,212.38,232.38,204.47,191.43,204.35,202.59,215.29,240.16,267.22,331.43,264.37,245.08,247.75,256.30,263.79,242.74,226.16,238.67,211.04,223.45,243.30,229.33,205.68,195.40,221.05,205.79,186.58,189.97,194.75,193.56,198.53,195.26,210.21,250.69,245.49,222.18,227.09
2004-05-26 22:09:57+00:00,L7,191.75,223.57,248.62,,,,,,250.35,268.71,307.30,263.59,243.39,254.21,262.19,263.97,240.09,219.59,233.94,,,,,,,,,184.54,178.87,186.54,179.06,194.08,192.36,211.72,249.16,239.32,221.60,218.93
2004-06-10 22:08:17+00:00,L5,203.92,217.41,226.25,203.26,198.28,189.31,192.54,202.00,211.81,258.75,287.76,258.59,254.51,248.13,253.51,255.69,241.16,217.27,237.18,221.04,224.03,236.53,236.47,195.15,186.97,209.32,196.78,184.05,180.75,192.42,189.05,207.93,192.85,218.48,249.00,244.96,220.32,225.61
2004-06-27 22:09:48+00:00,L7,179.33,187.29,183.55,171.38,177.00,177.60,,,,,,,233.76,228.93,235.87,241.84,220.09,208.34,240.06,208.88,221.74,241.58,222.26,191.31,,,,,,,175.98,188.28,190.80,217.08,250.56,241.06,225.58,225.01
2004-07-12 22:09:13+00:00,L5,190.64,206.36,191.40,185.96,177.20,179.44,195.49,210.07,224.18,251.36,294.94,258.74,235.09,235.48,246.31,251.13,223.55,214.22,235.53,206.39,214.71,231.37,214.73,188.90,192.54,206.99,197.08,180.47,180.40,189.34,183.25,193.51,190.55,212.57,245.14,233.17,210.47,221.83
2004-07-29 22:09:38+00:00,L7,,,,,,165.17,175.48,183.84,200.89,229.05,264.37,241.04,227.07,222.84,229.80,,,,,,,,,,177.09,206.02,190.84,176.03,178.19,188.85,170.67,,,,,,,
2004-08-22 22:04:00+00:00,L5,217.95,242.39,237.49,199.69,210.23,204.65,217.80,216.01,231.50,246.42,315.03,259.89,243.14,228.39,258.95,292.15,282.95,251.33,239.51,216.39,209.82,234.99,222.60,200.88,192.71,211.23,,182.00,173.47,193.59,184.62,196.02,192.40,202.18,243.01,240.89,218.76,210.09
2004-08-29 22:10:22+00:00,L5,186.58,212.85,223.23,193.64,188.32,178.31,192.19,202.77,249.65,275.68,314.30,274.85,245.77,239.72,239.99,245.92,225.13,212.10,231.69,207.79,212.83,232.36,224.34,191.05,186.30,200.43,197.33,181.28,172.09,183.74,175.91,184.43,179.21,209.23,237.73,234.29,212.76,220.39
2004-09-06 22:15:40+00:00,L7,193.34,233.12,244.59,213.18,203.39,210.36,209.87,227.00,268.90,,343.06,,,,274.22,274.00,253.78,228.92,237.38,215.08,214.14,239.18,224.92,201.24,186.70,211.64,197.81,188.02,,,188.05,197.84,194.06,217.48,243.50,236.97,219.22,221.41
2004-10-17 22:09:26+00:00,L7,296.79,,,,,,,,505.05,,542.55,589.41,,420.60,383.85,343.61,311.73,,,,,,,,,223.05,217.62,215.74,217.52,209.65,225.86,269.39,249.01,246.00,,,,
2004-10-24 22:15:44+00:00,L7,177.30,188.62,190.61,,,,165.27,172.48,195.18,223.18,257.03,219.50,208.67,206.77,213.32,218.56,200.47,196.70,221.77,189.47,,,,,144.65,177.88,160.03,157.41,,179.87,164.39,176.52,176.17,193.28,237.55,232.83,203.14,217.96
2004-11-01 22:11:49+00:00,L5,281.79,437.47,299.20,495.67,,358.99,346.67,,453.33,476.31,497.52,488.04,427.46,394.69,352.44,318.91,288.00,257.81,250.52,237.20,236.96,242.96,227.65,193.48,189.93,205.51,196.99,194.49,199.32,201.50,203.95,245.40,232.29,230.16,246.41,239.05,224.05,221.82
2005-01-28 22:16:23+00:00,L7,221.33,,,488.34,,412.58,,417.02,417.44,,603.40,502.26,400.79,343.75,317.20,304.32,,,,239.75,246.92,254.48,237.25,199.42,206.13,225.67,219.16,212.96,205.94,197.68,199.46,221.03,,,,,,220.12
2005-03-26 22:10:28+00:00,L7,,,,,191.96,234.31,,,266.22,328.84,350.17,329.90,,,,,,,,,,,,190.41,186.05,209.15,193.33,187.02,180.72,188.69,,,,,,,,
2005-04-02 22:16:37+00:00,L7,187.88,205.78,,,190.31,188.62,191.97,199.48,228.33,,317.83,290.59,262.50,237.77,233.89,240.39,223.46,,,,,230.05,212.12,187.25,180.58,200.60,188.37,178.78,175.33,187.96,173.45,180.60,181.40,200.75,237.91,,,
2005-04-11 22:10:22+00:00,L7,286.28,429.88,488.69,483.22,432.55,391.03,,,,,,,,,,315.73,306.25,277.82,266.57,258.05,259.81,256.90,237.76,208.59,202.67,,,,,,198.34,,215.55,221.32,245.04,237.57,221.91,224.91
2005-05-12 22:14:14+00:00,L5,191.90,233.98,225.16,263.20,,217.37,271.18,261.48,284.55,339.92,356.17,341.86,275.71,257.40,290.41,291.84,267.78,243.44,242.41,223.64,229.74,247.29,228.84,203.30,188.82,211.42,196.01,190.55,184.12,191.47,186.56,204.34,201.12,215.20,247.43,239.14,225.84,233.88
2005-05-21 22:08:08+00:00,L5,286.75,297.28,346.89,339.06,,387.07,,,136.32,45.14,647.77,-2.53,-6.92,-32.98,-35.37,,,,,,,,,,,,,,,,83.19,153.71,,,48.21,,,
2005-06-14 22:10:13+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.87,191.93,200.55,196.70,,193.89,224.25,,,,
2005-07-15 22:14:43+00:00,L5,198.79,221.50,213.03,210.57,214.32,229.04,206.76,228.97,258.81,,321.27,299.31,278.87,253.88,250.91,255.42,237.02,216.54,238.19,211.55,220.31,241.20,227.99,194.30,184.23,205.02,188.50,185.05,178.24,190.96,176.10,190.66,189.85,214.56,244.97,243.10,217.74,218.43
2005-07-16 22:10:12+00:00,L7,179.86,200.27,191.57,187.38,201.60,205.44,202.14,,,,,,,,,,220.23,209.13,236.92,206.83,217.76,237.36,225.97,200.36,193.42,212.77,,,,,,,,220.45,246.47,238.96,216.73,221.76
2005-07-24 22:08:38+00:00,L5,,,,261.17,,297.88,203.54,,230.33,,327.69,333.22,279.53,253.32,247.77,,324.99,307.82,296.56,297.81,313.72,288.08,253.36,222.04,218.72,227.51,224.06,221.45,207.75,204.89,,,,,,,,
2005-08-09 22:08:46+00:00,L5,309.47,441.30,497.17,458.26,274.25,269.76,,351.00,319.68,333.92,552.23,361.29,277.29,275.17,283.81,312.78,293.70,274.23,265.86,250.49,248.53,251.04,241.58,210.54,212.21,227.97,214.49,208.03,198.45,200.12,198.17,,223.92,237.09,257.04,256.96,236.00,231.38
2005-08-17 22:10:06+00:00,L7,175.30,188.62,184.83,172.02,172.22,,,,,,,271.13,247.78,228.94,226.08,236.16,206.59,203.35,230.07,198.93,212.70,224.21,216.06,,,,,,,184.74,173.06,,192.77,201.44,241.44,238.78,213.77,223.46
2005-09-02 22:09:58+00:00,L7,196.44,214.50,212.85,,,,,,261.11,304.27,341.68,306.63,262.81,245.72,244.65,246.63,226.57,212.19,236.42,213.66,,,,,,,,176.85,176.34,181.13,172.28,183.43,186.34,201.76,242.21,234.77,214.36,218.46
2005-09-09 22:16:04+00:00,L7,295.83,425.23,,490.81,249.50,342.26,,378.10,411.78,427.17,558.48,437.31,369.84,,,,295.55,270.91,261.25,244.03,239.15,244.94,232.55,205.10,199.98,222.41,214.74,208.18,197.95,,,210.79,210.94,232.05,252.16,242.33,225.80,223.19
2005-09-10 22:08:55+00:00,L5,194.88,242.07,242.71,216.58,214.83,212.98,259.06,303.42,334.44,372.05,432.50,369.12,289.81,287.34,274.70,268.99,254.07,231.33,241.67,225.67,221.15,235.71,226.81,195.87,189.25,211.19,202.66,189.38,180.51,192.22,183.12,194.94,192.91,214.62,242.22,239.87,218.96,220.31
2005-09-17 22:15:06+00:00,L5,184.67,202.47,209.60,189.26,185.92,186.59,195.61,226.87,259.31,306.39,341.77,301.04,264.63,246.68,235.66,237.08,216.22,203.26,228.60,194.17,205.29,232.99,219.35,190.94,184.30,205.30,191.96,181.09,172.78,184.81,171.27,,177.21,208.29,238.28,233.87,208.55,216.16
2005-09-18 22:09:51+00:00,L7,188.56,229.46,211.06,191.64,203.22,,,,,,,,284.85,253.71,248.79,254.96,238.86,224.99,237.61,209.94,212.65,244.49,227.23,197.55,,,,,,,175.38,190.00,192.17,219.73,247.16,242.26,224.64,227.35
2005-12-30 22:16:43+00:00,L7,166.92,186.07,195.39,168.13,161.54,174.93,203.08,222.96,244.41,,,,226.66,214.29,207.19,217.64,191.29,175.97,198.48,168.61,186.37,200.64,187.21,162.28,169.32,189.36,179.66,,,,169.80,180.95,181.86,210.84,234.30,229.23,201.39,206.45
2006-01-08 22:10:37+00:00,L7,,,,,,,215.27,222.80,243.57,,310.93,280.08,257.48,238.83,230.99,,,,,,,,,,173.20,193.80,177.65,172.34,170.04,183.57,169.36,174.09,,,,,,
2006-01-23 22:16:59+00:00,L5,186.65,217.32,225.18,208.06,226.48,237.00,238.16,246.57,276.30,,353.10,314.16,274.46,247.78,237.20,242.42,227.19,220.06,230.68,211.60,210.02,234.54,222.44,198.18,191.63,205.56,196.61,179.89,170.84,184.88,171.84,174.19,181.29,205.40,238.64,237.35,215.28,219.09
2006-02-09 22:10:49+00:00,L7,,,,,,190.29,199.04,211.29,235.26,288.09,325.73,289.90,259.07,235.73,232.80,,,,,,,,,,181.59,201.56,182.17,171.44,178.81,185.01,171.45,,,,,,,
2006-02-24 22:17:41+00:00,L5,159.87,175.18,177.97,164.59,175.82,183.70,194.46,206.51,236.44,,309.10,275.39,242.64,220.00,222.45,228.42,203.12,192.02,216.18,188.66,200.25,215.12,205.62,180.19,178.09,192.14,185.47,173.29,163.03,179.15,165.75,169.88,171.09,193.54,232.68,230.58,201.63,211.03
2006-02-25 22:10:52+00:00,L7,,,,,172.39,171.49,185.85,192.34,223.26,,299.04,262.77,,,,,,,,,,,195.58,172.64,170.57,190.23,186.03,177.19,172.48,181.13,,,,,,,,
2006-03-12 22:18:01+00:00,L5,174.03,199.09,203.69,186.18,189.27,187.24,189.38,209.68,243.96,277.58,309.12,274.13,236.83,226.51,225.00,225.01,215.47,198.54,229.33,194.63,202.12,224.10,203.92,182.44,179.08,191.52,172.15,158.18,160.61,171.94,155.99,161.49,171.72,204.64,235.93,231.23,203.58,211.25
2006-03-29 22:10:52+00:00,L7,183.60,234.93,248.68,233.59,,,,,,,,308.27,265.94,252.99,246.41,248.96,234.50,217.39,232.54,206.17,209.72,233.76,226.54,,,,,,179.66,184.84,172.89,179.89,180.86,201.45,237.08,236.28,209.70,215.83
2006-04-13 22:18:38+00:00,L5,184.19,216.10,248.74,218.72,201.77,196.43,200.85,235.23,265.07,300.79,341.28,294.83,257.17,245.88,242.20,241.71,226.35,205.34,224.20,193.20,204.29,224.85,205.70,186.53,179.84,201.16,191.19,175.83,166.04,182.78,169.95,181.40,175.66,201.06,235.30,225.91,201.57,209.98
2006-05-23 22:17:02+00:00,L7,176.75,189.59,187.83,173.81,,,,197.06,225.31,,295.43,264.62,240.27,229.92,230.02,235.94,219.16,206.45,235.25,202.14,212.74,230.73,,,,202.91,189.75,170.85,177.04,187.12,170.74,,185.63,207.13,241.80,235.65,216.02,223.56
2006-05-31 22:19:19+00:00,L5,,,,,,,,,,452.69,,,399.03,345.97,321.48,314.35,301.74,271.21,272.64,266.57,252.79,256.42,,,,,,,,,,,,,,,,
2006-06-01 22:10:50+00:00,L7,,,314.37,479.60,236.69,239.53,,305.56,305.73,,420.39,,,,,,,,259.27,232.99,241.35,249.46,,213.21,,,,,,,,,,,,,228.77,230.30
