dates,nzd0585-0000,nzd0585-0001,nzd0585-0002,nzd0585-0003,nzd0585-0004,nzd0585-0005,nzd0585-0006,nzd0585-0007,nzd0585-0008,nzd0585-0009,nzd0585-0010,nzd0585-0011,nzd0585-0012,nzd0585-0013,nzd0585-0014,nzd0585-0015,nzd0585-0016,nzd0585-0017,nzd0585-0018,nzd0585-0019,nzd0585-0020,nzd0585-0021,nzd0585-0022,nzd0585-0023,nzd0585-0024,nzd0585-0025,nzd0585-0026,nzd0585-0027,nzd0585-0028,nzd0585-0029,nzd0585-0030,nzd0585-0031,nzd0585-0032,nzd0585-0033,nzd0585-0034,nzd0585-0035,nzd0585-0036,nzd0585-0037,satname
1999-11-05 22:13:40+00:00,209.48,274.22,270.90,252.47,188.80,211.51,204.97,236.47,274.33,300.83,347.91,301.79,254.13,242.59,251.73,258.56,240.20,226.63,235.33,213.80,218.45,230.15,219.16,195.75,192.66,213.30,201.53,187.18,179.86,183.64,189.01,192.43,,,,,,,L7
1999-12-07 22:13:41+00:00,191.09,234.76,246.22,220.43,195.19,187.06,182.48,215.12,246.44,283.83,318.67,271.18,256.65,258.70,253.53,258.91,239.73,222.26,237.64,218.70,217.27,243.90,224.70,195.18,192.47,210.77,199.08,190.61,178.83,185.68,174.85,186.26,189.51,207.23,244.33,238.96,223.27,233.42,L7
1999-12-30 22:19:45+00:00,193.24,227.47,240.35,210.34,190.74,187.58,184.63,214.65,240.67,282.25,316.91,278.15,253.91,243.70,246.01,251.99,234.62,213.08,231.92,206.30,212.49,231.87,219.10,196.12,188.58,209.68,198.08,187.95,182.03,181.36,177.70,187.07,186.22,202.26,239.70,232.88,208.07,220.10,L7
2000-01-24 22:13:35+00:00,,,,,166.99,,,,,,,,,,,,,,,259.76,,263.10,246.88,222.91,210.46,229.07,218.26,213.67,214.32,204.47,,,,237.53,258.50,246.93,229.68,233.54,L7
2000-04-13 22:13:06+00:00,206.01,264.11,264.92,243.69,189.75,214.23,221.69,255.85,272.36,294.96,332.65,294.09,252.36,246.56,257.09,259.62,241.10,224.36,235.97,220.02,223.88,240.84,228.52,198.05,194.38,215.17,201.04,184.82,181.25,182.65,180.26,190.87,193.56,208.36,239.31,236.38,217.90,219.57,L7
2000-04-20 22:19:15+00:00,171.59,,,,219.02,210.95,235.53,226.10,,,,270.69,259.35,263.78,273.86,268.83,251.45,229.90,236.12,207.56,216.73,233.76,221.14,196.57,185.69,204.85,194.98,182.36,179.93,188.87,184.04,190.58,190.06,213.41,241.81,234.08,214.22,218.37,L7
2000-04-29 22:13:05+00:00,191.02,270.54,257.05,240.73,198.29,226.94,234.31,264.63,275.52,306.48,337.44,301.54,258.48,256.78,261.48,264.96,244.50,234.80,241.34,219.35,226.19,239.93,233.91,198.71,195.82,216.78,201.81,188.34,187.13,185.73,179.44,191.48,197.20,206.85,247.70,237.99,215.85,218.05,L7
2000-05-22 22:18:57+00:00,191.97,,,,,,,,,,,,225.72,248.24,221.84,259.09,256.75,221.45,241.21,208.32,218.40,236.10,222.87,196.87,188.59,,,174.85,182.77,183.16,180.52,,183.45,216.43,244.06,239.06,,,L7
2000-05-31 22:12:42+00:00,215.80,278.44,270.14,247.09,192.62,226.14,218.83,253.43,284.96,315.09,353.56,317.25,261.09,257.79,,275.71,255.97,240.09,250.24,224.46,237.09,238.99,238.24,202.77,202.28,222.08,206.63,194.68,188.64,190.39,185.67,,208.72,214.23,252.78,243.17,222.26,,L7
2000-06-07 22:18:48+00:00,,,,,,,,,,,,,,,,280.14,260.90,235.87,245.98,215.74,227.28,240.29,,196.03,,217.28,203.56,198.08,194.70,202.63,191.13,,200.59,212.26,247.09,243.20,223.05,231.28,L7
2000-08-19 22:11:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.72,,,,,,,,,,,L7
2000-09-20 22:11:14+00:00,169.73,,,,204.39,187.01,253.33,257.92,268.48,294.62,375.11,283.10,220.89,227.09,239.72,243.85,233.88,214.08,233.16,200.87,207.32,234.61,212.92,185.88,180.77,200.25,192.89,181.40,177.06,182.00,175.08,182.62,183.38,204.57,242.63,235.54,207.50,215.14,L7
2000-09-27 22:17:24+00:00,203.08,246.64,235.18,216.85,216.96,231.63,250.00,265.91,278.83,303.20,363.00,287.18,244.36,240.78,250.11,259.19,244.78,221.95,237.99,210.54,217.47,237.38,220.72,195.51,190.06,212.14,198.94,189.93,180.10,187.40,187.13,189.52,188.25,209.84,244.30,235.54,216.27,219.98,L7
