,dates,nzd0412-0000,nzd0412-0001,nzd0412-0002,nzd0412-0003,nzd0412-0004,nzd0412-0005,nzd0412-0006,nzd0412-0007,nzd0412-0008,nzd0412-0009,nzd0412-0010,nzd0412-0011,nzd0412-0012,nzd0412-0013,nzd0412-0014,nzd0412-0015,nzd0412-0016,nzd0412-0017,nzd0412-0018,nzd0412-0019,nzd0412-0020,nzd0412-0021,nzd0412-0022,nzd0412-0023,nzd0412-0024,nzd0412-0025,nzd0412-0026,nzd0412-0027,nzd0412-0028,nzd0412-0029,nzd0412-0030,nzd0412-0031,nzd0412-0032,nzd0412-0033,nzd0412-0034,nzd0412-0035,nzd0412-0036,nzd0412-0037,nzd0412-0038,nzd0412-0039,nzd0412-0040,nzd0412-0041,nzd0412-0042,nzd0412-0043,nzd0412-0044,nzd0412-0045,nzd0412-0046,nzd0412-0047,nzd0412-0048,nzd0412-0049,nzd0412-0050,nzd0412-0051,nzd0412-0052,nzd0412-0053,nzd0412-0054,nzd0412-0055,nzd0412-0056,nzd0412-0057,nzd0412-0058,nzd0412-0059,nzd0412-0060,nzd0412-0061,nzd0412-0062,nzd0412-0063,nzd0412-0064,nzd0412-0065,nzd0412-0066,nzd0412-0067,nzd0412-0068,nzd0412-0069
0,1999-09-04 22:00:33+00:00,124.64486791803776,124.59330446271667,124.69741476393239,119.40782149880404,113.88371840370638,112.86880588470987,110.03445719116267,115.17964482390363,117.0789668928681,122.65605632260502,124.57187803874541,127.83668038199664,133.2216348094551,138.4472742944564,140.03713240492243,133.27868654030627,131.85116644396442,128.8023241855372,129.84009730249994,126.30706521071706,130.89903308892818,128.80744090315028,129.30120498924805,131.58556153398416,132.44570088361124,130.91579911324646,131.93455787356442,133.69515459324418,132.6127288775723,129.92451534741662,125.99353736424897,117.56310878218707,119.30813178739396,115.44621933600331,120.88604545917731,119.9763108033435,121.54526896353458,121.36975314658686,121.6066495572207,130.43478178437584,130.93130473053276,136.27822378241967,141.65498366567004,148.2885464398609,147.47004978078115,149.85296637245347,142.29833735529087,142.73791228246705,134.28150161024556,116.95751852227889,109.79544315934194,114.40139589023386,99.28869349412052,97.52208075950244,111.83670935691546,112.14285549562466,91.9257932631615,95.04991287581389,109.28293213597975,116.50012543589872,125.63386200877972,130.50932187522335,130.03711810369043,136.33036529912243,144.50746349496336,139.6530262478874,138.6728938220645,121.86177392017308,116.5450432714563,216.76953027633812
1,1999-10-22 22:00:28+00:00,135.80426801574663,143.14365534819353,137.44629670137473,129.6060863191006,127.6921693717149,127.67785667402012,125.42991810445292,125.07279041014297,122.87052896148968,124.85375957379756,129.81185565182253,143.03544840588654,146.27554214118928,152.78367142370985,150.21403726322114,143.13875017286117,139.87430734168322,143.4197662415346,140.25511637323663,144.2852483224753,143.6215799609133,137.93010764182247,140.60846882668025,134.36916303825325,136.78086784745201,140.60314066758923,141.279633411716,146.62583320522302,143.47035805535785,139.47226170488514,136.1608023230942,130.59581303502216,127.9704720882635,131.6669739838396,132.38589142212976,133.26482447664884,134.19860087888983,135.43915143796664,135.35348977154766,137.13256743955256,138.74702096461,143.43158359328322,155.21156842012618,157.80714257366682,157.86476644772202,155.7341217741062,152.8473804142971,153.44807518843993,147.5944720283859,136.1516203404614,118.10612694840472,115.63847738478948,106.52362310974621,107.68276841100703,118.55813304374249,127.96925103303863,116.73035294893887,117.78006459721881,118.63534340818192,122.75031841956053,135.4367764785797,141.37838016539922,139.742871400254,146.69941209843725,157.98232545760897,147.68566379334752,140.8879717643771,120.87440001172658,119.90958219035234,203.29751244428684
2,1999-12-09 22:00:33+00:00,108.3673678863193,113.83449181423465,107.12489009491466,106.29547008532016,104.98314691542325,99.08907610221189,102.00443006391693,99.35566248699182,99.2346892082856,105.84293287872288,105.49931562096155,118.46600834691091,120.21318760804294,120.06417435111473,123.75642482325661,115.3667423303997,117.50697080890575,115.42600744050972,104.65032215448727,115.3031528532079,103.70198702147803,105.69808390520947,106.74524621130311,104.82272778272578,113.2512509718493,116.95048893415745,110.00039451914998,112.67813294541753,114.57222877595062,113.19595159510774,102.29018452637476,106.41528080714906,102.52552902621257,101.69987269775743,103.47945471790356,110.22187501722259,116.9961722945653,109.85548961375098,111.44057135206185,107.55079105249754,115.63217243974084,117.25887276474043,123.79028661385146,131.1159267752675,135.18445428200496,128.5544611235911,124.26723384249654,120.29292940277045,127.08501487419683,102.49772191168276,88.30920929822075,95.49563915683207,90.9483006813068,84.50173653893336,100.29267070161693,114.8058595870684,95.38947037955342,94.41203901332923,93.65070432195918,91.82571353175375,111.04765678709359,114.61916576328215,112.07037403496679,122.70680297695955,134.97199482169236,126.76999051982071,123.14838398395898,108.61692002401261,103.95027632359765,198.79166167144712
3,1999-12-25 22:00:28+00:00,116.41991495515265,109.9649311773982,109.19696296176869,108.31870647093476,111.98575995272083,111.53712231820124,105.05874588513701,102.6293099265182,100.0602009603682,106.95115109514501,112.64031286502974,121.73860069730902,127.57425041077505,131.90472586036938,129.43845506778558,126.88353856802892,126.97501582744606,124.95350343961005,124.64937411542866,122.2997391537543,121.21260923421508,117.5605000405519,120.37787275611424,118.00010827556065,120.45343223438353,121.90037367300457,122.94748762954691,123.0502627206518,114.68239206442959,114.07494341343744,111.90576934445743,110.40533275383947,110.21198338905504,108.57566329024817,109.64525298089399,118.05928512625863,118.07667557360281,116.99305553945794,117.62909996611593,116.1039588276438,119.39200474937098,127.22196611273783,131.02953845896863,134.41632570134695,134.5491836677823,133.53380821816947,132.12840964318033,131.41710708176902,126.24268904163833,111.25503819619878,105.60774954066595,102.48058294559652,97.44939072709178,95.3770489023855,103.50380989612111,113.95937280173578,97.28099432973545,97.57192913676755,104.1202984214945,109.12555246176271,116.97171070065592,115.61201535404822,114.92970407968551,125.14786544708886,137.23689503581542,131.25541239063256,123.5441022396264,105.53622599743156,101.16073609314401,199.22128066921707
4,2000-01-26 22:00:26+00:00,111.31855639204993,109.50702212772123,111.7383646106707,109.50904112249015,103.28019684829138,105.44263525962583,106.65772025116237,100.11462704923146,97.57922322516734,103.8618493694639,107.45780514255614,110.49486040279714,120.07189009618416,124.67929594182161,125.91129162060687,119.52176591800564,122.09162128280707,113.6162297015295,118.44231090685068,117.43950306007366,119.86565096154811,116.04106696024023,118.25630384102638,117.2404910696587,118.31842053355123,119.01422743368607,115.37312888362544,116.75868670628262,113.94649735349523,112.8310657669169,108.02104668458699,104.57794321706821,109.33271986678649,107.60031441791281,109.28024695254751,105.00735941268499,113.93634379361873,112.997110658189,113.05552590970997,113.73098483529353,123.36134329451343,126.44378993920435,126.23593353010577,133.54580105580163,130.99572743511197,129.85242013074796,123.51591024868414,134.71657720044968,126.65506622884985,106.62515964914877,95.81917657940319,100.39978159724416,91.8521739462777,97.75898872547221,106.33345714629618,112.45148893114418,101.21881323371665,97.74913232462964,94.85889284122335,94.44481685808955,105.33700827123988,107.68353649324862,,,,,,,,
5,2000-02-11 22:00:21+00:00,115.53307952904379,113.5103131638481,112.60471328964482,110.25930906671101,104.86967196732819,106.64778937050494,106.11866868720071,112.3699664447825,106.64130229381013,109.23799040271605,104.49252500658704,111.18923360420038,122.93509830681913,131.21973804047582,127.96757828708706,125.77938448904115,118.2444970832069,120.13402126857217,117.98769888678098,115.55502355334886,122.76852727575306,117.95369530975782,115.66110223072266,108.52308166454227,114.64913414206603,117.91293745657171,115.68456274698158,118.3451369687068,116.35031612694054,114.7210972069924,110.50379160372518,106.36975395871525,111.6022630605818,106.03749566649618,105.29966904201562,107.85207549591692,117.08050603536115,118.69835320269578,117.18058493320498,115.89428808328631,121.51593279393612,123.18250787195528,122.90427309332655,134.68847826588316,131.50351040674144,125.73527893625543,129.96605843958895,131.2475280960205,118.93843705888858,101.67808436972295,93.59045508745412,96.46666685996425,89.78173810355628,83.33808836295962,99.78093768464441,121.98819424052262,99.2019834556549,95.6726443433054,94.33091688832076,95.89068172682865,114.8528679440704,115.80600804830671,116.07356155962793,121.72872600083677,130.28102169192965,126.19070550853888,124.33414406756805,106.19688877294912,102.8668365373187,199.77048942989262
6,2000-02-27 22:00:16+00:00,116.83753091497353,119.457322260751,119.07259284962635,121.07825374437634,119.14594686493874,118.8096836808577,117.7117821967694,116.62433204997876,114.10708441145292,111.67381956780817,117.57382673496002,119.16568466573801,122.92703423939997,134.20835466942594,130.620996899615,123.55745193775985,126.88647271812914,125.27185792042275,126.02688327376926,128.81802435165048,125.26844835065683,132.25504701984107,131.6751839991661,131.73804390393116,124.35335402438704,125.34152971119808,125.45870404986587,121.88984127402792,123.13601369052341,116.03574049747402,116.26765560359485,116.88992228549267,116.83697792126728,115.55670717878726,118.35944616903942,123.9676438132515,124.6473236094248,125.91703870606779,122.74648733247474,122.5885122090593,127.53915126347052,132.66849136476816,135.35187097049902,133.47098458066458,130.0234837228498,128.48389066792936,130.03054658046142,130.56337790260162,129.67747947903234,110.6115874744716,101.45795709550094,105.02088351423271,95.88875341574432,101.79813012214899,116.37498419110982,125.14782105014942,106.99172746951348,103.90922314419544,103.58259646964171,106.59922657812234,114.60752022067075,118.09629937734273,119.22745547002924,125.28152022815411,141.6575598817444,134.91867254535538,127.44852603986888,112.45909311430381,104.69313338517019,206.25351507419998
7,2000-03-30 22:00:09+00:00,138.9869353562327,135.06552224168084,138.31022528317956,138.40758635950831,128.39485413603322,122.68988105078049,123.78559933626592,122.41524563542485,124.48072382680883,130.7986803982013,132.96915950897937,134.69482820167036,138.43471638865557,143.4434277242126,144.60865350312827,142.9924608565813,137.1136716809392,131.2978555480093,128.18577834167786,130.74545113827423,136.63917895939647,137.28281994558478,140.44925745684614,138.25546542487962,137.71837789047242,133.01667471108613,135.22235123459376,137.37631480890224,130.9973320872897,128.86137566836007,124.1246343365149,127.10867129995472,125.946191363209,128.2414033918969,125.84729156318879,129.54104245991104,134.02337383024442,143.68739695444245,136.38400320269193,139.34449430704507,139.70877457817994,139.3258663087149,145.69079407826933,151.11453190359182,149.80171838899372,150.14744386132514,151.8206803723475,149.30424835321028,143.98485619877454,128.7378007603561,116.75719774977487,116.02542642287145,115.33827156459057,112.89774919604878,122.54105209472817,134.869111090509,119.83259298252185,118.16221013760011,118.3168136834795,120.81296940114072,121.97712284866279,124.7271577293398,132.5867327711824,139.6513375090457,152.4067908656811,143.69331091116896,139.98919747625033,129.545247034833,125.10703273894015,216.16246335636941
8,2000-04-15 21:59:55+00:00,148.49715740571907,144.80015818788846,139.33352542303606,141.92499532685554,145.56898335276625,142.54240265912537,138.71248997640575,129.19046199803932,127.98795334073002,130.24760774875526,135.91467507455192,138.62181495421544,144.6132786887452,147.08697089651866,147.19506131836482,148.04928516288896,147.5463024020217,145.2766643304939,146.40982391488723,151.09685143488676,146.28173093932048,142.34575017257492,145.91100643849518,147.64437205536234,146.95616230665516,145.9043762957904,143.64205675556695,144.46276397888244,142.7946645506356,141.78091763188718,138.21714752107385,136.4751956808244,134.33220078789697,131.5869590308187,142.07993329173195,143.34108646837643,149.44199569488023,137.75428825331727,144.18452788749477,145.3879009064779,147.49312611434317,151.60951396828878,150.31105894137062,154.45067507951444,155.24475779334676,159.41538677926002,162.0500708545414,158.13782952402278,155.90287643325524,139.99217656781713,128.2790167275722,129.01865681691783,117.92957458729695,121.26487341880068,135.81033040713646,148.4493860218264,127.31968214476865,122.84717887451228,125.6214427306682,127.50309758228883,136.6553466659943,142.14114020997675,141.5857592951418,142.69908643732361,162.42904414396736,158.7693090473255,149.7832663189066,136.43678057545117,130.0546345919723,226.8442888935229
9,2000-05-01 21:59:54+00:00,138.8393192373268,137.58026913841468,134.36537543266866,130.23549873820878,127.32642451768842,124.66263153636385,125.26581682710977,123.82554392348027,123.32889613037997,121.63207038358405,133.0119988864384,138.14369905865482,141.8661890425234,144.75450965405065,142.20240658986393,139.87680665147246,136.62051019666666,137.21309949884463,135.60330166705828,133.9036714850405,138.40159279793573,137.0929139133499,137.6259757163961,138.19720694910365,131.64605498409222,135.06959480106093,132.30614029340296,131.0394093477323,128.90669768105818,127.15366478831109,122.53407370133414,126.31190099037063,122.62654798142776,128.18895294434938,129.84966707513422,139.1916400000586,135.75677837365927,136.7130131784864,135.59705031686886,137.39951798327382,143.77555731110056,144.11270626383464,146.77781599426697,151.6665529768963,150.7786479415929,149.54531886017668,152.21342380293848,154.0622206711745,148.20059315559675,134.9360126409375,121.57548421970722,112.04694770465471,107.99441057044643,103.97450493192422,116.91900940438957,131.80108727930676,109.20918176214235,111.59149718299372,115.74803056083674,120.05170182334336,133.50794632140583,131.81353725935597,131.38134152810824,136.43919842372753,148.230232053959,144.7308318600657,140.3513440477781,124.71391008096882,118.75000050801889,212.0717321138701
