,dates,nzd0414-0000,nzd0414-0001,nzd0414-0002,nzd0414-0003,nzd0414-0004,nzd0414-0005,nzd0414-0006,nzd0414-0007,nzd0414-0008,nzd0414-0009,nzd0414-0010,nzd0414-0011,nzd0414-0012,nzd0414-0013,nzd0414-0014,nzd0414-0015,nzd0414-0016,nzd0414-0017,nzd0414-0018,nzd0414-0019,nzd0414-0020,nzd0414-0021,nzd0414-0022,nzd0414-0023,nzd0414-0024,nzd0414-0025,nzd0414-0026,nzd0414-0027,nzd0414-0028,nzd0414-0029,nzd0414-0030,nzd0414-0031,nzd0414-0032,nzd0414-0033,nzd0414-0034,nzd0414-0035,nzd0414-0036,nzd0414-0037,nzd0414-0038,nzd0414-0039,nzd0414-0040,nzd0414-0041,nzd0414-0042,nzd0414-0043,nzd0414-0044,nzd0414-0045,nzd0414-0046,nzd0414-0047,nzd0414-0048,nzd0414-0049,nzd0414-0050,nzd0414-0051,nzd0414-0052,nzd0414-0053,nzd0414-0054
0,1999-08-17 22:12:50+00:00,,,,,,,,,,,,,169.20385745180124,,,,,,,,156.64139258128583,154.15005855163497,146.7737826765058,,,,186.1446927356049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1999-11-05 22:12:52+00:00,64.19961846273034,52.93381711584059,,46.04261442544042,36.356989130554126,42.83578279323011,79.42846703271346,94.77106204216236,102.25819510152465,113.90676828370306,127.56994534651568,,,,,130.42104654448448,127.49844982438623,,,,,132.78198590186747,150.82877014165194,,155.44765325248113,,167.92002799342117,,178.67726726880358,,166.15976597200358,164.51165988226992,162.9068483089192,146.2318073251601,155.29716657563364,162.35013095899942,170.48958174350554,190.7215999016699,194.47802948684762,216.338916020088,221.19680206718678,214.7704772321239,207.52967253869093,,199.7033004882338,191.60066652217253,191.96889409840315,193.3908556309343,195.91887020561856,193.65972525907074,200.0212132177635,194.4163152491934,189.82255956853547,172.3250243572642,193.9993514501228
2,1999-11-21 22:12:47+00:00,73.98375708839428,73.4613835821848,,,,40.98813989682576,,102.22182545233679,126.45435456145243,147.48671939984274,168.64345645833896,191.08139034798137,195.5084239375385,189.94348194671417,177.86674203471202,162.74725182236168,151.0813609249605,,,149.0780393994921,,138.99742603105085,153.8303728388941,,180.1885971282784,,175.58180753851036,184.5127156596385,183.27033477569154,,178.9114358413214,180.9926365034899,184.89113996389256,173.78719346771982,177.53688334508766,182.27485160321288,179.54144540609542,200.48535056372083,203.7122971816146,221.71237577646946,226.13839809949093,224.44702497618746,214.21567079863638,,207.18804705666778,,196.88721261707195,,203.6500592492138,199.0500103008614,209.86798574293934,207.45162955693064,193.4225364811426,188.7552909270468,209.91322580672568
3,1999-12-07 22:12:53+00:00,,88.82125399406316,74.40445327356197,50.54205462986369,,,,,,136.7223144528609,162.46974748174063,188.6785602134393,194.87252591423564,191.61471827791857,,175.7203964414451,,,,161.7155329524224,169.3224245753949,168.36934790762163,,,190.83930071039447,201.59224545343733,202.5013071306349,208.3268331586606,193.8819381797184,,198.2122822640273,200.09990032975736,200.66848463715107,184.4830621146946,,185.53339246768533,192.45204509712684,214.33603807329783,217.18563959145402,243.1612918816133,249.81830417212075,228.33229618150827,223.15591172839206,216.22048972140465,209.30794164282852,200.59270184755633,200.74962327081332,207.98008287261618,212.84884094076907,217.31574847108405,222.42145484185065,218.94673954272108,216.22737577000896,210.8855527204277,217.7996038184413
4,2000-01-08 22:12:49+00:00,,94.3291777322801,83.96403291067129,,,,,,102.74432393088908,131.66535359543715,150.63227689720804,175.84678719043453,185.14831149805505,182.64040404993452,,,,,,158.3535341434341,175.8346086494614,170.73309754081873,,190.91686648564902,208.73495497369353,220.83476341629918,232.05491695195454,231.41865366614408,224.2241795866381,209.0127645943787,204.67005316013197,209.38391101711855,210.59225724639586,214.8652279926401,,214.55861141345048,211.34955282337822,228.76951029487006,241.893705755921,,246.2335030193169,244.0493079829816,247.2239424616066,246.8880188559303,243.09228295866444,,224.51505659221104,219.52452709832238,219.19504425391838,215.6581937985792,220.3559156145539,223.59916225646126,211.51042667575766,212.61318714704322,226.29139057554738
5,2000-02-09 22:12:43+00:00,58.79765623977367,72.70927291742709,92.7980767453817,87.66873477376645,,,,,88.8305188437771,116.88908839581221,141.8023669511651,140.42113140944866,158.90712910318769,179.75099143635032,,,,,,159.43614994739937,167.3262398414385,180.17350508230393,,185.44480565733153,214.7099982392916,231.06051961182496,236.04331034601864,238.12241499302093,215.05823258896453,,209.94058632455324,212.9961772175524,219.44095933281562,229.00400556463194,,,237.7898024109889,230.3972440896908,215.1100808428741,233.23844532580426,254.49421612093255,254.69199471008847,251.41918177585188,232.83573422535363,222.7528282567961,,241.0148339529679,213.48293602134848,219.99264270211793,225.1694474587789,227.71690208975943,235.7332241821156,235.53744663836216,220.74132796971574,221.3744104308394
6,2000-04-13 22:12:18+00:00,59.11667850822361,69.58201052288072,82.02909538216015,90.78101821398016,,,,92.21825453487794,90.71885963263138,87.77947209743992,117.60797640618769,132.55088881894986,161.83122729888262,,,,,,,,174.1217426308384,193.95258189947768,,,,229.90461651022144,243.46220709519756,249.88337412787376,245.97436683445895,242.7612091782255,236.40342277400072,231.07445303780656,,208.85270123601038,,220.37084735763807,221.59455729556237,219.9307117244506,231.51755251310436,261.9202306457947,269.0615330505204,261.4734689601207,257.9104285256519,247.2314993580748,243.02667262437416,,249.37132066972518,254.07681317373945,254.46585792793476,238.77132152241117,231.9120821040895,228.95588710443496,226.82153338367806,229.99440108941025,231.7579724897528
7,2000-05-15 22:12:06+00:00,,,,,55.22396996637327,24.81468210673692,62.33340081168693,79.60086662482176,78.87463833082249,80.58057165372392,79.62927685280027,,,,,137.55064301842935,128.32760342077302,,,,,119.46275463656893,132.78555851892432,,,,,,,,,,,,171.70968329116116,,,,,,,,,,,194.91442158307038,,,,,,,,,
8,2000-05-31 22:11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2000-08-03 22:11:07+00:00,99.66803006175834,79.6438053655735,68.01989922559494,80.31601241312988,,,,,,114.59071849875464,107.30179706175838,102.60993644705518,,133.06678959717203,,,,158.65937089387626,168.06870941589457,172.04432937861776,173.21489490577542,,,,230.2471024176325,248.9488789660729,259.0198413230037,272.8785828538326,,,252.22795590569243,250.56478576505054,241.9136095544118,,253.7501391663022,,,,,,,313.2755331155243,313.59176668001373,315.0268467977704,,,,245.3497532625101,253.4572759807004,239.44696331711532,232.6107674884413,234.5717755987086,,239.5987933475115,239.6069906419456
