dates,sar0197-0000,sar0197-0001,sar0197-0002,sar0197-0003,sar0197-0004,sar0197-0005,satname
1984-06-07 09:34:18+00:00,216.11,217.04,302.89,227.84,211.60,387.71,L5
1984-06-14 09:40:36+00:00,216.46,215.17,302.81,229.36,210.34,386.65,L5
1984-06-30 09:40:49+00:00,209.62,211.06,300.67,226.85,205.98,386.65,L5
1984-10-13 09:36:13+00:00,208.28,211.06,299.97,226.56,207.01,386.59,L5
1984-12-07 09:41:55+00:00,205.72,209.06,300.64,226.37,205.48,388.53,L5
1985-04-30 09:42:06+00:00,195.01,187.93,288.16,214.24,191.92,379.75,L5
1985-05-25 09:36:15+00:00,199.07,202.11,287.22,213.32,199.26,319.96,L5
1985-06-17 09:42:24+00:00,190.39,202.13,276.22,205.48,197.09,253.44,L5
1985-07-03 09:42:19+00:00,190.39,202.13,275.46,205.18,197.09,238.25,L5
1985-08-04 09:41:41+00:00,186.32,202.17,276.79,207.07,197.82,229.69,L5
1985-08-13 09:35:48+00:00,192.22,203.95,278.71,209.53,200.95,256.00,L5
1985-08-20 09:41:55+00:00,193.25,203.85,281.31,211.83,200.88,274.90,L5
1985-09-05 09:41:19+00:00,193.23,204.44,281.59,212.33,200.63,288.80,L5
1985-09-14 09:35:25+00:00,193.72,204.48,282.28,213.32,200.74,299.69,L5
1985-09-21 09:41:07+00:00,196.28,205.61,284.04,213.80,201.48,308.98,L5
1985-10-23 09:40:46+00:00,196.42,205.86,284.17,214.23,201.78,316.09,L5
1986-01-20 09:33:24+00:00,198.83,207.06,287.78,218.25,202.68,363.10,L5
1986-03-16 09:38:22+00:00,204.86,210.58,290.28,215.71,204.21,388.29,L5
1986-03-25 09:32:01+00:00,196.66,205.75,285.66,214.64,202.81,386.85,L5
1986-05-03 09:36:54+00:00,199.48,205.12,288.76,217.49,204.30,384.67,L5
1986-05-12 09:30:53+00:00,206.91,205.12,292.74,219.28,205.72,386.05,L5
1986-05-19 09:36:28+00:00,208.64,204.49,293.21,220.61,205.72,386.05,L5
1986-06-20 09:35:54+00:00,208.12,203.50,292.28,220.52,204.70,386.05,L5
1986-07-15 09:28:53+00:00,207.42,204.62,290.84,218.58,205.66,385.55,L5
1986-07-22 09:34:49+00:00,207.32,203.76,292.08,220.03,206.21,386.74,L5
1986-07-31 09:28:19+00:00,207.96,204.20,292.61,220.63,205.66,386.37,L5
1986-08-23 09:33:39+00:00,207.04,203.39,292.17,220.75,205.40,385.25,L5
1986-09-24 09:32:11+00:00,209.30,203.76,293.45,222.79,205.45,384.29,L5
1986-10-26 09:31:31+00:00,209.30,203.76,291.01,220.46,203.03,384.29,L5
1987-01-23 09:26:04+00:00,205.41,206.10,287.94,219.00,200.71,384.71,L5
1987-03-03 09:33:20+00:00,204.90,210.13,284.89,215.90,194.25,387.14,L5
1987-04-20 09:35:01+00:00,216.16,210.07,286.49,217.78,195.58,386.10,L5
1987-05-06 09:35:29+00:00,206.77,206.99,288.61,220.24,200.49,386.10,L5
1987-05-15 09:29:57+00:00,206.77,206.99,285.29,217.47,201.45,386.10,L5
1987-05-22 09:35:55+00:00,197.08,195.38,282.32,214.19,198.86,386.10,L5
1987-06-07 09:36:18+00:00,197.08,195.38,286.50,216.17,200.69,388.30,L5
1987-06-23 09:36:39+00:00,196.05,197.83,286.66,216.86,200.68,388.30,L5
1987-07-18 09:31:20+00:00,202.83,197.83,288.13,218.56,201.32,387.94,L5
1987-08-03 09:31:49+00:00,204.49,197.69,289.12,218.98,201.24,387.49,L5
1987-08-10 09:37:49+00:00,202.64,197.71,288.78,219.00,200.91,386.82,L5
1987-08-19 09:32:18+00:00,203.24,199.09,289.93,220.11,200.80,386.85,L5
1987-08-26 09:38:16+00:00,202.50,199.09,291.59,221.47,202.00,387.72,L5
1987-09-04 09:32:43+00:00,205.61,200.04,292.00,221.86,204.52,387.16,L5
1987-09-11 09:39:04+00:00,205.87,200.04,293.27,222.46,205.21,388.32,L5
1987-09-20 09:33:05+00:00,206.02,202.70,293.91,222.73,205.84,389.33,L5
1987-10-06 09:33:26+00:00,207.10,202.70,295.05,223.28,205.58,389.33,L5
1987-11-07 09:34:02+00:00,206.81,204.11,296.13,223.38,205.42,390.06,L5
1988-01-01 09:41:07+00:00,210.28,209.09,299.27,226.02,208.26,388.98,L5
1988-02-11 09:35:41+00:00,206.88,211.27,301.96,227.39,209.97,390.44,L5
1988-03-14 09:36:03+00:00,203.33,215.34,300.93,225.67,210.84,391.91,L5
1988-04-15 09:36:14+00:00,203.94,212.81,297.87,224.46,210.33,388.94,L5
