dates,satname,sar0197-0000,sar0197-0001,sar0197-0002,sar0197-0003,sar0197-0004,sar0197-0005
1984-06-07 09:34:18+00:00,L5,216.11,217.04,302.89,227.84,211.60,387.71
1984-06-14 09:40:36+00:00,L5,216.81,213.30,302.74,230.87,209.09,385.59
1984-06-30 09:40:49+00:00,L5,195.95,202.84,296.37,221.85,197.25,193.88
1984-07-16 09:40:39+00:00,L5,-82.80,567.20,,74.86,,37.75
1984-10-13 09:36:13+00:00,L5,204.23,211.04,297.86,225.70,210.10,386.46
1984-12-07 09:41:55+00:00,L5,205.89,307.11,305.58,227.07,,393.54
1985-04-30 09:42:06+00:00,L5,184.14,187.93,270.75,201.41,191.92,365.97
1985-05-25 09:36:15+00:00,L5,207.18,216.29,285.34,211.49,206.61,200.36
1985-06-17 09:42:24+00:00,L5,179.84,202.18,272.58,203.54,192.74,193.99
1985-07-03 09:42:19+00:00,L5,12.99,,273.19,204.26,,192.69
1985-07-28 09:35:58+00:00,L5,,,,,,
1985-08-04 09:41:41+00:00,L5,174.11,202.27,282.10,214.63,200.02,195.43
1985-08-13 09:35:48+00:00,L5,215.84,211.06,288.30,221.84,213.46,387.58
1985-08-20 09:41:55+00:00,L5,198.42,203.38,296.92,225.66,200.55,388.29
1985-08-29 09:35:38+00:00,L5,,,,,,
1985-09-05 09:41:19+00:00,L5,193.06,207.98,283.57,215.83,199.10,386.07
1985-09-14 09:35:25+00:00,L5,197.16,204.75,287.75,221.20,201.51,386.86
1985-09-21 09:41:07+00:00,L5,216.73,214.61,299.87,218.10,207.41,392.60
1985-10-23 09:40:46+00:00,L5,197.74,208.15,285.50,218.59,204.52,387.20
1986-01-20 09:33:24+00:00,L5,197.56,204.32,278.22,210.11,194.86,380.79
1986-03-16 09:38:22+00:00,L5,207.42,215.25,297.52,216.05,210.07,392.57
1986-03-25 09:32:01+00:00,L5,183.92,195.30,281.41,213.83,201.81,200.63
1986-05-03 09:36:54+00:00,L5,209.01,205.63,297.89,229.97,210.47,380.64
1986-05-12 09:30:53+00:00,L5,236.65,307.75,308.66,226.42,211.38,390.19
1986-05-19 09:36:28+00:00,L5,217.27,201.97,295.55,227.30,,
1986-06-20 09:35:54+00:00,L5,205.03,198.50,286.69,219.98,199.58,195.19
1986-07-15 09:28:53+00:00,L5,202.53,211.35,280.75,204.94,211.45,383.56
1986-07-22 09:34:49+00:00,L5,196.71,198.32,288.21,221.74,198.68,196.40
1986-07-31 09:28:19+00:00,L5,213.10,207.27,296.77,225.48,201.85,384.88
1986-08-23 09:33:39+00:00,L5,198.75,196.89,288.26,221.80,203.34,379.68
1986-09-24 09:32:11+00:00,L5,204.68,210.19,298.25,227.51,206.87,386.76
1986-10-26 09:31:31+00:00,L5,2.03,,269.06,199.45,183.67,189.97
1987-01-23 09:26:04+00:00,L5,205.11,210.07,287.35,220.74,207.81,387.52
1987-03-03 09:33:20+00:00,L5,-1.06,,154.82,177.49,178.63,181.20
1987-04-20 09:35:01+00:00,L5,227.20,291.80,303.07,233.14,212.20,384.67
1987-05-06 09:35:29+00:00,L5,188.00,203.91,275.41,206.84,203.33,199.51
1987-05-15 09:29:57+00:00,L5,,,275.32,209.16,205.26,199.48
1987-05-22 09:35:55+00:00,L5,168.00,172.17,270.45,201.06,185.93,189.13
1987-06-07 09:36:18+00:00,L5,233.84,307.45,307.41,226.07,211.69,392.71
1987-06-23 09:36:39+00:00,L5,191.92,205.19,287.61,221.04,200.58,188.01
1987-07-18 09:31:20+00:00,L5,236.76,292.04,298.42,230.45,206.44,386.85
1987-08-03 09:31:49+00:00,L5,215.07,209.48,295.31,224.12,207.06,385.71
1987-08-10 09:37:49+00:00,L5,191.54,197.78,285.98,219.15,197.94,384.18
1987-08-19 09:32:18+00:00,L5,207.41,206.03,300.36,230.10,199.74,386.97
1987-08-26 09:38:16+00:00,L5,196.58,307.01,308.19,235.07,215.15,392.98
1987-09-04 09:32:43+00:00,L5,233.66,205.74,296.50,226.09,208.88,383.23
1987-09-11 09:39:04+00:00,L5,208.42,307.73,308.51,229.72,213.58,397.55
1987-09-20 09:33:05+00:00,L5,207.67,221.30,302.14,226.25,214.03,398.48
1987-10-06 09:33:26+00:00,L5,220.09,322.52,311.04,230.94,201.85,187.20
1987-11-07 09:34:02+00:00,L5,204.59,215.16,298.54,218.07,207.74,391.97
1988-01-01 09:41:07+00:00,L5,191.27,208.11,286.94,216.23,218.50,381.91
1988-02-11 09:35:41+00:00,L5,192.21,306.80,305.43,234.07,210.22,205.37
1988-03-14 09:36:03+00:00,L5,204.15,216.81,301.46,228.45,212.69,395.27
1988-04-15 09:36:14+00:00,L5,227.46,211.17,297.00,225.48,202.52,386.60
1988-05-01 09:36:21+00:00,L5,212.78,210.34,295.71,224.85,201.51,386.04
1988-06-02 09:36:38+00:00,L5,184.59,207.77,278.83,201.81,208.97,201.67
1988-06-09 09:42:27+00:00,L5,204.88,192.47,280.80,213.11,201.31,378.99
1988-06-18 09:36:43+00:00,L5,236.78,291.64,304.43,233.67,206.42,388.52
1988-07-04 09:36:48+00:00,L5,212.21,213.20,289.58,223.34,203.39,382.87
1988-07-11 09:42:36+00:00,L5,214.85,211.12,286.18,208.79,211.77,377.74
1988-07-27 09:43:03+00:00,L5,208.85,201.93,283.31,215.63,197.35,380.63
1988-08-12 09:43:01+00:00,L5,212.93,208.28,286.77,205.43,211.79,378.81
1988-08-21 09:36:53+00:00,L5,193.86,218.41,281.51,211.93,208.94,387.96
1988-08-28 09:42:43+00:00,L5,212.77,212.69,299.76,230.58,206.59,388.65
1988-09-06 09:36:55+00:00,L5,205.69,224.94,298.05,221.49,218.80,398.57
1988-09-22 09:36:50+00:00,L5,210.00,207.83,296.31,226.12,200.60,388.08
1988-09-29 09:42:55+00:00,L5,202.40,214.36,302.08,230.58,,47.69
1988-10-31 09:42:55+00:00,L5,201.73,213.63,298.30,210.46,210.07,386.71
1988-11-09 09:36:45+00:00,L5,198.07,211.96,296.24,209.52,206.60,388.07
1988-12-11 09:36:33+00:00,L5,194.86,210.81,281.13,202.61,202.53,383.64
1988-12-27 09:36:27+00:00,L5,197.07,208.05,287.33,220.72,204.94,389.92
1989-01-12 09:36:20+00:00,L5,210.64,291.59,303.10,232.29,203.89,385.19
1989-01-19 09:41:56+00:00,L5,201.24,207.39,287.10,220.45,198.06,386.16
1989-01-28 09:36:07+00:00,L5,210.18,214.75,288.61,222.21,204.85,387.92
1989-02-13 09:36:09+00:00,L5,189.40,199.50,284.42,216.14,194.29,378.95
1989-03-24 09:41:14+00:00,L5,186.27,186.15,281.04,201.14,200.63,194.30
1989-04-02 09:35:12+00:00,L5,210.52,215.06,297.23,224.45,206.33,387.84
1989-05-20 09:34:32+00:00,L5,232.42,214.51,297.81,215.85,215.94,390.03
1989-06-12 09:40:19+00:00,L5,187.38,201.03,278.62,210.58,192.49,187.11
1989-06-21 09:33:55+00:00,L5,228.92,306.86,305.99,226.50,206.96,394.71
1989-06-28 09:39:39+00:00,L5,175.40,194.01,271.43,202.21,194.43,188.93
1989-07-23 09:33:21+00:00,L5,,,293.93,233.77,204.70,390.71
1989-07-30 09:39:24+00:00,L5,209.27,204.44,286.36,216.80,196.41,381.23
1989-08-24 09:32:39+00:00,L5,209.09,210.61,301.75,230.70,211.77,388.56
1989-09-25 09:31:52+00:00,L5,215.51,306.96,305.88,234.83,207.00,388.32
1989-10-02 09:38:00+00:00,L5,203.50,307.19,307.52,229.33,214.12,392.70
1989-10-11 09:31:29+00:00,L5,196.47,209.68,284.00,216.85,204.17,384.33
1989-10-18 09:36:54+00:00,L5,211.57,207.09,288.32,221.87,212.50,379.08
1989-10-27 09:30:51+00:00,L5,203.61,214.91,283.46,211.21,215.98,386.12
1989-11-03 09:36:37+00:00,L5,203.61,199.17,297.46,226.82,204.40,383.20
1989-11-12 09:30:31+00:00,L5,202.55,225.48,299.50,221.89,212.99,399.01
1989-11-19 09:36:20+00:00,L5,191.28,209.34,285.49,218.57,204.92,204.96
1989-12-14 09:29:38+00:00,L5,210.15,206.74,285.68,218.80,199.39,370.56
1990-01-31 09:28:06+00:00,L5,204.69,218.98,298.52,217.69,215.34,391.80
1990-02-16 09:27:35+00:00,L5,175.58,185.82,275.22,206.62,188.79,193.15
1990-03-04 09:27:02+00:00,L5,204.70,202.67,299.92,230.00,200.52,383.45
1990-04-12 09:32:08+00:00,L5,199.32,186.65,274.61,205.91,184.21,181.54
1990-04-21 09:26:22+00:00,L5,231.30,226.37,204.89,0.40,,57.06
1990-05-07 09:26:19+00:00,L5,226.77,211.66,288.29,221.83,200.40,387.03
1990-05-14 09:32:11+00:00,L5,207.34,204.72,288.58,222.17,201.28,384.74
1990-06-15 09:32:04+00:00,L5,181.61,199.79,282.19,215.91,193.53,201.11
1990-06-24 09:26:18+00:00,L5,205.37,212.81,287.18,211.38,205.37,385.56
1990-07-26 09:26:12+00:00,L5,207.34,,285.62,212.15,211.86,388.97
