dates,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136,satname
2000-08-19 22:11:01+00:00,,,,,,380.32,376.82,379.79,375.75,382.00,394.19,,378.60,354.19,347.42,349.15,361.66,363.65,377.16,357.61,344.16,356.51,360.38,365.52,362.69,368.03,362.84,353.42,357.62,346.66,348.40,351.21,347.72,346.01,345.86,341.74,347.72,344.15,330.46,340.81,361.79,364.89,361.83,367.55,366.90,367.71,380.86,376.18,364.69,363.28,362.37,345.55,344.88,353.23,354.25,371.38,364.77,361.76,355.86,363.53,367.82,371.21,366.50,366.03,360.66,356.90,365.48,366.74,370.16,368.46,373.14,377.44,387.30,400.65,408.50,404.59,392.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.98,383.72,388.70,390.82,390.07,395.47,383.67,372.03,366.72,353.50,351.71,355.79,342.49,355.32,354.87,361.12,356.15,355.44,357.44,359.18,370.14,367.41,360.60,349.53,350.23,352.47,295.83,L7
2000-09-04 22:10:46+00:00,,,,,,,,,,,,,,,332.49,353.10,351.30,353.20,355.78,346.67,339.18,343.10,342.83,345.31,347.52,346.39,336.16,339.40,328.78,324.56,317.07,316.60,310.69,311.94,318.82,325.35,317.44,322.46,321.78,335.26,337.31,331.37,338.94,361.83,372.58,366.79,369.71,361.80,351.61,353.23,343.43,332.58,334.92,333.05,336.18,344.97,344.58,346.42,350.64,340.40,347.15,353.31,343.90,344.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.95,354.14,350.34,342.19,332.48,324.28,329.58,336.50,341.47,342.49,339.57,340.51,348.36,361.09,359.05,,,,,,,L7
2000-09-20 22:10:27+00:00,355.35,354.42,341.37,357.46,362.52,368.51,366.05,365.84,372.13,369.06,367.24,361.23,356.17,360.74,361.07,355.09,333.00,323.71,322.03,325.63,340.37,344.46,347.01,346.24,345.83,332.39,318.92,319.94,313.43,324.14,334.27,337.55,332.13,333.68,327.78,321.75,323.94,340.36,334.57,336.26,345.11,344.73,356.44,358.84,361.25,359.76,350.54,348.15,346.57,336.94,341.90,338.66,329.54,332.75,329.85,331.22,343.47,338.38,342.42,341.27,344.06,341.89,337.64,340.10,349.72,347.73,342.92,343.49,354.16,368.05,381.74,384.63,394.05,389.21,383.51,392.16,401.24,405.12,421.16,427.36,422.88,417.74,409.69,412.90,395.52,381.26,368.26,381.73,389.72,393.10,378.36,378.97,376.60,,295.19,309.08,314.66,314.96,318.46,329.30,334.63,343.15,344.64,356.35,361.97,367.86,361.74,359.47,360.63,365.61,368.95,364.44,373.61,381.22,374.80,365.19,375.38,363.15,346.26,341.25,339.58,330.73,337.82,348.80,349.95,345.89,338.19,341.31,347.33,348.97,363.48,342.36,323.90,338.53,346.42,337.59,320.21,L7
2000-11-07 22:10:17+00:00,356.35,359.91,359.44,365.25,366.16,365.14,371.13,367.49,360.93,360.55,366.52,368.01,378.87,378.57,360.71,346.65,341.03,337.33,331.92,340.91,351.18,348.28,339.09,334.10,356.76,361.19,346.36,340.04,326.30,329.54,345.49,342.82,344.20,339.60,328.13,327.61,326.48,333.07,332.59,337.54,345.52,348.65,357.42,357.52,359.48,359.64,350.11,347.40,356.35,355.29,347.31,338.20,328.38,341.48,350.18,345.98,345.18,351.48,358.30,362.57,360.29,358.31,354.96,350.50,347.23,368.97,372.52,370.22,358.90,364.54,373.22,377.94,398.01,401.51,396.22,399.61,404.31,408.88,415.83,431.73,434.31,418.91,410.46,393.41,376.29,385.49,397.54,400.72,410.94,428.32,428.34,398.20,341.63,,341.24,333.25,330.49,329.96,329.23,327.08,321.33,325.61,336.46,344.85,356.84,371.95,375.06,366.86,369.06,370.39,372.67,373.60,381.53,380.74,384.14,388.58,377.14,366.29,362.75,357.57,360.89,364.58,360.70,350.31,352.52,348.26,345.92,352.94,350.20,359.39,356.15,353.67,350.28,342.23,352.68,354.26,348.48,L7
2000-11-14 22:16:30+00:00,349.95,362.45,374.56,375.66,372.46,370.62,374.61,368.57,366.12,361.82,360.38,367.38,377.47,383.37,373.46,354.71,344.05,344.25,340.11,342.48,344.27,341.31,341.51,350.43,360.25,361.01,349.24,348.60,327.02,322.84,337.78,340.03,341.34,339.56,332.07,329.95,332.51,340.15,336.69,345.73,349.90,346.56,355.62,353.42,357.29,355.90,344.73,342.50,352.69,350.83,338.23,330.60,326.71,342.26,344.74,341.50,342.61,337.32,349.31,354.35,354.36,349.72,347.27,350.15,345.72,359.66,366.71,360.45,352.62,356.46,368.13,372.24,395.44,403.48,404.21,400.18,401.86,407.39,417.39,429.28,435.82,413.72,405.07,385.94,367.63,372.93,390.02,398.89,405.64,430.96,434.73,426.60,348.55,,328.85,324.25,322.07,325.48,323.82,317.66,321.81,322.08,328.78,345.58,351.09,362.72,366.91,368.59,369.42,369.93,371.71,370.59,374.94,377.24,380.57,385.93,377.92,370.80,354.29,350.09,345.91,346.06,347.32,340.15,344.86,336.38,337.24,344.48,350.44,350.48,348.10,355.52,346.34,342.20,344.51,339.42,334.22,L7
2000-12-16 22:16:35+00:00,364.73,389.85,387.45,364.08,372.08,375.70,372.20,373.00,379.48,386.45,369.80,371.42,373.15,378.57,389.32,386.50,363.79,349.08,362.02,365.51,372.90,382.71,365.35,361.54,373.90,374.58,367.56,358.91,359.22,354.77,354.70,352.84,370.10,376.97,357.24,363.52,352.63,347.85,356.18,352.04,359.54,353.11,367.64,366.84,367.05,369.08,369.99,357.69,355.82,358.19,367.39,360.31,357.46,352.22,350.50,352.84,368.79,355.32,342.74,368.58,362.18,361.21,364.19,350.60,346.86,382.74,379.90,385.60,386.03,375.01,394.91,411.07,422.76,422.20,419.79,426.35,417.99,422.98,439.01,448.34,448.46,427.74,422.81,418.33,417.19,403.40,392.97,398.56,409.80,423.91,423.03,404.53,,408.69,,342.90,327.80,329.94,345.71,348.42,331.39,325.96,329.54,341.62,355.98,373.17,370.04,378.86,382.76,380.04,385.84,385.82,394.41,402.66,408.44,408.59,396.70,387.34,393.96,381.65,366.87,361.61,375.90,378.26,365.08,353.02,352.26,344.68,349.85,359.69,364.92,363.67,367.61,361.99,359.88,364.65,374.66,L7
2001-01-01 22:16:33+00:00,356.28,362.56,,364.69,367.56,370.97,365.66,363.29,367.38,371.95,378.15,376.94,370.42,358.64,352.49,362.73,367.37,363.68,359.08,351.97,352.33,350.93,364.58,365.16,361.62,356.91,362.73,356.78,353.69,358.57,351.40,347.40,355.16,348.52,344.48,345.69,349.05,360.25,348.84,348.67,353.38,353.47,354.29,362.38,361.34,362.52,368.47,368.54,362.17,355.61,345.27,339.23,347.30,339.47,344.03,348.08,351.46,348.91,355.17,351.56,353.86,367.87,355.14,352.19,347.10,355.67,363.86,371.33,372.57,370.78,372.80,377.95,402.88,414.29,412.39,405.52,410.21,411.13,416.51,425.61,414.64,410.80,403.97,411.64,402.40,394.01,394.94,401.86,423.68,430.44,427.62,390.49,311.98,414.19,,320.86,319.10,319.09,327.62,329.40,327.07,323.56,326.91,333.56,345.29,360.21,356.77,367.71,375.99,370.50,375.11,371.37,370.87,379.61,383.10,387.70,380.55,380.29,373.43,372.18,364.48,351.08,347.83,352.69,351.13,346.79,339.98,342.79,336.92,349.59,355.20,345.64,348.12,345.01,340.20,354.27,356.72,L7
2001-01-10 22:10:27+00:00,343.94,348.88,347.13,351.54,367.62,364.26,371.13,366.40,363.60,372.13,384.96,379.57,370.24,361.22,370.61,366.40,365.90,366.38,363.65,359.67,356.44,360.30,370.45,367.36,370.20,377.24,366.33,362.61,353.00,356.84,347.92,353.60,350.47,351.75,351.11,347.02,345.44,345.68,342.69,344.14,344.90,352.04,355.51,358.70,357.72,361.98,363.53,362.24,360.81,355.67,352.17,348.19,343.40,342.05,345.92,358.71,355.97,352.96,348.88,359.33,362.54,372.51,370.29,364.56,368.19,367.03,375.91,370.90,,,,,,,,,,,,,,,,424.43,406.41,398.72,396.58,399.19,434.01,446.27,440.21,392.95,,,329.01,322.43,319.78,328.48,322.81,320.87,325.86,326.62,339.44,341.12,361.67,379.77,389.23,379.56,372.99,379.69,377.10,383.33,382.22,383.15,392.35,397.06,384.37,384.69,367.74,357.64,356.48,360.02,346.65,346.16,346.02,345.63,336.31,349.92,355.59,351.83,352.80,348.87,355.31,342.88,349.02,352.34,338.68,L7
2001-01-26 22:10:30+00:00,337.53,338.17,349.86,345.92,348.64,353.39,355.22,356.64,359.65,360.33,366.74,357.89,351.31,344.92,336.87,336.21,343.08,339.07,339.93,332.48,334.35,335.21,341.48,346.21,355.07,350.02,343.45,335.20,328.92,327.22,336.11,331.20,327.00,329.44,323.88,322.40,322.70,331.99,331.49,335.01,338.31,343.07,348.37,346.21,346.23,348.97,351.06,350.35,349.42,344.95,338.71,338.39,334.50,334.09,335.75,335.03,337.12,340.03,342.38,344.06,344.13,346.87,344.69,344.55,349.73,345.29,342.57,344.37,351.70,350.47,350.94,366.40,382.95,399.11,392.84,387.98,392.55,395.96,397.22,408.82,410.46,396.42,385.69,390.61,390.35,398.72,402.75,412.41,439.67,465.52,470.68,370.72,329.50,366.60,363.03,337.53,315.68,306.58,302.20,297.52,303.09,310.84,326.13,331.89,342.96,352.29,360.62,358.71,360.09,362.06,366.60,369.36,368.00,363.93,372.66,377.38,379.62,371.03,360.42,354.00,344.99,346.31,341.35,341.79,335.03,332.72,326.36,332.91,337.18,339.62,338.93,331.91,329.87,327.00,342.28,347.10,329.59,L7
2001-02-18 22:16:35+00:00,358.31,356.59,353.40,354.01,361.42,367.37,373.60,377.48,372.75,373.61,380.70,373.48,367.17,359.30,352.00,349.63,347.10,346.06,348.13,351.03,346.22,347.97,349.24,353.04,356.48,355.28,366.30,363.60,366.66,360.88,351.65,345.27,347.12,352.71,347.90,343.30,335.13,338.03,338.68,350.12,348.70,352.21,354.37,356.81,355.99,358.83,361.05,356.81,355.44,358.21,348.64,351.45,352.57,350.47,352.78,345.39,347.36,351.77,349.95,353.18,364.86,367.32,357.83,363.41,362.08,367.64,363.44,359.21,367.28,373.45,379.06,383.33,383.99,388.50,394.18,401.83,414.00,408.20,409.20,416.35,426.18,414.27,410.50,416.22,404.41,425.79,435.16,436.48,453.92,480.07,481.26,435.31,314.36,378.50,359.44,337.74,333.59,318.01,313.29,311.42,313.39,315.55,329.95,338.67,357.08,367.51,376.00,372.78,366.25,373.72,375.01,380.95,382.85,390.64,393.75,395.77,390.76,388.44,378.89,364.31,368.36,371.59,365.58,354.00,359.51,344.12,335.39,349.11,355.64,354.78,350.11,341.71,336.11,336.86,349.75,357.18,331.41,L7
2001-03-15 22:10:15+00:00,376.35,378.11,378.26,370.85,371.23,377.29,374.31,370.67,383.51,383.56,382.94,375.31,373.16,370.92,369.24,360.52,355.99,352.77,353.23,349.24,356.32,351.20,354.39,361.06,360.30,352.26,356.89,357.06,370.04,368.64,363.49,363.29,364.49,358.56,359.54,362.63,357.63,357.35,363.17,362.69,360.18,354.16,362.54,365.13,369.86,361.17,369.33,372.04,366.41,366.90,363.30,352.90,365.16,354.98,361.91,355.83,358.87,374.34,358.60,356.39,352.63,353.92,361.76,368.98,369.37,366.46,371.65,370.21,376.24,375.20,383.31,388.81,401.15,409.01,413.79,409.54,400.25,409.35,422.97,423.13,413.97,410.57,408.52,409.89,405.64,415.54,431.65,447.20,472.38,491.88,487.09,444.44,,390.96,361.62,345.29,334.08,317.45,319.56,322.51,319.35,324.16,326.78,336.91,346.43,360.04,360.48,366.95,371.30,368.68,373.02,368.61,382.69,391.48,384.29,393.17,387.62,378.35,367.43,354.07,363.66,359.09,362.84,372.20,362.91,356.27,345.94,346.54,353.90,360.26,360.45,352.17,332.57,333.69,341.56,345.30,355.22,L7
2001-03-31 22:10:07+00:00,400.89,396.30,405.65,395.68,400.10,399.62,381.98,373.64,381.01,388.59,393.94,389.66,377.00,376.71,375.98,371.83,373.86,362.77,364.00,361.30,363.91,370.61,374.94,381.81,390.27,382.50,382.46,375.37,384.30,382.59,381.03,385.72,387.83,375.81,364.29,365.14,372.83,375.13,381.84,377.96,370.06,360.62,376.10,372.38,375.98,366.83,374.19,371.58,371.68,370.27,367.40,363.33,367.17,371.01,360.55,371.40,362.63,380.05,379.08,370.60,363.85,365.93,372.90,379.73,392.29,376.66,378.44,374.37,379.80,383.19,385.75,401.39,410.72,410.23,416.23,427.57,420.27,414.32,423.82,427.22,418.28,414.99,404.91,400.46,393.83,403.26,427.47,459.34,497.50,525.10,519.98,445.27,,428.08,,,,,,,,,,,,,,,,,388.84,385.06,395.20,401.94,406.84,405.52,406.06,388.64,385.78,382.62,381.39,368.24,369.54,367.07,378.41,374.68,361.90,363.53,363.00,373.30,377.82,364.55,352.57,346.17,348.69,352.50,365.18,L7
