dates,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136,satname
1999-08-17 22:12:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.17,338.51,349.62,353.32,342.37,349.98,347.23,353.64,351.23,359.02,358.42,348.93,345.63,339.88,336.18,,L7
1999-10-27 22:19:03+00:00,362.77,357.69,,,355.24,368.67,363.19,357.98,361.73,367.86,384.37,382.11,375.66,372.09,355.86,353.86,364.36,349.44,352.77,355.45,351.11,350.91,351.43,346.68,356.28,351.99,348.38,348.17,350.55,338.92,343.97,347.39,342.35,344.35,342.79,346.41,345.74,348.79,343.13,334.40,330.05,336.86,351.75,368.51,368.82,369.24,361.41,362.27,354.84,348.42,348.69,349.93,355.89,358.09,353.50,351.86,349.70,350.14,352.55,355.81,359.79,369.15,370.13,367.80,371.90,380.32,391.35,382.15,379.36,392.14,410.28,424.95,430.60,430.54,419.61,411.65,409.67,409.83,414.05,407.91,403.28,395.46,399.45,390.82,369.53,359.10,368.69,388.94,416.68,428.18,,,171.02,366.54,362.85,357.36,351.96,345.85,344.06,343.09,355.28,356.05,359.70,373.24,375.34,380.47,380.39,377.77,367.51,370.27,372.63,374.44,368.17,378.11,377.12,381.64,380.01,381.14,369.83,350.25,359.85,357.53,351.07,353.23,356.28,342.64,354.19,352.72,355.48,360.06,364.06,362.41,356.09,349.91,340.85,344.05,359.06,L7
1999-11-05 22:12:52+00:00,347.99,351.73,336.10,338.93,350.02,356.56,358.97,357.10,357.90,366.13,377.75,382.11,364.42,362.66,356.81,353.41,358.67,349.79,348.01,346.81,344.41,344.76,344.02,342.93,348.36,345.98,347.59,348.63,345.55,338.34,340.82,342.75,336.68,339.09,336.69,340.71,339.85,339.97,335.51,332.60,326.52,340.44,351.01,363.89,361.51,363.56,356.84,355.79,352.16,348.56,349.69,350.19,351.46,349.85,349.06,349.51,348.02,349.70,356.28,357.37,360.44,365.73,371.32,367.25,368.10,376.06,381.70,375.50,374.51,389.00,403.53,418.34,425.30,428.36,422.80,412.21,409.67,409.83,409.55,409.38,406.86,394.97,391.15,385.88,366.64,360.89,373.49,387.49,413.16,422.43,,188.30,172.27,366.54,362.85,357.36,332.19,339.22,337.65,339.18,352.24,350.52,354.85,365.47,369.82,377.71,379.64,369.67,361.40,365.56,363.80,367.81,361.46,366.87,375.77,381.07,377.09,376.69,363.64,352.57,358.20,359.58,352.72,350.82,353.09,341.30,351.25,352.67,354.90,356.82,363.68,362.67,352.00,348.32,341.36,346.79,345.79,L7
1999-11-21 22:12:47+00:00,336.72,349.07,335.41,342.39,350.51,356.90,360.18,360.88,362.76,369.02,379.30,377.45,366.14,362.27,357.35,354.76,356.50,351.04,348.03,347.36,347.32,350.41,350.38,351.39,354.87,353.38,350.93,351.45,344.25,338.24,340.94,341.06,336.40,337.79,336.83,341.12,338.17,338.88,337.63,337.11,333.15,346.11,351.18,362.04,359.94,366.40,361.25,358.93,356.45,352.99,353.75,351.02,353.02,349.95,352.53,350.62,349.79,350.77,357.79,358.45,361.34,364.65,370.30,367.67,370.23,378.25,381.27,379.00,382.15,394.24,404.16,418.07,427.34,428.90,423.49,415.33,409.67,409.83,413.72,413.79,413.32,399.16,396.12,391.56,369.00,367.39,379.37,388.49,407.32,413.40,,182.36,173.79,380.35,369.97,356.14,337.90,341.25,340.87,341.24,352.35,351.67,356.87,363.54,369.80,380.42,384.71,373.69,365.46,368.76,364.76,369.80,365.65,367.33,376.33,380.58,377.59,374.31,361.67,353.67,360.19,363.32,356.15,354.09,355.83,344.28,353.05,357.02,357.36,357.79,363.57,362.29,351.75,348.19,342.92,349.74,342.98,L7
1999-11-28 22:18:56+00:00,336.72,349.84,336.30,341.95,350.09,357.26,359.08,360.65,360.30,365.63,378.75,372.81,364.56,359.72,354.46,351.16,350.87,346.76,343.73,343.39,345.93,346.53,349.82,350.21,353.99,350.78,347.55,348.64,341.88,336.40,337.49,337.72,333.11,334.55,333.74,335.35,331.64,332.96,335.49,337.31,334.01,342.84,347.63,356.66,358.26,364.95,359.19,356.32,353.34,351.55,350.19,348.60,350.47,350.25,350.14,348.75,350.93,350.32,356.56,358.39,362.04,366.26,370.02,367.99,369.41,375.90,379.29,381.11,382.78,394.15,400.87,414.77,423.00,425.06,417.58,408.95,393.76,394.40,404.68,405.07,403.56,394.04,392.45,388.92,366.85,364.66,384.09,390.40,400.07,401.72,,182.36,173.79,377.96,366.26,354.86,341.46,339.74,338.81,341.66,348.69,350.28,354.14,362.25,368.00,379.71,380.80,373.73,367.98,368.29,364.95,366.78,366.08,368.69,375.68,379.63,375.99,371.98,358.37,354.01,360.71,362.71,357.94,355.02,352.81,344.22,353.18,356.10,355.36,356.01,360.98,359.35,351.23,347.36,344.28,349.76,348.76,L7
1999-12-07 22:12:53+00:00,330.43,350.19,338.61,340.88,350.16,358.08,360.81,362.90,361.21,365.83,378.51,371.35,364.10,358.91,353.80,351.45,350.80,347.76,344.41,342.90,346.19,346.84,349.13,350.85,353.58,351.04,347.27,347.67,341.73,337.05,338.77,337.73,334.71,334.77,333.96,334.84,331.42,332.70,335.31,338.69,336.24,344.15,347.46,356.31,357.82,363.68,359.68,355.88,353.60,351.27,350.42,348.63,350.98,351.00,351.03,348.83,350.90,350.22,355.82,358.35,362.49,367.25,370.85,369.50,370.27,376.35,379.90,381.62,384.72,395.11,401.25,413.28,421.00,421.59,416.38,408.17,397.53,395.47,404.00,405.09,403.94,395.75,395.10,392.15,368.63,366.15,385.37,390.37,397.61,397.88,,182.36,173.79,384.22,368.78,356.28,345.19,342.02,339.26,340.48,347.56,350.65,354.93,362.89,368.37,379.34,381.52,373.47,366.94,366.48,363.21,366.37,365.79,368.32,376.12,379.50,375.83,370.33,357.89,352.87,360.33,361.48,357.57,352.93,352.18,343.90,350.74,355.41,354.29,355.33,357.95,357.91,349.54,345.86,344.90,351.56,348.14,L7
1999-12-14 22:19:07+00:00,330.43,352.24,343.47,340.88,353.67,361.90,364.74,367.07,363.66,367.50,380.54,372.81,366.15,359.99,355.19,352.25,352.70,349.06,345.56,345.70,348.43,347.20,349.19,351.41,354.33,351.35,347.88,347.60,342.86,338.83,340.51,339.95,335.75,335.60,335.81,334.76,331.54,333.18,336.89,341.72,338.94,345.54,348.78,356.75,358.70,362.81,361.28,358.27,356.25,353.19,352.99,349.86,351.02,351.78,353.73,352.82,354.82,353.75,357.50,360.32,365.56,370.23,372.48,370.76,371.62,376.21,381.80,383.45,387.32,395.68,400.99,412.09,420.55,420.79,414.16,406.53,397.29,396.31,402.34,403.07,401.69,392.79,394.55,392.65,371.16,369.78,388.83,395.88,398.91,395.53,,182.36,173.79,385.21,370.91,357.89,345.60,344.01,341.02,341.56,346.96,350.63,357.11,365.84,371.31,381.80,381.94,374.84,369.15,367.80,365.43,365.87,366.18,369.89,377.24,379.88,376.08,370.20,358.83,357.02,364.24,363.26,358.45,355.25,351.81,344.19,351.89,355.72,354.76,356.43,358.67,357.70,349.11,346.49,346.94,351.90,351.32,L7
2000-04-04 22:18:36+00:00,330.43,352.24,343.47,340.88,353.67,361.90,364.74,367.07,363.66,367.50,380.54,372.81,366.15,359.99,355.19,352.25,352.70,349.06,345.56,345.70,348.43,347.20,349.19,351.41,354.33,351.35,347.88,347.60,342.86,338.83,340.51,339.95,335.75,335.60,335.81,334.76,331.54,333.18,336.89,341.72,338.94,345.54,348.78,356.75,358.70,361.69,360.78,358.48,357.31,354.24,353.87,350.71,352.11,352.59,354.97,354.28,355.46,354.20,358.26,360.13,365.15,369.23,371.71,370.13,371.01,374.57,379.53,382.14,385.55,393.75,398.65,409.73,418.13,418.79,412.93,405.68,397.29,396.31,402.30,404.08,404.34,396.36,400.06,397.29,374.60,372.28,388.21,392.60,398.91,395.53,,252.68,171.00,385.21,370.91,357.89,345.60,344.28,341.80,341.54,347.25,350.80,357.28,365.41,371.18,381.12,382.13,374.84,367.57,367.14,364.14,365.87,365.57,368.09,375.94,378.45,374.75,369.45,358.39,357.01,363.62,364.23,360.08,354.59,351.92,344.15,351.01,355.62,354.67,356.58,356.96,355.83,348.11,345.70,347.09,353.62,348.03,L7
2000-04-13 22:12:18+00:00,327.36,353.27,347.64,346.77,355.26,363.16,366.28,368.84,364.97,367.84,379.17,372.81,366.82,361.24,357.19,354.77,355.62,351.55,348.91,349.64,351.93,348.91,349.48,353.39,356.76,353.42,351.89,350.90,345.61,341.44,341.49,340.54,335.75,335.78,336.82,335.33,332.71,334.77,337.28,342.29,340.29,346.71,349.85,357.44,359.35,361.76,361.79,359.90,358.98,355.93,354.73,351.27,352.53,354.12,357.70,356.79,358.32,356.67,359.25,360.93,365.19,369.37,372.39,371.50,372.15,375.34,378.70,381.38,385.50,392.21,397.67,408.30,416.32,417.98,413.26,405.08,396.94,396.90,403.32,407.28,407.85,400.12,403.37,400.85,378.88,375.09,389.91,388.71,398.91,390.65,386.04,284.81,213.78,389.72,368.44,353.44,344.56,344.14,342.66,341.54,347.25,350.80,357.28,365.41,371.18,381.12,382.13,374.84,367.57,367.14,364.14,365.87,366.74,369.75,377.41,379.03,374.91,369.68,359.62,358.72,364.71,363.71,358.73,353.66,353.03,344.36,351.56,356.55,356.02,357.28,356.99,356.14,348.97,347.37,348.85,353.94,343.02,L7
2000-05-15 22:12:06+00:00,313.60,353.89,349.95,348.73,355.82,363.88,367.49,372.67,367.87,367.72,378.39,370.48,367.19,360.54,357.72,354.89,355.28,353.31,350.66,350.74,353.91,351.21,352.93,355.26,358.95,356.14,353.91,352.43,345.74,343.64,343.18,340.80,336.70,335.21,336.31,333.30,330.05,333.71,338.72,345.13,345.01,349.45,349.99,354.70,357.04,360.75,362.84,360.96,360.88,358.17,357.03,351.96,352.99,355.48,360.14,358.62,360.74,358.31,359.44,361.10,366.53,369.08,371.94,372.19,372.07,373.14,375.64,380.16,384.79,388.80,393.16,401.46,410.78,414.52,410.08,402.71,393.75,393.66,401.24,406.58,408.19,401.84,407.44,405.84,382.96,379.83,395.38,389.12,391.79,377.94,386.04,316.98,241.45,394.35,363.59,349.17,344.95,344.62,344.31,342.61,345.07,350.92,358.25,365.38,371.72,382.48,383.12,377.43,370.03,367.77,364.27,364.90,368.51,370.71,377.95,378.61,374.75,368.99,358.28,360.77,366.88,363.68,358.36,354.41,353.04,345.56,351.46,356.94,356.18,356.50,353.97,353.25,347.45,346.61,351.10,354.56,342.10,L7
