,dates,mex0281-0000,mex0281-0001,mex0281-0002,mex0281-0003,mex0281-0004,mex0281-0005,mex0281-0006,mex0281-0007,mex0281-0008,mex0281-0009,mex0281-0010,mex0281-0011,mex0281-0012,mex0281-0013,mex0281-0014,mex0281-0015,mex0281-0016,mex0281-0017,mex0281-0018,mex0281-0019,mex0281-0020,mex0281-0021,mex0281-0022,mex0281-0023,mex0281-0024,mex0281-0025,mex0281-0026,mex0281-0027,mex0281-0028,mex0281-0029,mex0281-0030
0,1985-09-24 16:53:54+00:00,,172.92195059951916,170.80288461272966,173.29364053422051,178.1031534569127,172.47015644699522,173.14115370100893,173.25963504155186,171.2464117741697,170.95752587659268,175.00135302730524,166.92214705089017,159.59215422430475,,,,175.07939936841527,,,,140.23299304403872,142.4541280165925,149.14645636812972,157.10987383697912,163.72886145030563,168.40739762157494,172.81741510749617,180.31562292074875,174.58539950888422,169.68249944674994,184.77862218613205
1,1986-03-19 16:50:43+00:00,226.71148724460056,207.10281180788962,192.73521414173615,204.88984111550832,194.39433757529963,179.04568734409324,166.54569162914197,163.69630696731542,171.13279393537846,186.5295464384934,171.00368835779156,153.8139836867893,124.27804142840837,107.14013776351365,104.76855296107428,110.69729860944247,,231.30493043822878,203.4941492203734,189.14586271010273,175.10532595123703,174.9418663811081,167.07725699850596,156.21994367074626,153.46286737066512,151.4712675701884,145.32947862190207,149.07733593254935,141.02790169484206,143.92460258761122,179.99624885277782
2,1986-04-04 16:50:23+00:00,228.46522900303557,217.17588547212026,213.6928458284911,216.02191126734965,207.58348031215417,204.0264345253321,195.9930392266256,190.3576469970917,197.0673242485016,182.22395137163147,179.6616281546497,163.13872452996367,140.35221404321885,141.59747123537275,136.79572558752903,142.71948499587188,,215.62603686352426,204.6497446036093,199.40047206959764,195.03782375910436,188.1748867372189,189.47260791901118,178.16842437330166,176.81566290736637,172.26145062006094,173.59437615585608,177.159887301828,166.97057587662783,162.87233118941413,164.09565690531258
3,1986-04-20 16:50:02+00:00,191.79392769763433,189.63839243371956,182.80732253608124,182.87226098192616,185.44788745662288,176.5223546921024,170.46563495130493,163.21179399002742,169.25178185014448,156.66050567675182,151.04205305340625,137.12800394077397,129.00863873057602,111.92695134632751,107.23391312470227,114.6959200723634,148.90172532659767,,165.0540633563807,160.75532514460923,162.3582871645645,157.56204390809881,152.59668755418977,151.9801081987373,151.49254046797046,157.75076752696722,157.68472398521783,158.69297440560425,152.10213724513017,149.1443503082943,157.61725808335757
4,1987-09-14 16:51:34+00:00,,166.56364394997144,166.84442302399933,173.60736839141578,171.14715399692733,163.05614199920717,162.63957641606248,162.40753224884705,169.55270276003046,153.76317615296588,155.50955058370354,155.5856052711955,148.4054174096524,146.41028081302392,146.00237258519368,150.85897481480802,179.26891316914762,,129.1168533530614,128.95124267004007,135.34373392118567,136.15867733275232,140.86728767759283,143.9859589032811,156.34601231085043,157.61812415035774,171.64465851927065,173.36334539537853,164.5649823776855,162.2168007897078,167.13925629691073
5,1990-02-10 16:46:22+00:00,208.5166414859632,186.65444738430506,178.1047815431491,191.26654922114034,197.44540128653333,185.05113806536744,176.58195479688666,182.487717896481,189.58285716527882,190.4698955756008,190.27063578768542,177.94640676782643,161.658310103429,147.212215517439,139.25188652016834,143.1033294022641,181.45282715008645,184.16596865872555,169.60542528007693,161.61757144039646,166.26320527078013,174.06469674988355,166.66036424744198,173.19058883616566,175.51654817694438,179.11219738384307,179.79661309159152,190.1437365998529,191.9638125500269,,210.76150435746115
6,1990-03-14 16:45:18+00:00,194.42366759604397,195.38359211009058,195.7440613949167,200.85797757404475,191.4061045450339,191.474694450648,187.58297689150652,181.98674281549935,183.84618214424523,188.41551938193024,177.11490057366314,168.69994354425933,153.56973806411662,147.78450989370128,146.38038409534187,133.4203510923299,176.71047975392247,171.83638149899156,169.0982168583104,166.7033202685093,167.16102196412356,162.41904633609923,166.52544977465092,162.54005413273526,155.305732037405,152.20433608685897,157.84545148786015,159.80110676300535,159.79878285412354,,
7,1990-04-15 16:44:57+00:00,194.6677161682172,186.19089438883216,191.72093365768933,191.93451536391174,189.5873537629543,183.84686105687024,180.11069131310666,183.8024965763886,188.51622003359353,186.82885701815246,183.8177525221266,174.10519491397935,154.465491953623,146.59897444639518,143.82598246029,141.97084352143094,164.0685054750648,179.75650616638308,174.73839272951165,172.26732360270432,173.62958339844383,178.10274803220406,177.72351550498314,174.95194809557307,171.93013863332004,171.21354836876316,176.42338623960188,182.68884308379444,176.0550399798298,175.86599015588547,208.73043347682386
8,1992-06-07 16:48:12+00:00,,183.67571635450918,195.68956479556797,198.0296313480195,198.05362429400628,194.66629007613366,183.78102189277925,193.4215886699458,190.69816382234475,171.24395941294705,171.1812184641837,159.2370869208743,144.73141036047838,129.91635405174304,121.71488087341417,135.99825092396642,169.53552984000203,182.30173318648912,179.4896571486074,175.07094005002432,182.44274666110212,194.62635099870806,193.2597346442427,192.18554307448994,189.5735412649106,188.55779440422208,182.7521653470216,188.14708148253456,182.27832089127907,,183.76597562861372
9,1992-08-26 16:47:07+00:00,,158.55279728303702,166.27505778738356,169.4059523822111,171.03497946579017,169.04311320729033,167.93514281758158,162.0341088644479,158.15226648328863,143.90316979598038,145.53437776133902,154.1397105169978,143.18409240449665,139.3126031658814,140.12867243618,141.77924932419722,170.59284523710087,145.42233847073092,147.74657816373914,140.7674162041853,152.8309010678824,156.48790681618163,164.37126131159687,161.78209441701824,162.78585244162915,173.87743464137694,179.58694370363352,186.1424413038461,174.66756495184268,,196.12812802830072
