dates,nzd0227-0000,nzd0227-0001,nzd0227-0002,nzd0227-0003,nzd0227-0004,nzd0227-0005,nzd0227-0006,nzd0227-0007,nzd0227-0008,nzd0227-0009,nzd0227-0010,nzd0227-0011,nzd0227-0012,nzd0227-0013,nzd0227-0014,nzd0227-0015,nzd0227-0016,nzd0227-0017,nzd0227-0018,nzd0227-0019,nzd0227-0020,nzd0227-0021,nzd0227-0022,nzd0227-0023,nzd0227-0024,nzd0227-0025,nzd0227-0026,nzd0227-0027,nzd0227-0028,nzd0227-0029,nzd0227-0030,nzd0227-0031,nzd0227-0032,nzd0227-0033,nzd0227-0034,nzd0227-0035,nzd0227-0036,nzd0227-0037,nzd0227-0038,nzd0227-0039,nzd0227-0040,nzd0227-0041,nzd0227-0042,satname
1999-08-21 21:46:33+00:00,378.44,378.31,367.09,371.19,375.96,390.97,384.40,383.01,387.06,390.05,387.63,382.10,374.52,368.67,363.68,364.19,367.31,353.88,348.05,350.63,345.15,346.31,340.57,339.85,350.95,351.07,,,,,,,,,,,,,,343.17,339.78,329.73,327.56,L7
1999-09-22 21:46:36+00:00,391.12,386.72,377.16,381.36,388.44,402.69,396.26,396.45,398.69,398.39,398.49,393.04,384.70,375.43,373.27,376.22,372.48,362.78,356.45,356.62,353.08,351.98,350.80,352.36,359.15,360.19,359.66,342.90,337.49,338.67,346.72,368.57,382.43,,,346.19,341.54,340.69,340.88,349.37,344.69,331.05,329.93,L7
1999-09-29 21:52:52+00:00,397.51,389.65,382.69,384.40,392.56,407.85,403.45,402.76,403.31,402.01,401.06,395.08,384.47,375.57,374.44,377.67,374.02,363.33,358.43,356.76,353.43,352.64,352.70,355.56,361.68,360.84,359.31,342.39,335.93,334.47,346.63,368.48,392.52,,397.99,356.18,346.00,343.56,340.62,348.26,343.80,334.52,332.87,L7
1999-10-08 21:46:42+00:00,395.40,385.85,378.90,381.63,390.73,405.20,400.83,400.03,400.17,400.08,399.63,391.36,380.26,371.99,371.40,375.07,371.87,362.17,357.93,354.39,351.92,350.74,351.17,353.66,359.93,359.29,356.21,338.02,331.28,332.15,345.58,364.76,388.19,365.94,378.59,351.61,343.37,340.13,338.02,347.22,341.25,333.28,331.72,L7
1999-10-15 21:52:49+00:00,398.74,388.41,383.72,382.77,392.09,404.92,402.23,400.03,400.70,400.65,399.55,391.69,380.26,371.99,371.40,375.07,371.87,362.17,357.93,354.39,351.92,350.74,351.17,353.66,359.93,359.29,356.21,338.02,331.28,332.15,344.85,362.08,388.19,377.96,379.05,351.55,341.33,337.04,336.06,345.83,340.18,332.28,329.84,L7
1999-10-24 21:46:32+00:00,400.09,388.85,382.99,382.92,393.56,405.90,403.16,402.25,401.94,401.71,400.56,392.96,381.86,374.43,373.94,377.48,373.08,364.14,359.55,356.49,354.13,353.26,354.21,356.60,361.69,361.34,357.79,340.98,333.82,335.33,347.85,362.97,388.42,378.87,375.19,351.77,342.11,338.16,337.87,347.96,342.04,333.19,331.40,L7
2000-02-04 21:52:37+00:00,400.39,388.88,382.38,382.58,393.14,404.89,402.83,401.98,401.43,401.15,400.03,393.01,380.76,373.03,373.04,376.37,371.79,363.22,358.75,355.50,353.45,352.73,354.26,357.07,361.40,360.78,357.11,340.22,332.40,334.83,349.08,363.73,378.17,374.20,371.00,350.49,341.95,337.82,337.70,347.78,341.60,333.50,332.14,L7
2000-03-16 21:46:15+00:00,403.94,390.60,385.01,384.64,396.26,407.61,405.88,406.49,404.14,402.90,402.12,394.45,382.21,374.33,375.96,378.91,372.48,365.27,361.10,356.20,355.02,354.14,357.35,361.00,363.24,362.13,357.10,341.42,333.18,335.96,349.71,365.47,376.14,365.20,365.54,348.85,341.31,337.60,337.93,349.59,342.29,334.60,334.01,L7
2000-05-03 21:45:55+00:00,404.25,390.27,381.88,383.42,393.68,404.25,403.50,405.16,400.76,398.67,398.87,393.05,379.81,372.15,374.18,375.46,369.64,360.88,358.56,353.01,351.67,352.30,356.43,360.08,361.52,358.56,355.72,342.31,331.89,337.24,354.38,371.70,351.60,344.68,346.22,341.56,339.32,336.20,338.08,351.27,340.59,335.01,336.23,L7
2000-05-26 21:51:48+00:00,407.48,392.33,384.75,386.61,398.10,408.58,406.37,408.43,404.30,401.77,401.32,395.23,383.15,374.91,376.44,378.14,372.53,364.22,360.25,355.36,354.06,354.25,358.34,361.79,362.88,358.56,355.72,342.31,331.89,337.24,354.38,371.70,351.60,344.68,346.22,341.56,339.32,336.20,338.08,351.27,340.59,335.07,335.62,L7
