dates,nzd0227-0000,nzd0227-0001,nzd0227-0002,nzd0227-0003,nzd0227-0004,nzd0227-0005,nzd0227-0006,nzd0227-0007,nzd0227-0008,nzd0227-0009,nzd0227-0010,nzd0227-0011,nzd0227-0012,nzd0227-0013,nzd0227-0014,nzd0227-0015,nzd0227-0016,nzd0227-0017,nzd0227-0018,nzd0227-0019,nzd0227-0020,nzd0227-0021,nzd0227-0022,nzd0227-0023,nzd0227-0024,nzd0227-0025,nzd0227-0026,nzd0227-0027,nzd0227-0028,nzd0227-0029,nzd0227-0030,nzd0227-0031,nzd0227-0032,nzd0227-0033,nzd0227-0034,nzd0227-0035,nzd0227-0036,nzd0227-0037,nzd0227-0038,nzd0227-0039,nzd0227-0040,nzd0227-0041,nzd0227-0042,satname
2000-08-14 21:50:56+00:00,408.12,394.30,385.89,388.70,404.05,420.56,417.22,416.76,412.73,409.59,407.42,401.05,387.46,381.86,380.09,379.14,377.85,369.28,363.12,360.29,360.75,359.70,363.00,366.27,367.86,369.54,362.79,346.42,338.33,343.89,356.12,361.42,363.85,,355.42,349.19,345.32,341.40,343.52,357.88,343.88,333.87,332.12,L7
2000-11-02 21:50:13+00:00,375.38,359.33,356.70,360.67,373.00,391.57,395.54,391.71,393.84,394.91,394.58,383.01,376.34,371.40,369.48,367.29,361.41,352.74,346.79,340.95,340.49,346.41,348.00,359.55,360.13,358.42,355.75,334.61,331.02,328.46,344.48,355.61,369.40,,369.35,357.99,350.77,346.25,348.01,358.66,348.61,338.89,339.77,L7
2000-12-20 21:50:16+00:00,372.01,364.32,347.07,354.77,369.02,380.22,383.18,377.40,379.02,385.59,386.92,382.82,368.85,363.22,365.65,369.04,360.00,350.86,342.72,339.15,339.50,336.43,342.01,353.86,352.78,352.68,347.37,332.47,322.44,325.21,331.66,346.22,351.46,333.99,332.52,330.12,328.94,331.07,333.63,350.37,345.37,335.46,338.57,L7
2001-01-05 21:50:16+00:00,380.30,375.52,366.50,371.59,383.51,395.52,396.20,396.72,395.59,399.26,399.83,397.12,383.19,377.26,378.00,378.60,370.39,357.69,351.20,349.04,347.56,348.86,356.20,365.08,368.67,358.47,355.74,334.83,330.60,331.94,341.51,361.58,366.88,346.07,341.01,340.59,338.71,339.63,344.41,357.71,350.82,343.71,346.27,L7
2001-01-14 21:44:09+00:00,387.27,372.23,370.93,372.83,385.92,399.29,398.68,400.69,399.61,400.00,397.91,395.34,381.06,375.94,377.15,376.56,362.21,358.82,349.81,349.22,350.55,353.63,356.46,364.95,363.35,368.22,360.38,347.72,342.45,338.23,350.74,366.51,380.28,,383.34,365.55,354.56,347.96,343.68,350.15,344.93,342.23,346.91,L7
2001-03-03 21:44:00+00:00,386.63,375.09,369.00,372.62,382.20,397.97,398.07,398.94,398.51,399.52,400.32,394.22,381.53,375.78,379.40,383.09,374.19,362.16,359.13,354.57,353.33,355.14,359.42,366.55,367.73,364.10,360.51,339.93,338.13,336.90,356.94,335.97,376.93,366.24,358.91,352.46,349.51,345.64,344.94,360.04,352.98,343.99,346.33,L7
2001-03-10 21:50:10+00:00,,,,,,,403.66,401.65,405.77,406.00,405.38,399.57,388.10,381.48,380.44,383.32,374.96,365.49,362.23,360.78,361.08,361.42,367.03,369.45,366.74,374.35,,,,343.80,360.84,346.04,375.19,394.35,376.06,362.89,354.32,351.17,347.20,362.85,348.03,342.49,347.81,L7
2001-04-04 21:43:43+00:00,402.73,387.13,380.38,384.11,388.36,402.63,404.59,410.19,409.49,412.12,407.22,401.81,390.30,379.14,380.24,384.09,371.99,369.86,360.94,360.71,359.99,359.29,362.98,367.96,370.97,368.54,357.81,344.38,335.03,335.99,348.19,375.72,367.48,337.54,336.82,340.70,339.50,342.93,347.16,362.50,353.95,348.69,346.86,L7
2001-04-20 21:43:46+00:00,399.45,388.32,384.02,379.79,397.00,407.43,403.96,404.47,404.50,403.96,401.81,395.64,379.90,373.79,372.92,375.98,373.58,363.64,360.50,356.70,354.97,356.38,356.42,357.28,364.48,362.08,352.16,340.37,331.48,335.10,341.23,353.43,361.62,338.85,341.65,340.64,340.61,337.44,339.90,353.01,340.18,335.01,330.99,L7
2001-05-06 21:43:42+00:00,391.11,380.88,379.75,385.60,388.18,400.33,405.60,400.69,405.89,405.93,401.54,397.58,373.09,367.44,363.54,363.49,362.82,353.51,340.94,342.79,336.06,340.80,336.01,348.94,345.02,350.12,349.73,340.10,338.08,336.64,346.95,344.73,354.71,351.81,347.45,344.70,341.75,339.63,341.95,356.65,349.47,335.78,334.04,L7
2001-06-30 21:49:12+00:00,412.37,401.47,396.21,398.16,406.32,418.68,421.24,419.47,415.70,416.74,416.76,410.38,397.31,382.35,382.55,384.33,,,,,,,,,,,,,,,,,,,,,,,,355.09,,333.34,322.95,L7
2001-07-25 21:42:54+00:00,416.27,399.32,393.37,384.85,395.55,411.68,410.25,412.23,410.88,408.61,408.47,397.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.66,329.79,L7
2001-08-26 21:42:25+00:00,404.66,386.03,381.60,380.92,391.07,407.84,405.90,404.05,405.04,399.87,402.87,396.93,388.57,374.50,375.57,376.97,373.80,361.20,353.47,351.18,353.89,352.56,352.63,355.00,363.31,362.06,358.55,342.61,335.95,333.69,343.99,344.59,381.42,351.68,345.99,343.21,340.09,342.81,344.96,356.82,342.80,335.70,332.44,L7
2001-09-02 21:48:29+00:00,402.56,388.61,379.06,381.98,391.84,409.68,409.48,408.65,405.60,401.65,399.16,396.07,385.80,377.44,379.30,375.95,373.06,360.67,356.04,351.57,352.70,354.33,354.65,357.92,362.38,356.64,354.28,336.92,331.21,327.45,339.95,333.89,383.26,367.50,353.00,346.11,341.68,339.22,342.06,352.62,344.54,338.43,332.98,L7
2001-09-11 21:42:14+00:00,409.35,390.90,387.72,386.64,394.20,414.44,412.13,410.50,411.82,414.63,408.89,404.40,388.95,382.88,385.12,383.74,375.70,368.10,363.78,361.92,361.15,362.36,366.31,367.42,371.07,370.23,366.09,355.01,343.04,342.23,345.67,,383.65,365.36,352.00,348.13,344.40,343.99,346.87,360.81,353.82,342.96,338.87,L7
2001-09-18 21:48:17+00:00,398.81,386.08,374.45,377.84,388.39,401.69,401.56,399.54,396.87,399.91,398.09,394.62,377.24,368.46,371.25,369.32,365.39,360.68,353.06,351.25,349.17,349.38,351.94,353.07,359.16,359.96,356.21,335.51,324.77,332.21,340.83,,380.95,380.60,361.83,345.40,337.69,340.20,341.43,349.49,340.66,337.71,337.58,L7
2001-09-27 21:42:05+00:00,404.49,389.17,378.50,381.32,390.08,403.33,406.78,405.84,402.00,403.08,401.27,394.72,383.74,375.05,376.11,383.39,374.35,364.85,360.06,357.53,356.86,353.84,357.83,364.14,367.59,364.97,358.62,340.94,335.36,337.28,351.73,,381.91,345.36,341.71,339.09,340.84,340.22,344.48,360.04,354.92,348.61,342.69,L7
2001-10-13 21:41:51+00:00,407.12,388.37,383.45,383.27,400.37,410.28,407.29,410.02,409.14,403.39,402.13,401.66,387.92,377.78,379.89,386.98,375.89,375.43,364.16,363.44,361.74,359.26,360.50,366.02,365.16,366.06,358.61,345.58,334.12,332.71,354.65,,377.59,338.13,337.38,337.91,338.95,342.39,355.58,361.86,353.45,346.06,347.96,L7
2001-10-20 21:48:09+00:00,391.65,369.08,365.47,369.86,386.41,398.56,391.05,387.66,390.62,390.08,392.63,384.92,376.44,368.10,370.08,362.93,360.12,354.54,353.20,347.94,342.43,344.70,350.50,356.15,359.22,360.47,355.19,339.31,334.28,332.12,,,379.59,,373.38,351.79,345.30,347.92,346.10,359.48,344.59,341.87,342.50,L7
2002-02-25 21:48:47+00:00,396.64,387.35,379.12,380.54,394.25,400.87,405.90,399.72,401.84,403.90,400.56,391.25,380.69,375.23,374.44,379.67,373.58,365.58,359.83,355.82,352.23,352.60,358.85,360.47,365.79,360.49,360.09,341.08,338.61,343.37,358.88,405.02,396.41,360.04,348.59,343.95,342.27,342.20,347.70,360.92,356.46,351.04,352.81,L7
2002-03-22 21:42:28+00:00,401.42,390.51,385.78,381.42,395.06,407.06,408.00,405.89,405.16,404.16,406.02,399.01,387.28,380.23,378.31,379.78,374.10,363.92,360.46,358.84,355.85,357.24,361.41,361.59,360.05,362.49,355.48,339.79,333.49,336.94,344.69,403.48,392.23,369.08,354.75,347.22,342.68,339.84,345.54,356.98,342.59,338.09,341.02,L7
2002-04-07 21:42:28+00:00,398.91,387.19,375.72,377.00,385.85,401.78,401.68,402.20,399.78,402.22,400.05,390.35,378.17,374.40,373.91,373.50,372.04,359.92,353.24,350.09,349.45,346.95,346.85,355.09,363.54,359.65,358.35,333.83,328.74,331.21,346.11,401.64,377.15,343.67,342.75,338.77,338.24,336.95,343.40,355.51,351.24,337.14,338.30,L7
2002-04-14 21:48:38+00:00,392.74,383.25,373.82,377.72,385.65,402.11,404.30,404.16,400.81,403.80,403.39,398.41,388.06,383.55,380.20,378.47,378.21,362.70,360.69,353.53,352.50,356.07,358.03,366.93,364.58,368.92,362.41,344.63,335.66,340.23,350.98,403.11,400.68,,375.19,359.37,352.35,348.43,345.13,359.86,345.03,341.48,338.58,L7
2002-05-16 21:48:34+00:00,415.98,397.78,399.78,393.16,401.83,417.51,417.96,416.27,416.67,415.80,413.24,411.04,399.76,389.15,391.85,392.65,386.39,373.22,368.21,366.87,364.04,366.36,372.78,375.90,372.10,371.69,367.61,351.76,344.94,349.06,347.64,,,,382.04,362.64,354.94,349.88,344.50,360.24,345.36,342.00,339.45,L7
2002-06-01 21:48:28+00:00,394.69,387.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.44,328.14,L7
2002-08-20 21:47:58+00:00,393.77,385.26,375.66,376.66,390.93,409.61,409.60,412.63,414.66,413.94,409.21,406.49,400.21,392.23,385.99,386.82,378.99,371.01,362.09,362.23,357.62,357.03,358.67,359.09,367.08,366.92,359.81,347.33,347.40,358.71,363.23,354.62,358.65,338.92,339.62,339.38,339.83,338.05,343.97,355.74,339.56,333.15,334.20,L7
2002-08-29 21:41:39+00:00,392.50,375.83,369.37,372.98,388.14,407.56,413.58,413.50,415.59,416.85,412.94,408.19,402.71,390.63,388.77,390.13,376.13,372.76,366.70,362.17,359.55,360.04,364.16,366.18,373.31,369.02,365.49,353.33,354.81,358.58,367.42,364.25,373.37,376.08,365.95,354.46,349.74,345.64,347.91,361.99,347.91,339.66,338.38,L7
2002-10-16 21:41:24+00:00,368.54,355.43,350.49,354.97,362.70,377.87,374.85,379.39,384.48,380.70,387.10,385.37,373.10,375.25,372.20,372.53,364.08,357.86,352.48,347.15,345.12,347.97,344.39,353.39,360.33,358.06,354.71,343.99,340.77,347.49,,328.14,352.69,,334.31,337.72,336.04,340.33,345.45,358.22,346.73,338.37,335.97,L7
2002-10-23 21:47:39+00:00,360.41,351.89,345.39,353.88,369.11,391.36,395.58,394.27,394.78,397.92,399.43,395.73,383.72,379.81,383.03,385.17,374.95,365.46,361.10,357.70,354.31,356.79,360.59,361.60,365.79,367.03,362.78,355.45,358.93,355.10,,,,371.99,367.74,349.73,349.02,347.93,346.01,362.76,352.16,345.32,348.24,L7
2002-11-01 21:41:30+00:00,364.95,357.77,353.97,357.73,369.75,382.13,385.78,386.10,387.93,387.94,391.79,386.61,378.04,372.05,375.45,372.68,358.13,351.78,350.39,353.41,348.92,349.18,348.38,360.19,361.98,364.35,356.44,350.52,348.74,342.53,,344.80,346.74,,,334.70,332.00,336.46,342.49,356.90,345.87,336.86,336.17,L7
2002-11-08 21:47:44+00:00,376.02,361.28,351.53,357.71,369.89,390.98,394.91,393.44,393.53,396.66,395.04,396.46,383.32,376.37,375.94,378.59,368.03,361.99,357.25,352.02,353.15,358.77,356.52,360.91,365.20,362.39,356.87,348.89,348.96,345.30,,,,,365.97,350.52,338.27,339.72,342.00,351.16,341.94,340.09,342.92,L7
2003-02-21 21:42:20+00:00,383.61,364.74,361.18,361.72,380.81,398.71,400.65,399.61,398.62,403.75,406.30,398.91,386.88,384.54,380.83,385.47,379.92,365.00,363.22,359.03,359.85,363.92,367.77,372.88,370.65,371.01,362.66,355.08,350.78,350.17,,346.36,366.54,385.59,372.15,352.30,351.28,348.50,348.33,361.33,352.72,344.10,345.75,L7
2003-04-10 21:42:26+00:00,380.57,373.96,363.66,366.46,380.42,395.52,391.92,391.86,399.12,407.19,400.14,391.67,383.53,377.22,379.25,377.75,372.39,361.88,360.50,359.79,357.91,361.17,358.19,365.56,371.24,368.84,361.50,357.35,346.78,350.50,353.16,347.65,361.51,353.36,346.52,344.10,342.53,342.00,340.70,358.47,348.92,344.93,339.22,L7
2003-04-26 21:42:25+00:00,400.93,386.74,379.73,378.84,391.65,411.11,408.88,410.22,409.01,405.52,406.65,402.19,386.40,382.89,384.93,381.70,381.68,369.47,366.99,363.07,363.15,366.62,367.64,367.11,371.33,368.22,358.16,348.81,341.37,346.21,347.62,332.26,351.42,331.18,331.14,335.54,336.38,338.38,338.14,354.85,339.64,336.97,330.88,L7
2003-05-03 21:48:37+00:00,399.64,384.07,367.64,370.20,385.23,401.71,402.91,402.05,398.93,397.71,398.39,394.75,383.83,378.41,381.83,382.43,380.66,373.02,369.20,364.89,364.72,364.42,363.71,368.29,368.70,370.76,365.05,353.70,345.65,346.81,,,345.35,373.98,354.98,352.44,342.03,342.76,341.46,352.52,340.19,335.93,337.82,L7
2003-05-28 21:42:22+00:00,,,,,,,,,,,,,,,,,384.00,382.63,372.62,372.38,373.19,373.09,377.02,373.34,380.14,,,,,,,,,,,,,,,357.55,,340.91,333.75,L7
2003-07-23 21:30:14+00:00,411.73,397.13,390.47,391.95,405.90,417.09,426.12,416.89,418.46,424.19,422.33,418.26,400.59,391.62,389.83,394.90,386.68,384.68,,,,,,,,,,,,,,,,,,,,,,356.55,,341.28,337.98,L5
2003-07-30 21:36:33+00:00,398.01,383.75,378.43,375.96,390.15,399.62,397.65,403.29,406.81,406.65,399.23,391.97,385.66,377.25,381.32,379.35,377.80,370.81,366.31,355.59,355.62,354.45,353.61,356.80,358.56,,,,,,,,,,,,,,341.10,350.34,340.60,334.66,331.12,L5
2003-08-23 21:48:14+00:00,,,,386.77,398.57,410.59,410.02,411.71,408.52,410.46,410.25,403.17,395.01,382.82,384.59,389.52,,,,,,,,363.57,373.10,370.64,360.11,343.72,342.88,341.70,,,,,,,336.20,337.63,345.37,359.30,348.26,342.60,336.63,L7
2003-08-31 21:37:06+00:00,401.18,392.47,384.14,388.58,,,,,,,,,,,,,,,,355.27,357.29,356.78,361.34,361.37,371.60,,,,,,,,,,,,,,,,343.75,334.24,328.88,L5
2003-11-04 21:42:03+00:00,382.29,382.59,364.69,370.68,,,,,,,405.52,398.20,389.31,379.86,381.19,380.69,374.00,365.58,362.45,363.11,360.93,360.55,362.39,,,,362.73,348.21,342.03,340.92,378.14,386.42,376.44,342.54,342.63,338.93,,,,360.41,353.59,343.46,343.77,L7
2003-11-19 21:38:14+00:00,380.97,372.16,365.77,368.80,381.78,398.61,402.29,404.44,404.53,400.57,403.58,390.28,374.98,365.32,367.86,373.83,364.45,361.43,351.61,351.32,362.66,361.22,368.16,376.35,374.60,368.98,367.85,332.25,327.96,337.61,358.40,366.80,363.74,341.06,345.63,345.90,347.17,349.50,356.72,367.63,342.00,338.09,338.77,L5
2003-11-20 21:42:19+00:00,380.53,370.27,366.73,369.84,381.89,396.33,395.34,,,,,,375.37,373.67,375.17,375.90,372.58,359.72,358.11,355.27,348.82,349.52,353.78,357.12,359.27,,,,331.39,336.26,,371.42,366.93,330.03,331.17,331.83,334.06,,,,,346.34,345.77,L7
2003-11-28 21:32:10+00:00,381.96,361.11,355.09,363.16,373.79,392.93,390.18,391.49,397.69,397.34,397.68,393.84,385.86,368.45,364.61,365.15,363.33,355.84,352.86,346.07,348.43,347.96,360.37,360.93,367.51,362.45,361.17,344.87,336.73,336.51,,,377.27,,368.21,359.17,355.03,352.29,351.51,364.29,359.33,343.03,344.05,L5
2003-12-05 21:38:22+00:00,358.47,352.11,346.65,347.64,361.74,372.61,375.40,376.03,376.13,377.22,380.62,383.26,371.92,363.58,363.58,368.28,364.16,357.78,354.33,354.18,335.43,327.82,332.80,338.85,349.32,338.26,338.97,327.65,333.70,339.82,359.60,351.77,355.30,336.76,321.85,320.11,322.68,329.75,332.64,351.52,353.03,350.01,352.88,L5
2003-12-30 21:32:24+00:00,383.55,373.24,366.26,370.46,383.52,392.58,394.97,398.72,397.16,396.98,394.20,395.68,383.77,376.66,378.16,381.59,371.07,366.92,360.03,361.63,357.16,362.37,366.17,364.23,360.79,358.55,352.44,341.21,336.51,344.45,360.45,369.51,376.36,366.55,357.67,350.70,341.25,339.11,343.97,354.17,346.03,337.66,342.92,L5
2004-01-15 21:32:26+00:00,384.10,378.25,366.95,370.60,378.29,393.72,396.27,395.75,400.16,401.22,398.39,392.16,382.45,378.60,379.08,382.90,372.06,366.48,,,,,,,,,,,,,,,,,,,344.44,349.26,349.89,357.21,350.46,345.20,345.55,L5
2004-01-22 21:38:40+00:00,377.46,357.21,354.29,361.47,371.11,390.19,381.66,382.12,383.41,389.23,391.61,384.19,371.84,370.11,371.20,372.35,367.84,356.87,350.41,352.96,350.73,352.32,352.29,357.60,353.05,350.46,350.03,335.95,335.37,337.60,,225.23,355.75,383.30,366.41,352.00,345.20,339.38,341.57,349.73,340.62,335.25,335.25,L5
2004-01-23 21:42:42+00:00,363.70,357.21,351.84,353.62,365.58,390.05,389.36,391.21,388.35,388.61,,,,,,,365.33,357.11,349.39,346.22,343.31,346.32,347.21,356.35,357.44,357.53,350.84,,,,,235.90,353.27,393.93,364.65,348.07,337.70,341.21,342.79,352.94,,,,L7
2004-02-23 21:38:50+00:00,361.04,349.69,332.47,342.36,349.16,371.17,376.96,377.82,378.52,377.63,372.37,375.50,368.48,359.69,357.16,360.62,355.18,352.15,346.15,342.72,345.73,331.65,333.01,327.74,337.42,331.28,327.66,313.25,325.83,332.25,,242.36,,353.86,348.04,338.08,327.40,331.83,328.22,338.11,337.58,339.85,340.02,L5
2004-02-24 21:42:45+00:00,365.71,355.67,,,,,,,390.79,394.94,393.66,389.73,381.90,373.99,373.68,371.05,366.53,359.17,352.20,348.56,348.86,,,,,360.81,355.35,339.60,339.30,338.82,,229.06,,376.64,,,,,344.60,355.03,343.91,341.62,343.98,L7
2004-03-18 21:49:07+00:00,383.53,370.51,365.83,381.18,382.48,398.20,401.94,,,,,,,,,378.09,373.01,371.12,364.20,362.26,357.25,355.25,352.70,360.06,360.84,,,,,,357.81,,352.84,,333.93,335.24,335.50,,,,,,,L7
2004-03-27 21:42:57+00:00,,,370.95,375.86,383.44,396.63,394.96,399.89,400.88,399.62,394.78,393.53,378.13,365.64,369.51,375.86,375.85,,,,,,354.28,355.84,353.38,359.98,350.48,343.09,334.24,337.82,,,,,,336.54,337.45,338.22,341.47,350.45,341.99,336.80,340.00,L7
2004-05-21 21:49:02+00:00,401.26,388.95,381.62,382.62,390.36,410.63,410.89,409.17,,,,,,,,,386.84,379.88,375.97,368.54,369.41,366.03,369.48,370.17,371.22,371.05,,,,,,230.77,364.94,374.78,360.20,349.54,347.36,340.67,,,,,,L7
2004-06-06 21:48:56+00:00,388.48,377.50,374.98,373.59,395.16,,,,,,,,,367.07,372.91,374.06,378.57,369.85,365.99,366.24,358.65,361.26,362.13,,,,,,,339.98,,220.70,360.80,380.90,360.62,348.50,,,,,,336.84,326.54,L7
2004-06-07 21:34:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.26,336.15,266.95,L5
2004-06-22 21:48:52+00:00,,,377.69,379.37,390.36,401.47,404.91,398.78,399.88,405.68,401.73,396.40,390.59,377.41,378.08,,,,,,,,363.58,360.07,364.89,364.70,363.07,349.47,338.32,340.08,,,,,,342.09,336.02,339.28,341.13,347.54,,337.24,255.31,L7
2004-06-23 21:35:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.52,,331.98,257.34,L5
2004-06-30 21:41:46+00:00,378.96,372.07,370.37,367.42,370.95,389.74,379.84,385.71,375.72,375.86,372.16,370.21,,352.61,352.38,358.96,360.33,357.65,348.18,345.38,340.04,333.48,343.40,347.96,348.27,,,,,,,,,,,,,,,,,321.55,253.49,L5
2004-07-25 21:36:14+00:00,,,,,,,,,,,,,,,,,,,,,,372.05,371.01,368.23,368.62,,,,,,,,,,,,,,,352.46,344.84,345.83,343.69,L5
2004-08-02 21:42:28+00:00,,,,396.91,408.03,420.96,422.66,420.78,420.10,417.06,414.10,412.24,402.15,391.23,389.66,390.62,387.41,,,,,,375.89,373.24,378.51,378.78,372.10,359.09,350.39,353.98,,242.21,,,,,350.60,347.64,347.17,358.16,344.89,340.74,339.76,L7
2004-08-25 21:48:37+00:00,,388.03,384.16,387.13,394.24,419.68,421.06,418.77,414.51,411.78,412.70,410.02,396.99,387.44,,,,,,,,369.36,371.27,371.43,370.34,375.15,368.61,358.68,353.47,364.88,,,,,,338.86,338.14,342.10,349.10,358.12,350.31,340.55,339.18,L7
2004-08-26 21:36:59+00:00,398.01,386.60,378.22,387.94,395.34,405.46,411.81,412.21,413.50,408.28,409.48,405.38,400.59,385.21,384.44,389.23,388.71,381.29,373.37,375.88,360.65,361.75,362.12,362.90,,,,,,,,,,,,,,,345.25,352.27,348.71,337.92,333.24,L5
2004-09-03 21:42:23+00:00,387.18,,,,,,,,399.72,400.14,405.07,396.59,381.09,377.28,377.99,384.78,379.53,373.63,364.96,362.76,364.50,,,,,363.45,360.57,344.87,348.38,352.01,,238.07,379.16,391.38,364.83,,,,343.16,354.82,344.54,341.58,341.00,L7
2004-09-18 21:43:46+00:00,383.63,370.41,367.54,367.97,372.36,394.63,387.79,390.53,390.23,385.71,387.80,384.11,375.69,364.92,367.71,370.35,367.49,355.76,357.60,355.90,348.41,347.93,345.11,344.43,355.17,356.24,352.17,335.28,338.93,341.24,,215.62,,363.02,353.27,344.65,339.00,340.92,339.77,354.68,340.38,337.29,333.69,L5
2004-09-19 21:42:17+00:00,397.27,389.73,376.40,382.09,393.66,408.82,412.47,409.59,407.64,405.85,409.49,399.27,390.99,382.08,380.64,393.55,,,,,,363.55,367.46,366.39,368.34,369.65,365.78,356.95,351.43,362.48,,,,,363.09,346.00,340.07,344.98,345.64,357.04,348.52,343.39,344.76,L7
2004-10-13 21:38:08+00:00,380.54,370.72,363.15,367.24,376.13,388.79,386.61,383.24,385.20,387.16,388.82,379.91,366.43,360.70,369.71,368.76,365.28,355.25,353.84,354.01,349.67,349.93,355.76,347.98,348.98,346.70,348.38,337.49,336.87,324.76,,216.38,,337.48,332.96,334.62,323.60,323.72,329.44,343.58,336.02,330.05,337.07,L5
