,dates,chi0365-0000,chi0365-0001,chi0365-0002,chi0365-0003,chi0365-0004,chi0365-0005,chi0365-0006,chi0365-0007,chi0365-0008,chi0365-0009,chi0365-0010,chi0365-0011,chi0365-0012,chi0365-0013,chi0365-0014,chi0365-0015
0,1985-01-25 14:04:27+00:00,246.55928821351083,231.56383167762377,235.15615493950267,231.85461430111056,250.09591104400312,246.93465751290768,237.49239445712342,230.71220029754514,214.51787328367027,202.41634185503167,216.62016290959522,203.77063503144848,209.10690280302933,182.27652915204052,188.2444765295688,201.61791734437176
1,1986-01-28 14:01:10+00:00,233.83016272396227,228.4691824735623,239.6265863546324,245.41165473013638,241.1985162918771,238.0471560833957,231.63153933641377,214.1231732611209,196.97986147145085,211.3595085942506,221.47545965172247,222.41201141447158,229.9553258169892,201.0475047250818,179.41429582202596,212.78479656621087
2,1986-05-04 13:59:02+00:00,235.9198814468018,230.12911111339372,231.8493383992823,232.5471837247448,227.68216079393616,235.2480231567599,221.5152209963097,216.4745317446142,210.95547580164293,213.8304807123077,203.99470249906568,190.00053279919902,202.2483313150886,173.8800643214791,174.74103890201164,209.2095592022986
3,1986-08-15 14:01:53+00:00,244.45632262111047,244.1716354923227,244.71243047429112,247.1705387078595,232.84161138320354,218.5065669077852,209.1259748433257,209.4626719608873,191.27602055632605,196.9509115911006,196.93331161043648,203.17303789847992,201.33966517445398,171.15077120407298,153.72192485169603,211.82903123671542
4,1986-09-25 13:54:18+00:00,241.92669215281828,230.28601238423187,238.73225254831988,225.2179699222736,224.828428337449,211.80690589585922,216.7790777014838,202.5939973140392,183.11501378474895,187.2788208833667,195.58827835544952,183.3127985554164,188.14598823616325,162.3172594084885,155.52904111096717,211.00446377299582
5,1986-10-11 13:53:47+00:00,234.62599206334662,221.07708281707622,226.46250137171225,227.6906503425892,223.9356881159202,211.92370739470374,200.89313737894298,202.78423672553708,182.13169670165385,182.23844755143398,187.27136993700577,185.91963213557952,182.9993976366182,159.16670024514215,155.40612940669186,209.59599906230451
6,1986-11-03 13:59:10+00:00,264.3725723769445,257.6889823725247,236.91179676556823,233.91992407077464,228.80876392247438,217.5992690024604,206.47925310453172,202.6688564784549,200.60330868496743,192.91282663001235,201.9208066641571,202.55816748448555,199.65501453917324,159.83132023735993,156.8446538022306,223.37871458812225
7,1986-11-12 13:52:38+00:00,248.0927222847395,237.33934316534632,233.105795134774,230.78988022965376,223.74375825895106,211.72429540309267,203.12377504120832,199.00759420881755,203.21898940448958,201.70368469225463,211.96444923804415,200.55793000292653,213.8043402295344,,151.4526383438601,195.35674465843329
8,1986-12-14 13:52:49+00:00,236.5997200323154,225.9890435677823,236.07083426835268,239.32122220672238,239.16874128235528,230.27607958484415,225.10105311992066,214.99337340953429,209.17509383519385,209.82580924959345,214.6274363747326,208.85290539927462,222.44585317250377,164.84577402389561,155.8485903315655,197.40440213429082
9,1986-12-21 13:59:13+00:00,246.94216129796808,235.01135780566239,243.20579822363436,238.2720068453531,244.78595481156717,231.1227117034,231.48537546039915,235.32366637986303,217.27420195766376,221.413745383229,223.54415108243697,219.5235163042442,228.0413260550449,,166.03137109221458,213.1710878534126
10,1986-12-30 13:53:19+00:00,248.6248316877345,244.77736098108264,246.95774625427282,245.42011032970908,246.8822038286051,256.8248245740722,248.1986818836477,236.07849145265416,226.31111209539858,229.42462107218256,219.64377400981675,207.55834304717106,228.82712404035289,185.87741906700913,169.26716793935634,219.8433526278093
11,1987-01-06 13:59:42+00:00,229.26267752222302,216.94184994203812,225.09683426309346,234.36997599883918,230.88698505207458,225.67027580409015,220.328496976571,211.57828758267084,211.0420001791397,198.34432104492348,191.598982247099,163.2181426505642,180.27388599765152,162.7421597459213,159.71250052247132,201.7171450059699
12,1987-01-31 13:54:17+00:00,235.73921464705802,244.0860610349567,243.398254031923,242.9311072625501,250.66090101643886,237.92499058975363,230.93421519672734,231.79159610757694,221.11752295023945,210.72582990991026,229.71258255716003,,213.6737971943117,176.98406476924112,173.5177875478008,214.82809120248774
13,1987-02-07 14:00:45+00:00,249.0234755968442,245.92161216126107,242.18773481118967,253.65692942342378,254.9600227818745,252.32345078729838,232.04931591245386,232.67542449630776,228.96555326951972,227.840627040738,242.82325821432227,,238.10729715067203,201.84551897063432,190.74528375632775,228.94349921746405
14,1987-11-15 14:02:09+00:00,237.0892440301209,227.45942074509665,214.71889975862157,221.27415684930122,219.20528053791014,207.59172296570767,196.766617545637,187.20832275765957,173.07047806101633,178.98424935543778,180.49628915730278,163.48798247794906,176.86303922568527,146.04966173423796,148.42861113112298,201.85775416142195
15,1987-12-08 14:08:41+00:00,236.14433464306126,223.74411625251554,226.09620877201743,226.86142203713237,230.54525857102638,231.7764564918457,224.386027899813,208.39894043313203,206.89641201074642,208.88709758582448,210.74715296562405,203.21544956823612,210.7796249843799,168.87500682215833,158.3841378456389,204.47140028379707
16,1988-01-02 14:02:54+00:00,236.57807607431874,228.87396867610926,219.39200426599578,229.5189968274334,240.2506996053915,226.15320447333318,220.64395129355296,213.94333985394445,208.21011997010132,216.2708551834201,218.44912410005273,217.55025574132202,225.61095031656632,185.03014058347213,166.65842348866772,209.19847032367358
17,1988-03-06 14:03:55+00:00,227.144672029195,213.4452542285351,195.74803067862467,192.9587758164774,,193.58659768956989,181.26012787022728,191.94902194935685,174.97746889142815,182.23214763282508,184.37648258150298,,,,146.07568715448102,179.30816515809047
18,1988-05-25 14:04:31+00:00,247.11369109147944,250.25283057196646,240.63625665175883,250.38679835863996,247.57313512077332,221.36242634239133,222.8603102521966,221.0820112065029,207.07351571446955,206.3472794152284,199.3579585310108,192.71049176811636,208.8149581320244,193.2120946000532,170.31745009991107,197.02895235454358
19,1988-06-01 14:10:45+00:00,252.94261799531742,247.30916997116466,236.13358492836963,238.39039596382284,241.2613285509556,230.91462611772766,222.42018309348202,215.91050737406908,193.11078861577766,215.22790327690558,214.39219934838027,199.43392335693278,210.83823996058365,185.64326502296808,165.92730202338547,193.83332843816925
