,dates,per0198-0000,per0198-0001,per0198-0002,per0198-0003,per0198-0004,per0198-0005,per0198-0006,per0198-0007,per0198-0008,per0198-0009,per0198-0010,per0198-0011,per0198-0012,per0198-0013,per0198-0014,per0198-0015,per0198-0016,per0198-0017,per0198-0018,per0198-0019,per0198-0020,per0198-0021,per0198-0022,per0198-0023,per0198-0024,per0198-0025,per0198-0026,per0198-0027,per0198-0028,per0198-0029,per0198-0030,per0198-0031,per0198-0032,per0198-0033,per0198-0034,per0198-0035,per0198-0036,per0198-0037,per0198-0038,per0198-0039,per0198-0040,per0198-0041,per0198-0042,per0198-0043,per0198-0044,per0198-0045
0,1984-05-08 14:32:57+00:00,145.1531700051309,133.89691765357108,121.66731287511352,130.65554630889181,128.001030121554,131.74448729469978,133.03530095589304,130.27832659101927,137.3085707834461,165.68970294202495,171.29689515696288,168.04493240452913,161.22468266158413,165.40406758123837,169.4981268079098,170.3572474740926,171.8986412809498,177.38669527214768,198.57737683632558,188.2421157142453,173.81135986980718,177.61781862499998,186.59111236302996,189.643820263142,179.21120793623885,167.4289012384633,184.2984315526826,202.64100399814313,188.84451741126287,178.61191814640458,172.9042122699967,160.62540962250557,161.62276398821274,165.86037874844527,145.7623269855431,171.5295391601251,184.5153075517901,165.99813625811964,184.5615827184685,174.19903184515854,161.35195065829257,149.4784371307843,176.5909093760641,171.00097891253031,179.99588220597292,174.4745491549125
1,1985-03-24 14:35:57+00:00,164.0207379871441,148.7227750162545,135.77071438136926,128.08134509811777,134.66804282606998,141.20214416391923,137.60335488644193,130.71601807747206,170.89876415476314,189.01358360709264,187.61815995219132,174.99794625784523,159.06701694237034,159.54963911416854,181.7898921908897,198.16303739891717,202.82085917777496,206.62886556831944,191.75670478691762,176.71779038182075,192.66087636508092,181.37920649415926,179.9176675908926,191.02698851397662,197.49086739036395,202.17604475989089,191.982268405636,194.2909840590085,171.44831376055384,165.35496447565308,195.41642067533988,190.5396759508372,177.45035911866864,185.38911250285233,172.8518164708326,146.69680213929635,159.2572618647613,170.4116985760723,177.47669225170685,182.28210899757875,153.544481263877,156.8627225323224,176.76302004272452,193.58958325017213,182.77064287045349,174.61822050346913
2,1985-04-09 14:35:54+00:00,151.09968357726427,145.77636517802145,141.0986426370035,135.68430189637883,138.7170120568365,152.82135307353423,147.69511426404247,144.65678841523786,164.80378268088768,187.25428269318738,185.31826420378528,185.861803532022,171.09717474037106,173.9375514701051,187.66654172665275,192.28637448240542,202.55027914516802,198.0792895541015,209.92584150471467,192.8002329475432,199.06841819290122,192.41802192378128,194.85540420186592,205.76426364029132,204.37759337102372,201.3743171502048,202.3060489109678,201.6198876124946,170.0087855250442,163.18622415692957,190.7100376599012,193.973428240459,185.46507357716112,180.36554581588885,180.99577156143928,156.0454400150885,156.93154980689124,160.76035617556988,170.5460962265525,187.82896633891178,167.8123745970123,151.7119094080079,178.2507908875922,194.09395045778123,185.79242787876802,181.5639653503432
3,1987-11-09 14:33:31+00:00,170.37718798652605,143.0456148772726,128.67522365252518,134.68955446260335,149.34241629513244,144.5799500224412,146.04578453145177,156.46108684750348,154.49060923873253,169.881360685607,181.72650924744022,172.77751399594,176.1524329875096,181.58721839492614,192.5348587075148,197.53325392473636,183.80213555577467,182.4255625221449,212.4698666427302,216.73320508984213,197.4663270886985,187.94968330205262,198.75425946025808,191.85519787328332,193.209065498353,184.8246274164777,182.82090474275978,202.6354738591281,204.64342561106295,191.34969432193984,153.5856468122879,157.47594454158553,194.9833405186685,189.50039349229027,170.77452896540268,171.06437513118055,174.48451007180896,187.44101005873705,189.9354792945441,175.3985979401204,177.22805011036783,162.14997558110895,187.1512386352827,179.1558881506208,166.25208633142609,174.2970639566353
4,1988-03-16 14:35:30+00:00,177.4286252640958,155.55298016972478,135.50989739112939,138.28507865328797,150.99268656039882,147.60111975379476,153.22721646361978,164.24582593950495,177.48892203833046,181.16285851043492,188.10654618913432,180.2054257260034,179.39283093532933,188.61733012523146,184.06805421856097,181.2052687813634,199.04988425217664,206.58054582749818,217.24564737532418,209.31218676599735,200.09742816336748,199.81836889282394,203.5254085672826,195.9138186055001,192.50698186641029,178.84556180538897,177.25831481884023,191.05939023446558,193.14201455154716,203.0316651874347,189.7124110303559,179.02892462209476,165.92019501928635,184.88761264747015,155.58983359887787,166.7722217239934,177.79126346777937,179.67144900426376,179.7580750252573,183.63726118649552,164.17175332449503,164.53268037691,194.7916880294676,184.45539522699784,191.4527166077674,188.27351824619507
5,1988-04-17 14:35:41+00:00,159.39986741857064,150.49711948238306,142.9741527842374,146.39322764268692,146.58825805531032,144.3451473290804,144.13470038995828,162.45792641469168,176.92476325473135,175.6123171669361,185.77293905510592,182.79149797671727,184.27344354822586,173.52895977177803,178.13454305298663,192.20715188468924,206.84475319432337,207.75987310507858,201.68556063168577,208.6698040207325,204.16928647006736,209.84390197027105,204.2083220274776,191.81961556307732,191.76880966085693,186.3995176088893,192.0713666932802,211.06742719543433,208.93385752029502,196.86880530437688,199.3945591519153,186.46588740280433,179.25800790441508,167.6620395119802,168.65479308219628,182.21167738144527,184.34281816100824,163.92364276967248,183.71278179335476,170.4463318413548,167.09889554499563,179.0668350872229,177.716557780273,197.92150898840933,191.7933869811869,184.36236217341508
6,1988-05-03 14:35:49+00:00,159.55202877047566,145.11793729280373,139.702766274415,142.02925840619434,144.12005668506004,142.28237862148643,137.97825031993614,147.27340873663192,175.50612133742442,173.8899065376866,171.4526112693459,180.74201914818315,178.9539199892722,160.99742331121897,176.3888650201098,190.3812035637099,193.00259635477812,183.9116508891464,200.9854575841611,211.83554602375702,198.64371068127758,202.1971003276309,186.91697507892488,185.74772836161415,177.60618675216767,192.66371466145546,200.74617342190646,200.60844528854813,189.35541967639313,189.81079904449354,180.06898128968692,161.11823223092307,173.14087487487356,175.93020749745116,180.25696141387135,191.33205333703265,183.12063600521935,179.7229397016979,161.59862572194817,150.95899979682721,160.9694152707669,177.48127655030137,182.3339015060386,188.0403001822578,162.5289574037796,183.9997573431617
7,1988-05-19 14:35:59+00:00,171.81223833214588,157.56466040177617,138.29784587447435,134.69948333434934,154.12066819325008,160.35426073404716,149.27679864173524,148.2040230608483,178.71177897653223,185.27358103120844,172.12167950519054,185.77548547570507,186.67680589692878,162.96170618216166,186.76423229265578,199.5540897727437,202.1734718507766,185.6454212805804,197.38744637244946,206.32451297862718,204.83669175684378,197.58713654904273,196.05911100158355,192.54931805975247,192.427426907952,205.82975970260617,216.56613115245574,212.45774935995115,192.51565848113898,192.01270391773932,161.33845643648533,163.61583244937506,182.43671522742275,185.06075659772168,190.01566048157449,193.5401782912483,190.19110371672036,188.66080086746794,163.50111303085944,154.42428692622428,180.99554622901843,195.10829116169882,175.9428046552364,176.64128531706967,164.29703925598457,179.06085115960462
8,1988-06-04 14:36:05+00:00,159.92460411790336,146.09753545410385,130.61647571569642,129.4775132497798,139.30129802927925,146.70034692370822,144.3978746891355,138.16593624618525,158.8534588774974,171.65801892534876,164.1471487566007,173.86748046004163,169.8576478793206,162.44635761093122,180.29515029683785,173.6927153972309,,174.4310242232078,196.6251994564367,196.6386078255174,190.9924212904683,177.8225599154774,188.20552537050318,194.6716287631113,189.36584976361922,204.0157340558,207.31355954138348,196.65194278441305,178.83015594662513,169.23981391341013,151.79467787054338,168.83140904948002,181.17215902954993,178.57444132738945,181.91595629230613,180.48721801159795,189.101776317304,186.26616196340754,159.9665697562187,142.76435248632208,176.35968908896334,187.4601851124823,165.9359258145435,161.34908830633458,173.77662256529212,181.42504877077334
9,1988-06-20 14:36:10+00:00,,,84.66961446706972,90.3131230851346,,,,98.84488438347012,,,124.01503209794005,,,130.89988173691808,133.0195437509062,129.46214616962592,,139.27731762031382,154.26749469824614,,,143.90356162218097,143.31856189237408,,151.71393912672116,160.32474276244372,161.4837458987162,,116.36501299919999,,129.6170676494472,139.45939535516828,123.51578121066251,,136.9305351028189,139.17231880835809,132.56770263641246,122.96728438982407,,116.4890566334999,142.48683322100848,,,132.97226719909116,,
