dates,nzd0374-0000,nzd0374-0001,nzd0374-0002,nzd0374-0003,nzd0374-0004,nzd0374-0005,nzd0374-0006,nzd0374-0007,nzd0374-0008,nzd0374-0009,nzd0374-0010,nzd0374-0011,nzd0374-0012,nzd0374-0013,nzd0374-0014,nzd0374-0015,nzd0374-0016,nzd0374-0017,nzd0374-0018,nzd0374-0019,nzd0374-0020,nzd0374-0021,nzd0374-0022,nzd0374-0023,nzd0374-0024,nzd0374-0025,nzd0374-0026,nzd0374-0027,nzd0374-0028,nzd0374-0029,nzd0374-0030,nzd0374-0031,nzd0374-0032,nzd0374-0033,nzd0374-0034,nzd0374-0035,nzd0374-0036,nzd0374-0037,satname
2000-05-01 21:59:30+00:00,363.16,352.71,362.51,324.98,309.02,300.65,310.59,327.77,324.15,315.22,316.30,328.12,324.87,330.60,338.25,340.41,346.13,347.80,339.31,336.78,332.21,,337.93,343.35,356.48,368.33,373.08,375.02,367.04,361.77,357.52,354.65,350.32,359.58,352.01,356.28,352.69,348.44,L7
2000-05-17 21:59:19+00:00,,,,,305.29,291.99,311.51,328.43,320.28,316.63,320.02,321.22,319.08,323.82,332.57,330.36,328.99,333.92,329.93,327.61,319.16,323.23,326.98,335.81,343.49,350.97,352.57,359.79,351.31,339.11,342.94,,344.68,340.87,343.52,342.44,343.93,337.13,L7
2000-06-02 21:59:07+00:00,327.21,333.61,328.92,305.02,293.67,283.60,292.20,301.90,274.87,299.10,296.23,,307.48,300.24,312.33,309.56,,301.81,,,,,306.35,319.58,332.46,339.46,346.13,348.97,363.29,357.51,352.68,,,343.37,343.30,338.50,355.64,341.74,L7
2000-06-18 21:59:03+00:00,336.29,336.44,332.30,305.53,,,,,,,,,,,,,,,,,,,,,,,,,342.48,343.51,345.69,,,344.13,348.24,346.11,351.52,349.93,L7
2000-08-05 21:58:20+00:00,,,,,,,305.46,336.75,314.53,303.38,307.09,314.33,318.63,328.62,329.55,330.03,329.03,318.52,316.93,319.82,319.72,322.16,325.53,339.28,353.58,362.00,368.82,374.84,370.65,363.28,357.42,,360.15,357.11,361.42,358.67,366.99,375.85,L7
2000-09-22 21:57:41+00:00,352.74,354.53,342.67,334.20,300.74,287.90,291.16,328.15,313.01,,,,,,,,,,,,,,,,,,374.68,381.53,371.36,367.98,377.85,379.75,376.69,371.03,365.42,365.83,360.30,358.18,L7
2000-10-08 21:57:36+00:00,,,327.19,296.61,286.06,277.79,291.57,314.66,308.43,293.79,291.81,295.64,292.81,309.54,307.81,314.19,314.87,329.45,330.38,324.79,315.67,313.96,314.21,320.15,335.51,347.98,353.85,365.76,355.41,345.68,332.42,345.05,343.02,337.16,341.58,326.02,339.32,337.68,L7
2000-10-24 21:57:29+00:00,341.24,331.68,325.32,297.50,290.27,276.61,285.61,306.02,305.33,293.56,292.12,294.11,294.75,299.26,312.98,314.32,318.00,313.88,306.02,302.54,300.56,310.16,313.71,322.43,339.17,345.56,354.23,353.78,343.70,340.69,341.31,339.75,345.24,335.71,335.60,331.28,329.92,331.24,L7
2000-11-25 21:57:34+00:00,332.50,330.38,327.52,298.57,297.10,280.87,295.25,313.87,308.81,302.72,295.73,297.42,301.57,306.98,314.46,318.64,317.52,324.13,324.97,315.67,318.90,323.30,331.09,341.23,349.71,355.45,365.15,365.75,353.62,340.16,343.22,331.64,344.77,340.15,340.13,339.40,340.02,330.59,L7
2000-12-11 21:57:36+00:00,340.03,337.28,337.20,312.25,302.30,283.79,295.69,317.89,312.61,302.72,299.39,300.36,306.17,314.96,316.46,318.20,324.65,323.26,320.09,320.64,321.52,323.56,323.95,333.51,341.62,348.15,351.08,356.27,342.92,344.54,344.21,349.75,335.43,333.75,333.30,330.51,332.39,337.33,L7
2001-02-13 21:57:39+00:00,345.24,354.36,344.55,334.86,308.15,299.63,312.71,346.61,338.11,321.38,318.02,321.06,324.79,338.27,330.93,336.24,339.83,327.05,319.71,321.37,327.39,326.91,337.47,349.73,352.80,365.55,369.41,369.28,368.31,364.25,359.13,358.95,348.12,350.41,352.78,348.36,360.30,355.45,L7
2001-05-20 21:57:04+00:00,339.98,341.11,332.01,304.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.00,352.96,346.09,349.85,352.58,L7
2001-06-05 21:56:52+00:00,,,,,,,,315.92,,304.34,,,,,,,,,,,,,,,,,,,,,,,,340.87,346.31,343.04,343.99,335.80,L7
2001-08-08 21:56:12+00:00,327.33,337.71,333.08,315.58,307.89,298.49,309.95,341.38,333.02,318.49,320.85,320.27,315.46,331.14,337.63,338.79,343.45,342.55,340.52,335.05,327.03,328.75,335.55,349.62,359.06,365.56,375.16,376.91,365.84,352.62,353.23,350.76,343.54,343.30,342.38,341.24,346.79,336.44,L7
2001-08-24 21:56:00+00:00,349.56,350.05,342.50,324.77,291.39,285.14,293.08,329.64,316.24,304.29,296.07,308.62,316.70,324.26,313.94,316.08,313.75,322.24,333.83,338.37,334.06,334.23,340.87,347.00,343.76,346.48,356.44,361.36,368.49,366.24,363.75,365.12,355.11,351.64,346.38,348.04,354.69,346.94,L7
2001-10-11 21:55:21+00:00,341.35,345.16,336.32,310.88,288.31,279.85,285.37,319.51,305.20,291.62,293.64,297.27,297.99,308.45,310.60,317.41,309.70,309.50,313.48,316.79,317.61,321.52,328.10,328.79,346.19,351.72,359.81,369.71,359.80,342.67,344.46,359.06,350.83,355.74,351.69,347.13,349.85,351.20,L7
2001-12-30 21:55:49+00:00,341.81,338.19,338.48,309.34,299.77,280.45,283.71,301.53,309.21,301.84,297.98,304.00,302.63,311.78,316.64,308.84,314.42,313.76,313.43,319.63,316.39,324.48,330.21,339.33,342.62,353.53,353.21,359.70,348.28,350.19,348.87,348.22,352.11,353.69,350.69,346.15,353.69,348.03,L7
2002-03-04 21:56:09+00:00,335.58,338.93,333.29,314.55,287.50,276.34,281.48,320.95,307.37,290.06,299.85,308.79,311.36,315.19,312.70,315.19,318.50,314.37,316.66,315.88,320.99,325.14,321.99,323.63,331.31,340.99,356.31,358.71,351.15,347.09,358.62,363.80,350.85,346.40,341.22,341.15,351.73,351.82,L7
2002-03-20 21:56:00+00:00,351.90,352.59,346.53,321.63,298.50,296.60,302.80,340.48,333.09,313.27,314.99,322.91,327.24,332.78,326.05,327.53,336.20,333.74,335.05,333.48,333.02,337.82,340.41,343.07,348.83,356.91,362.72,365.65,365.72,363.11,367.45,369.81,366.96,,,,,,L7
2002-05-07 21:56:03+00:00,342.30,341.83,332.00,301.78,287.23,277.09,290.21,307.50,302.30,301.81,312.00,316.32,310.70,321.25,325.26,329.01,334.21,329.73,330.33,326.67,321.24,320.42,323.42,329.82,333.67,353.29,356.12,361.42,334.20,329.51,333.18,,331.84,321.08,327.88,318.97,323.06,330.58,L7
2002-06-24 21:55:40+00:00,347.90,338.83,339.68,303.20,300.33,,,323.25,324.39,313.31,318.67,,328.74,333.84,350.65,343.25,,337.29,,,,,332.83,341.41,340.04,342.27,349.68,354.85,339.54,339.37,339.63,,,328.80,323.96,326.64,333.21,331.05,L7
2002-08-27 21:55:12+00:00,333.60,338.57,332.06,316.70,293.86,286.14,299.39,326.81,326.94,316.57,324.31,331.61,329.08,328.51,330.59,335.25,330.99,322.81,308.90,301.90,305.11,307.93,317.25,330.08,331.09,332.71,346.37,345.56,330.68,321.26,326.06,338.69,335.65,337.05,339.68,334.00,342.11,343.41,L7
2002-09-12 21:55:07+00:00,354.73,352.57,354.15,341.62,314.03,312.71,322.40,353.09,336.12,327.67,334.10,344.19,339.33,344.68,343.60,344.76,348.28,337.39,337.96,331.31,334.07,332.29,338.41,346.72,353.18,354.49,362.18,363.70,352.14,343.53,349.13,354.36,344.91,343.58,350.07,348.16,360.87,356.61,L7
2002-10-14 21:54:55+00:00,348.03,354.19,349.82,334.16,302.12,290.39,309.66,335.38,323.05,313.30,320.24,334.07,332.72,336.52,331.18,333.63,344.26,337.94,337.73,332.38,333.28,335.38,330.36,333.62,337.25,341.41,352.42,362.26,348.59,352.33,350.00,352.03,340.87,337.60,335.97,334.79,342.32,340.84,L7
2002-10-30 21:55:01+00:00,345.65,354.18,344.49,335.55,311.50,298.40,315.05,340.04,327.12,317.39,328.54,333.10,339.13,339.70,342.08,340.75,347.56,343.35,336.36,338.94,335.40,330.14,337.34,343.07,346.84,351.42,354.97,363.89,357.17,353.96,351.81,354.94,346.72,345.12,344.23,339.41,344.15,340.18,L7
2003-01-02 21:55:34+00:00,339.16,335.67,333.71,312.57,311.10,302.65,312.21,326.01,327.04,319.08,330.15,331.29,331.66,333.30,334.54,332.15,330.36,332.19,332.68,323.57,317.94,319.16,322.02,328.01,338.45,342.38,343.12,345.39,341.60,329.06,329.42,333.02,328.24,328.78,322.58,328.75,331.07,329.65,L7
2003-01-18 21:55:42+00:00,344.21,338.17,342.21,318.85,307.44,299.64,317.73,330.61,325.32,317.78,322.41,325.20,331.50,333.45,336.75,336.70,331.83,323.47,326.31,322.02,316.41,320.41,327.71,321.63,329.07,329.36,332.86,343.11,336.41,332.54,336.64,334.56,331.21,326.35,326.79,324.20,327.50,331.12,L7
2003-02-19 21:55:54+00:00,347.28,347.01,344.86,338.75,318.29,312.63,323.92,351.92,340.77,333.88,332.12,337.28,336.20,343.18,333.45,335.06,333.86,335.38,326.76,325.77,331.69,328.80,328.04,331.25,338.45,342.04,350.90,353.00,341.24,340.49,341.45,346.41,340.82,337.19,332.98,332.93,347.18,343.29,L7
2003-03-23 21:55:52+00:00,356.16,353.98,346.11,336.85,309.10,293.22,308.51,338.38,330.48,318.01,317.02,330.25,324.69,332.13,324.45,325.77,317.11,315.51,320.86,319.07,327.62,321.12,324.47,331.10,332.33,339.36,352.18,357.39,349.38,351.82,357.67,354.25,349.86,350.12,351.71,350.01,359.27,357.66,L7
2003-04-08 21:55:59+00:00,331.16,339.36,332.95,316.32,294.08,286.87,302.36,330.21,326.50,317.16,318.77,322.47,313.64,314.28,317.56,322.50,320.05,311.90,314.90,308.04,306.55,307.75,315.34,319.51,321.22,328.09,339.85,347.03,336.93,332.79,322.05,330.09,335.96,336.73,350.07,348.72,349.25,345.00,L7
2003-04-24 21:55:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.28,324.05,332.04,328.72,327.66,321.89,317.87,332.32,335.54,L7
2003-07-21 21:43:45+00:00,340.46,343.64,342.43,319.92,305.84,297.14,304.42,328.93,295.74,314.62,319.44,329.15,331.69,338.80,329.31,323.50,,321.41,312.72,310.55,303.33,317.35,322.81,328.37,322.95,331.59,333.02,338.16,328.62,326.75,321.32,331.50,322.06,326.57,327.29,324.57,333.79,326.47,L5
2003-07-29 21:55:41+00:00,350.65,339.54,338.30,309.11,299.95,294.42,306.36,318.98,314.92,320.80,326.90,331.96,331.30,327.14,,,295.70,305.78,314.77,330.80,323.47,317.21,307.95,314.17,324.25,336.19,342.52,351.21,340.82,341.14,,,334.00,334.67,328.52,327.00,331.01,323.31,L7
2003-08-06 21:44:03+00:00,350.14,354.93,352.30,325.79,306.57,306.42,310.56,333.99,325.84,311.85,317.47,332.24,327.13,331.09,325.24,324.58,319.83,321.69,329.30,339.94,340.17,335.76,332.23,335.68,339.90,344.80,351.25,354.44,342.92,346.91,346.50,351.63,348.54,344.26,343.96,350.74,356.85,348.30,L5
2003-08-30 21:55:34+00:00,338.45,341.45,340.54,320.78,300.53,287.80,295.68,322.51,,,,,315.55,315.80,311.94,317.64,310.91,312.99,319.50,320.62,328.95,329.53,335.21,332.48,344.19,,,,363.21,368.39,365.32,361.07,357.87,363.44,356.40,356.62,371.20,355.88,L7
2003-10-17 21:55:27+00:00,358.08,353.15,347.25,336.24,308.04,298.02,309.15,344.16,,,,,319.36,328.19,335.06,338.50,327.79,330.59,335.86,333.09,337.85,332.60,338.01,339.79,355.13,,,,372.96,369.69,365.39,368.13,353.11,352.30,360.52,354.67,372.85,362.99,L7
2003-10-26 21:49:26+00:00,342.10,348.46,345.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-11-18 21:55:51+00:00,345.96,347.87,341.02,319.08,292.70,285.25,296.45,326.39,320.79,304.96,304.22,302.93,,,,317.57,319.90,311.13,314.50,318.33,319.49,321.03,327.31,334.14,341.94,344.75,354.38,364.15,,,,360.72,350.85,351.30,349.90,348.06,348.17,348.88,L7
2003-12-04 21:55:54+00:00,327.93,339.03,332.84,305.16,295.23,281.99,297.85,316.11,,,,300.45,301.86,310.07,315.42,323.71,324.04,328.98,328.00,327.40,323.03,330.99,,335.87,375.79,,,383.23,371.30,357.61,355.94,346.50,348.35,345.40,346.27,347.14,351.58,347.67,L7
2003-12-12 21:45:46+00:00,354.81,342.47,338.24,323.22,298.02,290.40,301.49,331.46,329.61,309.15,312.56,324.89,325.76,329.66,329.36,337.45,338.17,333.97,337.43,323.68,321.63,319.92,321.60,328.45,340.63,352.14,367.31,375.46,370.98,360.09,365.74,366.32,358.52,356.51,347.39,351.61,358.84,353.60,L5
2003-12-20 21:56:04+00:00,337.87,331.97,333.04,306.20,291.03,283.74,298.77,314.27,,,,300.25,303.04,314.65,316.64,323.03,326.12,328.28,328.89,319.62,317.71,314.77,326.87,340.59,,,,360.44,353.23,347.23,342.98,339.02,337.78,336.21,338.34,338.90,330.39,334.04,L7
2003-12-28 21:45:57+00:00,352.88,351.17,351.07,331.72,306.15,292.57,304.04,334.54,331.00,308.19,311.41,313.63,308.75,318.84,326.82,337.42,335.44,329.36,325.82,333.92,335.54,331.22,321.85,331.93,343.95,354.12,366.82,369.47,356.73,358.00,372.59,364.62,351.05,359.79,364.63,365.53,363.89,359.96,L5
2004-03-09 21:56:27+00:00,,,340.43,320.53,306.56,296.92,303.80,336.01,330.92,328.61,316.97,323.72,325.95,331.72,334.12,330.90,332.49,,,,328.13,333.72,336.62,343.99,348.00,358.10,367.40,372.89,368.15,355.58,356.82,354.91,348.42,,,345.15,350.79,350.03,L7
2004-04-02 21:46:30+00:00,345.94,341.78,351.54,317.20,302.31,291.29,306.73,323.70,319.45,312.21,321.33,315.34,314.38,318.35,328.32,318.27,329.56,327.57,325.99,330.52,328.29,329.48,332.18,334.60,345.57,352.59,357.34,352.39,349.04,345.52,344.50,337.55,340.50,336.73,342.98,345.04,346.19,339.81,L5
2004-04-10 21:56:26+00:00,342.22,349.61,342.69,329.53,308.57,295.53,305.93,343.60,333.91,319.04,317.87,327.90,325.25,330.91,327.91,,,,308.20,325.62,324.51,321.72,328.65,338.32,338.94,355.59,358.41,363.91,352.22,352.00,350.49,,,334.93,337.58,337.39,349.04,348.88,L7
2004-05-04 21:47:27+00:00,345.16,345.72,349.63,312.21,305.68,295.03,322.02,334.12,333.58,313.60,315.18,323.33,326.83,327.32,326.56,333.58,339.54,341.30,340.91,339.67,340.96,342.80,342.80,351.39,357.18,360.12,356.89,364.35,356.83,353.14,351.99,346.58,345.54,354.06,353.95,350.49,348.78,347.57,L5
2004-05-12 21:56:25+00:00,341.93,351.12,361.70,,,279.03,301.92,326.99,311.32,306.83,308.39,308.90,309.35,317.29,,,315.67,303.23,314.38,314.23,308.29,308.87,305.82,319.15,326.45,341.33,346.69,349.58,337.76,341.95,,,332.15,333.18,323.87,322.41,336.71,325.53,L7
2004-06-05 21:48:24+00:00,,,,,293.09,284.54,295.76,327.40,,,310.90,,312.87,315.71,322.61,326.51,,324.61,,,,320.82,324.36,329.16,337.33,348.04,350.94,360.02,359.16,361.30,352.69,358.13,346.46,341.01,347.72,355.56,367.70,364.23,L5
2004-06-21 21:48:52+00:00,,,,,,,,,,,,,,290.68,329.87,,336.61,343.19,325.42,318.09,317.78,,287.32,316.67,,370.93,390.88,370.00,,,350.21,,,,,,,,L5
2004-07-07 21:49:21+00:00,347.60,344.99,340.30,314.20,290.93,289.77,305.97,336.19,308.15,298.44,309.72,,,,,,,,,,,,,,,,,360.36,356.57,354.22,351.54,351.27,349.74,344.68,348.24,351.30,359.12,357.25,L5
2004-07-23 21:49:45+00:00,328.78,344.82,328.23,308.59,290.35,291.05,299.62,334.03,301.06,291.38,301.98,315.38,321.42,334.70,319.99,321.88,309.50,317.37,318.92,316.80,317.84,309.01,316.65,318.05,323.67,344.12,346.10,355.74,346.83,328.83,338.87,342.72,336.55,334.44,334.04,330.05,344.26,347.12,L5
2004-07-31 21:56:03+00:00,360.41,341.65,356.61,318.08,310.20,301.10,312.29,,,,,,,,,,,,,,,,,,,,,,,,355.65,,,344.13,339.12,337.21,339.67,335.29,L7
2004-08-24 21:50:29+00:00,330.77,339.71,326.70,301.64,281.47,269.45,289.19,318.00,297.16,288.54,300.70,301.03,307.07,310.35,317.16,311.33,318.11,302.48,307.20,311.63,310.70,308.57,319.53,321.19,333.81,343.40,357.33,357.53,352.31,343.16,336.69,343.20,334.40,333.04,343.50,330.95,344.29,343.99,L5
2004-09-25 21:51:19+00:00,343.53,344.99,347.86,319.78,303.38,290.61,307.85,323.24,320.24,314.16,313.95,319.45,317.48,326.06,324.82,330.14,336.81,332.13,327.90,329.21,325.62,323.79,330.33,335.31,349.78,360.65,368.46,374.50,362.69,347.44,346.82,335.71,341.37,341.24,341.91,334.76,340.48,342.43,L5
2004-10-19 21:55:55+00:00,336.47,345.95,337.26,328.91,292.65,285.35,295.37,337.17,325.73,303.23,308.47,317.02,,,,,319.43,319.96,320.87,318.78,315.00,323.70,328.58,333.39,336.28,352.09,353.45,364.86,355.10,,,338.98,337.32,333.68,340.49,334.31,349.45,340.17,L7
2004-11-04 21:56:07+00:00,350.27,,,,309.01,302.29,312.82,346.02,338.54,322.82,324.15,324.87,330.02,337.20,345.40,345.84,348.23,342.21,342.96,,,,343.92,353.46,361.41,364.27,378.05,386.41,370.76,361.26,358.03,356.82,349.03,341.95,,,,346.94,L7
2004-11-12 21:52:15+00:00,339.44,331.08,336.63,311.01,298.27,281.09,297.99,320.79,317.23,316.73,315.33,314.74,314.67,324.56,315.24,322.47,321.64,321.84,319.61,316.02,314.17,316.87,324.55,337.71,346.74,356.34,364.52,368.16,354.93,345.44,329.58,329.25,334.15,331.40,325.80,322.70,325.31,341.64,L5
2004-11-20 21:56:13+00:00,,,,,,,,,318.78,302.57,309.80,310.97,309.68,327.13,310.42,321.39,317.35,310.34,329.14,316.56,316.54,324.69,336.66,,,344.11,352.19,357.18,357.63,355.98,353.48,356.02,349.67,344.38,340.02,340.10,346.99,,L7
2005-01-15 21:53:21+00:00,355.68,365.20,348.64,331.33,312.13,304.70,317.82,350.09,344.59,328.56,330.34,337.31,346.78,359.57,350.04,357.59,357.19,351.76,344.75,343.42,330.97,326.92,329.37,338.81,339.22,349.03,354.68,360.18,354.91,347.67,348.84,350.18,347.39,343.41,346.96,333.60,345.13,346.04,L5
2005-02-08 21:56:46+00:00,346.79,337.51,,,,,306.50,332.76,321.32,308.93,311.94,318.66,316.71,327.85,325.54,328.27,326.67,325.07,321.33,318.28,,,,325.79,324.69,333.25,335.18,347.47,349.15,331.80,330.05,328.41,331.81,328.12,319.84,,,,L7
2005-02-24 21:56:53+00:00,331.95,334.93,329.50,309.02,,,,319.70,312.60,305.43,310.74,315.38,316.23,324.27,322.90,326.12,318.85,310.42,317.17,317.86,319.06,312.50,,,,332.14,331.72,346.83,340.44,329.00,328.76,333.46,330.73,323.71,323.89,325.19,331.67,,L7
2005-03-04 21:54:04+00:00,349.62,352.09,341.74,329.80,314.40,312.20,327.29,345.06,346.19,335.83,330.33,333.67,333.51,340.12,350.08,352.61,349.62,345.98,340.52,328.79,327.61,324.68,334.15,343.56,351.77,357.81,360.87,362.77,351.81,343.61,344.34,347.21,339.73,337.00,333.01,332.17,343.64,338.66,L5
2005-03-12 21:56:56+00:00,,,345.64,332.43,318.23,308.91,318.70,343.49,335.30,329.27,329.08,333.46,332.98,341.42,342.90,343.86,339.02,335.52,,,323.69,324.77,331.16,337.49,342.46,352.68,353.05,351.75,342.03,331.24,335.35,337.88,334.80,,,333.12,340.54,337.80,L7
2005-03-13 21:47:59+00:00,,,,,,,,,,,,,346.27,352.80,355.96,353.94,349.84,351.29,345.16,333.95,,,,,,,,,,,,,,,,,,,L5
2005-04-05 21:54:19+00:00,354.96,353.38,359.25,330.96,319.32,305.80,321.10,326.24,327.86,311.74,317.45,325.71,328.79,331.02,332.64,330.57,332.24,330.87,330.23,325.77,327.47,328.49,337.90,337.96,342.05,349.53,352.92,361.69,354.32,356.25,358.77,359.11,356.07,360.20,352.54,347.89,350.43,353.04,L5
2005-04-21 21:54:22+00:00,344.45,335.95,338.58,322.53,310.38,293.61,310.13,323.60,316.87,310.81,315.95,325.20,327.69,329.25,332.28,332.72,329.55,326.35,324.46,319.48,316.52,320.39,325.25,331.43,335.10,350.77,363.67,372.31,361.77,360.52,362.87,366.38,355.83,349.71,343.56,341.55,345.89,341.92,L5
2005-05-31 21:56:47+00:00,332.89,331.90,328.89,306.98,288.15,,,,,,305.46,,302.81,314.01,321.02,313.09,,321.78,,,,,313.65,,,333.97,349.60,355.53,349.31,344.81,339.85,,,335.01,337.02,339.28,345.35,,L7
2005-06-08 21:54:44+00:00,,,,,,,,,,,,,,,,,,,,,,,319.73,322.63,333.15,343.71,350.97,363.31,356.80,357.53,357.82,358.08,356.25,350.00,351.74,344.05,342.23,339.75,L5
2005-07-10 21:54:55+00:00,347.69,349.12,338.39,322.32,293.51,284.70,295.67,336.16,313.59,310.79,309.70,,333.18,336.14,341.36,332.97,,334.97,,,324.44,320.29,326.95,331.64,343.01,342.69,364.82,372.54,369.87,362.80,368.82,364.99,355.43,348.25,346.51,345.81,354.19,347.95,L5
2005-08-03 21:56:37+00:00,358.63,353.14,357.46,322.40,308.44,294.30,,,,305.08,313.32,318.19,322.75,320.27,327.04,325.77,331.42,337.54,346.13,346.24,339.91,337.48,339.57,,,360.13,372.20,379.88,373.85,373.19,377.59,,,367.56,360.94,360.83,361.57,,L7
2005-08-27 21:55:20+00:00,350.08,353.27,347.25,322.51,304.60,286.64,286.75,318.06,299.54,295.07,301.93,300.36,301.94,311.65,307.86,316.38,315.73,311.25,318.54,323.83,317.17,327.87,323.08,325.63,337.78,338.98,358.39,368.85,368.45,363.26,366.30,376.43,373.27,365.18,367.65,367.40,379.75,353.89,L5
2005-09-20 21:56:18+00:00,,338.08,331.30,306.68,286.05,269.92,282.59,315.71,293.07,283.61,286.17,289.80,286.68,291.51,288.93,303.81,,,,301.26,289.21,295.83,296.26,302.15,313.31,324.25,332.93,340.52,335.78,339.99,331.30,332.18,,,333.84,341.30,345.07,345.40,L7
2005-09-28 21:55:20+00:00,355.69,349.46,350.05,328.33,298.04,286.56,294.16,320.59,310.18,301.39,296.72,299.54,309.07,304.69,313.29,320.01,317.84,317.34,320.40,320.30,320.32,318.24,323.28,336.74,345.00,355.75,361.77,372.89,366.89,359.05,354.76,354.08,352.46,343.76,350.64,349.19,355.77,343.19,L5
2005-10-07 21:49:06+00:00,,,,,,,,,,,,,,320.50,328.81,338.24,340.04,335.40,329.77,330.05,311.95,,,,,,,,376.88,371.62,364.00,367.70,363.86,360.51,362.44,,,,L5
2005-10-22 21:56:27+00:00,341.19,345.61,340.76,325.81,291.59,286.02,,,,297.89,299.25,306.08,296.12,312.60,318.94,319.22,324.42,315.96,313.04,310.64,312.75,313.11,321.81,,,,346.77,356.82,348.24,348.12,337.63,344.99,341.85,345.77,341.04,347.46,364.22,,L7
2005-11-07 21:56:39+00:00,345.16,348.21,346.06,332.72,292.28,288.31,305.34,341.90,333.23,318.74,320.95,326.58,324.71,,,,331.05,331.09,328.43,330.50,326.26,325.99,335.96,349.15,358.40,372.36,371.63,375.53,369.13,,,,343.39,344.80,355.85,352.78,372.64,365.15,L7
