dates,satname,nzd0374-0000,nzd0374-0001,nzd0374-0002,nzd0374-0003,nzd0374-0004,nzd0374-0005,nzd0374-0006,nzd0374-0007,nzd0374-0008,nzd0374-0009,nzd0374-0010,nzd0374-0011,nzd0374-0012,nzd0374-0013,nzd0374-0014,nzd0374-0015,nzd0374-0016,nzd0374-0017,nzd0374-0018,nzd0374-0019,nzd0374-0020,nzd0374-0021,nzd0374-0022,nzd0374-0023,nzd0374-0024,nzd0374-0025,nzd0374-0026,nzd0374-0027,nzd0374-0028,nzd0374-0029,nzd0374-0030,nzd0374-0031,nzd0374-0032,nzd0374-0033,nzd0374-0034,nzd0374-0035,nzd0374-0036,nzd0374-0037
1999-07-02 21:59:57+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-04 22:00:09+00:00,L7,345.03,341.43,336.84,314.77,302.78,289.25,302.19,325.59,317.93,310.00,309.51,316.28,316.67,320.73,323.68,333.19,337.52,337.67,336.10,332.46,334.18,333.93,335.60,340.81,355.76,361.77,371.67,374.21,365.83,361.23,360.66,357.24,359.16,351.47,355.53,350.19,353.51,343.68
1999-09-20 22:00:08+00:00,L7,335.97,336.17,329.49,302.33,283.25,273.59,284.97,317.64,311.12,296.91,300.63,299.89,302.03,306.18,304.88,313.89,315.31,317.78,312.67,319.61,319.37,321.14,327.19,327.92,335.51,341.57,353.26,364.64,356.22,339.84,340.61,343.55,341.51,337.42,342.06,338.58,345.61,340.06
1999-12-09 22:00:09+00:00,L7,337.23,344.10,337.32,320.22,300.92,289.44,300.78,328.31,325.24,310.67,308.13,309.05,310.19,314.32,316.46,327.28,321.91,327.10,324.93,323.16,324.35,325.51,329.00,336.85,345.07,353.27,357.51,362.07,351.29,346.91,339.77,333.11,331.66,334.75,331.77,331.20,341.51,335.34
1999-12-25 22:00:04+00:00,L7,328.71,328.68,329.40,306.82,293.31,284.85,298.30,324.62,314.09,300.81,305.09,310.00,306.80,317.17,315.98,322.29,322.27,321.30,318.27,319.27,318.60,319.34,325.77,329.85,336.95,340.43,346.91,350.96,337.20,332.01,334.93,330.61,328.46,324.89,329.59,326.25,337.63,335.59
2000-01-26 22:00:02+00:00,L7,334.97,337.79,341.37,322.88,303.45,284.72,300.92,329.39,316.94,312.11,306.43,315.14,313.92,319.84,323.40,321.55,323.74,325.47,322.82,324.29,323.87,325.25,330.06,330.87,335.79,341.48,342.70,346.18,339.50,338.07,339.56,337.66,334.22,334.37,329.43,330.34,340.61,338.75
2000-02-11 21:59:57+00:00,L7,335.55,337.55,337.97,318.38,310.92,297.40,310.68,327.55,325.55,316.32,322.95,320.58,313.70,323.62,322.73,332.62,334.70,334.92,329.01,326.41,324.88,325.60,333.25,341.04,351.31,354.25,351.57,353.28,346.88,336.55,332.22,326.90,327.74,327.59,330.26,327.95,334.34,334.30
2000-02-27 21:59:52+00:00,L7,344.94,344.65,343.38,322.54,317.47,303.21,318.95,340.26,334.76,319.21,319.30,325.82,326.03,327.93,335.28,335.52,335.30,335.17,330.62,320.96,319.34,321.57,326.71,336.86,343.41,347.00,350.53,354.99,345.22,343.09,337.81,336.09,335.73,328.92,332.31,334.92,341.83,341.89
2000-03-14 21:59:47+00:00,L7,334.04,332.61,332.99,313.52,294.56,287.93,301.39,323.80,318.60,309.52,312.73,321.36,321.83,317.19,316.75,317.70,315.65,316.81,314.37,313.83,318.92,311.35,317.49,322.57,326.93,333.54,336.42,334.57,323.93,318.48,322.59,321.57,316.32,317.31,324.92,325.67,331.61,323.06
2000-03-30 21:59:45+00:00,L7,357.79,359.15,346.68,322.23,308.35,299.16,314.27,341.52,334.02,319.66,323.96,336.45,337.64,336.13,340.32,338.50,340.92,336.25,337.84,337.35,340.69,339.62,337.86,335.99,343.59,355.86,363.87,374.72,371.46,373.80,374.37,367.53,357.18,355.96,353.90,352.08,366.40,360.45
