,dates,per0135-0000,per0135-0001,per0135-0002
77,1993-09-29 14:33:14+00:00,,,
78,1993-10-06 14:39:23+00:00,204.22370271022038,,141.88607331540334
79,1993-10-15 14:33:08+00:00,,,
80,1993-10-31 14:33:02+00:00,,,
81,1994-01-19 14:32:15+00:00,,,
82,1994-02-04 14:32:07+00:00,,,
83,1994-03-08 14:31:39+00:00,,,120.47599959914055
84,1994-03-24 14:31:25+00:00,,,
85,1994-04-16 14:37:10+00:00,,,107.6102588951096
86,1994-04-25 14:30:50+00:00,,,117.91490970555222
87,1994-05-27 14:30:15+00:00,,,
88,1994-06-12 14:29:56+00:00,,254.49708921241955,
89,1994-06-28 14:29:33+00:00,,,
90,1994-07-30 14:28:39+00:00,,,176.5232144954816
91,1994-08-15 14:28:15+00:00,,,
92,1994-09-16 14:27:28+00:00,,,
93,1994-10-02 14:27:00+00:00,,,
94,1994-10-18 14:26:30+00:00,,,
95,1994-12-21 14:24:24+00:00,,,
96,1995-02-14 14:28:30+00:00,,,140.1279245440582
97,1995-04-03 14:26:34+00:00,227.41125947634214,,150.84118567207517
98,1995-07-08 14:22:15+00:00,217.59972880972015,,
99,1995-08-02 14:14:57+00:00,,247.6130841182241,152.70685760669102
100,1995-09-03 14:13:28+00:00,,,
101,1995-10-21 14:10:58+00:00,,,
102,1995-11-22 14:10:38+00:00,,,
103,1996-02-26 14:17:09+00:00,,,136.61560290618354
104,1996-03-04 14:23:47+00:00,,,146.89492470070672
105,1996-03-20 14:24:50+00:00,183.73187775518653,,143.3886308922095
106,1996-04-05 14:25:50+00:00,,,125.62666948838034
107,1996-04-14 14:20:13+00:00,,,122.41805499700561
108,1996-05-16 14:22:06+00:00,,,
109,1996-06-01 14:23:00+00:00,,,
110,1996-06-17 14:23:53+00:00,,,
111,1996-07-03 14:24:43+00:00,,275.16648757424207,
112,1996-07-19 14:25:34+00:00,,,
113,1996-08-04 14:26:25+00:00,,,
114,1996-08-20 14:27:14+00:00,,,
115,1996-09-05 14:28:08+00:00,,,
116,1996-10-23 14:30:40+00:00,,,
117,1996-11-08 14:31:26+00:00,,,
118,1996-11-24 14:32:10+00:00,,,
119,1996-12-26 14:33:42+00:00,,134.59286735725576,
120,1997-01-18 14:40:58+00:00,168.9490721687159,151.9449345401988,163.36529775036968
121,1997-02-03 14:41:41+00:00,189.923015289792,174.8433367438984,172.05830784082025
122,1997-02-12 14:35:53+00:00,168.45894684480191,158.6833533634698,152.60648041915601
123,1997-03-16 14:37:10+00:00,,191.53453294331882,
124,1997-04-01 14:37:46+00:00,,,
125,1997-06-04 14:40:02+00:00,,,
126,1997-07-06 14:41:07+00:00,,,
127,1997-07-22 14:41:40+00:00,,,
128,1997-08-23 14:42:42+00:00,,,
129,1997-09-15 14:49:32+00:00,185.94842188117832,153.35248737073522,149.4701569662344
130,1997-09-24 14:43:37+00:00,,130.73689526114737,146.02915518603862
131,1997-10-10 14:44:04+00:00,159.1166941003146,,
132,1997-10-26 14:44:30+00:00,,,
133,1997-12-13 14:45:41+00:00,,,
134,1998-03-19 14:47:36+00:00,,,
135,1998-04-11 14:54:04+00:00,184.14969082412716,145.5381699963631,140.57806967710636
136,1998-04-27 14:54:16+00:00,,,
137,1998-06-23 14:48:54+00:00,,,
138,1998-08-10 14:49:22+00:00,,,
139,1999-01-01 14:50:02+00:00,,,
140,1999-01-08 14:56:10+00:00,,,
141,1999-01-24 14:56:10+00:00,160.7030059264783,145.63452497447204,152.84696287023166
142,1999-02-02 14:50:03+00:00,,,
143,1999-02-09 14:56:19+00:00,160.3394340071124,155.36750286760173,147.6362456140818
144,1999-02-18 14:50:12+00:00,161.2983119568424,157.8826419194924,150.5891638198559
145,1999-02-25 14:56:22+00:00,164.1891062941952,156.97722380466635,152.23510471289683
146,1999-03-06 14:50:05+00:00,,,
147,1999-03-22 14:49:51+00:00,,192.11167509843193,169.81215209773526
148,1999-04-07 14:49:38+00:00,168.56534647134015,168.0967134195418,178.10603651242633
149,1999-04-23 14:49:40+00:00,165.4737851296378,135.32710044410015,130.34275074163077
150,1999-05-09 14:49:33+00:00,,,
151,1999-05-16 14:55:35+00:00,,,
152,1999-05-25 14:49:08+00:00,,,
153,1999-06-26 14:48:48+00:00,,,
154,1999-07-12 14:48:40+00:00,,,
155,1999-07-28 14:48:39+00:00,,,
156,1999-10-08 15:03:59+00:00,,,
157,1999-11-25 15:03:43+00:00,,,
158,1999-12-11 15:03:53+00:00,,,
159,2000-01-04 14:46:01+00:00,,119.45538839536486,122.27332386278323
160,2000-02-13 15:03:40+00:00,153.74847751047366,156.42355291246346,143.60043199647163
161,2000-02-21 14:44:34+00:00,120.12132598803873,135.53545468272483,118.12439024561378
162,2000-03-16 15:03:31+00:00,147.12793558015522,144.78497139089149,145.2147880462732
163,2000-03-31 14:51:32+00:00,167.00317608291596,135.6493488076897,124.2985077346531
164,2000-04-01 15:03:27+00:00,174.14788644081295,151.3697845939361,125.55565397357239
165,2000-04-08 15:09:31+00:00,195.47655269255316,158.63486383125516,126.48458628075149
166,2000-04-25 14:46:07+00:00,159.4480381084796,134.22042946292407,145.65200280058406
167,2000-05-03 15:03:12+00:00,163.11151316957432,152.14562005113714,131.11014733974469
168,2000-05-11 14:46:40+00:00,,,
169,2000-06-04 15:02:49+00:00,,,
170,2000-07-14 14:47:57+00:00,,,
171,2000-08-07 15:02:02+00:00,,,
172,2000-08-15 14:48:35+00:00,,,
173,2000-08-23 15:01:56+00:00,,,
174,2000-09-24 15:01:24+00:00,215.30967788790713,155.47749495780255,126.56174834175124
175,2000-10-10 15:01:17+00:00,188.00976720209758,,
176,2001-01-30 15:01:27+00:00,,,
177,2001-02-15 15:01:22+00:00,152.5370713678551,158.55842607595568,129.45786026938507
178,2001-02-22 15:07:30+00:00,174.08857136751806,175.97559102581877,162.87674149916333
179,2001-03-11 14:51:03+00:00,144.27223183177165,156.5246627003044,143.39830799451477
180,2001-04-03 14:57:08+00:00,,151.30634719172193,134.75394113585452
181,2001-04-04 15:00:59+00:00,,,
182,2001-04-28 14:51:06+00:00,,,
183,2001-05-06 15:00:59+00:00,,,
184,2001-05-22 15:00:47+00:00,,,
185,2001-05-30 14:51:16+00:00,,,
186,2001-07-09 15:00:19+00:00,,,
187,2001-07-25 15:00:11+00:00,,,143.14264922531396
188,2001-08-18 14:51:14+00:00,,,
189,2001-09-03 14:51:07+00:00,,,
190,2001-09-11 14:59:31+00:00,,,
191,2001-10-29 14:59:14+00:00,,,
192,2001-11-22 14:50:29+00:00,184.68358749727244,147.255673265169,131.46668574000876
193,2002-01-08 15:05:52+00:00,154.82538537343663,,
194,2002-01-09 14:50:00+00:00,165.4188992220286,148.39954940351151,135.05695381222137
195,2002-01-17 14:59:45+00:00,156.70128192302082,159.65916458421856,130.82372386494666
196,2002-02-02 14:59:47+00:00,,,
197,2002-02-09 15:06:02+00:00,174.69352297269825,166.17035568873143,159.16852743570715
198,2002-02-10 14:49:36+00:00,,,
199,2002-02-18 14:59:47+00:00,195.16748382038105,166.41578791389588,151.97228239073434
200,2002-02-26 14:49:14+00:00,,,
201,2002-03-06 14:59:52+00:00,155.11544043721955,155.10178341735175,148.51397061820688
202,2002-03-29 15:05:56+00:00,174.3755727068576,150.84394734727334,149.88179503505376
203,2002-04-07 14:59:45+00:00,191.67840474558835,151.2202519969071,159.40592611200336
204,2002-05-09 14:59:45+00:00,193.22191261549483,153.35841769536285,133.53268275228135
205,2002-06-01 15:05:45+00:00,,,
206,2002-06-10 14:59:29+00:00,,,
207,2002-07-12 14:59:20+00:00,,,
208,2002-07-28 14:59:11+00:00,,,
209,2002-11-17 14:58:58+00:00,,,
210,2003-01-04 14:59:16+00:00,,,
211,2003-01-27 15:05:37+00:00,178.64518838866485,,
212,2003-02-05 14:59:34+00:00,198.1156226400621,172.3522918281643,165.02387306136683
213,2003-02-21 14:59:37+00:00,177.31062805429747,168.12573996583797,155.42085476366347
214,2003-02-28 15:05:49+00:00,216.14641047918093,172.73063534474437,169.69782224448343
215,2003-04-01 15:05:51+00:00,179.54148131379466,163.67003216881443,163.1125456096854
216,2003-04-10 14:59:42+00:00,193.2753617316091,158.430188265046,147.71930086927262
217,2003-05-12 14:59:40+00:00,,,164.29769731676953
218,2003-05-28 14:59:39+00:00,,185.18831913765138,
219,2003-07-07 14:47:14+00:00,,,
220,2003-07-23 14:47:30+00:00,,,
221,2003-08-08 14:47:47+00:00,,,
222,2003-08-24 14:48:05+00:00,,,
223,2003-09-09 14:48:21+00:00,,,
224,2003-10-11 14:48:47+00:00,,,
225,2003-10-26 15:05:30+00:00,194.28189338936164,160.4525668624285,131.02268726763413
226,2003-10-27 14:48:59+00:00,,,
227,2003-11-19 14:55:30+00:00,,,
228,2003-12-06 14:59:39+00:00,,,
229,2003-12-22 14:59:48+00:00,,,
230,2004-01-15 14:49:42+00:00,,,
231,2004-01-23 14:59:59+00:00,195.12239019943416,,
232,2004-01-31 14:49:48+00:00,177.5061962355207,165.02073919127315,156.63725563661887
233,2004-02-08 15:00:03+00:00,139.15161857846073,,175.03515082571383
234,2004-02-23 14:56:06+00:00,171.72609287054783,159.9232230121865,146.04474873389583
235,2004-02-24 15:00:02+00:00,,,
236,2004-03-03 14:49:57+00:00,,,
237,2004-03-11 15:00:11+00:00,177.8404719231538,169.53520518348745,
238,2004-03-19 14:50:03+00:00,,,
239,2004-04-04 14:50:18+00:00,,,
240,2004-04-12 15:00:08+00:00,,,
241,2004-05-06 14:51:14+00:00,,,
242,2004-05-22 14:51:41+00:00,,,
243,2004-06-07 14:52:10+00:00,,,
244,2004-06-15 14:59:57+00:00,,,
245,2004-07-17 14:59:54+00:00,,,
246,2004-07-25 14:53:30+00:00,,,
247,2004-08-10 14:53:49+00:00,,,
248,2004-09-11 14:54:41+00:00,,,
249,2004-09-19 14:59:34+00:00,,,
250,2004-11-05 15:02:03+00:00,,,
251,2004-11-14 14:55:59+00:00,,,
252,2004-11-22 14:59:58+00:00,,,
253,2004-12-07 15:02:40+00:00,200.84693468839902,189.5389395907016,
254,2004-12-08 15:00:07+00:00,,,
255,2004-12-24 15:00:14+00:00,,,
256,2005-01-09 15:00:20+00:00,197.99734648656812,180.69858273260792,177.66529787088882
257,2005-01-24 15:03:22+00:00,,,
258,2005-01-25 15:00:20+00:00,193.39692916242277,,
259,2005-02-02 14:57:17+00:00,,,
260,2005-02-10 15:00:31+00:00,,,
261,2005-02-18 14:57:34+00:00,207.2278612453118,186.7479738921939,178.46989120047937
262,2005-03-05 15:06:49+00:00,,,
263,2005-03-22 14:57:58+00:00,187.5743413448492,175.5341351241625,168.71903515320912
264,2005-03-29 15:04:11+00:00,186.58897817283926,170.90922455897237,164.7352902825462
265,2005-03-30 15:00:37+00:00,,,
266,2005-04-07 14:58:02+00:00,178.16090892236605,159.97544830893938,160.86259949374926
267,2005-04-14 15:04:14+00:00,182.37888979110923,162.4658185301096,163.86970455102124
268,2005-04-15 15:00:30+00:00,,,
269,2005-04-23 14:58:06+00:00,185.37129241891978,172.35255077111043,169.44690340070676
270,2005-04-30 15:04:20+00:00,187.81242392749363,168.16414580003578,168.4205144795793
271,2005-05-01 15:00:32+00:00,180.89518720906017,168.84389072484652,204.80909205616928
272,2005-05-17 15:00:33+00:00,,,
273,2005-06-10 14:58:28+00:00,,,
274,2005-06-18 15:00:23+00:00,197.0883236523499,148.81132563315697,173.66289067002913
275,2005-11-24 15:05:44+00:00,,,
276,2005-12-11 15:00:34+00:00,202.77776496186704,,189.9764871362493
277,2006-01-27 15:07:14+00:00,204.39930983233415,184.5416433775138,176.04722468798496
278,2006-01-28 15:00:55+00:00,,,
279,2006-02-12 15:07:36+00:00,,,139.58760449183802
280,2006-02-13 15:01:00+00:00,,,
281,2006-02-21 15:01:37+00:00,,,
282,2006-03-09 15:01:57+00:00,222.99014811953128,179.8269060259715,174.06032071030637
283,2006-03-17 15:01:03+00:00,235.1496683614434,197.35690939026233,205.46193134873127
284,2006-04-02 15:01:01+00:00,,,
285,2006-04-10 15:02:33+00:00,,,
286,2006-04-25 15:07:09+00:00,218.14462267809688,,
287,2006-04-26 15:02:48+00:00,203.6214665968381,,
288,2006-05-03 15:09:05+00:00,185.78952604802623,,
289,2006-05-04 15:01:00+00:00,,,
290,2006-05-20 15:01:01+00:00,,,
291,2006-06-05 15:00:59+00:00,,,
292,2006-06-13 15:03:30+00:00,,,
293,2006-06-29 15:03:45+00:00,,,
294,2006-07-07 15:00:48+00:00,,,
295,2006-07-15 15:03:59+00:00,,,
296,2006-07-31 15:04:11+00:00,,,
297,2006-08-24 15:00:35+00:00,,,
298,2006-09-17 15:04:47+00:00,,,
299,2006-10-19 15:05:08+00:00,,,
300,2006-10-26 15:11:23+00:00,,,
301,2006-11-04 15:05:17+00:00,,,
302,2006-12-30 15:01:09+00:00,,,
303,2007-01-07 15:05:47+00:00,,,
304,2007-01-31 15:01:17+00:00,207.6972056655277,189.95459706722104,192.95348534265662
305,2007-02-15 15:12:06+00:00,214.76089782221442,201.70758138996848,203.29397699326773
306,2007-02-24 15:05:55+00:00,,,
307,2007-03-03 15:12:06+00:00,196.72753854040442,199.35994998491816,201.41148048680952
308,2007-03-04 15:01:27+00:00,,,
309,2007-03-12 15:05:53+00:00,,,
310,2007-03-19 15:12:03+00:00,202.48751271104763,186.05004760937695,187.6503599246014
311,2007-03-20 15:01:29+00:00,,,
312,2007-03-28 15:05:50+00:00,184.7116311189467,174.18429494871222,178.72978857179058
313,2007-04-05 15:01:28+00:00,,,
314,2007-04-13 15:05:45+00:00,,,
315,2007-04-20 15:11:53+00:00,204.41696306342106,151.4114664212072,
316,2007-04-21 15:01:26+00:00,194.9094904919209,156.9100418386766,139.59547104538956
317,2007-04-29 15:05:38+00:00,,,
318,2007-05-07 15:01:22+00:00,,157.61619523924637,162.20292126748848
319,2007-06-16 15:04:58+00:00,,,
320,2007-06-24 15:01:12+00:00,,,
321,2007-07-18 15:04:35+00:00,,,
322,2007-08-11 15:01:00+00:00,,,
323,2007-12-01 15:01:11+00:00,201.02782921761377,194.54451907012538,188.01281243738703
324,2007-12-17 15:01:16+00:00,,,
325,2008-02-02 15:07:56+00:00,189.11085864691938,173.47498137602562,174.06110712454227
326,2008-02-10 15:07:25+00:00,210.37854256822678,187.95752001125746,
327,2008-03-05 15:07:21+00:00,,,
328,2008-03-06 15:01:07+00:00,,,
329,2008-03-30 15:00:38+00:00,207.7664741986771,160.93677860557648,158.93003081574022
330,2008-04-07 15:01:05+00:00,216.19653408300974,169.85880706906056,167.0372530409233
331,2008-04-15 15:00:16+00:00,,,
332,2008-04-23 15:01:03+00:00,,,
333,2008-05-09 15:00:58+00:00,,,
334,2008-06-17 15:06:50+00:00,,,
335,2008-06-25 15:04:31+00:00,,,
336,2008-06-26 15:00:34+00:00,,,
337,2008-07-12 15:00:22+00:00,,,
338,2008-07-19 15:06:28+00:00,,,131.52141826951834
339,2008-07-20 14:57:38+00:00,,,
340,2008-08-21 14:56:43+00:00,,,
341,2008-10-08 14:55:16+00:00,,,
342,2008-11-01 14:59:54+00:00,,152.20959525115427,
343,2008-11-09 14:54:04+00:00,239.28746834971622,,
344,2008-11-17 15:00:08+00:00,,,161.28996476252175
345,2008-12-27 14:55:32+00:00,,,
346,2009-01-20 15:00:40+00:00,205.52001930742148,191.09307655341598,191.33864276608426
347,2009-02-04 15:02:44+00:00,187.55770139784607,174.1978913474544,178.17214114268904
348,2009-02-05 15:00:45+00:00,,193.74709107768336,194.79991193524182
349,2009-02-21 15:00:55+00:00,,,
350,2009-02-28 15:07:10+00:00,183.83772140641028,168.3219313360932,167.67490882103252
351,2009-03-17 14:57:32+00:00,,,
352,2009-03-25 15:01:10+00:00,,,
353,2009-04-02 14:57:53+00:00,157.64946722176776,150.0888072860369,148.4756332879772
354,2009-04-26 15:01:20+00:00,,,
355,2009-05-04 14:58:30+00:00,,,
356,2009-05-12 15:01:23+00:00,,,
357,2009-05-20 14:58:48+00:00,,,
358,2009-05-28 15:01:23+00:00,,,
359,2009-06-05 14:59:04+00:00,,,
360,2009-06-13 15:01:22+00:00,,,
361,2009-06-21 14:59:23+00:00,,,
362,2009-07-07 14:59:40+00:00,,,
363,2009-07-23 14:59:56+00:00,,,
364,2009-08-08 15:00:10+00:00,,,
365,2009-09-17 15:01:06+00:00,,,
366,2009-11-19 15:07:30+00:00,205.95701366036852,197.8439314857089,
367,2010-01-07 15:02:21+00:00,,,
368,2010-01-30 15:08:51+00:00,216.7521126116596,192.87447381839183,183.89400678646092
369,2010-01-31 15:01:48+00:00,201.85404457208134,177.17476877005953,167.5559628836126
370,2010-02-08 15:02:47+00:00,,,
371,2010-02-16 15:01:51+00:00,165.13132423389158,150.15094231486745,150.2470571230172
372,2010-03-12 15:03:04+00:00,,,
373,2010-03-28 15:03:08+00:00,,,188.90195841666437
374,2010-04-13 15:03:10+00:00,,,
375,2010-04-29 15:03:08+00:00,,,
376,2010-05-14 15:07:55+00:00,161.43475627977642,155.76554782028728,153.71123618289096
377,2010-05-15 15:03:04+00:00,,,179.6358818478545
378,2010-07-02 15:03:09+00:00,,178.6433691995635,
379,2010-09-04 15:03:14+00:00,,,
380,2011-01-01 15:10:18+00:00,,,
381,2011-02-02 15:10:31+00:00,178.26197997429625,160.49169276034905,150.3307962203102
382,2011-02-11 15:04:22+00:00,185.40809452690456,,
383,2011-05-02 15:04:34+00:00,,,
384,2011-05-26 15:00:27+00:00,,,
385,2011-06-03 15:04:33+00:00,,,
386,2011-06-19 15:04:31+00:00,,,
387,2011-06-26 15:10:39+00:00,177.54132454589083,,
388,2011-07-05 15:04:28+00:00,,,
389,2011-09-15 14:59:27+00:00,,,
390,2011-12-12 15:04:43+00:00,231.46502880684488,,
391,2011-12-28 15:04:55+00:00,,,
392,2012-01-04 15:11:09+00:00,209.24059114426478,195.42363099799576,192.0504124206966
393,2012-01-29 15:04:59+00:00,209.59781544712612,197.16047338758028,
394,2012-02-14 15:05:04+00:00,,,
395,2012-03-01 15:05:04+00:00,197.10247274401473,185.59014902269223,182.71747405556766
396,2012-03-17 15:05:04+00:00,,183.32175098731574,183.16366573816398
397,2012-03-24 15:11:15+00:00,,,
398,2012-04-02 15:05:03+00:00,198.09639450677477,181.76654905709046,181.47714297870556
399,2012-04-18 15:05:02+00:00,169.30369852127666,153.65819198517843,154.7732301105751
400,2012-04-25 15:11:26+00:00,,163.10959731144936,165.0328058556063
401,2012-05-04 15:05:29+00:00,,,
402,2012-05-20 15:05:37+00:00,,,
403,2012-06-05 15:05:15+00:00,,,
404,2012-06-21 15:05:24+00:00,,,
405,2012-07-07 15:05:37+00:00,,,163.28530331863192
406,2012-10-27 15:06:47+00:00,194.8462343391294,182.51378030823201,184.24983003688288
407,2012-11-12 15:06:52+00:00,,,
408,2012-12-30 15:07:06+00:00,198.03621744430768,184.7473045191261,186.50092367856075
409,2013-01-31 15:07:09+00:00,190.57226451031002,170.66746101762035,166.22818387441663
410,2013-02-16 15:07:08+00:00,,,187.61484672728696
411,2013-04-05 15:06:59+00:00,,169.16696491577278,169.465642126298
412,2013-04-13 15:12:45+00:00,155.57061908333543,150.33829257846622,132.48291503578653
413,2013-05-07 15:06:50+00:00,,168.12177754411817,
414,2013-07-02 15:12:55+00:00,,,
415,2013-07-18 15:12:55+00:00,,,
416,2013-07-26 15:06:14+00:00,,,
417,2013-08-03 15:12:57+00:00,,,
418,2013-08-10 15:19:08+00:00,,,
419,2013-08-11 15:06:10+00:00,,140.09235394537382,
420,2013-08-27 15:06:21+00:00,,,
421,2013-10-14 15:06:57+00:00,,166.05429071458963,164.45032980362396
422,2013-10-30 15:07:01+00:00,,,
423,2013-12-08 15:13:29+00:00,,181.9555981541655,192.64780685599976
424,2013-12-17 15:07:15+00:00,,,
425,2013-12-25 15:12:23+00:00,219.47006298449782,195.87853650407942,193.984051900098
426,2014-01-02 15:07:23+00:00,,,
427,2014-01-17 15:18:16+00:00,203.98367883547894,188.6083025186247,191.02035554806048
428,2014-01-26 15:12:04+00:00,,,
429,2014-02-19 15:07:38+00:00,199.66453672498812,181.76314859807007,181.00853484903456
430,2014-02-26 15:13:50+00:00,,,
431,2014-02-27 15:11:37+00:00,212.93287678286632,201.91854746759304,198.79207189142898
432,2014-03-07 15:07:45+00:00,208.11881396324912,,
433,2014-03-23 15:07:52+00:00,,,
434,2014-03-31 15:11:10+00:00,203.03610591251444,186.45370324954996,191.07598242873587
435,2014-04-08 15:07:55+00:00,,,
436,2014-04-16 15:10:53+00:00,,,
437,2014-04-23 15:16:59+00:00,187.48703442618597,168.86224705087332,177.6888965645467
438,2014-04-24 15:08:08+00:00,214.2648021643883,172.0274993491795,170.27626708649407
439,2014-05-02 15:10:39+00:00,,,
440,2014-05-09 15:16:44+00:00,325.1622320574643,,
441,2014-05-10 15:08:13+00:00,389.40843704116355,176.9207163484076,183.72349453281387
442,2014-05-18 15:10:28+00:00,394.56818425084145,,
443,2014-06-11 15:08:21+00:00,371.79675139330516,,
444,2014-06-19 15:10:40+00:00,,,184.83851983592666
445,2014-07-21 15:10:49+00:00,383.2407563260702,,
446,2014-07-29 15:08:34+00:00,,,
447,2014-09-23 15:11:02+00:00,318.29705474450515,,
448,2014-10-01 15:08:49+00:00,328.1510082754104,,
449,2014-10-09 15:11:09+00:00,,,
450,2014-10-17 15:08:57+00:00,,170.7609173001482,162.4884347500883
451,2014-11-10 15:11:11+00:00,305.0612629994391,,
452,2014-11-18 15:09:11+00:00,,152.3724484046112,203.37155954036942
453,2014-11-26 15:11:08+00:00,,178.7258624030767,181.2748747763919
454,2014-12-04 15:09:20+00:00,,,
455,2014-12-11 15:15:33+00:00,,172.19362698375792,170.7607434065556
456,2014-12-12 15:11:01+00:00,281.40293991689055,144.26848429137604,
457,2014-12-20 15:09:29+00:00,,,
458,2014-12-27 15:15:39+00:00,,,
459,2014-12-28 15:11:00+00:00,315.5614605420862,172.75403786018768,
460,2015-01-05 15:09:30+00:00,,,
461,2015-01-13 15:10:59+00:00,208.343826418326,201.69136839856623,
462,2015-01-29 15:10:54+00:00,198.90411189864656,177.63312497157082,176.75437955552638
463,2015-02-05 15:17:03+00:00,200.3866543287266,182.85101627204756,183.45778809173538
464,2015-02-06 15:09:38+00:00,196.83475179805032,182.89892616291075,183.21048825858975
465,2015-02-14 15:10:45+00:00,189.93088203045363,171.4452545537634,177.76612880175966
466,2015-02-21 15:16:56+00:00,,,
467,2015-02-22 15:09:45+00:00,,,
468,2015-03-10 15:09:50+00:00,,,
469,2015-03-17 15:16:07+00:00,,,
470,2015-03-18 15:10:32+00:00,194.6753939780478,184.779030116041,182.9669396918892
471,2015-03-25 15:16:39+00:00,216.15892930794647,177.65305189831315,167.56802926928606
472,2015-03-26 15:10:00+00:00,193.49203094189556,146.64531797885618,
473,2015-04-03 15:10:19+00:00,178.45854242535603,,
474,2015-04-10 15:16:30+00:00,,,
475,2015-04-19 15:10:19+00:00,,,
476,2015-04-27 15:10:14+00:00,,,
477,2015-05-05 15:10:05+00:00,153.26863915357558,154.96865080803911,
478,2015-05-12 15:16:10+00:00,142.55903253319616,127.13463015349065,
479,2015-05-13 15:10:22+00:00,,,
480,2015-05-21 15:10:00+00:00,,,
481,2015-05-29 15:10:26+00:00,,,
482,2015-07-16 15:10:41+00:00,,,
483,2015-09-02 15:10:47+00:00,,,
484,2015-11-05 15:11:28+00:00,,,
485,2015-11-13 15:11:03+00:00,107.25235035999799,,
486,2015-12-15 15:11:05+00:00,,,168.24606103791285
