,dates,nzd0468-0001,nzd0468-0002,nzd0468-0003,nzd0468-0004,nzd0468-0005,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0013,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0076,nzd0468-0077,nzd0468-0078,nzd0468-0079,nzd0468-0080,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,nzd0468-0000
0,1999-08-26 22:07:08+00:00,146.81297690218398,160.0033817988602,168.52205439969475,155.29520007585592,130.00008211634582,139.64642843752176,,148.9574336040244,157.53105684869473,159.906412624804,,157.63240978023194,152.22489454479623,,159.30358240570632,,150.1142802482595,,,164.4390365809982,,,155.89005938886143,159.07501849306686,162.8986673533075,,165.21725771699988,,,,171.13941811967908,,,164.1454031851267,168.63772533142404,,,167.97939977643603,,,154.5670842234565,151.59076006785642,,,163.3070010157377,,,182.28219210880667,171.90226647565495,161.0972854258931,,160.67229390348874,160.46464713450098,,142.45100162022544,,156.58083518385195,,154.9574595797435,155.72786990007936,,156.67716041116643,157.81080445253033,145.42405592100977,,,158.3704150998536,,,,157.79663687089632,163.70482942352245,166.42910889779733,,165.443586870176,158.81542601863262,,155.14537996515716,151.960655452656,,,157.75799876497013,,,156.21887289892476,145.14865384786629,,,144.0453915761342,135.1130506596387,,139.62970676737007,124.11957531776673,,,134.1264953084147,,,126.75782065241495,,138.5172269526924,133.90096992591697,124.97004912791925,,,136.7682464117424,135.37125594592416,,131.97269645294682,,,,140.9889801534885,,,132.35861353925802,124.96733852004806,,125.22706607183693,,,130.70545477209353,,119.27909368748135,125.67578056733657,,,141.42954623908938
1,1999-09-27 22:07:12+00:00,163.92111838316376,155.75140261985533,163.3153302331635,148.55643856906588,149.47872337825743,156.8214484451989,,,164.98708897548414,165.28525923824952,,,169.42136147781528,166.8983178501626,,,162.3214653490643,,,163.23915314450866,,,164.633593185252,170.63482108000403,,,174.95042386515232,,165.85284818843266,,171.22172660630775,,,169.85948582440957,,164.95805913708426,,165.90644084850004,,168.0786387455243,171.01340891944034,,,,179.41998863488573,,180.32735057634423,182.73239870607927,176.2544761070986,,,168.47154485457384,,,160.84525911606465,,,177.88385435349213,174.55097873778507,,,,,,,,,,,,,171.5462274784889,163.83593329845132,,,163.642500363408,,161.744849811306,165.87306795693968,,,165.78838163554713,,,156.19078971276534,158.45862868211137,,,,,,149.5376145772317,140.11694959679545,,148.15321842636797,131.52679430391404,,,143.67014342698047,,,,145.33829737919697,,,141.44717622650202,,,147.5582775434622,,142.9972535269257,,140.4778919794135,,,145.25888010779047,,,143.9402524435059,,,144.29979812360043,145.7449532774572,143.09995136401346,,136.86439348608448,,
2,1999-10-13 22:07:12+00:00,182.30339848795322,180.802488248544,181.06066800456543,181.54056466535573,184.90712189244346,184.0567274354193,,,191.1081101677301,192.4987097634261,,,186.54229239294304,,,189.12414271894107,176.46628991658795,,180.88174835730433,190.14411814768465,,195.18351264077552,193.16352010957834,198.67653651927662,,,191.67233948471713,,,190.41833864662124,187.38910699024075,,,189.96165300055625,,,,193.0817102495431,,,181.98102680746572,184.37486472730401,,,191.3850956663128,,,204.67727156686394,,,,182.44895767916992,,,177.9631129941516,180.77637932810123,,,186.5089004441189,,,186.25359093415466,182.76065154721934,176.9393694680092,,,180.21237322111864,,,,178.58932747023096,182.52164923103442,182.61375179827002,,,177.96742643924458,,171.01716987745777,172.25752883378348,,,171.7719200871541,175.05039606381325,,174.30799548565787,172.14519331964786,,,162.60668790700967,,,155.8846741429605,158.34232364424577,,,155.85760794451417,,,157.58405995275328,157.46922724037228,,,157.3922430532387,159.79393814794423,,160.94441408243625,,,155.0767944081482,158.8332342861648,,,161.92456540495402,,,160.81336516450116,,,153.66488144966706,153.40316911062766,,,152.06216342974884,,,151.5823480920324,161.36891976810372,
3,1999-12-16 22:07:09+00:00,187.4104170904467,193.40324897490567,186.98294040230414,183.42706786803174,185.8518609612297,187.78461484493047,181.30983175850614,,183.45184745634896,190.3608422409149,190.10994660768912,,191.56189233948837,196.84308198183183,189.77681751633008,185.76566710451326,188.7244569787601,,,188.76028439856813,,,189.1614379128236,189.21427980318387,,,193.7721285850071,,196.85790971077566,195.66090374920077,193.81817132932989,,,186.4109707249754,,,,186.25088315649182,,,183.2546255018286,188.2467980317147,,,196.39636912589705,,,204.81377909458604,196.37368776295682,191.20047245953194,178.55411599765546,176.20295631243178,,,183.36598182841215,,,,192.91703514202365,,,185.62039919509039,182.51822787372598,170.0747359539496,,,178.81361055656657,,,,187.6786878591886,186.56918735415846,187.194498364092,,,182.21912920208914,,174.17725657526188,162.10352297148435,,,170.95906902217476,,,168.1842742404588,172.2746699774046,,163.54405722258284,165.24325234306647,,,157.3439894103123,160.19037996003976,156.78681461328247,,154.98956853523163,,,153.8406114957074,,,,160.11952483021443,,,156.6356383825991,,,161.41975319098233,161.21074945557817,,,162.66659421755404,,161.30381716381177,155.83007618472905,,,158.32909605044975,153.6212919286379,,153.20166646997248,155.1060433586671,,157.18281930614145,155.87541305119268,,
4,2000-05-08 22:06:20+00:00,184.43908369817387,188.64137269743983,197.4803621258797,176.19005951575693,186.16377408083727,176.10678812918627,,,184.92373797348347,187.45756159027243,187.16129832052067,,191.79430952263263,,,187.85098327048368,188.33270760289054,,,186.3711557185184,,,185.92135950326664,190.93584920203386,,,184.68363390595624,,,,186.05499659388028,,,188.15688725756914,,,187.66315656986595,189.25345078804074,,,187.67866939484344,,,185.71424050057828,191.25036400452538,,,204.49306548765583,195.8651151142257,,182.03898178765587,182.86413133515083,,,182.38944670274049,183.0335227482625,182.19295986822328,,188.99835934540386,,,184.13782629908175,180.39876574949074,175.2727292354592,,,179.85238443310337,,,,189.63987605211233,183.5069496290097,184.18560726394767,,,180.75029124923762,,171.66432985681925,169.92568826717175,168.79557297023285,171.33811799703625,175.2712346029718,,,175.13719447114443,170.66476356691203,,,159.19251797801337,,,157.27025917162106,155.61180091456583,,,153.14266254065436,,,153.35639588383253,,,,151.2991420298971,,,151.71744779602048,,,154.9564189517089,161.53388031442785,,156.7208934424903,159.15962277742162,,158.41623148181742,158.36493137156975,,,154.4623977518223,150.94394158338798,,148.1522768418269,141.91222484849595,,,147.53001120606575,,
5,2000-06-25 22:05:55+00:00,186.2778557122152,187.3436870876569,179.22403152500831,184.06625649744225,182.04713199673586,184.28453930310712,,,199.60468509575398,197.33499880091892,,,196.88775803137275,,188.70268187742266,189.3455309584309,185.27245786595253,,184.6354736940379,188.79888164961523,,,187.48963572368618,196.43558746379108,,,204.21063651085146,,,195.68747620946232,192.67132445857726,,,191.358812109143,,,,189.00955089086855,,,193.4415551798814,,,,198.41607506487296,,,201.25359564264062,200.86802395054514,192.90807923072333,,181.48332304366295,,185.18332290946535,187.1439914407288,,,,192.3369480112093,,,185.9532416604756,183.76823606147693,177.53012168603303,,,181.276630919077,,,,191.34263486769228,192.6182871347311,186.15530496013164,,,181.22475795516405,,174.27207354338086,175.14557445236943,,,176.14544999493225,179.92577910091296,,177.4499863543651,173.89582422799728,,,167.09902833826206,,,161.71291602190573,160.5877468461324,,159.38128860454805,158.68035055108905,,,158.73264377773717,,,,162.80832756702583,165.4996967514848,,158.92998505779516,162.7510722192176,,161.70026892207562,163.7303385648318,,159.54725913451475,161.81429240754795,,158.79351795236445,159.16480589688905,,,157.63885123117205,158.35619964597058,,,153.17752342306977,,,155.3320372406366,,
6,2000-07-11 22:05:41+00:00,163.17479862237303,162.1428978297803,163.8781547371527,149.94955832126348,165.5531500599608,164.93916968966212,,,168.26564059723026,162.99029167751337,,,171.61507352424215,,165.06409937627018,,163.76568198363086,,,159.7057095218677,,,171.48398724060561,155.20970585503025,,,153.4386934211742,,,,166.25543949227847,,,170.242631151521,,171.46652162957614,167.7646278096523,164.87652821795336,159.00248451076982,,167.56451347240127,156.69807890793987,,163.99056981828303,172.35762032364715,,,178.78899392045392,177.1859054053881,,,160.85311432150272,,,141.2878787833061,162.4177398731407,,162.43458629897202,161.11081522242645,,,160.5111766019102,162.98065655965988,162.14198527830123,,,157.34934241321434,,,148.92117910572924,159.2901580215637,169.10812182847602,170.26367698866233,168.57527455234742,,158.58355628880534,,160.7921600007366,154.99398793315316,,150.98389263280433,152.0743504685562,,,147.48492813804674,153.73491338393058,,,141.64939086264337,141.04474837570785,144.11499051196932,140.29097040467252,144.37805097568693,135.1379296032209,,130.6442121983582,,,133.1948391499859,,,145.09566588920757,149.14572394631966,141.46988635314034,,142.20846931078339,140.80118072186318,,142.9430923013832,,,,145.93328448332187,,,145.40531392654293,,,137.42890947269825,,,139.26631127011717,143.0115513701378,,130.48485406169004,,140.71788756170125,
7,2000-07-27 22:05:24+00:00,191.75517990048098,189.39959261859943,184.55504244965297,181.58758321162867,181.7856456345686,179.56497176145726,,,193.12876514195892,194.1049528289105,,,193.40562194626895,193.64824073911814,,186.16996430888912,181.56423670288697,,184.04381893594865,184.4143348340916,,,191.38346315445793,193.31268609465482,190.94413216788038,,190.38568040542205,199.29944224215453,,,190.28272464834978,,,190.14104713627086,,,188.94136408025904,192.47315552069426,,,187.88511860937524,186.36160207801206,,,193.33429054139526,,,200.1174811528558,197.7422421784072,,180.43751682081736,188.349668459403,,,179.96302579933933,184.13170669459964,,,188.10166693950933,182.63851430651658,,179.3433592180325,176.41733210191126,175.93475458612804,,,179.45646847889773,,,,185.3461172214051,181.5016546143492,183.69790266921925,,,180.74793269805556,,175.23266166608732,171.1367530603824,168.97898452636298,,179.83347050819913,,,176.9884101037393,170.17554415249492,,,166.62593009555007,,,158.22985215132707,159.3371253908623,,,158.1015637078142,,,154.7008769229269,,,,161.2815879706706,,,164.76669402855447,162.0642235649795,,160.36954613662564,161.60973016125138,,,160.28868627527706,,,158.5263721630289,,160.95754067052664,163.8919030809037,156.635271607906,,,157.3040595537989,,,156.54571860822622,158.86958186844797,
8,2000-08-12 22:05:17+00:00,188.04445643578583,187.48925162296388,191.71560415791504,178.78361183193613,190.20840711108582,186.27976131710025,,,189.274533737777,191.68527198051316,,,189.67313747284643,189.4100135572378,,187.00715957247624,181.87959386504673,,,191.8913789056123,,,196.81823441554496,196.13329617289335,,,193.4659378060812,195.46814248162627,186.4436928564312,193.46821076545663,184.45128141573366,,,194.79879641420828,,,,197.84789284564528,,,180.43938980623977,,,,195.027754835702,,202.2002174377654,208.83002567719564,,,,192.51184743282045,182.50594761606845,,183.39917872979737,,180.11960128697706,,187.76390899056048,,,188.10538710806142,180.85256558857495,181.73553161570342,,,178.71901462932115,,,,179.93771726429458,187.0937473622709,189.5731068710578,187.81675962686373,186.7303673471841,182.23209795502757,,167.14990606476815,170.22426489657644,,,166.4317698208501,,,175.32008692566706,174.01279708559764,,,164.90258348922384,,160.49163756487818,155.27983618587012,161.14927810616754,,154.09621044203874,153.81450529020643,,,156.59629586541226,,,,157.94115902585875,159.64983410231306,,159.29271600612304,156.0310294227722,,160.04968786428574,160.69985568022742,,,158.55042028962683,,,153.84024511754077,,,157.32544289066837,154.81453654653907,,,153.21334476514173,,153.23747655051977,152.73838185305922,154.75367257896013,
9,2000-12-18 22:04:37+00:00,191.05248368067112,192.97082012443497,188.79075948090374,178.22399535079273,177.17693380830985,172.18803940335798,,180.91588552648668,178.2992223040015,186.45788953989393,189.33037139569973,,190.40248277759514,,,,179.23004296291663,,,185.4277034847107,,,187.75098172268434,189.03302400715228,,,185.09626993463525,,,192.3257736491429,189.339257575237,,,189.8778129489138,,,,185.4610514045106,,,190.67798717500852,,189.34798128214848,189.84668271925347,198.63933773970072,,,201.3575373864539,195.27933002962956,193.67086952405626,184.18645037854137,183.89840456102473,,,186.20944664197606,186.92088132130326,,187.07831211911858,191.01381664852764,,,182.66468675981992,181.07903517726734,175.74417531097905,,,178.54313863264528,,,,183.9714847786924,185.41764291959015,183.86636053361016,,,177.37632076905663,,171.15487685637305,168.10087131496812,,174.59175961652798,177.0416359209215,,,169.07790072887613,171.22184549423278,,165.48186975868762,161.33127771841706,,,158.377706840182,157.42918354001173,158.29402864376777,,155.25852992937817,,150.91919799501449,151.9130563436071,,,154.9568835307808,154.41021752337332,,,156.47529682883572,,,161.1978607361579,,,,157.732578409185,,159.6836902968765,156.0767064751547,158.15519145450668,,153.63475070360204,,,149.566042589451,150.78492780136392,150.77237242453734,,149.6858356979105,,
