,dates,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0021,nzd0237-0022,nzd0237-0023,nzd0237-0024,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055
0,1999-12-25 21:58:52+00:00,121.74924662710322,124.2898306490705,124.42678168885087,118.30658740351583,123.85741443814564,123.31616249135863,115.13068931844248,110.8956325866492,110.3413429764243,99.77580571322423,93.35341909372337,85.95276716286534,86.89887941090072,89.31243202584287,97.24601240054756,103.46368770458695,96.62511027271891,92.56080357510658,88.41546811811173,83.18118044338475,81.93253040099846,80.82682138840225,75.91563445889042,57.851804664538506,88.97769535568155,96.8581364044265,98.33337943671191,105.01922111937695,119.4425352820753,131.67851263676323,143.2351123724963,150.4644364789762,154.05970649959238,150.23154183898572,141.13406624081438,137.5075708213614,141.14514531243037,141.7399399046518,141.39653637895123,147.15781250634467,153.50863815862704,148.15457019502554,144.31208996479756,141.3045121271905,138.08425694912347,136.73583143904608,140.51521662983703,130.2466235977505,129.59550877531575,125.76535139672005,137.92180755092625,141.08618354705922,135.61933668613483,146.84477165524618,147.08961929340762,154.67686647825457
1,2000-01-10 21:58:52+00:00,135.2903468704773,145.85963074619417,149.84795171423855,149.26587645880443,147.00030557152985,144.1075757416461,137.17231862500043,127.71083461184995,127.1038294066503,124.46496340137884,117.56036488481442,113.28020890473738,110.05821255931036,109.85397739908646,113.80863205024426,117.44466568188574,114.49065931043845,117.06641869566144,104.32056918018185,109.19489494210492,100.22465464314098,103.73364268241693,102.7899761418308,92.41609005061959,107.55897417859987,121.07063693314791,128.45089030321168,128.92461187930508,137.04370386054507,148.58371083895474,151.76672506476595,157.39798589313403,167.2915778637432,167.348439256725,160.0429037701744,147.47447692556602,139.07980636036868,140.36795522000799,151.4072548266366,167.8527456310568,164.65890146892963,155.3501107252281,144.0847895230694,143.74190630962497,151.97764986306623,154.42957930940952,159.23531159129732,147.29737566992492,149.31417084665566,139.19025003008485,149.3104857490589,149.98358664127107,138.79444118704822,152.7108087611181,163.753696444639,166.05791439444113
2,2000-03-14 21:58:35+00:00,179.00091281863274,187.11912627961223,183.0395824614442,178.27388221334056,175.32937617028102,172.3640599998466,167.45307312933872,166.49032633642315,167.4278664361474,160.7331398161824,143.61554016793207,131.51515089522616,129.019615502271,128.6943128029026,134.71075679226834,129.58927989198392,145.69287796207004,,,,,,126.1316141409121,101.70689161674935,,132.33979943682914,,111.72162705013449,147.7217501076389,154.63211772500256,170.30553515963493,185.48090512414103,188.68551815301913,,,,,,,,,,,,,,,,,,,,,,221.5773482089944,
3,2000-03-30 21:58:33+00:00,148.47898121205392,155.34198295823043,152.4008024336451,144.12128256580718,142.70830346246998,143.5331019281684,135.72731446474884,137.757611919853,134.21777642541295,128.76532462925385,115.2726218653232,114.86346102935849,112.9452345401428,116.97064165153071,118.205500997098,115.45194641187192,119.72254987336204,124.73997774036367,133.7213383951286,134.9528664203051,127.84436196782156,124.79166186178654,111.05726607354046,121.0105783924726,,120.06703033527374,,,,150.23041219764087,148.44621895782956,154.31095042236782,163.93774034018105,164.8574152989587,166.70142503507572,163.6070449051976,165.3268112843113,161.7534781424023,155.2916328850518,155.90017953756563,161.29688625857608,160.65164557067803,157.38632330400924,155.32019224823767,157.23264191434774,153.71492103936853,162.8988407902675,155.883904165213,159.41300479302683,150.6866607642486,163.55696986590976,160.46681963864273,161.9122547225918,169.23951122839324,182.30351033621452,180.80861836875897
4,2000-05-17 21:58:07+00:00,,,,,102.58739650678291,,,89.10528269865748,91.75234108264384,86.25759798439816,85.32036231352993,76.98369391920306,76.4751589896565,,,70.02600004316118,,,,,,,,,,,,,,,,,134.21114024338993,,,,129.83920977253328,,,,,,,,,,,,,,,,,,,
5,2000-08-05 21:57:08+00:00,,,,153.4688212221467,148.42369828849058,143.84710340914933,135.5324311615038,125.66798857119124,119.44929865011134,109.22476388278834,110.31460831289013,116.03363117605029,117.28356790489273,114.82701163626663,115.40730196774463,107.04404533369886,108.14849905731168,118.4095459004104,126.5913784642328,138.3987016726513,126.41773416094237,112.82155137964654,,136.06389802927885,,,,,,,,,152.26110519615713,,,,160.18988825895073,,,,,,,,,,,,151.55344672144426,,,,,,,
6,2000-11-09 21:56:21+00:00,122.26199210639562,123.58382100751781,127.09889332684746,127.20363458982295,126.2491464331825,129.50663817927008,127.05896728657423,114.67600788305867,113.66619372597646,108.3132414808207,106.69866999247223,95.07176300706428,95.12815556142621,96.09545244191628,114.80089156942037,121.21783594136046,118.34845992702111,106.6965783570854,93.46521462417674,,,78.9369182531201,84.9706466971117,,104.21822528044804,113.84237822085794,124.12004048894644,134.2126782649713,127.26032512373601,124.8025714290287,132.8762923878303,,,,,,,,,,,,,,151.20781706832048,150.1944470746169,141.97478698614884,141.88432645411748,150.2808431844017,141.9186120256798,138.43156191641253,135.02685358225398,123.0764429511799,135.59917798495732,148.36160398464398,149.981136788167
7,2001-03-17 21:56:16+00:00,,,187.53246134560604,,,170.8199916020577,,,,146.2138030989969,144.33447294166433,,,143.1062423018456,127.01346315922694,123.59022226442326,148.24975213069803,,,166.20622183748412,175.04942219267417,,139.1004414529138,168.81566677144139,,,169.4213097170541,183.03475499430743,189.68878523158244,192.81985500850237,188.2898189216757,181.35156755097097,177.23870164236885,171.33642954706096,174.44428544594413,179.44393187409514,187.7952256179419,189.34339591877713,177.12565067573604,165.5259318294946,177.30288255064818,185.4649286138157,190.69505491617,189.98884183086255,185.6006263361933,172.26902962663723,180.41933812141482,167.81981162958897,168.6361823042684,160.15283053538252,176.96330643627567,172.8990831905587,183.7242381630577,178.27179319348176,183.03903095907793,187.48921387619217
8,2001-06-05 21:55:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2001-08-24 21:54:48+00:00,,,,,,,,,102.95391774238342,,105.07420916046392,100.39645736234061,98.60394345826161,103.75164917204219,,88.70610425593681,,,,,,68.28282890745041,,,,,,,,,,,141.12654547427059,,,,,,,,,,,,,,,,,,,,,,,
