dates,satname,nzd0205-0000,nzd0205-0001,nzd0205-0002,nzd0205-0003,nzd0205-0004,nzd0205-0005,nzd0205-0006,nzd0205-0007,nzd0205-0008,nzd0205-0009,nzd0205-0010,nzd0205-0011,nzd0205-0012,nzd0205-0013,nzd0205-0014,nzd0205-0015,nzd0205-0016,nzd0205-0017,nzd0205-0018,nzd0205-0019,nzd0205-0020,nzd0205-0021,nzd0205-0022,nzd0205-0023,nzd0205-0024,nzd0205-0025,nzd0205-0026,nzd0205-0027,nzd0205-0028,nzd0205-0029,nzd0205-0030,nzd0205-0031,nzd0205-0032,nzd0205-0033
1999-08-26 22:05:08+00:00,L7,284.20,288.47,294.62,263.44,277.53,277.17,296.04,301.14,301.93,300.57,295.95,301.17,301.57,291.94,289.57,288.74,283.94,289.96,280.18,278.63,267.48,269.80,297.45,285.07,280.27,283.95,288.20,280.77,298.94,308.68,316.83,308.40,282.52,264.91
1999-09-27 22:05:12+00:00,L7,289.69,291.64,298.42,280.80,279.22,280.35,292.46,301.52,297.06,301.90,296.64,304.70,314.94,298.26,294.41,293.20,290.30,298.41,301.81,281.87,278.50,279.26,301.48,308.80,289.16,290.83,292.31,292.92,305.05,316.37,319.62,309.43,300.45,301.87
1999-10-13 22:05:12+00:00,L7,,,,,293.36,287.10,298.51,306.69,309.51,309.96,306.09,309.37,318.21,295.54,292.30,296.76,294.97,300.49,300.52,286.89,292.08,284.62,309.72,307.95,304.98,293.52,301.61,299.92,318.14,319.67,325.17,318.71,320.14,321.86
1999-12-25 21:58:52+00:00,L7,305.60,314.42,313.85,304.14,297.49,307.25,305.69,310.88,309.70,307.22,305.46,306.48,308.49,301.69,293.60,294.61,302.57,303.66,304.98,296.50,296.75,299.16,307.01,305.54,305.28,300.78,309.20,309.71,320.75,325.22,331.63,326.16,328.33,322.49
2000-01-01 22:05:01+00:00,L7,,,,,329.56,337.12,337.71,341.21,347.81,,325.80,312.84,322.07,304.19,302.55,,302.81,304.63,310.93,303.59,322.34,324.78,324.05,328.41,336.47,339.14,327.94,303.46,349.97,357.90,357.84,355.09,357.71,350.92
2000-02-18 22:04:53+00:00,L7,295.83,298.55,300.50,287.99,286.41,296.13,310.22,312.41,311.05,307.74,304.07,298.32,305.25,298.58,297.60,303.34,294.85,297.53,300.49,286.03,289.18,294.26,306.65,306.16,299.43,295.34,302.05,300.10,310.45,317.62,322.18,312.62,315.78,312.83
2000-05-24 22:04:10+00:00,L7,,,,,,,,,,,,,,,,,,352.26,346.99,,,,349.43,358.09,,280.69,280.37,268.87,357.11,375.55,72.22,,,
2000-07-04 21:57:38+00:00,L7,,,,,,288.23,316.51,323.67,315.73,307.27,310.44,291.45,297.58,286.40,282.04,281.51,276.21,281.91,249.35,271.05,257.46,240.57,206.87,243.03,,280.11,280.98,267.68,285.28,313.15,321.79,301.50,252.00,246.99
2000-08-05 21:57:08+00:00,L7,323.54,332.80,,,321.03,343.17,356.31,359.11,,306.26,306.52,296.18,306.10,291.03,285.49,284.97,282.32,299.87,335.21,277.67,,,337.08,338.61,270.18,286.86,289.04,362.00,357.06,368.92,353.55,352.45,362.93,
2000-08-21 21:57:02+00:00,L7,326.62,,359.71,,348.86,,,,,322.19,301.65,297.44,303.89,291.68,,279.58,280.84,282.03,268.91,272.51,273.54,278.26,286.80,281.23,284.07,284.28,262.50,277.72,270.15,283.87,291.44,279.69,257.13,
2000-10-15 22:02:20+00:00,L7,,,,,274.02,277.29,289.31,298.68,302.07,304.87,302.30,302.92,306.86,293.11,291.89,290.57,291.65,293.91,294.17,280.23,291.82,291.38,302.69,296.49,293.98,293.07,302.38,295.69,304.50,317.06,328.29,324.05,313.97,302.73
2000-10-31 22:02:34+00:00,L7,259.66,254.37,239.18,241.76,243.57,245.82,261.78,268.27,279.07,284.74,281.68,278.15,288.06,278.63,267.79,267.15,261.16,266.14,270.61,264.62,259.57,246.46,258.55,269.05,263.66,269.05,265.45,266.70,275.97,297.71,300.72,293.76,268.21,
2001-01-03 22:02:36+00:00,L7,,,,384.03,381.89,391.97,392.49,395.61,,,,,,385.91,361.00,362.84,343.80,357.73,367.46,366.63,374.15,383.64,397.02,392.84,373.77,377.37,370.35,386.32,377.03,387.16,387.37,390.66,393.16,387.06
2001-02-04 22:02:38+00:00,L7,,,,,324.00,339.36,346.15,354.27,359.94,366.48,358.57,305.91,321.99,300.09,308.54,332.39,332.26,308.56,311.06,,335.08,337.77,326.71,343.06,346.86,347.72,338.53,345.81,347.25,357.70,359.50,360.78,359.17,350.93
2001-02-20 22:02:36+00:00,L7,322.45,323.98,322.25,320.08,318.40,321.42,324.23,335.25,341.32,344.25,339.74,316.97,316.75,310.63,310.75,324.58,317.14,310.43,309.16,301.58,324.82,,327.48,322.40,324.22,332.03,309.96,333.24,337.04,350.34,352.11,344.28,339.89,340.62
2001-03-24 22:02:23+00:00,L7,293.60,295.64,297.46,296.28,291.52,294.68,300.96,309.94,315.60,321.15,313.15,305.65,312.26,297.16,291.92,291.47,289.04,291.98,294.16,280.23,282.69,275.92,304.01,301.12,290.99,290.67,292.34,283.86,304.78,315.29,325.20,321.08,312.30,320.75
2001-06-12 22:01:48+00:00,L7,,,,,,,,,,,,,,,,,,342.01,248.06,,,,350.26,369.41,,276.21,264.08,368.09,370.18,381.70,398.46,391.76,374.67,
2001-06-21 21:55:29+00:00,L7,,,233.19,237.58,,283.97,304.33,307.17,306.90,301.97,301.74,290.33,296.13,285.96,285.06,283.13,280.42,282.76,250.54,273.39,268.82,241.23,225.67,243.71,,285.11,278.86,268.68,284.55,311.83,312.49,305.03,257.37,257.73
2001-08-08 21:55:01+00:00,L7,312.17,264.64,232.20,,296.82,279.59,305.40,306.16,311.98,304.61,301.34,297.35,310.39,291.00,284.96,286.39,283.83,298.12,292.63,273.12,258.81,254.15,294.75,292.10,265.31,285.74,287.67,272.86,286.56,308.43,312.29,314.17,268.12,247.05
2001-08-15 22:01:02+00:00,L7,,267.37,,,282.08,,294.59,292.17,291.90,303.32,297.58,296.58,311.72,289.78,289.33,291.59,284.61,290.99,279.21,272.87,265.50,244.88,223.90,270.08,268.02,283.63,270.45,271.04,278.40,308.04,318.15,307.89,267.15,256.19
2001-09-25 21:54:28+00:00,L7,,,,,361.30,365.02,357.51,348.56,,313.30,313.85,305.94,321.69,310.37,312.31,348.14,359.56,353.16,360.47,358.46,355.72,331.97,347.13,364.99,372.11,365.68,360.39,381.37,372.34,360.58,373.73,366.28,386.27,387.62
2001-10-02 22:00:28+00:00,L7,,,,,289.79,299.98,305.35,307.67,306.00,309.08,308.76,305.58,309.42,297.82,297.48,296.82,294.85,299.62,300.16,286.13,288.38,282.35,309.02,311.41,297.67,294.83,307.18,298.79,298.51,268.56,293.24,306.06,323.02,319.80
