dates,nzd0205-0000,nzd0205-0001,nzd0205-0002,nzd0205-0003,nzd0205-0004,nzd0205-0005,nzd0205-0006,nzd0205-0007,nzd0205-0008,nzd0205-0009,nzd0205-0010,nzd0205-0011,nzd0205-0012,nzd0205-0013,nzd0205-0014,nzd0205-0015,nzd0205-0016,nzd0205-0017,nzd0205-0018,nzd0205-0019,nzd0205-0020,nzd0205-0021,nzd0205-0022,nzd0205-0023,nzd0205-0024,nzd0205-0025,nzd0205-0026,nzd0205-0027,nzd0205-0028,nzd0205-0029,nzd0205-0030,nzd0205-0031,nzd0205-0032,nzd0205-0033
1999-08-26 22:05:08+00:00,138.29043331439678,136.12605339056563,137.01930665024423,129.27926502343252,124.66130599957782,121.09756910807856,124.35942908499854,118.87436027768612,118.61470113366495,118.95868907251153,112.06102393334392,116.72669608859513,121.05966836640413,111.41745285704987,105.2004412475165,109.44152003686645,105.03944285889807,117.37013856427187,112.16968314089857,92.00584365324289,86.44945750131409,92.30282629357495,131.34474319048178,124.95553117715144,104.33328521854587,98.99202138105451,105.19266352505446,102.97745957456786,130.27985680347027,131.36402737763558,144.32301541703617,148.8572843439089,146.17814344274186,
1999-09-27 22:05:12+00:00,149.45141482899726,139.16877834370567,137.29058848847728,122.33926205206495,132.2773134551515,121.72993890551908,123.6340363272221,121.564380366716,118.84992816849424,119.84887638470808,114.87218097852089,119.64775140264142,133.42537928901754,118.31891656021989,107.1251845159328,109.3165939993226,111.2572083275452,118.90059907741237,122.39710193609702,97.86013776020093,106.51593848006308,102.98140847842474,135.73945798683656,130.86369899357524,118.38945330617781,105.33735837605506,110.57081099571224,110.79981477121899,136.70538617584774,135.66634554055727,146.36638309442637,148.6412767872074,143.7539641860933,142.05554021858705
1999-10-13 22:05:12+00:00,,,,,114.3714712313486,107.25665696163644,114.95346822224025,118.0862437362532,121.82209136975868,119.599186263343,116.32718746457726,118.84508664800295,127.42439904707051,112.20608531892269,102.70424070795733,111.70066143031276,106.94230584416906,112.71020062432513,112.01992021418013,103.25307234717225,105.55727627691189,109.03424340641864,126.30035123037177,120.10218981740937,122.2796527104781,116.80828278100913,120.1697106257655,117.22233976554142,133.1274883468755,132.69360822139583,139.00885903082028,138.23867297590346,137.89123315601594,138.23218136731336
1999-12-25 21:58:52+00:00,131.74574550251458,139.85077049008925,136.75803093963947,124.72404519098224,122.91731730167037,129.67067461597966,126.57353811382598,122.34363826137452,121.07982967892535,117.16433061827247,117.17964644696929,112.83899979495544,119.56422084765063,112.74005365509217,104.84189147959995,105.63735669964905,114.36220373761614,119.03034346200437,118.7255183792244,107.22547378894376,106.52015391112243,112.32704285818356,126.19783796498918,120.12455150117829,116.67332336372783,111.18509493190564,120.93094736972182,124.7320555348636,136.0406542279173,139.4371998861139,147.63402087310538,149.2944073713385,149.06431294546672,138.36473772526256
2000-01-01 22:05:01+00:00,,,,,131.39837437476535,139.58930690662334,144.67073707241943,155.4485201102557,154.48772806943833,151.23444400015592,139.96668702009438,123.15422394885,124.0338533575194,133.11309304373918,136.65611477895158,143.7987352122446,146.98997246638743,147.88624566150472,152.272567901241,151.84864241940605,137.40732917021327,138.40448999772627,134.12386410485064,137.90637305065923,147.3910985392569,149.24239539226204,145.2141908569857,152.87826025806925,157.47773862667862,163.2173877756152,162.0541743250301,157.73935728895617,161.2990454222524,157.12698720251234
2000-02-18 22:04:53+00:00,147.77851566373664,145.15708600954252,143.90783133092253,128.93741015748083,133.415770162878,138.52965406283042,143.19301756448553,130.55556997687015,129.40183161184171,122.94270847057496,115.92146476623311,111.3000671695909,121.6124386362747,115.19901157975924,112.1726081339075,123.30782982224257,114.88918575906598,118.13458212852288,118.84582914995903,111.50914586670125,101.42804580640819,114.18627907781598,140.42060235349592,129.03482945603383,110.79832457784674,111.0002506585043,120.23832812834276,118.89600673080021,137.9014486911221,139.6043224771057,151.77525284525905,154.65611737991344,152.58505037313307,140.40651636258121
2000-05-24 22:04:10+00:00,,,,,,,,,,,,,,,,,153.65154619052046,160.5015910944979,151.66473092821033,158.17245926225402,,,,165.59540393185642,,,,159.83579433054982,,181.177317674883,,,,
2000-07-04 21:57:38+00:00,114.37097537565782,136.87155264404552,138.81638131290748,123.50248033576001,120.13008813987382,125.11555521241138,139.9042803259218,140.06413497988171,135.58934855202608,123.75452383878961,125.90146780205986,100.50349044838335,113.62501659227512,96.83674456159984,91.510100479639,92.94926356558263,,,,,,,,,,,,,96.92572446522252,124.07965059477957,,,156.86850846729814,
2000-08-05 21:57:08+00:00,126.2058817501318,132.774300452114,134.11774027263618,128.60435111584104,121.02391842336127,139.25903028135974,157.35831346639387,170.60556689918192,171.46983305880028,127.14033998973912,118.83254005961268,101.44771314528793,116.1281797628537,,85.36587024059926,84.30291934702474,,138.03683591862026,,,,,,144.17940663110176,,,,169.1206685759186,164.2294194661183,169.87437042899768,160.0166436522925,143.97582234120338,160.40010722609173,
2000-08-21 21:57:02+00:00,,135.83317322986238,166.7894652648668,,175.01165440706248,135.08650674279005,160.4516395793071,167.586315002013,171.69732518965594,156.01631331743667,102.60025514765304,98.7730585524274,109.97669062619292,,,79.54886779989953,80.33479257690372,,88.5254418604982,73.83894397451188,84.2920108717062,87.56443803975931,86.34367639647633,86.23573323409317,,92.49984086671988,70.41921830298111,82.6536663207969,81.46102546876682,94.95384536073854,95.98221342451492,95.65038977963464,59.41136097050646,
2000-10-15 22:02:20+00:00,,,,,115.93005994198597,115.92089879639502,117.34861388339358,117.10615368835651,117.93270092054347,121.94092732743617,117.91489742923805,116.30128660378452,126.31690184068519,111.06838520315532,105.26203944628911,107.12201643148273,109.196571246659,113.9169495669583,114.61973714181232,93.10497736784177,119.163038529798,116.88352347222877,132.90656341035174,117.9031262513123,109.15336931089628,107.29399525715905,119.47709749913541,114.18807962024752,128.81419535523185,135.01218691179986,154.74765442238862,156.30735620203473,137.26656293312394,129.40089679230744
2000-10-31 22:02:34+00:00,120.1169017215779,108.89550325446054,93.96657857321537,86.09395267934462,86.08793709303778,92.05790864617066,99.8118253906023,112.92697138848752,112.79440158941506,126.46469367832725,105.65180868291807,105.1536315306629,123.23765056115484,103.50953315266385,97.94618966275148,98.32254568337568,100.42171222512168,106.15827090923729,105.94418113873128,98.2808448539964,93.76327611869108,93.24945037457371,115.05407487134364,114.52461699471831,115.74497433339248,96.9623480557717,122.21089585975707,137.54008920391,130.20990044638506,132.73235240944308,142.68668554450065,137.72303885460175,128.0859151716193,136.4725761026943
2001-01-03 22:02:36+00:00,,,,,167.02437919239847,181.36060870397768,188.39956453204778,197.7288280724139,193.0425090244793,164.14773141015698,177.56837506156802,,193.97455745434624,187.2161472326542,165.9357184793921,166.2968981369894,153.60538792226077,154.34383150331757,169.26351622826883,171.2457363770441,179.28837929338698,183.53938029763526,186.61356108322732,189.8164612341092,178.72626500628746,178.0372174020692,171.1035838519945,182.54843157470373,174.37265041880983,182.10076465905263,180.90005636770155,178.23211800287376,182.07683739875765,184.05292566466414
2001-02-04 22:02:38+00:00,,,,,130.32534676655317,145.0427318010952,154.1082901315788,162.1913786422786,168.67720744153667,174.36589320702896,168.56183716836057,120.70855201892687,132.82311859039012,140.42188295141392,141.12556881084666,143.31231136914838,139.3752312411019,121.10522251086952,128.6320513438078,137.69559145155284,147.48593319521274,148.14396079045727,148.76051172209588,156.2779614224056,158.6372605385691,155.24927400319538,144.93923927136711,153.69995094373357,155.76995251861416,164.70617677703564,167.62032913198868,167.17507330425826,166.5511736111278,160.95729175772593
2001-02-20 22:02:36+00:00,152.56045383241087,152.8904979292319,151.09267035776134,144.48750892489068,146.78240805123662,149.55735942179203,147.3342223614954,151.7498327677648,154.67178317051113,156.06018041452572,150.36465488701606,128.84207500631396,129.55933119251387,125.81904527864984,128.21631592713982,142.03106828588227,132.5313658924316,126.59614065074457,124.42653497787026,124.41431916095497,136.61430896095618,133.00532993964848,151.65691957342045,143.66121492942352,138.12825590686768,141.72534653582616,126.94927280113026,137.1172622479531,158.43230426728377,166.9398255163905,172.4453455386687,171.92551179594494,164.51302213225213,160.22475346640604
2001-03-24 22:02:23+00:00,144.39572124773582,141.17008164605164,140.35158776915563,131.980552941358,137.0867383980518,133.92303918065738,135.91245650877758,131.17154013696705,133.6795575543308,136.41317587980654,129.3353448276491,118.77564984939943,131.04347234377764,115.55732520041475,106.69844106367651,107.73445053282059,107.40360704681709,114.60188819288503,115.95364089999693,95.94560225589156,100.60149429216496,92.8324338955438,136.5456312709809,127.20987595723946,104.91598986202729,101.84590190419846,109.07808739085925,104.8544949731112,131.9204712301191,136.34651598632848,153.3959566301983,160.57128796279756,150.92545314384384,147.76311545559625
2001-06-12 22:01:48+00:00,,,,,,,,,,,,,,,169.75211511710845,175.2239414157112,168.79422870952385,,,,,,,,,,,178.73568992589307,,181.26796112413865,199.33568245478898,182.02971007279035,178.590977818784,
2001-06-21 21:55:29+00:00,,,,,121.49233161963761,129.8626137006336,141.0843628075088,128.82379191541517,125.95540753437686,119.35825161301514,116.8977386697566,106.11967310645807,119.73970897496329,104.20082681556245,99.33476895646523,101.0476501924105,98.69241293606484,91.33025706546972,,,,,,,,87.7573369548781,95.3864543814982,86.29075169745052,109.42916804417504,128.74496210418073,140.111398080477,,,
2001-08-08 21:55:01+00:00,130.155429785204,107.16499074788585,91.54412968244735,117.57801978983885,124.76131210818903,121.12613945124464,129.72663502885302,130.68423729011226,134.13613300132073,116.23202077388856,113.88885390006416,105.77663266796011,128.3553775743866,101.19048146799727,92.64000846156785,91.51056789412597,,130.37285044196182,,78.913646135695,72.69469101403712,,,,69.48839615637453,94.14992395649911,90.9373888288463,82.31259277805505,95.76461906230672,119.93233758337756,130.04793062691382,,144.00250537561453,
2001-08-15 22:01:02+00:00,118.98016377445633,107.96622593339677,111.21553014046864,115.80097111709249,123.61679283589264,137.7243084331002,130.1292989388621,134.77329055397593,128.4150517593969,118.04669130357537,128.14739306867315,108.83206434836649,124.24349211844401,,,142.01430787989813,144.31632515215668,110.50764041060128,,,,,,,84.85139253573251,,,151.30404640733735,,,162.4425654102058,164.2480272069699,163.1381526687312,
2001-09-25 21:54:28+00:00,,,,,148.8359737509648,155.69097587632484,158.58549285454305,161.29453334887,167.44760932676755,156.93551194468577,170.80993387667,107.66462642121141,127.72869636660792,129.5710864025673,,156.4332918512603,160.07661300430954,155.81865657352773,160.4094545652295,162.28848420861672,158.08700152484096,147.9372732825059,143.8673506818206,164.7397412185568,175.6753387513886,168.26780451222376,163.3265874480742,184.40741203905063,168.4688396802449,162.25983562596997,168.33970610046933,158.2625525266435,177.806155446706,183.35396982634535
2001-10-02 22:00:28+00:00,,,,,133.0824360830168,138.9566613858876,135.83147912726437,124.53653307373328,123.11524541035632,122.88837718614084,122.96174382596773,117.06368152993142,129.30070529366463,116.87228899191133,115.6621503461807,113.48921919406054,114.71537354364872,117.92421869480388,119.40311067356818,100.88916368514957,106.89898943180516,99.66235637846063,139.72088865902793,133.14824574582752,114.94571104069504,116.31131989513275,125.0575142059167,115.71458660154438,133.46535352253747,95.01361006249758,128.58624463920202,144.09798306684584,157.63102942346413,147.0807946707057
2001-11-19 22:00:44+00:00,,,,,115.8714556103068,132.66529310362208,130.75617573774426,145.96216004222845,148.52461010671763,141.25511390224702,132.40868692736353,122.46759639331529,129.61449745127592,134.94300267127562,134.16298163917773,135.6504930998791,137.74308088254526,135.13225521080963,124.54597003329705,119.98394324806577,122.88712611719716,124.30357018183412,140.45078865059256,155.5200848179743,153.52154372583587,150.33476822772144,143.99697511816373,148.38792642456525,148.44928426361489,149.39169170128815,149.70827634816845,144.80096756561687,156.07207113415382,161.93617272938621
