dates,nzd0401-0000,nzd0401-0001,nzd0401-0002,nzd0401-0003,nzd0401-0004,nzd0401-0005,nzd0401-0006,nzd0401-0007,nzd0401-0008,nzd0401-0009,satname
1999-09-04 22:00:33+00:00,316.11,318.43,333.90,333.47,328.48,314.24,326.37,328.98,328.03,338.56,L7
1999-10-22 22:00:28+00:00,320.14,322.69,335.11,332.93,330.61,321.29,328.05,329.31,327.20,334.57,L7
1999-12-25 22:00:28+00:00,319.00,321.19,332.39,330.43,330.41,319.45,324.48,329.31,327.20,334.57,L7
2000-01-26 22:00:26+00:00,319.83,322.81,333.16,330.92,330.85,319.21,323.37,328.19,327.37,334.33,L7
2000-02-11 22:00:21+00:00,319.99,322.70,332.66,331.58,330.34,319.05,322.84,326.87,327.39,333.22,L7
2000-02-27 22:00:16+00:00,319.52,322.25,331.69,331.08,330.69,319.01,322.48,326.54,327.67,333.04,L7
2000-03-30 22:00:09+00:00,320.56,323.96,331.87,330.48,330.85,319.97,322.90,326.83,327.33,332.58,L7
2000-04-15 21:59:55+00:00,319.56,322.73,331.59,330.32,329.56,318.95,323.54,327.51,326.72,332.41,L7
2000-05-01 21:59:54+00:00,318.90,322.56,331.72,330.29,329.45,317.62,323.61,327.22,326.74,332.21,L7
2000-05-17 21:59:43+00:00,318.90,321.52,331.86,330.36,329.29,316.58,323.44,327.07,325.96,330.38,L7
2000-06-18 21:59:27+00:00,318.90,320.91,332.51,330.87,329.27,315.62,324.43,328.71,325.96,330.09,L7
2000-08-05 21:58:44+00:00,319.03,320.84,332.85,331.82,327.87,314.89,326.81,330.42,326.10,329.91,L7
2000-09-06 21:58:22+00:00,318.51,321.36,334.63,332.31,326.11,314.06,328.98,332.35,326.05,330.65,L7
2000-10-08 21:58:00+00:00,319.46,320.61,335.14,332.84,326.88,314.10,329.26,332.58,326.23,330.29,L7
2000-11-25 21:57:58+00:00,320.64,320.88,334.47,332.35,327.46,315.88,328.88,332.70,325.90,331.46,L7
2001-05-20 21:57:28+00:00,318.44,317.18,330.85,327.16,330.05,316.05,321.76,323.69,319.06,325.14,L7
2001-06-05 21:57:16+00:00,318.50,316.55,336.00,330.71,330.35,308.18,323.46,325.25,320.44,325.08,L7
2001-07-07 21:57:00+00:00,318.50,318.27,337.67,332.11,332.20,309.17,326.73,330.03,322.74,326.65,L7
2001-09-25 21:56:04+00:00,320.52,319.00,337.73,331.78,332.15,311.12,324.71,328.99,323.45,327.96,L7
2002-02-16 21:56:30+00:00,316.40,314.97,330.61,323.52,324.62,312.64,317.53,324.36,322.53,330.96,L7
2002-03-20 21:56:24+00:00,317.19,317.99,330.17,321.75,325.30,312.64,321.58,325.66,325.01,328.14,L7
2002-05-07 21:56:27+00:00,314.36,318.37,329.34,322.58,325.21,313.88,327.14,331.32,327.99,328.30,L7
2002-10-14 21:55:19+00:00,320.24,322.67,333.48,333.13,331.89,321.26,332.36,337.12,331.77,333.49,L7
2002-10-30 21:55:25+00:00,323.20,323.64,334.19,332.62,330.46,321.32,331.91,335.62,331.19,334.84,L7
2003-04-08 21:56:23+00:00,323.76,322.77,330.76,329.45,324.95,318.37,326.64,327.88,326.23,331.59,L7
2003-05-10 21:56:22+00:00,316.62,319.95,329.98,326.75,322.68,312.35,324.03,324.48,322.03,327.69,L7
2003-07-21 21:44:09+00:00,315.10,317.79,328.01,325.97,319.97,310.94,322.75,322.18,321.20,327.93,L5
2003-07-29 21:56:05+00:00,314.13,317.98,328.19,326.14,316.24,310.19,323.27,322.76,321.90,327.53,L7
2003-08-30 21:55:58+00:00,314.02,319.24,328.39,326.55,316.35,309.92,324.09,324.44,321.90,327.53,L7
2003-10-17 21:55:51+00:00,315.41,320.95,330.44,329.03,320.05,313.03,326.91,327.71,324.49,330.74,L7
2003-11-18 21:56:15+00:00,315.20,320.35,328.52,326.72,318.17,312.74,324.74,326.87,322.23,329.95,L7
